,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35
262,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,1,0,0,0,0,0,1,1,0,0,0,2,1,2,1,2,0,0,2,0,2,0,2,0,0,0,2,1,1,1,0,1,0,2,0
263,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,0,2,1,2,0,1,1,1,0,1,0,2,0,0,2,2,2,0,2,1,2,0,0,0,0,0,2,1,0,1,1,1,0,0,0
264,0,1,2,0,4,3,0,0,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,0,3,0,3,0,1,1,1,0,2,1,2,1,2,1,1,2,2,1,0,1,2,2,0,0,0,1,2,2,1,2,0,1,1,0,1,0,0,1,2,1
265,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,2,0,0,2,2,2,0,2,2,2,1,0,1,2,0,0,1,1,1,0,1,0,0,0,2,0,1,0,2,1,1,1,0,2,2
266,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,1,0,1,2,2,1,0,2,1,2,1,1,1,1,1,2,1,1,1,2,1,0,1,2,1,0,1,0,0,0,2,1,2,0,1
267,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,0,1,1,0,2,0,1,0,2,1,2,1,2,1,0,1,1,2,2,0,2,0,1,1,0,0,2,1,0,2,1,0,0,1,2
268,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,0,1,2,1,1,2,1,0,1,0,1,0,2,1,1,0,0,1,2,2,0,2,0,1,0,2,0,2,2,1,0,2,0,2,1
269,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,2,2,1,2,2,0,0,2,1,2,0,0,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,0,1,1,0,1,2
270,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,2,1,2,2,0,1,1,0,0,0,1,0,0,0,0,2,0,1,2,2,0,2,0,2,2,1,2,0,0,1,1,0,1,1,0
271,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,1,0,1,0,0,0,2,1,0,0,0,2,0,0,1,2,1,2,1,0,0,0,2,2,0,2,0,1,0,0,2,1,1,0
272,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,0,1,2,1,2,0,1,0,2,2,0,1,1,2,2,0,1,1,2,0,2,1,0,2,1,2,1,0,2,1,2,2,0,2,1
273,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,1,0,2,2,1,1,0,2,2,0,1,2,2,2,0,1,1,1,1,0,0,2,2,2,0,2,2,2,2,2,0,1,1,0,1
274,0,1,0,2,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,2,1,0,0,2,2,0,1,0,2,2,1,1,2,0,2,1,0,1,2,1,2,1,0,2,2,2,2,1,0,2,2,2,2,0
275,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,2,1,2,0,1,0,2,2,2,2,1,0,2,2,1,2,2,0,2,0,1,1,0,1,1,1,1,2,1,1,2,0,1,0,0
276,0,1,2,0,4,3,0,0,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,0,3,0,3,0,1,2,1,1,1,1,1,1,1,0,0,0,2,1,1,1,2,2,0,1,1,2,1,2,2,2,0,1,0,0,0,1,1,1,0,0
277,0,1,2,0,2,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,0,3,2,0,1,0,1,0,2,0,1,1,2,0,0,0,0,1,1,1,1,0,2,1,1,1,2,0,2,1,2,1,0,2,1,2,2,0,1,2
278,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,2,1,0,2,2,1,1,2,0,0,2,1,2,1,2,2,2,2,2,1,0,0,0,1,0,1,1,1,1,0,2,0,0,1,1
279,0,1,0,2,1,5,4,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,0,2,2,1,0,2,2,1,2,1,1,0,2,0,1,1,0,0,2,2,1,2,0,0,2,1,2,0,2,2,1,1,2,1,0
280,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,0,0,3,2,0,1,1,1,2,2,1,1,0,0,2,1,0,2,2,1,2,1,1,0,0,2,1,0,2,0,1,2,2,1,1,2,2,2,0,0,1
281,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,0,0,3,2,0,1,0,1,2,1,0,1,0,1,2,2,0,2,1,2,0,1,1,1,0,2,0,1,0,0,1,0,1,0,0,2,0,0,1,1,1
282,0,1,2,0,4,3,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,1,3,0,3,0,-1,2,0,0,1,2,2,2,0,2,2,1,2,2,1,1,1,1,0,2,0,0,1,1,1,2,0,1,1,2,1,2,2,1,2,2
283,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,0,1,1,1,0,2,1,1,0,0,2,1,1,2,1,1,2,2,1,0,2,1,1,1,1,0,0,1,0,0,1,2,2,2
284,0,1,2,0,2,5,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,0,2,0,0,3,2,0,1,2,2,2,1,2,0,2,0,2,2,2,1,0,1,1,2,0,0,2,0,1,1,0,1,0,0,1,0,1,1,0,0,2,0,0
285,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,1,4,4,1,1,1,0,2,1,1,1,0,1,1,1,0,2,2,2,1,1,0,2,0,0,1,0,0,1,0,2,1,1,1,1,0,2,0,1,1,0,2
286,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,0,0,3,2,0,1,2,1,1,1,1,1,1,1,2,2,0,0,2,0,1,2,2,1,2,2,1,2,0,2,2,0,1,0,1,1,2,1,1,0,0
287,0,0,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,1,1,2,0,1,0,0,1,2,1,0,2,2,1,2,1,0,2,2,2,1,0,1,1,2,1,1,2,1,0,1,2,2,2,1
288,0,1,0,2,2,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,0,2,1,2,1,1,0,0,0,1,1,2,1,2,2,0,0,2,2,2,0,2,2,2,0,0,2,1,0,0,2,0,2,2,0
289,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,0,0,3,2,0,1,0,0,1,0,1,2,0,0,1,0,1,0,1,2,0,0,1,0,2,0,2,1,2,1,0,0,0,0,0,1,1,1,2,1,0
290,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,0,0,3,2,0,1,2,0,0,1,0,1,0,0,0,1,2,2,1,2,1,1,2,2,2,0,2,2,1,0,2,2,0,1,1,0,0,2,0,1,1
291,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,2,1,2,2,1,2,2,2,0,1,2,0,0,1,2,2,1,2,2,1,0,2,1,1,1,2,2,1,0,2,1,1,0,0,0
292,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,2,2,1,2,0,2,2,2,1,2,1,0,0,0,2,1,1,2,2,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0
293,0,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,1,4,4,1,1,1,0,1,1,1,1,0,1,2,0,1,2,1,2,1,1,2,0,1,2,0,2,0,1,1,1,0,0,2,2,0,2,1,2,1,1,0
294,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,0,2,0,2,2,2,0,2,2,2,1,0,0,2,0,0,0,1,2,2,2,0,0,2,2,0,2,2,0,2,2,2,2,1,0
295,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,1,1,2,0,0,1,2,2,0,0,1,2,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0,0,0,1,2,1,2,1,1
296,0,1,0,2,2,5,4,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,0,2,0,1,0,2,2,2,0,0,1,1,2,0,2,0,1,1,0,2,2,1,2,1,0,0,1,0,0,0,2,0,2,2,2
297,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,2,1,0,0,0,0,2,2,0,2,0,0,2,1,0,2,2,1,0,2,1,2,0,0,2,2,2,0,1,2,0,1,0,1
298,0,1,0,2,2,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,1,2,2,1,2,2,1,0,2,1,2,2,2,0,0,2,2,0,0,1,1,0,2,0,1,1,1,1,0,1,1,0,2,0,1
299,0,1,0,2,2,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,1,0,0,0,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,0,1,0,2,1,0,1,2,1,2,1
300,0,1,2,0,4,3,0,0,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,5,4,6,0,2,2,1,0,0,2,1,2,0,0,0,1,2,1,0,0,1,0,2,2,2,0,2,0,0,0,1,0,2,2,0,1,2,0,2,1
301,0,1,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,2,0,3,0,3,0,1,0,0,2,1,2,2,2,2,0,0,0,2,2,0,1,1,0,1,1,1,0,1,1,0,2,0,2,0,0,2,0,2,2,0,0
302,0,1,0,2,2,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,2,0,3,2,5,7,0,2,2,2,1,2,2,0,2,2,0,1,2,2,2,0,0,2,1,0,0,2,1,2,2,1,1,0,2,0,1,2,2,2,0,2,0
303,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,2,2,0,1,1,1,1,1,0,2,2,2,0,0,2,0,0,2,0,2,0,0,2,0,2,1,1,0,1,2,0,2,2,0,1
304,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,0,0,1,1,1,1,2,2,1,1,1,1,2,2,1,0,2,2,2,1,0,2,2,0,2,0,0,1,0,1,1,0,1,2,1
305,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,1,2,1,1,2,1,2,1,2,1,0,0,1,0,1,2,0,2,2,1,0,1,0,0,0,2,1,1,2,0,1,2,2,0
306,0,1,0,2,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,0,1,0,2,2,1,1,2,0,0,0,2,0,1,0,1,1,2,1,0,2,2,1,1,1,2,0,2,0,0,2,2,2,2,0
307,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,2,2,2,0,0,2,1,2,1,2,2,0,0,0,2,1,1,0,1,2,0,1,1,0,0,1,0,2,0,1,0,1,1,1
308,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,2,1,6,5,1,0,0,0,0,2,0,1,0,2,1,0,0,2,2,1,2,2,0,0,1,0,1,2,1,2,0,0,1,1,0,1,2,0,0,2,0
309,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,0,1,2,0,1,0,2,1,0,2,2,0,2,2,0,0,0,1,0,0,2,1,2,1,0,0,1,0,2,2,0,2,0,1,2
310,0,1,2,0,4,3,0,0,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,0,3,0,3,0,-1,1,2,1,2,0,1,0,0,1,2,2,2,0,2,1,2,1,0,1,2,0,2,2,0,2,0,1,2,1,2,2,0,0,2,2
311,0,1,2,0,2,5,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,0,2,0,0,3,2,0,1,1,2,0,1,2,1,2,0,2,2,0,2,2,0,0,0,2,2,2,1,0,2,1,1,0,1,1,0,1,0,2,0,2,2,0
312,0,0,1,3,1,2,2,7,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,2,3,3,2,5,0,1,2,1,0,2,2,0,1,2,1,0,1,1,1,2,2,2,1,1,0,1,2,1,1,2,1,0,1,2,1,1,0,2,0,1,0,0
313,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,2,1,1,0,0,1,2,0,0,1,2,2,2,0,0,1,2,2,2,1,2,0,1,0,0,1,1,2,0,2,1,1,0,1,2
314,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,0,1,1,1,1,2,0,1,0,1,1,0,0,0,2,1,2,0,2,0,1,1,0,0,1,0,1,2,1,1,1,2,1,2,1
315,0,1,2,0,4,3,0,3,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,2,0,1,5,4,6,0,2,2,2,1,1,1,0,2,1,0,2,2,2,1,0,0,0,2,1,2,1,0,1,0,2,0,1,0,2,0,1,2,1,0,1,0
316,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,2,0,0,2,1,0,2,0,1,0,1,0,2,2,1,1,1,0,0,0,0,1,1,1,1,1,1,2,0,2,1,0,1,1,2
317,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,7,0,2,1,1,2,2,0,0,0,1,0,2,0,1,0,0,0,1,2,1,0,1,1,2,0,1,0,0,1,2,2,1,2,2,1,1,0
318,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,1,1,0,0,0,2,0,0,1,1,0,0,1,2,2,0,0,2,2,2,2,2,2,2,1,1,2,1,0,1,0,2,0,2,2
319,0,1,0,2,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,0,1,0,0,1,0,0,2,0,2,2,1,1,0,2,0,0,2,2,0,0,0,0,1,1,0,2,1,0,2,1,0,2,1,2
320,0,1,2,0,4,3,0,3,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,0,1,5,4,6,0,2,0,2,0,2,2,0,2,0,1,2,2,1,1,2,2,1,1,0,2,0,2,0,0,2,2,0,2,1,1,0,2,2,2,0,2
321,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,0,2,1,2,2,2,0,2,1,2,2,2,2,0,2,0,0,0,0,1,1,2,1,1,1,2,0,2,0,2,1,1,0,2,2
322,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,2,2,1,0,0,1,0,0,2,2,0,2,1,1,1,2,0,1,2,0,1,1,0,1,2,1,2,2,0,0,1,2,1,2
323,0,0,0,2,1,2,2,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,1,2,0,1,1,2,1,1,2,0,0,1,2,2,0,1,0,0,0,1,0,0,2,2,1,2,2,0,0,1,1,0,1,0,2,1,0
324,0,1,2,0,4,3,0,0,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,0,3,0,3,0,1,0,1,0,0,2,2,1,0,1,2,0,0,1,0,2,2,1,1,1,0,0,0,1,0,1,2,1,1,1,0,2,1,0,2,0
325,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,1,2,2,1,1,1,2,0,1,1,1,0,1,0,2,0,1,1,0,1,0,0,2,0,2,0,2,2,1,2,0,1,2,0,1
326,0,1,2,0,2,5,5,5,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,0,2,0,0,3,2,0,1,1,0,0,2,1,0,2,0,2,1,1,2,1,0,0,0,2,1,1,1,2,2,1,1,0,2,0,1,0,1,2,0,2,2,2
327,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,2,2,2,0,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,0,1,0,0,1,2,2,2,0,1,0,2,2,1,0
328,0,0,0,3,1,2,2,7,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,2,3,3,2,5,0,1,2,1,0,0,2,2,2,0,0,2,1,2,1,1,0,1,0,1,2,1,1,1,0,2,0,1,0,0,0,2,2,0,2,2,2,2
329,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,0,0,0,2,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,2,0,1,0,1,2,0,0
330,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,0,1,0,1,2,0,2,1,0,0,1,0,2,1,2,0,1,1,0,1,1,1,1,2,1,0,2,0,2,2,2,1,0,1,2
331,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,0,1,1,2,0,0,1,1,0,0,1,2,2,2,0,2,1,0,1,2,0,0,1,1,0,2,2,1,0,2,1,2,1,1
332,0,1,0,2,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,0,1,0,2,1,0,0,0,2,1,0,0,2,2,0,0,1,1,0,2,1,2,2,2,2,2,2,1,2,1,0,0,1,1,0
333,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,2,1,1,0,1,2,1,2,1,2,2,2,1,0,2,1,0,2,0,0,2,0,0,2,2,1,2,0
334,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,1,0,2,0,0,1,1,1,1,1,0,2,0,0,1,1,1,0,1,1,0,1,2,1,1,1,1,2,2,1,0,0,1,1,1
335,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,1,0,0,2,0,1,2,2,2,2,2,2,0,0,0,0,1,2,0,0,2,2,1,0,0,1,2,2,2,1,2,1,2,1
336,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,2,2,0,1,0,0,0,0,0,2,1,0,2,0,0,2,1,0,0,0,1,0,0,2,1,2,1,2,0,0,2,2,0,1
337,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,2,1,6,5,1,0,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,0,0,1,0,2,0,0,1,2,2,2,1,2,1,0,0,2,0,1
338,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,7,0,2,1,0,2,1,0,0,0,1,0,2,0,1,1,2,0,2,2,2,1,1,1,1,2,1,0,2,0,0,0,1,2,0,2,2,0
339,0,1,0,2,2,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,2,0,1,5,5,7,0,2,0,1,0,0,1,1,0,0,1,0,0,2,0,1,2,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
340,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,0,1,0,2,2,2,0,2,1,0,2,0,2,2,2,1,0,1,1,0,0,1,2,2,1,1,0,0,2,2,1,2,0,0,1
341,0,1,2,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,2,2,0,0,2,1,1,1,0,1,2,1,1,2,2,0,0,0,2,0,0,1,0,2,0,2,1,2,2,2,1,2,1,2,2
342,0,0,1,1,3,4,1,4,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,2,1,6,5,1,0,1,1,2,1,0,1,1,2,2,2,2,1,1,2,0,1,1,1,1,0,1,0,1,1,2,1,1,2,2,2,0,2,1,2,0
343,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,0,0,2,1,0,2,2,1,0,0,0,0,2,2,0,2,0,1,1,2,0,0,2,2,0,0,0,1,1,1,0,1,2,2,2
344,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,2,0,2,0,0,1,1,1,0,1,1,0,1,2,2,2,1,2,1,0,0,2,0,2,0,1,1,0,2,2,2,0,0,2,1
345,0,1,2,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,2,1,2,1,0,2,1,2,0,2,2,2,1,1,2,1,2,1,1,2,0,0,2,2,0,1,2,0,0,1,1,1,1,1,1
346,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,2,2,2,0,2,0,0,0,0,0,2,0,1,2,1,2,1,0,0,2,2,0,0,0,1,2,0,2,2,0,1,0,2,1,2
347,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,2,2,0,1,2,0,2,0,1,1,2,0,2,1,2,2,2,0,0,0,1,1,2,0,2,2,0,2,0,0,0,1,0,2,0
348,0,1,0,2,2,0,6,3,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,0,1,0,0,2,0,2,0,1,0,2,0,0,1,1,1,1,1,2,0,0,1,0,1,1,0,2,0,0,2,0,1,2,2,1
349,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,2,0,3,0,3,0,1,2,0,2,0,1,0,2,2,1,0,1,1,0,1,2,2,1,2,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0,2,1
350,0,0,1,1,3,4,1,4,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,2,1,6,5,1,0,0,2,0,1,0,2,0,0,1,1,0,2,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,2,0,1
351,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,3,3,0,1,0,0,0,1,2,1,1,0,0,1,1,1,0,1,1,0,2,0,1,1,2,0,1,1,2,1,0,2,2,2,1,2,2,1,2
