,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35
172,0,1,0,2,1,2,6,0,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,3,4,0,1,1,1,0,5,0,0,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1
173,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,7,0,-1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1
174,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,7,0,-1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
175,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,0,3,4,0,-1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1
176,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,0,3,4,0,16,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1
177,0,1,2,1,2,0,3,1,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,3,4,1,5,3,0,23,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
178,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,6,0,6,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
179,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,6,0,-1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0
180,0,0,2,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,4,0,3,0,1,1,1,4,2,2,5,6,-1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0
181,0,0,1,2,1,2,1,2,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,1,1,0,5,4,2,3,-1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
182,0,1,0,2,1,2,6,0,3,5,0,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,1,1,1,0,5,4,2,0,25,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
183,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,7,0,8,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0
184,0,1,0,0,2,0,3,1,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,1,0,5,0,0,0,20,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0
185,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,0,3,4,0,-1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0
186,0,0,2,1,2,1,2,3,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,1,4,2,2,5,0,-1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
187,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,1,0,-1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0
188,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,2,0,3,4,1,7,0,-1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0
189,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,2,0,3,3,6,6,0,-1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1
190,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,0,0,0,-1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
191,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,6,0,6,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
192,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,7,0,-1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
193,0,1,0,0,0,3,6,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,1,0,5,4,2,0,-1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1
194,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,2,3,4,1,5,3,0,19,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0
195,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,6,0,6,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0
196,0,1,0,0,0,3,3,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,0,5,0,0,0,22,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0
197,0,0,2,1,4,1,2,6,-1,-1,5,0,0,0,1,1,1,0,1,0,3,1,1,6,5,0,1,1,1,4,2,2,5,0,-1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0
198,0,0,2,2,1,2,1,3,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,1,0,5,4,2,2,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0
199,0,1,0,2,0,2,6,0,-1,14,0,0,0,0,1,1,1,0,0,2,2,3,0,3,3,0,1,1,1,0,5,4,2,0,-1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0
200,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,0,1,0,-1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1
201,0,0,2,1,2,0,3,3,19,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,1,4,2,2,5,0,2,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0
202,0,0,2,1,4,1,2,6,-1,-1,-1,4,4,3,3,2,1,0,1,1,3,2,4,0,5,0,1,1,1,4,2,2,5,4,-1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
203,0,1,1,2,1,2,6,0,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,3,3,0,1,1,1,0,5,4,2,1,-1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0
204,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,0,5,0,1,0,21,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1
205,0,1,0,0,2,0,3,1,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,1,0,5,0,0,0,20,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
206,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,3,4,1,7,0,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
207,0,0,2,1,2,0,3,3,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,1,1,4,2,2,5,0,2,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
208,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,6,0,-1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
209,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,1,5,0,0,-1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1
210,0,0,2,1,4,1,2,6,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,1,1,1,4,2,2,5,2,27,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1
211,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,0,1,0,-1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
212,0,0,2,1,4,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,1,1,4,2,2,5,9,-1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
213,0,1,2,1,4,1,2,6,-1,-1,-1,-1,0,0,1,1,1,0,1,0,3,2,4,6,5,0,1,1,1,4,2,2,5,4,-1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
214,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,0,1,5,0,0,0,-1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1
215,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,0,1,5,0,0,0,-1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1
216,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,1,0,-1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
217,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,0,3,4,0,-1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
218,0,0,1,2,1,2,1,2,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,1,0,5,4,2,3,-1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
219,0,0,1,3,3,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,4,0,1,0,1,1,1,0,5,4,2,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
220,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,0,0,0,5,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1
221,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,0,0,5,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
222,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,0,3,4,0,14,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1
223,0,1,0,0,2,0,6,0,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,1,0,5,0,0,0,-1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1
224,0,1,0,0,0,3,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,2,0,1,5,0,0,0,-1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
225,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,0,0,5,0,0,0,-1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
226,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,4,3,1,0,14,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
227,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,2,3,4,1,5,3,0,19,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
228,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,2,0,3,4,0,0,0,18,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1
229,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,0,5,0,1,0,21,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
230,0,0,2,1,2,0,3,3,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,1,1,4,2,2,5,0,2,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0
231,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,7,0,8,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
232,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,1,0,9,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
233,0,0,2,1,4,1,1,3,-1,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,1,1,4,2,2,5,2,-1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0
234,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,0,3,4,0,15,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1
235,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,1,5,3,0,-1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0
236,0,0,1,3,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,0,0,1,0,1,1,1,0,5,4,2,3,-1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1
237,0,0,2,1,4,1,2,6,21,16,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,1,4,2,2,5,2,27,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
238,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,1,5,0,0,-1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
239,0,0,0,2,1,2,6,0,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,1,1,1,0,5,4,2,0,-1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1
240,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,0,0,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1
241,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,3,6,6,0,-1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0
242,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,1,0,-1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0
243,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,1,5,0,0,4,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
244,0,0,2,1,4,1,2,6,-1,-1,1,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,1,1,1,4,2,2,5,2,-1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1
245,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,3,4,1,1,0,14,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
246,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,1,5,3,0,-1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1
247,0,1,0,0,0,3,3,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,2,0,1,3,0,0,0,18,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1
248,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,2,2,0,3,4,0,-1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1
249,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,7,0,-1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
250,0,0,2,2,1,1,1,3,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,1,1,0,2,2,5,2,28,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
251,0,1,0,0,0,3,0,5,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,0,3,4,1,1,0,-1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
252,0,0,1,2,1,2,1,2,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,1,1,0,5,4,2,3,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1
253,0,0,2,1,2,0,3,3,19,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,1,1,4,2,2,5,0,2,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0
254,0,0,1,2,1,2,1,2,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,1,0,5,4,2,1,-1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
255,0,1,0,0,0,3,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,0,0,5,0,0,0,22,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
256,0,0,1,2,1,2,1,2,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,1,1,0,5,4,2,3,-1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
257,0,1,0,0,2,0,3,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,1,0,0,0,-1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1
258,0,1,0,2,1,2,6,0,-1,8,0,0,0,0,1,1,1,0,0,2,1,3,0,3,3,0,1,1,1,0,5,4,2,0,-1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0
259,0,1,0,0,2,0,3,1,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,1,0,5,0,0,0,20,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1
260,0,0,2,1,1,1,1,3,23,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,1,1,4,2,2,5,2,28,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1
261,0,0,2,1,2,0,3,3,19,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,1,1,1,4,2,2,5,0,2,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1
