,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15
117,0,1,0,0,1,2,0,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,5,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
118,0,0,2,2,2,0,3,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
119,0,0,2,2,2,0,3,7,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,3,3,3,6,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
120,0,0,2,2,2,0,3,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,0,1,5,6,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
121,0,1,0,0,1,4,2,4,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,1,2,4,0,3,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
122,0,0,1,1,0,3,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,1,3,1,3,4,4,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0
123,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,0,1,5,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0
124,0,0,1,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1
125,0,0,2,2,3,5,6,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
126,0,1,0,3,1,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,2,4,0,3,3,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
127,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0
128,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
129,0,0,1,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0
130,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,0,0,2,2,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
131,0,0,2,2,3,5,6,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1
132,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1
133,0,1,0,3,1,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,2,4,0,3,3,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0
134,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1
135,0,0,2,2,3,5,6,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,2,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1
136,0,0,2,2,2,0,3,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
137,0,0,2,2,2,0,3,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
138,0,0,2,2,2,0,3,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1
139,0,0,2,2,2,0,3,7,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,3,3,3,6,2,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
140,0,0,2,2,2,0,3,7,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,1,3,4,6,2,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1
141,0,1,0,0,1,4,2,4,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,1,2,4,0,3,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1
142,0,1,0,3,4,4,2,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,1,2,4,0,3,7,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
143,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0
144,0,0,2,2,3,5,6,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,2,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1
145,0,1,0,0,3,2,6,2,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,1,4,4,1,5,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0
146,0,1,0,3,4,4,2,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,5,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
147,0,1,1,3,4,1,5,6,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,5,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
148,0,0,2,0,3,5,6,2,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,1,3,4,1,5,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
149,0,1,0,0,3,2,6,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,1,4,4,1,5,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
150,0,0,1,1,0,3,1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,3,4,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
151,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
152,0,0,1,1,0,3,1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,1,3,1,3,4,4,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
153,0,0,2,0,3,5,6,2,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,0,0,2,2,2,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0
154,0,0,1,1,0,3,5,5,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,1,3,1,3,4,4,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
155,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
156,0,1,0,3,1,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,1,2,4,0,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
157,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1
158,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1
159,0,1,0,0,3,2,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
160,0,1,0,0,1,2,0,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,5,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1
161,0,0,2,2,3,5,6,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,2,1,3,4,1,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0
162,0,1,0,3,1,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,1,2,4,0,3,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
163,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1
164,0,0,2,2,3,5,6,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1
165,0,1,1,3,4,1,2,6,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,1,2,4,0,3,7,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0
166,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
167,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
168,0,0,2,0,3,2,6,2,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,0,0,2,2,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
169,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
170,0,0,2,2,2,0,3,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1
171,0,0,1,1,0,3,1,5,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,1,3,6,4,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1
172,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0
173,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1
174,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,2,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
175,0,0,2,2,2,0,3,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,1,3,4,6,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
176,0,1,0,3,4,4,2,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,5,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
177,0,1,0,0,1,4,2,4,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,1,2,4,0,3,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
178,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
179,0,0,2,2,2,0,3,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
180,0,1,1,3,4,1,2,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,5,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1
181,0,0,1,1,0,3,1,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,3,3,6,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0
182,0,1,1,3,4,1,5,0,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,4,7,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
183,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,0,0,2,2,2,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
184,0,1,0,3,1,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,1,2,4,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1
185,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,5,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0
186,0,0,2,1,2,0,4,3,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,0,1,5,6,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
187,0,0,2,2,2,0,3,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,0,1,5,6,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1
188,0,1,0,3,1,4,2,6,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,5,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1
189,0,1,1,3,4,1,5,0,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,3,7,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
190,0,1,0,3,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0
191,0,0,2,2,2,0,3,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,2,2,2,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0
192,0,1,1,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,4,7,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
193,0,1,0,0,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,5,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
194,0,0,2,2,2,0,3,3,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,2,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
195,0,1,0,3,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,5,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
196,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0
197,0,1,1,3,4,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,4,7,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
198,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
199,0,0,2,2,2,0,3,7,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,1,3,4,6,2,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
200,0,0,1,1,0,3,1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,3,4,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
201,0,0,1,1,0,3,1,5,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,1,3,6,4,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
202,0,0,1,1,0,3,1,5,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,3,4,4,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1
203,0,0,2,2,3,5,6,3,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
204,0,0,2,1,0,0,1,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,3,3,6,2,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
205,0,1,0,0,3,2,6,2,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,0,0,2,2,2,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
206,0,0,2,2,3,5,6,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,1,3,4,1,5,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1
207,0,0,2,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1
208,0,1,0,3,1,4,2,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,1,2,4,0,3,3,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1
209,0,1,0,3,1,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,5,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1
210,0,1,0,0,3,2,6,2,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1
211,0,0,1,1,0,3,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,3,4,4,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
212,0,1,1,3,4,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,4,7,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1
213,0,0,2,2,2,0,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,0,1,5,6,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1
214,0,1,0,0,3,2,6,2,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,1,4,4,1,5,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
215,0,0,1,1,0,3,4,5,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0
216,0,1,0,0,1,2,0,2,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,1,4,4,1,5,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
217,0,0,1,1,0,3,1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,3,4,4,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
218,0,1,0,0,3,2,6,2,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,1,4,4,1,5,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
219,0,1,0,0,3,2,0,2,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1
220,0,1,0,0,1,2,0,4,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,2,4,0,3,3,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
221,0,1,1,3,4,1,5,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,1,3,1,3,4,7,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
222,0,0,2,0,3,5,6,2,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,1,3,4,1,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
223,0,1,1,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,2,1,0,4,7,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
224,0,0,1,1,0,3,4,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1
225,0,1,0,3,1,4,2,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,5,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0
226,0,0,2,2,2,0,3,7,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,2,3,3,3,6,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0
227,0,0,2,0,3,5,6,2,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,1,3,4,1,5,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
228,0,1,1,3,4,1,5,0,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,1,3,1,3,4,4,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
229,0,0,2,1,0,0,1,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,3,3,3,6,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
230,0,0,1,1,0,3,4,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,0,1,5,6,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0
231,0,1,1,1,0,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,1,3,1,3,4,4,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1
232,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0
233,0,1,1,3,4,1,5,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,1,3,1,3,4,7,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
234,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,0,1,5,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1
235,0,0,2,2,2,0,3,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,0,1,5,6,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
236,0,1,0,0,1,2,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,2,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0
237,0,0,1,1,0,3,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,1,3,1,3,4,4,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
238,0,0,2,2,2,0,3,7,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,3,3,3,6,2,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
239,0,1,1,3,4,1,5,6,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,0,5,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0
240,0,0,2,2,2,0,3,7,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,3,3,3,6,2,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1
241,0,0,1,1,0,3,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,1,3,1,3,4,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
242,0,1,0,0,1,2,0,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,5,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1
243,0,1,0,0,3,2,6,2,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,0,0,2,2,2,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0
