,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1
146,0,1,1,1,3,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,1,7,0,0,0,1,3,4,1,0,0,-1,49
147,0,1,1,3,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,0,6,7,0,1,1,0,0,1,2,1,0,-1,76
148,0,1,0,1,0,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,7,0,0,0,1,2,0,5,2,0,-1,181
149,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,0,2,7,0,0,0,1,3,4,1,0,0,-1,105
150,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,5,3,5,0,1,1,0,0,1,2,1,0,-1,213
151,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,0,0,2,0,3,0,-1,125
152,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,0,0,1,3,4,1,0,0,-1,179
153,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,1,0,0,0,1,2,0,5,2,0,-1,131
154,0,1,0,1,0,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,2,0,5,0,0,-1,50
155,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,2,0,0,0,0,1,3,4,1,7,0,-1,91
156,0,0,2,2,4,5,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,5,2,1,0,-1,93
157,0,1,1,1,0,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,0,0,1,3,4,1,0,0,-1,115
158,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,0,1,2,1,0,1,137
159,0,1,0,1,2,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,1,1,0,0,1,2,1,0,-1,161
160,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,2,1,5,3,5,0,-1,71
161,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,0,0,1,3,4,1,7,0,-1,48
162,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,1,1,0,0,1,2,1,0,-1,131
163,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,6,1,0,0,0,1,2,0,6,6,0,-1,27
164,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,2,3,2,0,1,1,0,0,2,0,3,0,-1,1
165,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,2,1,5,3,5,0,2,86
166,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,2,6,0,0,2,3,4,3,4,4,0,0,158
167,0,1,1,3,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,1,0,0,0,1,6,1,0,-1,26
168,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,0,0,1,3,4,1,7,0,-1,1
169,0,1,1,3,2,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,4,0,0,0,0,3,4,6,7,0,-1,27
170,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,1,5,4,5,0,0,2,3,2,0,5,2,0,-1,55
171,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,4,0,1,1,2,1,5,3,5,0,-1,63
172,0,1,1,3,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,1,3,4,6,6,0,-1,73
173,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,6,0,0,2,3,4,3,4,4,0,0,200
174,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,0,2,1,2,0,5,2,0,-1,119
175,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,5,3,5,0,1,1,2,0,2,0,3,0,-1,53
176,0,1,0,1,0,2,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,2,0,5,6,0,-1,31
177,0,1,1,3,2,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,1,6,4,0,1,0,0,0,4,2,7,0,-1,29
178,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,2,1,0,4,2,0,1,1,0,0,2,0,3,0,-1,23
179,0,1,1,3,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,0,0,1,2,1,0,-1,74
180,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,7,0,0,0,1,3,4,1,0,0,-1,21
181,0,0,2,0,1,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,3,0,-1,66
182,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,1,0,0,0,1,3,4,1,0,0,-1,130
183,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,1,2,0,5,6,0,-1,205
184,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,3,7,0,1,1,0,0,1,2,1,0,-1,154
185,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,0,1,7,0,0,0,1,3,4,1,0,0,-1,209
186,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,0,0,1,3,4,1,0,0,-1,190
187,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,4,2,6,0,1,1,2,1,5,3,5,0,-1,116
188,0,1,1,0,2,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,1,0,0,1,1,0,0,2,0,7,0,-1,12
189,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,0,0,2,0,1,1,0,0,1,2,1,0,-1,188
190,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,7,0,1,1,0,0,1,2,1,0,-1,57
191,0,0,0,2,4,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,2,3,2,0,5,2,0,-1,113
192,0,0,0,0,1,1,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,2,5,5,0,0,2,1,2,0,5,2,0,-1,158
193,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,0,0,1,3,4,1,0,0,-1,43
194,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,1,1,2,1,5,3,5,0,-1,5
195,0,1,1,3,3,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,3,4,1,0,0,-1,14
196,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,0,3,2,0,1,1,0,0,2,0,3,0,-1,149
197,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,2,0,6,6,0,-1,29
198,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,6,0,1,1,2,0,1,2,1,0,-1,191
199,0,1,0,0,2,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,1,0,0,1,1,0,0,1,2,1,0,-1,181
200,0,0,2,0,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,5,6,0,0,1,1,0,0,2,0,3,0,-1,141
201,0,0,2,0,1,2,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,2,0,0,2,3,2,0,5,2,0,-1,49
202,0,1,1,3,3,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,0,0,1,3,4,1,7,0,-1,195
203,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,1,0,0,0,1,3,4,1,0,0,-1,59
204,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,3,2,3,1,0,0,0,1,2,0,6,6,0,-1,23
205,0,0,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,0,7,0,1,1,0,0,1,2,1,0,-1,25
206,0,1,1,1,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,7,0,0,0,1,3,4,1,0,0,-1,160
207,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,1,7,0,1,1,0,0,1,2,1,0,-1,102
208,0,1,1,3,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,0,0,1,0,0,0,1,2,7,0,-1,129
209,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,0,1,2,0,5,6,0,-1,51
210,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,4,4,2,0,1,1,0,0,2,0,3,0,-1,16
211,0,0,0,1,2,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,1,1,0,0,1,2,1,0,-1,78
212,0,1,0,0,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,0,1,0,1,3,5,6,0,0,1,1,0,0,2,0,3,0,-1,132
213,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,2,6,0,0,2,3,1,0,3,2,0,1,1,0,0,2,0,3,0,-1,8
214,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,2,0,1,1,2,1,2,0,3,0,-1,5
215,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,0,0,1,3,0,6,6,0,-1,64
216,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,0,0,1,3,4,1,7,0,-1,213
217,0,1,1,3,2,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,6,3,0,1,1,0,0,1,2,7,0,-1,185
218,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,1,1,0,0,1,2,1,0,1,13
219,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,63
220,0,0,2,2,4,5,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,5,5,5,0,0,2,3,2,0,5,2,0,-1,99
221,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,0,0,1,2,1,0,1,190
222,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,3,7,0,0,2,1,2,0,5,2,0,-1,160
223,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,1,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,180
224,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,2,1,5,3,5,0,-1,86
225,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,2,0,6,6,0,-1,156
226,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,4,0,6,0,0,2,3,4,3,4,4,0,0,127
227,0,0,0,0,1,1,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,5,1,0,0,2,1,2,0,5,2,0,-1,140
228,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,0,1,2,1,0,1,138
229,0,0,2,0,1,2,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,7,0,0,2,1,2,0,5,2,0,-1,39
230,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,0,0,1,3,4,1,7,0,-1,147
231,0,1,0,0,2,3,4,2,-1,-1,-1,-1,-1,-1,2,3,8,0,1,2,3,1,5,1,7,0,1,1,0,0,1,2,1,0,-1,203
232,0,1,1,3,3,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,3,4,1,0,0,-1,149
233,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,3,5,0,1,1,0,0,2,0,3,0,-1,156
234,0,1,0,1,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,1,1,0,0,1,2,1,0,-1,150
235,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,3,5,0,0,0,1,2,0,5,6,0,-1,159
236,0,1,1,3,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,6,0,0,1,0,0,0,2,0,7,0,-1,6
237,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,5,5,2,0,1,1,2,0,2,0,3,0,-1,5
238,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,2,0,5,6,0,-1,26
239,0,1,1,3,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,1,0,0,1,0,0,0,2,0,7,0,-1,185
240,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,1,3,0,6,6,0,-1,19
241,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,1,2,0,5,2,0,-1,85
242,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,6,0,0,2,3,4,3,4,4,0,0,171
243,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,4,5,5,5,0,0,2,1,2,0,5,2,0,-1,13
244,0,0,0,2,4,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,1,0,6,0,0,2,3,2,0,5,2,0,-1,116
245,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,1,0,3,0,1,1,2,1,5,3,5,0,-1,95
246,0,0,2,0,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,1,1,0,0,2,0,7,0,-1,14
247,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,11
248,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,0,0,1,3,4,1,7,0,-1,110
249,0,1,1,3,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,1,0,0,1,0,0,0,1,2,1,0,-1,200
250,0,1,0,1,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,4,6,3,0,1,0,0,0,1,2,1,0,-1,165
251,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,3,3,3,0,0,0,1,3,4,1,7,0,-1,105
252,0,1,1,3,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,6,2,0,1,1,0,0,1,2,7,0,-1,212
253,0,1,1,3,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,3,2,6,6,0,1,0,0,0,1,2,7,0,-1,17
254,0,1,1,3,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,3,5,5,0,0,0,1,3,4,6,6,0,-1,146
255,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,2,6,0,0,2,3,1,0,3,2,0,1,1,0,0,2,0,3,0,-1,180
256,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,3,5,0,1,1,0,0,1,2,1,0,-1,97
257,0,0,2,0,1,1,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,0,2,0,0,2,3,2,0,5,2,0,-1,144
258,0,1,1,1,3,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,1,3,0,0,0,0,1,3,4,1,0,0,-1,47
259,0,0,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,0,0,1,2,1,0,-1,92
260,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,4,7,0,1,1,2,1,2,0,3,0,-1,211
261,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,2,2,1,0,1,1,0,0,2,0,3,0,-1,119
262,0,1,1,3,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,0,6,2,0,0,0,1,3,4,6,6,0,-1,158
263,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,4,6,0,0,2,3,4,3,4,4,0,0,193
264,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,1,2,0,5,2,0,-1,18
265,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,0,2,1,2,0,5,2,0,-1,48
266,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,3,0,0,2,1,2,0,5,2,0,-1,55
267,0,1,1,3,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,1,0,6,6,0,1,0,0,0,2,0,7,0,-1,188
268,0,1,1,3,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,2,1,0,0,0,1,3,4,6,6,0,-1,35
269,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,2,3,5,0,1,1,2,0,2,0,3,0,-1,24
270,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,0,1,2,0,5,6,0,-1,209
271,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,1,1,4,0,1,0,1,4,5,3,5,0,0,0,1,2,0,5,2,0,-1,87
272,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,4,0,1,1,2,1,5,3,5,0,-1,71
273,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,3,3,6,0,0,0,1,3,4,6,6,0,-1,78
274,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,2,3,8,0,1,2,3,1,5,3,7,0,1,1,0,0,1,2,1,0,-1,12
275,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,0,0,1,2,0,5,2,0,-1,73
276,0,1,1,3,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,0,0,1,1,0,0,2,0,7,0,-1,20
277,0,0,2,2,4,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,5,0,0,1,1,2,1,2,0,3,0,-1,176
278,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,3,0,0,0,1,2,0,5,0,0,-1,134
279,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,1,2,0,5,2,0,-1,208
280,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,2,0,5,2,0,-1,116
281,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,1,3,0,0,2,3,4,3,4,4,0,-1,110
282,0,1,1,3,3,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,3,4,6,2,0,1,0,0,0,2,0,7,0,-1,19
283,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,2,1,5,3,5,0,2,15
284,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,5,5,0,0,2,1,2,0,5,2,0,-1,17
285,0,1,1,3,2,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,0,1,0,0,0,1,2,7,0,-1,115
286,0,0,2,2,1,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,2,6,0,1,1,2,1,2,0,3,0,-1,113
287,0,1,1,3,3,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,4,6,0,1,0,0,0,2,0,7,0,-1,104
288,0,1,0,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,3,5,0,0,0,1,2,0,5,2,0,-1,98
289,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,2,2,5,0,0,0,1,3,4,1,0,0,-1,93
290,0,1,1,1,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,1,3,4,6,6,0,-1,190
291,0,1,1,3,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,1,3,3,0,1,1,0,0,2,0,7,0,-1,186
292,0,0,2,2,1,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,0,0,1,1,2,1,5,3,5,0,-1,120
293,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,5,3,0,1,1,0,0,1,2,1,0,-1,87
294,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,4,5,5,5,0,0,2,1,2,0,5,2,0,-1,99
295,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,0,2,1,2,0,5,2,0,-1,12
296,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,4,2,0,1,1,2,1,2,0,3,0,-1,178
297,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,4,0,1,1,2,1,5,3,5,0,-1,7
298,0,0,0,2,4,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,0,2,2,6,0,0,2,3,2,0,5,2,0,-1,23
299,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,1,4,5,3,5,0,0,2,1,2,0,5,2,0,-1,148
300,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,1,7,0,1,1,0,0,1,2,1,0,-1,195
301,0,1,0,1,0,2,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,1,2,0,5,2,0,-1,56
