,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24
99,0,1,0,0,2,1,5,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,2,0,2,0,0,1,0,0,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,0
100,0,0,1,1,4,0,4,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,-1,1,2,0,2,1,0,1,2,2,0,2,1,2,0,2,1,2,1,1,2,2,1,1,0
101,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,0,0,1,2,1,2,2,0,2,2,0,2,0,1,1,0,0,0,1,0,2,1,1,0
102,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,-1,2,2,1,2,2,1,2,0,0,0,1,0,1,0,1,1,2,2,2,2,1,0,1,1
103,0,1,0,0,2,1,5,1,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,-1,0,1,0,2,1,2,2,2,2,1,2,1,1,2,1,1,1,0,0,0,0,0,2,1
104,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,0,2,0,2,0,2,2,1,1,1,1,0,0,2,2,2,0,1,2,0,1,2,2,2,0,0,2,0
105,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,17,0,0,2,2,0,2,0,0,2,1,0,0,1,2,0,1,1,1,0,0,1,1,0,1
106,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,0,1,1,1,0,2,0,0,1,1,0,0,2,0,2,1,2,0,1,0,1,0,1,2
107,0,1,2,2,3,5,3,4,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,3,3,1,2,7,2,-1,1,1,0,0,1,1,0,0,2,2,2,0,0,2,2,0,2,0,1,0,0,1,1,1
108,0,1,2,3,0,2,6,3,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,0,0,3,1,3,2,9,0,1,1,2,0,0,1,1,1,2,0,0,0,2,0,0,2,2,1,2,1,2,0,0
109,0,0,1,2,3,5,3,4,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,1,3,3,1,2,7,1,13,1,0,2,2,2,0,0,2,1,0,2,1,1,0,1,2,2,0,2,1,0,0,2,0
110,0,1,2,3,0,2,6,3,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,0,0,3,1,3,2,12,1,2,1,1,2,1,0,1,1,1,1,2,1,2,2,0,2,0,0,0,1,1,0,2
111,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,6,5,0,-1,0,2,0,0,2,1,0,0,1,1,1,1,2,1,1,2,1,2,2,1,0,2,0,1
112,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,0,2,0,-1,1,1,2,0,2,0,2,0,0,1,1,2,0,2,0,1,2,1,0,0,1,1,1,2
113,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,6,5,0,-1,0,1,2,2,0,0,2,0,0,0,1,1,0,1,2,0,1,1,2,0,2,0,0,2
114,0,1,2,2,3,2,6,3,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,0,0,1,2,7,2,-1,2,0,2,0,0,1,1,2,1,1,1,1,0,0,2,0,1,2,0,1,1,1,1,0
115,0,0,1,1,1,4,1,0,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,4,5,5,4,1,24,1,0,2,2,2,1,1,2,2,0,1,1,0,2,1,2,1,0,1,2,1,2,1,2
116,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,2,1,2,2,2,1
117,0,0,1,1,4,0,4,6,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,1,1,2,1,2,4,1,1,-1,1,1,1,2,1,2,0,0,1,1,1,1,1,1,2,2,1,1,2,1,1,0,2,2
118,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,18,2,2,1,2,1,2,0,2,0,1,0,0,2,0,2,2,1,2,0,2,2,1,1,2
119,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,17,1,1,1,1,2,2,2,2,0,0,2,1,0,1,1,0,2,0,1,2,2,2,1,2
120,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,20,0,1,0,2,0,0,0,2,2,1,0,0,0,2,0,2,0,1,2,1,0,0,1,1
121,0,1,2,3,0,3,2,2,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,2,0,0,3,1,3,2,-1,0,0,0,1,2,1,2,1,0,2,1,0,2,1,1,0,2,0,2,1,2,1,0,0
122,0,1,2,3,0,2,6,3,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,0,0,3,1,3,2,-1,2,2,0,0,2,0,1,0,0,2,2,1,1,0,0,0,0,0,1,1,0,0,1,0
123,0,1,2,3,0,2,0,7,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,0,0,3,1,3,2,-1,0,1,1,2,1,0,1,0,0,2,2,2,0,1,0,0,2,1,1,2,0,1,1,1
124,0,0,1,1,1,4,1,0,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,4,5,5,4,1,24,1,2,1,2,0,2,2,0,0,0,0,2,1,0,2,0,0,0,1,2,2,1,0,2
125,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,-1,2,2,0,1,1,1,0,1,1,2,2,1,0,0,0,1,0,2,2,1,1,2,0,2
126,0,1,2,2,3,2,6,3,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,0,0,3,1,3,2,12,1,2,1,2,1,2,1,2,1,1,0,2,1,2,2,1,0,0,0,2,0,0,2,1
127,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,1,2,2,1,1,1,2,1,2,0,0,0,1,2,1,1,2,2,0,2,2,1,1,0
128,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,6,5,0,1,2,0,1,2,2,0,0,1,1,0,1,2,2,1,1,1,2,1,1,0,0,2,0,1
129,0,1,2,3,0,3,2,2,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,0,3,1,3,2,-1,0,1,1,1,0,1,1,0,1,2,2,0,2,0,2,1,0,1,2,1,0,1,2,1
130,0,0,1,1,4,0,4,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,-1,1,2,0,1,1,0,2,1,0,2,1,2,1,0,2,0,1,0,0,0,1,0,2,2
131,0,1,2,2,3,2,0,5,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,0,2,0,3,1,2,7,2,-1,1,0,2,1,2,0,1,0,0,0,0,0,2,2,1,2,1,0,0,0,1,0,0,1
132,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,2,2,0,0,1,2,1,2,2,2,2,2,1,1,1,1,2,0,2,2,2,2,1,1
133,0,0,1,1,4,4,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,3,4,5,5,1,1,-1,0,2,1,1,1,2,0,2,2,1,2,0,0,0,1,0,1,0,0,0,0,2,0,2
134,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,-1,1,0,1,2,0,2,0,2,2,1,1,2,1,0,0,2,1,2,0,1,0,0,1,2
135,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,20,2,0,1,0,1,1,1,1,1,1,2,0,0,2,2,1,1,2,1,1,1,2,0,2
136,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,-1,1,1,2,2,0,2,1,1,0,1,1,0,1,2,1,0,1,1,1,1,1,0,0,1
137,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,0,2,0,-1,2,0,1,2,1,0,2,2,0,2,0,1,0,1,0,0,1,0,2,2,0,1,0,1
138,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,1,3,4,5,5,4,1,-1,1,2,2,1,1,0,0,0,0,1,2,2,1,2,0,1,2,2,2,1,1,0,2,1
139,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,3,0,0,2,1,0,1,2,0,2,1,1,1,2,1,1,1,1,1,0,0,1,0,2,0
140,0,1,2,3,0,3,2,7,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,0,0,3,1,3,2,14,2,1,0,1,2,0,2,2,1,0,0,2,1,1,2,1,0,2,1,1,0,2,0,0
141,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,5,1,0,0,0,1,0,0,2,2,1,1,1,2,0,1,2,2,0,0,2,2,1,0,1
142,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,3,4,5,5,4,1,-1,2,2,1,2,1,1,2,1,0,2,2,1,2,1,2,0,0,2,0,0,1,1,2,0
143,0,1,2,3,0,2,0,7,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,0,0,3,1,3,2,8,2,2,2,1,0,2,1,0,1,1,2,1,0,0,2,1,1,1,1,0,2,2,1,1
144,0,1,2,2,3,2,6,3,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,3,1,2,7,2,-1,2,2,1,2,0,1,2,1,0,0,0,2,0,0,2,1,1,0,2,1,1,1,2,1
145,0,1,0,2,3,5,3,5,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,3,1,2,7,2,-1,0,1,1,1,1,0,2,1,0,1,2,0,2,0,1,0,1,0,2,0,0,2,1,1
146,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,0,2,0,-1,2,2,0,2,1,0,1,2,0,1,2,0,1,1,2,1,2,0,1,1,2,2,2,2
147,0,0,1,1,4,0,4,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,-1,1,1,2,2,1,0,1,1,0,2,1,1,1,1,1,2,1,2,1,2,2,2,1,0
148,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,4,5,5,4,1,-1,1,2,2,2,0,1,2,1,0,1,0,1,0,0,1,1,2,1,0,2,0,0,1,1
149,0,1,2,3,0,3,2,7,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,0,0,3,1,3,2,14,2,0,0,1,0,2,1,0,2,0,0,0,1,1,2,2,0,1,2,0,2,0,1,1
150,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,0,2,0,-1,1,0,2,1,0,2,1,1,0,1,0,2,0,2,2,2,1,1,0,1,0,0,0,0
151,0,1,2,2,3,2,6,5,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,3,1,2,7,2,-1,1,1,0,1,0,2,2,2,1,2,1,1,1,0,2,0,2,1,2,2,2,0,2,2
152,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,3,4,5,5,4,1,16,1,0,1,0,0,1,1,1,2,1,0,1,2,2,0,0,1,2,2,2,0,1,1,0
153,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,23,2,2,1,1,2,1,1,2,1,2,1,0,1,2,1,2,1,0,1,1,2,0,1,2
154,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,-1,2,1,1,1,2,0,1,1,2,2,2,2,1,2,0,0,0,2,1,2,1,1,0,1
155,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,3,4,5,5,4,1,-1,2,2,2,1,2,2,1,1,2,2,0,2,1,0,2,1,0,2,0,2,1,2,1,1
156,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,19,1,0,0,1,2,2,1,2,2,2,0,1,0,2,1,2,1,1,2,0,0,1,2,1
157,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,19,2,2,2,2,1,1,2,2,1,0,1,1,1,0,1,1,2,0,0,2,2,1,0,2
158,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,-1,2,2,2,2,1,0,2,1,0,0,1,0,1,2,0,0,2,2,2,1,1,0,2,2
159,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,5,0,0,2,1,2,1,1,2,0,1,2,1,0,2,2,1,1,0,1,0,2,2,2,1
160,0,1,2,3,0,3,2,7,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,0,2,0,0,3,1,3,2,-1,1,2,0,2,0,0,2,2,1,1,0,2,0,1,1,0,0,0,2,1,2,0,2,0
161,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,17,2,2,0,1,2,2,2,2,2,2,1,0,0,1,0,2,1,1,2,1,1,2,2,0
162,0,1,2,2,3,2,6,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,0,0,1,2,7,2,10,1,0,0,1,0,1,1,1,2,1,0,0,2,0,1,0,2,1,0,0,2,1,2,1
163,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,4,5,5,4,1,15,0,0,2,0,0,0,2,0,0,0,2,1,2,0,1,0,1,2,2,2,0,2,1,0
164,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,6,5,0,-1,2,2,2,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,2,2,0,2,2,2
165,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,4,1,0,2,1,1,2,0,1,1,0,0,2,2,1,1,1,0,0,0,1,1,2,2,0
166,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,-1,2,0,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,2,1,0,2,0,2,0
167,0,1,0,2,3,5,3,4,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,3,3,1,2,7,2,-1,1,2,1,2,0,1,2,0,2,0,2,0,1,2,0,0,2,2,1,1,2,1,1,0
168,0,1,0,0,2,1,5,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,1,3,4,0,2,0,-1,1,0,2,1,2,2,1,1,1,1,2,2,0,2,1,2,0,2,2,0,0,2,0,1
169,0,0,1,1,1,4,1,0,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,4,5,5,4,1,24,2,0,0,2,1,1,1,2,0,2,2,2,1,1,2,2,2,0,2,0,2,0,1,2
170,0,0,1,2,1,4,1,0,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,1,1,3,4,5,5,4,1,-1,0,1,2,2,0,2,2,1,0,1,2,1,0,0,0,0,2,1,2,1,2,1,2,2
171,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,1,1,0,2,0,0,1,2,1,2,0,1,2,2,1,2,1,0,2,0,0,0,1,0,1
172,0,1,2,3,0,3,2,2,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,0,3,1,3,2,-1,2,2,2,1,2,0,0,0,0,2,2,1,2,1,1,1,1,1,2,1,2,2,0,0
173,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,0,2,0,-1,0,2,1,2,2,1,0,1,0,0,1,2,0,2,0,1,2,2,0,0,0,2,2,2
174,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,3,0,0,1,2,1,2,2,1,2,0,0,0,2,0,2,0,0,1,1,2,1,0,0,0
175,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,18,2,0,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,0,2,1,1,1,1,1
176,0,0,1,1,4,0,4,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,-1,2,0,0,0,0,1,0,2,2,2,1,1,0,2,1,1,2,0,0,1,2,0,2,0
177,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,3,4,5,5,4,1,16,0,1,0,1,0,2,0,1,0,2,0,2,2,2,0,0,1,1,2,0,1,1,1,0
178,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,2,0,1,0,1,1,2,1,1,0,2,2,1,1,2,2,2,2,0,1,1,2,0,1
179,0,1,2,3,0,2,6,3,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,0,0,3,1,3,2,9,0,0,2,2,2,0,1,2,0,0,2,0,1,2,1,2,2,2,1,2,0,1,1,0
180,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,3,4,5,5,1,1,22,1,0,0,1,1,2,2,2,1,1,0,2,0,0,0,0,1,0,0,0,2,0,2,2
181,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,4,5,5,4,1,-1,2,0,1,2,1,0,1,0,0,1,2,2,2,0,0,2,0,1,1,1,2,0,1,0
182,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,1,1,0,0,0,0,0,1,1,0,0,2,1,2,2,1,0,0,1,1,2,1,0,0
183,0,1,2,3,0,3,2,2,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,0,3,1,3,2,-1,1,0,2,2,2,1,0,1,2,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1
184,0,1,2,2,3,5,3,5,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,3,1,2,7,2,-1,1,2,2,2,1,2,1,2,2,1,0,2,2,0,0,0,2,2,2,2,0,0,0,1
185,0,1,2,3,0,2,6,3,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,0,0,3,1,3,2,-1,2,0,2,0,0,0,2,1,1,0,0,1,2,0,2,0,2,0,1,2,0,1,1,1
186,0,1,0,0,2,1,5,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,1,3,4,0,2,0,-1,2,1,0,1,0,0,1,0,0,1,0,2,1,1,1,0,2,0,1,2,1,1,0,2
187,0,0,2,2,3,5,3,4,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,1,1,3,4,1,2,7,2,-1,1,0,2,2,1,2,2,1,2,0,2,1,2,2,2,1,0,0,2,0,0,2,1,0
188,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,3,4,0,2,0,-1,0,2,0,0,0,1,0,0,0,2,1,1,2,1,2,0,0,2,2,2,0,2,1,1
189,0,0,1,1,1,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,4,5,5,4,1,-1,1,1,0,1,2,2,2,2,0,1,0,1,1,1,1,2,1,0,1,1,2,1,2,2
190,0,0,1,2,3,5,3,4,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,1,3,4,1,2,7,1,13,1,1,0,2,0,2,0,2,2,1,2,2,2,2,2,1,2,2,2,2,0,1,1,0
191,0,0,1,1,1,4,1,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,1,3,4,5,5,1,1,-1,0,2,2,1,2,0,2,0,1,2,1,0,1,0,2,0,0,0,0,0,2,1,1,2
192,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,4,5,5,4,1,16,2,2,1,1,0,2,2,1,0,0,0,1,0,2,2,2,0,2,1,0,1,1,2,1
193,0,1,2,3,0,3,2,2,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,0,0,3,1,3,2,-1,0,2,0,0,2,2,2,0,0,0,0,0,1,0,1,0,2,2,2,0,0,2,0,2
194,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,1,3,4,5,5,4,1,-1,0,0,0,1,2,1,1,2,2,1,1,1,1,2,0,1,0,1,2,0,1,1,2,0
195,0,1,2,2,3,5,3,5,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,3,1,2,7,2,11,1,2,0,2,2,2,1,2,0,0,0,1,1,0,0,2,1,1,1,2,0,2,1,0
196,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,4,5,5,4,1,16,1,2,2,0,1,0,0,2,0,1,0,0,1,2,1,0,1,2,2,0,1,0,2,1
197,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,4,5,5,4,1,-1,2,1,1,1,0,2,0,0,1,0,0,0,2,1,0,1,0,1,1,1,2,2,0,1
198,0,1,2,2,3,2,3,5,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,3,1,2,7,2,11,1,1,2,0,0,2,0,2,2,1,2,2,1,2,2,0,0,2,1,1,2,2,0,1
199,0,1,0,0,2,1,0,5,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,3,3,1,2,7,0,-1,2,2,2,0,1,0,2,2,2,1,0,0,0,1,0,1,2,0,1,0,0,0,2,2
200,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,6,1,-1,1,1,1,0,1,0,0,2,1,0,0,0,0,2,2,0,2,0,1,1,2,2,1,1
201,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,3,4,5,5,4,1,-1,2,0,2,1,2,0,1,1,1,1,2,1,2,0,2,1,2,1,0,1,2,2,1,1
202,0,0,1,1,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,1,3,4,5,5,4,1,-1,0,2,1,1,2,0,2,0,0,2,1,1,1,1,0,0,1,1,2,0,2,2,2,1
203,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,-1,2,1,2,2,0,2,1,2,0,2,1,2,0,2,2,0,1,0,2,0,1,2,2,0
204,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,2,0,3,0,0,-1,1,2,0,1,2,0,2,2,2,1,0,1,2,1,2,1,2,1,2,0,0,1,1,0
205,0,0,1,1,4,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,1,2,1,2,4,1,1,23,1,2,0,2,1,2,1,1,1,2,0,0,1,0,0,2,2,2,0,1,1,0,0,2
