,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30
356,0,1,0,2,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,2,0,4,0,5,4,0,-1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
357,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,2,1,3,6,0,0,-1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
358,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,4,1,1,0,0,0,0,4,0,2,2,0,-1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0
359,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,4,2,1,1,0,0,0,0,4,0,2,2,0,-1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
360,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,5,3,0,0,0,2,1,3,6,0,0,-1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0
361,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,2,4,0,0,0,2,3,4,3,7,0,-1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1
362,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,4,0,2,3,0,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1
363,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,3,2,3,0,0,0,2,3,2,0,7,0,-1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
364,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,2,1,3,6,0,0,-1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
365,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,2,4,0,1,1,1,0,2,0,1,0,-1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0
366,0,0,2,3,4,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,0,4,0,1,1,1,0,5,4,1,7,-1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0
367,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,2,4,0,2,3,0,-1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
368,0,0,2,3,4,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,1,0,1,1,1,0,5,4,6,0,-1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
369,0,0,2,3,4,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,4,3,0,1,1,1,0,5,4,6,4,-1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1
370,0,0,0,1,0,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,7,0,1,2,3,2,1,1,5,0,-1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1
371,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,2,1,3,6,3,0,-1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
372,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,4,1,3,0,1,1,1,0,2,0,1,0,-1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
373,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,4,2,2,0,1,1,1,0,2,0,1,0,-1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1
374,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,2,1,3,2,3,0,-1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
375,0,1,1,0,3,4,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,6,5,0,0,0,0,4,2,0,3,0,-1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
376,0,0,0,2,2,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,2,0,1,0,0,2,0,4,0,5,4,11,-1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
377,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,4,2,1,0,0,0,2,3,4,3,7,0,-1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
378,0,1,1,0,1,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,1,4,2,0,0,0,0,4,2,0,3,0,-1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
379,0,0,0,2,2,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,3,6,1,0,1,2,3,2,1,1,5,10,-1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
380,0,1,1,0,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,0,5,0,0,0,0,4,0,2,3,0,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1
381,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,2,1,3,2,3,0,-1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0
382,0,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,3,5,0,0,0,0,4,0,5,4,0,-1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0
383,0,1,0,0,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,2,3,2,0,0,2,0,4,0,5,3,0,-1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
384,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,2,1,3,0,3,0,-1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
385,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,0,5,0,0,0,2,3,4,3,7,0,-1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
386,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,0,0,4,0,5,3,0,-1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
387,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,2,1,3,6,0,0,-1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1
388,0,1,0,2,3,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,2,3,5,0,0,2,0,4,0,5,4,0,-1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
389,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,6,5,0,1,1,1,0,2,0,1,11,-1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0
390,0,1,1,0,3,4,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,0,0,4,0,2,2,0,-1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
391,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,3,7,0,0,0,0,4,0,2,2,0,-1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0
392,0,0,0,1,0,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,0,3,0,1,2,3,2,1,1,5,0,-1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
393,0,0,2,3,4,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,5,5,0,1,1,1,0,5,4,6,4,-1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
394,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,0,4,0,2,2,0,-1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0
395,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,2,3,4,3,7,0,-1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
396,0,1,1,0,3,4,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,0,4,2,0,3,0,-1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
397,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,4,6,0,0,0,0,4,0,5,4,0,-1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1
398,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,2,1,3,6,0,0,-1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
399,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,4,0,2,3,0,-1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
400,0,0,0,2,2,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,4,6,0,1,2,3,2,1,1,5,4,-1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
401,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,2,1,3,6,3,0,-1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1
402,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,1,2,0,0,0,0,4,0,2,3,0,-1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0
403,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,2,1,3,2,3,0,-1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0
404,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,0,0,2,1,3,6,0,0,-1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1
405,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,0,4,0,2,2,0,-1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0
406,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,2,0,0,0,2,1,2,0,3,0,-1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1
407,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,4,4,1,0,0,0,0,4,0,5,4,0,-1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1
408,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,4,5,0,1,1,1,0,2,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
409,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,6,0,0,0,0,4,0,2,2,0,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
410,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,5,0,0,0,2,3,4,3,7,0,-1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0
411,0,1,1,0,3,4,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,0,0,4,0,2,2,0,-1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0
412,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,3,1,0,0,0,2,1,3,2,2,0,-1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413,0,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,0,0,2,2,0,0,0,0,4,2,0,3,0,-1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1
414,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,0,3,0,0,0,0,2,3,4,3,7,0,-1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
415,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,0,4,0,2,2,0,-1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0
416,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,1,0,0,0,0,4,0,2,2,0,-1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0
417,0,0,2,3,4,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,5,4,0,1,1,1,0,5,4,6,7,-1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
418,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,2,1,3,2,3,0,-1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
419,0,1,1,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,4,0,2,2,0,-1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
420,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,0,4,0,2,2,0,-1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
421,0,0,0,2,2,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,1,2,3,2,1,5,4,0,-1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1
422,0,1,1,0,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,0,0,0,0,0,4,0,2,3,0,-1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1
423,0,1,1,0,1,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,0,0,4,2,0,3,0,-1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1
424,0,1,1,0,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,0,4,7,0,0,0,0,4,0,2,2,0,-1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0
425,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,0,0,0,0,2,3,4,3,7,0,-1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1
426,0,1,1,0,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,2,2,0,0,2,0,4,0,5,4,0,-1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0
427,0,1,1,0,1,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,4,0,0,0,0,4,0,2,2,0,-1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
428,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,2,1,3,6,0,0,-1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
429,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,2,1,3,6,0,0,-1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
430,0,0,0,2,2,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,4,0,1,2,3,2,1,1,5,7,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
431,0,1,1,0,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,4,3,7,0,0,2,0,4,0,5,4,0,-1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
432,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,1,3,3,0,1,1,1,0,5,4,1,0,-1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0
433,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,3,0,1,1,1,0,2,0,1,0,-1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1
434,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,2,1,3,6,3,0,-1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
435,0,1,0,1,0,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,4,1,2,0,0,1,2,3,2,1,1,5,0,-1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1
436,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,2,4,0,2,3,0,-1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1
437,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,0,0,2,1,3,6,3,0,-1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0
438,0,1,1,0,1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,0,2,3,4,3,7,0,-1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
439,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,2,1,3,6,0,0,-1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
440,0,1,0,0,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,5,7,0,0,2,0,4,0,5,4,0,-1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
441,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,3,2,0,0,1,1,1,0,2,0,1,0,-1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0
442,0,1,1,0,1,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,2,1,3,6,0,0,-1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1
443,0,1,1,0,1,4,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,4,0,0,0,0,0,4,0,2,2,0,-1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
444,0,1,1,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,4,7,0,1,1,1,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
445,0,1,1,0,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,0,0,4,0,2,7,0,-1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
446,0,0,2,1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,5,0,1,1,1,0,2,0,1,0,-1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
