,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10
132,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,0,1,1,0,1,1,1,0
133,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,1,1,1,1,1,0,0,1,1,0
134,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,1,0,1,0,0,0,1,1,0
135,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,1,2,2,4,6,2,1,0,1,0,0,1,0,1,0,1,1,0
136,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,1,0,1,1,1,1,0,1,1
137,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,0,1,1,1,1,0,0,0,1
138,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,0,0,1,1,1,0,1,1,1
139,0,1,2,2,4,1,5,7,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
140,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,1,0,0,1,1,1,0,0
141,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,0,0,0,0,4,7,0,1,0,1,0,0,0,0,1,1,1,0
142,0,0,1,0,3,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,4,7,0,1,0,1,1,0,0,1,0,0,1,1
143,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,1,1,1,0,0,1,1,0
144,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,1,0,0,0,1,1,0,0
145,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,0,0,0,1,1,1,0,1,0,0
146,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,5,1,0,0,1,0,1,0,1,1,0,1,1,1,0
147,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,1,0,1,0,0,1,0,0,1
148,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,0,0,1,1,0,1,1,1,0
149,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,0,2,4,0,1,0,0,1,1,1,0,0,1,0,0
150,0,1,0,1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,0,0,1,0,1,0,1,1,1,1
151,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,0,1,0,0,1,1,1,1
152,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,1,1,0,0,1,0,1,0
153,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,0,2,4,0,1,1,0,1,0,1,1,0,0,1,1
154,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,1,1,1,0,1,1,1,0
155,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,0,0,0,0,1,1,0,0,1
156,0,0,1,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,0,0,0,1,0,1,1,0,0
157,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,1,0,0,0,1,0,1,0,1
158,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,0,1,1,0,1,1,1,0
159,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,1,1,1,1,3,6,1,0,0,0,0,0,1,1,1,0,1,1
160,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0
161,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,1,1,0,0,0,0,0,0,0,1
162,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,0,1,1,0,1,0,0,0,1,0
163,0,0,1,3,1,4,4,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,0,0,2,4,0,1,1,1,1,1,0,0,0,0,0,0
164,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,0,0,4,7,0,1,0,0,0,1,0,1,1,1,1,1
165,0,1,2,2,0,0,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,0,0,1,0,0,0,0,1,0,1
166,0,1,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,5,1,0,1,1,0,1,0,1,0,1,1,1,1,0
167,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,0,1,0,1,0,1,0,0,0,1
168,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,0,0,1,1,0,1,1,0,0
169,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,1,1,0,1,1,1,1,1,1,1
170,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,0,0,0,1,0,1,0,1
171,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,0,1,1,0,1,0,1,0,1
172,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,0,0,0,0,0,0,1,1
173,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,0,1,0,0,0,1,1,1,1
174,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,0,1,0,1,0,0,1,1,0,1
175,0,1,2,2,0,0,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,0,1,0,1,1,1,0,1,1
176,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,1,0,1,0,1,1,1,0,1,1
177,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,0,0,0,0,4,7,0,1,0,0,0,0,0,1,1,1,0,0
178,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,1,0,1,0,0,1,0,1
179,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,0,0,0,0,4,7,0,1,1,1,0,1,1,0,1,1,0,1
180,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,0,1,1,1,1,1,0,1
181,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,0,0,0,1,1,1,1,1,0,0
182,0,1,2,2,0,0,3,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,0,1,1,1,1,0,0,1,1
183,0,1,0,1,0,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,1,1,1,0,1,1,0,1,0,0
184,0,1,2,2,0,0,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
185,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,0,0,1,0,1,1,0,1,1,1
186,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,0,1,0,0,0,1,0,1,1,0
187,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,0,1,1,1,0,1,0,0
188,0,1,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,0,1,1,1,0,0,1,1,0,0
189,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,0,0,1,0,1,0,0,1,0,0
190,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,2,1,0,0,0,0,0,1,0,0,0,0,0
191,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,1,1,1,3,0,6,1,0,1,0,1,1,1,1,1,0,0,0
192,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,0,1,0,1,0,0,1,0,0,1
193,0,1,2,2,4,1,5,7,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,0,1,1,1,1,0,0,0
194,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,1,0,0,1,0,1,0,1,0
195,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,1,1,0,0,1,1,1,1,1
196,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,1,1,1,1,1,1,0,1,0
197,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,0,0,0,0,4,7,0,1,0,0,1,1,0,1,0,0,1,0
198,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,0,1,1,0,0,1,1
199,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,0,1,0,0,1,1,1,0,1
200,0,0,1,3,1,4,4,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,1,0,1,0,0,0,1,0,0,0
201,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,1,0,0,1,1,1,0
202,0,0,1,3,1,4,4,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,0,1,1,1,0,1,0,1,0
203,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,0,0,0,0,4,7,0,1,1,0,0,1,0,1,1,0,1,0
204,0,0,1,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,1,0,1,1,0,0,0,0,1
205,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,1,0,0,1,1,0,0,1,1,1,1,1
206,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,0,0,2,4,0,1,0,0,0,0,1,1,1,1,1,0
207,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,0,0,0,1,1,0,1,1
208,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,0,1,0,1,1,1,1,1
209,0,0,2,0,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,1,0,0,1,0,0,1,0,1,0,0,1,0,1
210,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,0,1,0,1,1,1,1,0
211,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,1,2,2,4,6,2,1,0,1,0,0,0,0,0,1,1,0,0
212,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,1,1,0,0,0,0,0,1,1,0
213,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,0,1,1,0,0,0,1,0,1,0
214,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,1,3,3,1,0,0,1,0,1,0,1,0,1,1,1
215,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,1,0,0,0,1,0,1,1
216,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,0,1,0,0,0,1,0,0,1
217,0,0,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,5,1,0,0,1,0,1,1,0,0,1,0,0,0,0
218,0,0,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,5,1,0,0,1,1,1,1,1,0,0,0,0,1,1
219,0,0,1,3,1,4,4,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,0,0,2,4,0,1,1,1,1,0,0,0,1,1,0,1
220,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,1,2,2,4,6,2,1,0,0,1,1,0,1,1,0,0,1,1
221,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,1,0,0,0,0,0,0,0,1
222,0,0,1,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,1,1,1,1,0,0,0,0,0
223,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,0,1,1,0,0,0,1,1
224,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,1,0,0,1,1,0,1
225,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,1,1,1,1,1,1,1,1,1
226,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,1,1,1,1,0,1,1,1,0,0
227,0,1,0,1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,0,0,1,0,0,1,1,1,0,0
228,0,0,1,0,3,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,4,5,4,7,0,1,1,1,1,1,1,1,1,0,0,0
229,0,1,0,1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,1,1,0,1,0,1,1,1,0,0
230,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,1,0,1,0,0,1,0,0,1
231,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,1,1,1,0,0,0,0,1,1
232,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,1,2,2,4,6,2,1,0,1,1,0,0,0,0,1,0,0,1
233,0,0,1,3,1,4,4,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,0,1,1,0,0,1,1,1
234,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,0,0,4,7,0,1,0,1,1,1,1,0,0,1,0,1
235,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,1,2,2,4,6,2,1,0,0,0,1,0,0,1,1,1,1,0
236,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,0,0,0,0,4,7,0,1,0,0,0,0,1,1,0,0,0,0
237,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,1,0,1,1,0,1,1,0,1
238,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,1,1,0,1,1,1,0,0,1
239,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,0,1,1,0,1,0,0,0,1,1
240,0,1,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,0,0,4,5,1,0,0,1,1,0,1,0,1,0,1,0,0,1
241,0,1,0,1,2,3,2,6,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,1,0,0,4,5,1,0,1,1,1,1,1,1,0,0,1,1,0,0
242,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,1,0,0,1,0,1,0,0,0,1
243,0,1,2,2,0,0,3,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,1,0,1,1,0,0,1,1,0,0
244,0,1,2,2,0,0,3,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,0,0,4,5,1,0,1,1,0,0,0,1,1,0,1,0,0,1
245,0,0,1,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,1,0,1,1,0,0,1,0,0
246,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,0,0,2,4,0,1,0,1,1,1,1,1,0,0,1,1
247,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,1,1,0,0,0,1,0,0
248,0,0,1,0,3,5,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,1,0,0,0,1,0,1,0,0,1
249,0,1,0,1,0,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,1,1,0,1,0,0,0,1,0,1
250,0,0,1,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,0,0,0,1,0,0,1,0,1,0
251,0,1,2,2,0,0,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,0,0,4,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0
252,0,0,1,3,1,4,4,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,1,1,0,0,1,0,1,1,0
253,0,0,1,0,3,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,0,0,4,7,0,1,0,1,1,0,1,1,1,0,0,1
254,0,1,2,2,4,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,1,1,0,0,0,0,1
255,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,0,1,1,0,0,0,1,1,0,1
256,0,0,1,3,1,4,4,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,0,0,1,0,0,1,0,1,1,1
257,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,0,1,1,0,1,1,1,1,0
258,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,1,0,1,1,1,1,0,0,1,1
259,0,1,0,1,2,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,1,1,0,0,1,0,1,1,0,0
260,0,1,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,0,1,1,1,3,0,6,1,0,1,0,1,1,1,0,0,1,0,0
261,0,0,1,3,0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,1,0,0,0,0,0,1,0,1
262,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,0,0,0,0,4,7,0,1,0,0,1,1,1,1,0,0,0,0
263,0,1,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,1,2,2,1,3,3,1,0,1,1,1,0,0,1,0,0,0,1
264,0,0,1,0,3,5,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,1,0,0,0,0,4,7,0,1,0,0,1,1,0,1,1,0,0,1
265,0,1,0,1,2,3,1,0,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,2,2,1,3,3,1,0,0,1,0,1,0,1,1,0,1,0
266,0,0,1,3,1,4,4,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,3,2,5,5,0,1,1,1,0,0,1,0,1,1,1,1
267,0,0,1,3,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,0,0,1,0,1,1,0,1,0,1,0,1
268,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,1,0,0,1,0,1,1,1,1
269,0,1,0,1,0,2,6,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,1,2,2,4,6,2,1,0,0,1,0,0,0,0,1,0,1,1
270,0,1,2,2,4,1,5,7,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,1,1,1,3,0,1,1,0,0,1,1,0,0,1,0,0,0,0
271,0,1,0,1,2,3,1,0,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,1,1,1,1,3,6,1,0,1,1,1,0,1,0,1,1,0,0
272,0,1,0,1,0,2,2,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,1,2,2,4,6,3,1,0,1,1,1,1,0,1,1,0,0,0
273,0,0,1,0,3,5,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,0,0,0,0,4,7,0,1,0,0,0,0,0,1,1,1,1,0
