,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31
281,0,0,0,0,3,2,3,1,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,1,3,2,2,3,6,2,1,2,0,2,2,0,2,2,0,0,0,2,2,2,2,1,1,0,2,0,1,0,2,0,2,1,0,1,0,2,0,1
282,0,1,1,2,0,4,2,4,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,-1,0,2,2,2,1,2,0,0,2,2,2,1,1,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1
283,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,2,1,0,2,1,0,1,2,0,2,0,0,0,0,1,1,2,2,2,0,2,1,2,2,1,2,1,0,0,1,0
284,0,0,0,0,3,2,3,1,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,2,3,2,2,5,6,2,1,0,2,1,2,0,1,2,0,1,0,1,2,1,2,1,2,1,0,0,2,0,2,0,2,2,2,0,0,1,2,2
285,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,2,2,2,0,2,1,0,2,2,2,2,2,0,1,1,1,2,2,2,1,2,2,2,1,2,1,2,0,0,2
286,0,0,0,0,3,2,3,1,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,2,3,2,2,5,6,2,1,0,1,1,0,2,2,2,1,0,1,1,2,2,1,1,2,0,2,1,2,0,2,2,2,0,0,1,0,0,1,1
287,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,0,1,0,1,2,1,2,1,0,1,1,2,0,0,1,0,2,1,1,0,1,0,0,2,0,0,1,2,0,2,1
288,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,2,2,1,0,2,2,0,1,0,2,0,1,1,0,1,0,0,0,2,2,1,1,0,1,2,2,1,2,0,0,2,2
289,0,0,0,0,3,2,3,1,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,2,2,5,6,2,1,0,1,0,1,1,1,1,1,0,0,2,0,0,2,1,2,1,0,1,1,0,1,1,2,0,1,0,2,0,2,1
290,0,0,0,0,3,2,3,1,23,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,1,3,2,3,3,6,2,1,2,1,0,2,2,0,1,1,0,1,2,0,0,2,0,2,2,2,2,0,2,2,0,2,1,2,0,2,0,1,0
291,0,1,1,2,0,4,2,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,-1,1,0,1,2,2,0,2,1,2,2,1,1,2,2,2,0,2,2,0,0,1,0,0,1,1,0,2,0,0,1,2
292,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,0,0,1,2,2,1,2,2,2,1,1,1,2,1,0,2,1,1,2,1,0,1,2,0,1,1,0,1,2,2
293,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,0,2,0,2,2,0,2,2,1,0,2,2,0,0,0,2,2,1,2,1,2,1,2,1,0,2,2,2,0,1
294,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,0,2,1,2,0,0,2,2,0,1,2,1,2,2,2,2,0,2,2,1,1,1,2,0,2,1,1,2,2,2,0
295,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,0,0,0,0,1,2,2,2,1,1,2,1,1,0,0,2,2,0,1,0,2,0,2,0,2,1,0,1,2,0,1
296,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,1,1,1,1,1,2,2,2,2,0,2,0,0,2,0,2,2,0,0,2,0,0,1,0,1,2,0,1,2,2
297,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,1,2,1,0,2,0,0,0,0,0,1,0,2,1,2,0,0,1,2,2,1,1,2,0,0,1,2,0,1,2
298,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,0,2,0,2,1,2,1,1,0,1,1,1,0,2,2,2,2,0,0,2,2,0,2,2,0,2,1,0,1,2
299,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,2,0,2,1,1,2,2,2,2,1,2,1,0,1,0,0,1,2,0,0,0,1,0,0,0,2,1,0,0,2,0,1
300,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,0,2,1,1,1,7,1,-1,2,2,0,1,2,2,1,2,1,2,2,2,0,1,2,1,0,0,1,0,1,2,0,1,0,1,1,1,1,0,0
301,0,0,0,0,3,2,5,7,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,2,0,0,5,2,1,1,2,0,2,2,0,2,0,2,1,1,2,1,2,0,2,2,2,2,0,2,1,1,1,2,0,2,2,1,1,0
302,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,1,1,1,7,1,2,1,1,1,0,1,2,0,1,0,0,1,2,1,1,1,1,0,2,2,1,0,2,1,0,0,2,1,2,1,1,1
303,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,0,1,1,2,1,2,0,0,2,0,0,1,0,0,1,2,0,2,2,2,2,0,0,1,1,0,0,1,0,2
304,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,0,2,0,1,1,2,0,0,1,0,0,2,0,1,1,1,1,0,1,1,1,0,1,2,2,2,1,0,1,1,0
305,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,1,1,2,2,1,0,1,2,2,1,1,2,0,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,0,1,1
306,0,0,0,0,3,3,3,1,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,2,2,5,6,2,1,2,2,1,2,0,1,0,2,0,0,2,1,2,1,2,0,0,0,0,2,2,2,0,2,1,2,1,1,1,1,0
307,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,1,1,1,1,2,2,2,2,1,1,0,1,2,2,1,2,1,0,1,1,0,2,1,2,2,1,1,0,0,2,2
308,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,1,1,1,2,1,0,0,1,2,2,2,0,0,2,1,2,1,1,1,1,0,1,0,2,0,0,2,1,2,2
309,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,7,1,2,2,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,2,2,1,1,0,0,2
310,0,0,0,3,2,5,6,6,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,1,2,1,4,4,2,2,2,-1,1,2,1,1,2,0,0,1,0,0,0,0,2,1,2,2,2,1,2,2,1,0,2,0,0,1,1,2,2,0,2
311,0,0,0,3,2,2,3,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,2,3,2,0,6,0,2,1,0,2,2,1,0,1,1,0,1,0,2,0,2,2,1,0,2,1,2,2,2,1,0,2,0,1,2,0,0,0,1
312,0,1,1,2,4,0,4,0,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,1,1,1,1,1,2,1,1,2,2,1,1,0,1,1,1,1,1,1,2,1,0,0,0,2,2,1,0,2,1,2
313,0,1,1,0,0,4,5,7,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3,0,0,0,3,2,2,0,7,2,-1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,2,1,2,1,2,0,1,0,1,2,1,2,0,0,1,0,2
314,0,1,1,2,4,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,2,1,0,0,1,2,2,1,0,2,1,1,0,1,2,0,2,2,2,0,1,2,1,2,2,1,0,2,0,2
315,0,1,1,2,0,4,2,4,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,-1,0,0,0,2,1,2,2,0,1,1,2,2,1,0,0,0,1,0,2,1,2,2,2,1,1,0,1,0,1,1,1
316,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,1,1,1,1,2,2,1,0,0,2,2,2,1,0,1,2,0,0,1,1,1,1,1,2,2,1,2,2,0,2
317,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,1,1,1,4,1,-1,0,2,1,0,1,2,2,1,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,2,0,1,1,2,2
318,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,0,2,1,0,2,1,1,2,0,2,0,0,0,0,1,2,0,2,0,0,2,2,0,2,0,0,0,1,0,0
319,0,1,1,0,0,3,0,5,-1,14,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,0,0,3,2,2,5,6,1,1,0,0,2,0,2,1,2,2,2,1,2,1,1,1,2,1,0,1,2,2,1,1,2,2,2,1,0,0,2,0,2
320,0,1,1,2,0,4,2,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,-1,1,2,1,1,0,2,1,1,2,2,1,1,0,0,1,2,1,1,1,1,1,2,0,0,2,2,1,1,1,1,0
321,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,2,2,1,1,2,2,1,1,2,2,1,1,2,0,1,1,0,0,0,0,2,1,1,2,2,1,1,2,1,1
322,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,0,0,2,1,1,1,1,0,2,2,0,1,0,1,0,1,0,0,2,1,2,1,0,2,0,0,2,2,2,1
323,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,2,2,2,2,1,1,0,0,2,1,1,0,2,1,1,2,0,1,1,0,0,1,1,0,2,2,2,1,1,1,0
324,0,0,0,3,2,2,5,7,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,2,0,0,5,2,1,0,2,1,0,0,0,0,1,2,2,2,0,0,1,0,0,2,2,0,1,2,2,1,1,2,1,1,1,2,2,2
325,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,1,2,1,0,0,1,1,2,0,2,1,2,2,0,0,2,2,2,1,0,1,1,1,2,1,2,0,0,2,1,0
326,0,0,0,3,2,2,3,2,-1,1,0,0,0,0,0,0,0,0,1,1,3,1,4,4,2,0,1,1,0,3,3,6,0,2,1,1,2,2,1,1,0,2,0,1,1,0,0,2,1,1,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,2
327,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,2,2,1,0,0,0,1,1,2,0,1,0,0,1,1,0,0,2,1,2,1,2,0,2,2,2,2,1,1,2
328,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,1,1,0,1,2,0,0,0,2,0,0,1,0,2,1,1,1,2,1,1,0,1,1,0,0,1,1,2,1,0,0
329,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,0,2,0,2,0,0,2,2,1,2,1,1,0,1,1,1,2,0,1,2,1,1,1,1,2,2,2,2,2,0
330,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,2,0,0,1,2,1,0,1,1,0,0,2,2,0,1,2,0,1,1,1,2,1,1,0,2,1,0,2,1,0,0,2
331,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,1,2,0,0,2,1,1,0,1,2,1,2,2,0,0,2,2,1,2,0,1,0,2,2,1,2,1,1,0,1
332,0,0,2,0,3,3,3,1,-1,7,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,1,3,2,2,5,6,0,1,1,2,0,0,0,1,2,1,2,2,1,1,2,0,1,2,0,1,2,2,2,1,0,2,1,1,1,0,1,2,2
333,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,2,0,2,2,0,0,0,0,1,2,2,0,1,1,2,2,2,2,0,0,2,2,2,1,0,2,2,2,2,1
334,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,2,2,0,0,2,0,1,0,2,2,2,1,2,2,2,2,2,1,0,1,0,1,2,2,0,0,0,2,1,1
335,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,1,0,2,0,0,1,0,0,1,2,2,1,1,2,2,0,2,1
336,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,2,2,1,2,1,1,0,1,2,1,2,2,0,1,0,1,1,0,0,0,2,0,1,2,2,0,2,1,1,2
337,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,1,2,0,2,2,1,2,0,2,0,0,0,2,1,0,1,1,2,0,1,1,0,0,1,2,2,0,0,1,0
338,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,1,1,1,4,1,2,0,2,2,2,2,0,1,1,1,2,1,2,1,2,0,0,1,0,1,1,2,2,0,0,1,2,2,2,0,2,1
339,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,2,1,1,1,0,2,0,2,0,2,1,2,2,2,1,1,0,0,1,2,0,2,0,1,2,1,0,0,1,0
340,0,1,1,2,0,4,2,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,-1,0,2,1,2,0,1,2,0,2,2,2,0,1,0,2,0,2,0,1,1,0,0,1,2,1,1,1,1,1,0,0
341,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,0,2,1,1,1,7,1,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,1,2,1,2,0,1,2,0,0,0,2,0,2
342,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,1,0,1,0,2,2,2,2,1,0,2,1,1,2,1,0,1,2,0,1,2,2,0,2,2,1,0,1,1,1
343,0,0,0,0,3,2,5,7,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,2,0,0,0,2,1,2,0,1,0,1,2,2,2,2,0,2,0,2,0,0,0,2,2,0,1,1,1,0,1,2,2,1,2,0,2,2
344,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,2,2,1,2,2,1,0,1,0,0,1,2,1,2,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,0
345,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,1,1,1,7,1,2,0,2,0,2,2,2,1,1,0,1,2,1,1,2,1,2,0,2,0,1,1,2,1,0,0,1,2,2,1,0,2
346,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,1,2,1,1,1,0,2,0,1,0,0,0,2,2,1,1,0,0,1,2,1,0,2,2,0,2,1,0,0,0
347,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,0,1,1,0,1,0,0,2,1,2,0,0,1,2,1,1,0,1,0,0,0,1,1,1,2,0,1,2,1,2,2
348,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,0,1,2,1,1,2,1,1,1,0,0,0,0,2,1,2,0,0,1,0,0,0,2,1,0,2,0,0,1,1
349,0,0,0,3,2,2,5,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,1,2,3,2,0,0,0,2,1,0,2,2,2,0,1,2,2,2,2,1,2,0,1,1,2,1,1,1,2,1,0,1,2,0,2,1,1,1,0,1
350,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,1,0,2,1,0,1,1,2,0,1,0,0,2,2,0,2,2,0,0,2,2,2,1,2,2,2,0,1,2,0,0
351,0,0,0,0,3,2,5,7,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,2,0,0,6,2,1,2,2,1,1,0,2,2,1,0,0,2,2,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,2,1,1,1
352,0,0,0,0,3,2,3,2,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,2,3,2,0,6,0,2,1,1,1,1,0,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,2,0
353,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,0,1,0,1,0,0,0,1,2,1,0,1,2,2,2,2,0,0,0,2,2,2,0,1,0,2,1,2,2,2,1
354,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,2,0,2,2,0,2,1,1,2,2,2,1,2,0,0,0,2,1,2,0,2,0,1,2,0,0,0,1,2,2,2
355,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,2,1,1,2,0,0,0,2,0,2,0,1,2,0,1,1,0,2,0,1,1,0,1,0,0,2,1,0,2,0,2
356,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,2,1,2,2,2,2,0,2,2,0,0,1,2,1,1,2,2,0,1,2,2,0,0,1,0,2,2,2,1,1,1
357,0,0,0,3,2,2,5,2,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,1,2,3,2,0,6,0,2,1,0,0,2,0,1,2,1,2,0,1,0,2,2,1,1,0,1,0,0,1,2,2,0,1,1,2,0,2,1,2,2
358,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,2,2,0,1,1,2,2,0,1,1,2,1,2,1,1,2,1,2,1,2,0,2,0,2,0,2,0,0,0,2
359,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,1,0,2,2,0,0,2,1,0,0,2,0,1,2,0,0,1,0,1,0,2,0,0,1,0,0,1,2,1,0
360,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,0,0,0,0,1,0,1,2,1,2,2,1,2,2,1,0,1,1,2,1,1,0,2,1,2,0,1,2,2,2
361,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,7,1,2,1,2,1,2,1,2,2,0,2,2,0,2,2,1,2,2,0,0,2,0,0,0,0,2,0,0,2,1,2,1,1
362,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,-1,1,1,2,1,2,1,1,0,2,1,1,2,0,2,2,2,0,1,0,0,0,0,1,2,2,1,0,1,0,0,0
363,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,-1,1,2,2,2,1,0,1,1,1,0,1,2,1,2,2,0,0,1,1,0,2,0,2,2,2,1,1,2,2,2,0
364,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,2,0,2,1,1,1,2,0,2,2,0,2,2,2,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1
365,0,0,0,0,3,3,3,1,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,2,2,5,6,2,1,1,2,1,0,2,0,1,2,0,1,0,0,1,2,2,2,1,2,1,0,1,1,0,0,2,1,2,0,2,1,2
366,0,0,0,0,3,3,3,1,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,2,2,5,6,2,1,2,1,2,2,2,0,2,1,2,0,2,0,0,0,1,2,2,2,0,2,1,0,2,0,0,1,1,2,2,2,1
367,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,1,2,0,2,2,2,0,2,0,1,1,1,0,1,2,2,0,2,0,0,0,1,1,0,2,1,2,1,1,2,0
368,0,1,1,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,0,2,1,1,1,4,1,2,0,0,0,0,2,0,1,2,1,2,1,1,2,0,2,0,1,0,0,2,2,1,1,2,0,0,1,0,0,2,2
369,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,1,1,0,2,0,2,1,2,1,0,1,0,0,0,2,2,2,0,2,0,1,2,0,0,1,2,1,2,2,2
370,0,0,0,3,2,5,6,6,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,2,1,0,4,6,0,2,-1,2,1,0,2,1,0,0,1,2,0,1,0,0,2,0,1,0,2,2,1,0,0,2,0,0,0,2,0,1,1,2
371,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,2,2,1,2,0,0,2,2,2,0,1,0,1,2,1,1,1,2,1,0,2,0,0,1,1,2,0,1,0,2,1
372,0,0,0,3,2,5,6,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,3,0,0,6,0,2,1,1,1,2,1,2,0,0,1,1,1,2,2,0,0,1,2,2,0,0,0,0,2,1,0,1,1,1,0,0,0,1
373,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,2,2,0,1,1,2,0,1,0,2,0,1,1,2,1,1,0,0,0,1,0,1,1,0,2,1,0,0,2,1
374,0,1,1,2,0,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,1,1,1,7,1,2,0,1,1,0,1,2,2,0,2,1,1,2,2,2,0,2,1,0,1,1,1,1,2,2,0,0,0,2,1,0,1
375,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,3,3,3,1,0,0,0,0,1,1,2,0,0,0,2,2,2,2,1,0,1,1,0,1,2,0,2,1,2,0,2,1,1,1,2,0,0
376,0,0,2,1,1,1,3,1,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,1,1,0,3,3,3,1,2,1,2,0,2,0,1,2,1,1,2,0,1,2,2,2,0,2,1,2,1,1,1,0,2,0,1,0,0,2,0,1,2
