,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43
237,0,1,2,3,1,5,5,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,1,1,0,0,2,1,0,2,3,2,3,2,3,0,3,2,0,1,2,0,2,0,2,3,1,3,3,2,3,0,2,3,3,1,3,3,3,1,3,0,0,3,1,0,2,1,2
238,0,0,2,1,4,4,2,1,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,3,3,3,7,0,0,3,1,3,3,1,0,1,1,2,3,0,2,3,3,0,3,3,1,3,0,2,1,0,3,2,3,1,1,3,1,2,2,1,2,1,0,2,1,1,3,3,2,3
239,0,0,1,2,4,2,6,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,0,4,5,2,4,0,0,1,0,2,3,3,0,1,2,3,1,2,3,0,0,0,2,2,0,1,3,2,3,1,0,2,2,2,0,0,3,1,1,3,3,2,1,2,0,3,2,0,3,3
240,0,0,1,1,4,4,2,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,2,2,3,3,3,4,0,0,1,1,1,2,0,1,0,2,3,0,0,3,2,3,1,1,0,3,3,2,2,3,2,1,0,1,3,2,2,0,0,3,2,2,2,3,1,0,2,0,2,1,3
241,0,1,0,0,3,0,1,4,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,2,2,5,0,0,0,1,0,3,2,0,0,0,1,0,2,2,0,2,1,0,0,1,2,3,2,2,1,0,3,0,2,3,3,3,0,3,3,3,0,2,1,0,1,3,3,2,0
242,0,1,0,0,3,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,2,6,2,0,0,1,1,1,2,1,3,3,2,1,0,2,1,1,2,3,2,2,3,3,2,1,2,0,1,0,3,2,2,2,1,3,1,2,3,1,1,1,1,0,0,0,3,3
243,0,0,1,2,2,3,0,2,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,0,0,0,0,0,3,3,3,2,2,1,1,2,1,1,0,2,0,0,1,2,2,3,0,2,2,0,0,3,2,0,2,2,2,1,0,2,2,1,2,0,2,1,1,0,1
244,0,0,1,2,0,1,3,5,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,0,4,5,2,4,0,0,1,2,3,3,1,0,1,2,2,2,2,3,1,3,1,0,1,2,3,3,3,3,1,1,0,2,3,2,3,3,1,0,2,1,1,3,2,1,1,0,2,2,1
245,0,0,2,1,4,4,2,1,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,3,3,1,1,0,0,0,3,1,3,0,1,1,0,0,2,2,2,0,3,0,0,2,3,2,1,2,1,3,3,2,1,3,2,1,3,0,2,1,0,3,0,2,0,0,2,1,1,3
246,0,1,0,0,0,1,3,6,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,4,1,4,0,0,0,1,0,3,1,0,0,2,2,0,0,2,3,0,3,3,3,1,0,0,1,1,0,1,2,2,1,3,3,1,1,2,1,0,3,1,0,2,2,3,0,1,0,0
247,0,1,0,3,1,5,5,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,5,3,0,0,3,3,0,1,2,1,0,0,1,0,0,2,0,3,2,2,3,0,0,3,3,0,2,1,2,2,1,2,1,3,3,2,0,1,3,1,2,2,0,3,0,0,0
248,0,1,0,0,3,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,2,1,4,0,0,0,1,3,3,1,2,2,2,2,1,2,1,3,3,2,2,1,0,1,0,3,3,2,2,3,1,0,3,3,2,2,2,3,2,1,0,3,3,3,3,3,3,0,3
249,0,0,1,2,2,3,0,5,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,1,2,0,4,5,2,4,0,0,1,3,2,0,2,1,3,3,2,2,2,0,0,1,2,1,3,1,3,3,3,0,1,2,0,1,0,0,0,3,1,3,3,1,3,3,1,0,2,2,2,2,2
250,0,1,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,2,6,2,0,0,3,2,3,0,1,0,0,1,3,1,2,1,3,0,3,3,0,2,2,1,2,2,2,1,2,1,0,2,3,3,2,1,3,3,2,3,3,1,1,2,3,1,3
251,0,0,1,2,2,3,0,2,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,4,0,0,1,0,1,3,1,0,3,1,3,2,2,1,0,2,1,2,3,1,3,2,3,0,0,3,0,2,2,1,2,2,3,1,1,1,3,1,2,0,0,3,3,0,3
252,0,1,0,0,0,1,4,6,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,0,3,2,1,4,0,0,0,0,0,1,0,2,1,2,1,3,1,3,1,0,2,3,2,2,0,0,1,3,2,0,2,3,2,1,0,1,0,1,1,2,0,1,2,2,2,2,1,0,3,0
253,0,1,0,0,3,0,1,4,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,0,0,3,4,5,2,5,0,0,2,2,1,0,3,1,2,3,3,2,3,2,1,2,2,3,0,2,2,2,0,3,1,1,2,1,3,1,0,1,2,2,3,1,1,0,0,3,2,0,1,0,3
254,0,0,2,1,4,4,2,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,3,3,3,7,0,0,1,3,0,2,1,1,1,3,1,1,1,3,2,2,1,1,0,0,3,0,2,2,2,0,3,3,1,0,3,1,1,2,3,1,2,1,2,2,2,3,3,0,3
255,0,1,2,3,1,5,5,7,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,5,3,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1,2,0,3,3,3,1,0,1,0,1,3,2,1,2,0,3,3,3,2,2,2,2,1,2,0,2,2,2,2,2
256,0,0,1,2,2,3,0,2,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,4,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2,3,1,3,3,0,1,0,0,2,1,3,1,1,1,1,2,0,2,2,1,2,1,0,2,3,0,1,3,2,0
257,0,1,0,0,0,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,2,1,4,0,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1,2,0,1,0,3,2,2,3,0,0,1,1,0,1,1,3,0,0,3,1,2,1,0,0,2,3,0,3,1,0
258,0,0,1,2,0,1,3,6,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,0,0,4,1,4,0,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3,1,2,3,0,2,0,0,1,3,0,3,2,0,2,1,0,3,1,0,0,0,3,0,3,0,3,3,0,3,2
259,0,1,0,3,1,5,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,1,0,5,2,5,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3,1,2,3,1,0,1,3,2,3,1,2,0,3,3,0,3,1,2,0,0,2,2,3,2,1,1,1,0,2,2
260,0,0,1,2,2,3,0,2,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,6,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2,3,3,3,0,0,3,2,1,2,0,0,3,1,2,0,0,0,2,0,2,3,0,3,0,2,0,3,3,0,3
261,0,1,0,0,3,0,4,0,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,2,6,2,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1,1,1,1,3,2,2,2,0,1,3,2,2,3,3,2,3,3,0,2,0,3,0,1,0,2,0,0,0,1,0
262,0,1,2,3,1,5,5,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,1,0,4,1,1,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3,2,2,2,1,0,1,2,1,1,2,1,1,3,0,3,3,2,0,1,1,3,2,1,3,2,3,2,3,0,1
263,0,1,2,3,1,2,5,3,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,1,0,4,1,1,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3,3,2,0,0,2,2,2,1,1,0,1,0,3,0,0,1,3,3,3,0,1,1,0,3,0,3,3,3,0,0
264,0,1,0,0,0,1,3,6,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,4,1,4,0,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0,1,0,1,3,2,0,2,3,1,1,2,3,3,0,0,3,1,1,2,2,2,2,1,0,0,2,0,3,2,1
265,0,1,0,0,3,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,4,5,2,5,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1,2,0,1,2,0,2,3,2,1,1,3,1,3,1,1,1,3,3,1,1,2,0,1,2,0,3,1,0,1,2
266,0,0,2,1,4,4,2,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,3,3,3,7,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1,0,3,1,1,0,3,3,3,1,1,3,2,1,1,2,2,1,3,1,3,3,0,0,2,1,0,1,0,3,0
267,0,1,0,0,3,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,2,2,5,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3,2,3,2,3,1,1,3,2,3,3,2,0,0,2,0,2,3,0,2,2,1,1,1,1,1,3,3,0,3,0
268,0,1,2,3,1,2,6,3,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,1,4,5,1,1,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3,0,1,0,0,1,2,2,3,0,2,3,1,0,3,2,1,3,2,0,3,1,0,2,3,3,2,2,2,2,0
269,0,0,1,2,0,1,3,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,0,4,5,2,4,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3,1,2,1,0,2,3,3,0,3,0,1,2,3,1,0,3,2,2,1,3,1,3,0,1,0,3,1,1,2,2
270,0,1,0,0,0,1,3,6,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,3,4,5,4,0,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3,3,2,2,3,3,3,0,3,2,2,3,0,3,0,1,1,2,3,0,0,0,2,0,0,0,2,0,3,1,2
271,0,1,0,0,3,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,4,5,2,5,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1,3,3,2,1,3,2,3,3,2,1,2,3,2,2,1,2,2,0,2,2,3,2,0,2,3,2,1,2,3,0
272,0,0,1,2,2,3,0,5,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,0,4,5,2,4,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0,1,2,2,2,1,3,3,0,2,2,2,2,1,0,0,2,2,2,0,0,1,1,1,2,2,2,3,2,3,0
273,0,0,1,2,2,3,0,5,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,0,1,0,0,4,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3,3,0,3,1,0,0,2,1,3,0,2,3,3,1,3,2,3,1,0,0,3,3,1,3,2,3,0,3,3,3
274,0,1,0,3,1,5,5,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,5,3,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1,3,0,1,3,2,1,1,3,3,2,3,2,2,1,3,2,0,1,1,0,0,2,2,3,1,0,3,1,0,0
275,0,0,2,1,4,2,6,3,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,4,5,1,1,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0,0,1,0,2,3,0,1,2,2,1,1,1,0,3,0,3,1,0,0,2,2,0,1,3,2,2,3,1,3,2
276,0,1,2,3,1,2,5,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,1,0,4,1,1,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0,1,0,0,2,2,0,2,1,3,0,1,0,3,3,1,3,0,1,3,0,2,3,0,3,0,2,3,0,0,3
277,0,1,0,0,3,0,4,0,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,2,6,2,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0,3,2,2,2,2,1,0,3,3,3,0,2,2,1,2,2,0,2,2,2,1,2,2,0,2,0,3,3,1,3
278,0,1,0,0,0,1,3,6,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,4,1,4,0,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1,2,1,0,3,2,3,0,2,1,3,2,2,1,3,0,2,3,0,3,0,0,0,3,1,0,3,2,1,0,2
279,0,0,1,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,6,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2,1,2,1,1,0,2,3,2,3,1,1,2,2,2,1,3,2,1,3,2,1,0,1,2,2,0,3,1,1,3
280,0,1,0,0,3,0,1,4,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,2,6,5,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,3,2,2,1,3,0,0,0,3,0,1,0,0,2,1,0,3,2,1,3,2,0,2,1,2,3,2,2,3,0
281,0,1,2,3,1,2,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,1,1,4,5,2,1,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0,2,1,0,1,0,3,1,1,2,0,2,3,1,1,3,1,3,3,2,2,0,2,1,1,3,3,3,2,3,1
282,0,1,0,0,0,1,3,4,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,3,4,5,2,0,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2,3,3,3,3,3,3,2,3,2,0,1,1,3,0,0,1,1,3,0,0,3,1,3,0,1,0,0,0,1,2
283,0,1,0,0,0,1,3,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,4,1,4,0,0,0,3,2,3,2,1,3,1,2,0,1,2,2,2,0,1,1,0,3,3,3,2,1,1,1,3,0,3,0,0,1,1,0,1,3,3,3,2,1,2,3,3,2,0
284,0,0,1,2,0,1,3,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,0,1,1,4,0,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0,2,1,2,1,1,2,3,3,0,1,0,1,3,1,0,3,1,3,1,0,1,3,2,3,1,0,1,2,1,1
285,0,1,2,3,1,2,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,1,4,5,2,1,0,0,2,3,1,2,0,2,1,0,0,3,3,0,3,2,1,0,0,1,2,0,3,3,2,3,3,0,3,0,1,0,3,3,1,2,3,3,2,0,1,2,0,2,1
286,0,0,1,1,4,4,2,5,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,2,4,5,2,4,0,0,2,3,1,1,0,2,0,1,3,1,0,0,2,3,1,0,1,0,0,1,1,2,1,3,2,3,2,2,3,0,0,0,1,0,2,1,0,1,1,2,1,0,3
287,0,0,2,1,4,2,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,4,5,1,1,0,0,0,1,0,3,1,1,2,3,0,2,2,3,3,2,1,1,0,0,2,2,1,1,0,3,0,1,2,0,2,1,3,1,1,2,3,2,2,2,2,3,0,0,2
288,0,1,2,3,1,2,5,3,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,1,0,4,1,1,0,0,1,1,0,1,2,0,3,1,2,3,2,1,1,0,2,3,2,2,3,3,1,0,0,1,3,0,0,1,1,2,0,0,1,1,1,0,0,3,2,0,1,0,0
289,0,0,1,2,2,3,0,5,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,1,2,0,4,5,2,4,0,0,3,1,2,2,0,3,2,1,2,3,3,2,0,1,1,1,0,2,2,3,2,0,0,0,1,3,2,2,3,0,0,2,2,1,0,3,3,2,2,1,3,3,0
290,0,0,1,2,2,3,0,2,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,0,1,0,0,4,0,0,0,0,1,0,3,0,2,1,1,1,1,3,0,2,2,0,1,3,0,2,3,2,0,2,2,0,0,2,3,3,3,3,0,0,2,1,0,2,0,0,3,0,2
291,0,0,1,2,0,1,3,6,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,0,4,1,4,0,0,0,0,3,3,2,1,3,0,2,2,3,3,3,2,3,0,3,3,0,3,2,3,1,0,3,2,1,3,3,3,3,2,1,1,3,0,2,1,0,3,0,2,2,0
292,0,0,1,2,2,3,0,2,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,6,0,0,0,1,1,0,1,2,3,0,1,0,2,2,2,2,0,2,2,2,0,1,0,3,1,3,3,1,1,1,3,1,3,3,3,2,2,0,2,2,2,2,3,0,2
293,0,0,1,2,2,3,0,5,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,0,4,0,2,4,0,0,1,2,2,1,2,2,1,1,2,3,3,0,0,0,0,3,1,2,0,2,2,1,0,1,1,2,3,3,0,2,3,2,3,2,3,3,0,0,3,1,1,1,3
294,0,0,1,2,2,3,0,5,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,0,4,5,2,4,0,0,2,2,1,1,1,2,3,2,3,3,0,2,3,0,0,1,3,0,2,1,0,0,0,0,0,1,0,1,1,0,2,0,3,0,0,3,3,0,0,0,1,1,2
295,0,1,2,1,4,2,6,3,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,4,5,1,1,0,0,3,1,2,3,3,0,0,3,3,3,2,3,1,3,2,0,2,0,1,1,1,3,2,0,1,2,0,2,0,0,3,3,2,0,1,1,2,0,2,1,0,3,3
296,0,1,2,3,1,2,6,3,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,1,4,5,1,1,0,0,1,2,2,0,0,1,2,2,0,2,0,1,0,2,3,2,3,1,1,1,1,3,1,1,2,3,2,2,0,0,2,2,0,3,2,0,1,1,2,1,2,1,0
297,0,0,1,2,0,1,3,6,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,0,4,1,4,0,0,0,0,0,2,0,3,1,3,3,2,0,1,1,0,3,2,3,3,2,1,2,1,3,1,2,0,3,0,2,0,0,1,1,2,0,1,0,1,3,3,3,3,2,1
298,0,1,0,0,3,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,2,2,5,0,0,0,1,1,2,3,1,0,3,3,1,3,0,1,2,1,3,2,2,3,1,2,3,0,2,3,0,1,2,0,1,2,0,2,0,3,0,1,3,2,1,1,0,2
299,0,0,1,2,0,1,3,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,0,4,5,4,0,0,0,3,3,2,2,0,2,0,2,3,2,0,3,2,2,0,1,0,2,3,0,2,2,0,0,0,0,3,2,3,3,2,1,0,1,0,1,2,1,0,1,3,3,0
300,0,1,0,0,3,0,4,0,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,2,2,6,2,0,0,0,1,3,2,3,0,0,0,3,0,0,2,3,3,1,3,0,1,0,2,1,1,1,1,2,0,0,2,0,0,0,3,1,3,2,1,2,1,1,2,0,0,0
301,0,1,2,3,1,2,6,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,1,4,5,1,1,0,0,1,2,2,1,3,3,0,3,1,0,1,0,3,0,3,1,3,0,3,2,2,3,3,1,0,0,1,1,0,1,2,1,2,3,0,3,2,1,2,0,0,0,2
302,0,1,2,3,1,5,5,7,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,1,1,0,0,2,3,2,3,3,3,1,3,1,0,3,0,3,2,2,3,0,0,3,0,1,2,2,0,2,2,1,0,3,2,1,2,0,0,3,3,1,3,0,3,1,2,3
303,0,1,0,3,1,5,1,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,5,5,0,0,0,0,0,3,3,2,2,3,0,2,3,3,1,2,0,3,3,3,0,3,3,2,3,0,2,0,0,2,3,2,3,3,0,0,2,3,3,2,3,0,3,1,1
304,0,0,1,2,0,1,3,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,0,4,5,2,4,0,0,0,1,3,3,3,0,0,3,0,1,3,2,2,2,3,1,1,1,1,0,3,2,0,2,0,3,1,0,2,2,3,1,2,1,0,1,0,1,1,2,2,1,1
305,0,1,2,3,1,5,5,7,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,1,3,0,0,3,2,2,0,3,2,2,0,1,1,1,2,1,3,0,0,3,2,2,3,1,1,0,3,1,3,0,3,1,1,2,0,3,1,2,0,2,3,0,2,2,0,0
306,0,0,2,1,4,2,6,3,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,4,5,1,1,0,0,2,1,3,0,2,3,0,2,3,0,2,1,2,1,2,3,2,3,2,0,3,0,1,0,1,2,0,1,2,3,0,0,3,2,2,2,3,0,0,0,2,3,0
307,0,0,1,1,4,4,2,5,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,1,2,2,3,3,2,4,0,0,3,3,1,0,2,0,3,2,0,2,0,2,1,1,0,0,1,2,1,3,3,1,1,1,3,0,1,3,0,3,1,0,3,2,0,2,2,1,0,0,1,1,0
308,0,0,1,2,2,3,0,2,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,6,0,0,2,1,1,1,1,2,3,0,0,2,0,3,0,1,0,2,3,2,2,3,0,0,0,1,2,0,2,3,2,0,1,3,2,3,0,1,2,0,3,0,1,3,2
309,0,0,1,2,0,1,3,6,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,0,0,4,1,4,0,0,0,3,0,1,3,2,3,1,0,3,1,1,2,2,3,3,0,0,0,3,2,1,0,1,3,2,2,3,1,0,3,3,1,3,3,3,0,3,3,0,3,3,1,0
310,0,1,0,0,0,1,3,6,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,2,1,4,0,0,0,3,0,3,3,2,3,1,3,3,0,1,1,2,1,0,1,3,2,3,3,3,0,3,2,2,3,2,3,0,2,2,3,0,2,3,1,0,1,0,2,3,3,1
311,0,0,1,2,2,3,0,2,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,0,1,0,0,6,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1,0,1,3,0,3,1,0,3,2,2,2,3,0,2,0,2,0,0,2,1,2,1,3,3,0,0,1,0,2,0
312,0,1,0,0,3,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,2,1,4,0,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0,0,0,3,0,1,2,2,1,1,3,2,1,1,1,3,1,0,3,0,0,3,3,1,3,1,0,2,1,3,1
313,0,1,2,3,1,2,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,1,4,5,1,1,0,0,3,2,1,2,0,0,3,3,0,0,3,3,2,3,0,0,2,2,3,1,1,0,2,0,2,2,1,1,3,3,1,2,3,2,3,0,0,1,2,0,3,2,2
314,0,0,1,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,2,0,1,1,4,0,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2,0,2,1,2,0,3,2,0,3,3,2,1,3,1,3,1,0,1,2,0,0,2,1,0,0,2,0,1,2,0
315,0,0,1,2,0,1,3,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,0,1,1,4,0,0,0,3,0,1,1,0,2,0,3,2,2,3,3,0,3,3,1,2,1,1,3,2,1,1,1,3,1,2,1,2,1,0,1,1,0,1,2,1,2,0,1,2,3,2
316,0,1,0,0,3,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,4,5,2,5,0,0,3,1,3,0,3,3,0,0,0,0,0,1,3,0,0,0,3,0,2,3,3,2,3,3,3,1,1,3,2,3,2,2,1,2,3,2,3,2,2,1,1,2,2
317,0,1,0,3,1,5,1,7,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,1,0,4,5,5,0,0,1,2,0,1,1,0,0,1,1,1,1,3,2,3,2,3,3,0,3,0,3,0,1,3,1,3,1,3,0,2,0,0,0,1,2,0,2,3,2,1,2,0,1
