,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5
148,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,2,1,1,2
149,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,0,1,2,2,1
150,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,0,1,2
151,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,1,1,0,1,2
152,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,2,4,5,3,6,2,0,1,1,2,0,0
153,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,2,4,5,3,6,2,0,2,2,0,2,2
154,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,0,1,1,1
155,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,2,0,1,2,0
156,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,1,1,1,2,0
157,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,0,1,2,0,6,4,0,1,1,0,2,2,0
158,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,1,0,0,2,0
159,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,2,2,1,0
160,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,3,0,5,1,2,1,0,2,2,0
161,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,1,1,1
162,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,1,2,2,1
163,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,0,2,0,0
164,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,2,2,0,1
165,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,2,1,2,0
166,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,2,1,2,1,2,0,1,0
167,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,2,0,0,0,0
168,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,0,0,1,2
169,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,2,1,2
170,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,2,1,0
171,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,2,0
172,0,1,1,0,1,5,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,2,1,2,0,1,2,0,0
173,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,2,1,0
174,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,2,0,1
175,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,0,2,1
176,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,1,0,2,2
177,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,0,1,0,1,2
178,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,0,4,5,2,1,2,0,0,1,0,2
179,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,2,1,0,2
180,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,0,2,1,3,0,5,1,2,2,0,2,0,2
181,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,0,1,2,2,1,0,0,1,1,0,0,1,1
182,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,1,0,0
183,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,2,4,5,3,6,2,0,2,1,1,2,0
184,0,1,2,2,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,1,1,2,2,1
185,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,0,4,5,3,1,2,2,2,1,1,0
186,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,2,1,0,2
187,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,1,2,1,0
188,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,1,2,0
189,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,1
190,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,2,1
191,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,0,2,1,2,0
192,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,0,1,0,2,2
193,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,1,0,0,1,2,0,0,2,0
194,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,1,2,0,1
195,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,2,1,0
196,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,2,2,2,2,2
197,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,1,2,0,0,0
198,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,2,2,1,2
199,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,3,0,4,5,3,1,2,1,2,1,0,1
200,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,4,7,0,1,1,0,1,1,1
201,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,0,2,2,0,2
202,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,1,2,2,1
203,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,0,0,2,0
204,0,1,2,2,2,0,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,1,2,0,1,0
205,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,2,2,1,0,0
206,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,0,2,1
207,0,1,1,3,4,2,0,6,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,2,0,0,1
208,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,0,2,2
209,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,0,0,2
210,0,1,1,3,4,2,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,2,1,2,0,2,0,1,0
211,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,2,4,5,3,6,2,0,1,1,1,0,0
212,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,0,0,2,2
213,0,1,1,0,1,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,0,2,1,3,0,5,1,2,2,2,1,2,0
214,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,0,1,0,1
215,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,0,4,5,3,1,2,0,0,0,0,1
216,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,3,0,4,5,3,1,2,1,0,0,1,0
217,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,1,2,2,1
218,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,2,1,1,0
219,0,1,1,0,1,5,3,0,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,0,3,0,4,5,3,1,2,2,0,1,1,1
220,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,0,1,2,2
221,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,2,2,1,0
222,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,1,2,0,1
223,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,0,2,1,2,2
224,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,1,0,1,2,2
225,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,0,1,1
226,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,0,1,2,2,1
227,0,1,2,2,2,0,4,3,-1,-1,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,0,2,1,0
228,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,0,2,2,2
229,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,0,0,2,0,0
230,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,1,2,0,1
231,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,2,1,0,2,1
232,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,0,0,2,0,2
233,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,1,0,0,0,0
234,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,1,2,2,2,2
235,0,1,1,3,4,2,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,2,1,2,0,0,0,0,1
236,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,2,1,2,0,1
237,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,2,1,2,2,0
238,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,2,2,1
239,0,1,1,0,1,2,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,2,1,2,2,0,2,1,1
240,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,0,0,2,1
241,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,1,0,0
242,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,1,1,2,0
243,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,0,0,2,2
244,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,0,1,2,0,6,4,0,1,0,0,2,1,1
245,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,0,1,2,0,0
246,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,1,2,2,2
247,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,0,0,0,1,1
248,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,1,2,1,0,1
249,0,1,1,3,4,2,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,2,0,1,0
250,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,0,2,2
251,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,2,2,0,1,0
252,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,2,4,5,3,6,2,0,1,1,1,2,2
253,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,2,2,2,2
254,0,1,1,3,1,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,2,2,1,1,2
255,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,2,1,0,1,1
256,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,1,0,0,2,1
257,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,2,0,1,1,2
258,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,1,2,2,1,0,0,1,1,1,2,1,1
259,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,2,2,2,0,1
260,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,2,1,0,2,1
261,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,2,2,2,0,1
262,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,2,0,0,2
263,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,2,0,0,2
264,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,0,0,1
265,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,5,1,2,0,0,2,2,0
266,0,1,1,0,1,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,0,2,1,3,0,5,1,2,2,2,0,2,2
267,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,2,0,2,0
268,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,0,1,2,0
269,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,4,7,0,1,2,2,1,0,0
270,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,1,2,0,1,1
271,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,1,1,2,0
272,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,1,0,2,0
273,0,1,1,3,4,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,0,2,1,3,0,2,1,2,2,1,1,2,2
274,0,1,1,0,1,5,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,2,1,2,2,2,2,2,1
275,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,1,2,2,4,7,0,1,2,1,2,0,0
276,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,2,1,1
277,0,1,1,0,1,5,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,4,5,3,1,2,2,2,0,2,2
278,0,1,1,0,1,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,5,1,2,0,2,1,2,1
279,0,1,2,2,2,0,4,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,1,0,0,1,1,0,1,1,1
280,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,0,2,2,2
281,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,1,0,1,2
282,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,2,0,0,0,0
283,0,1,1,0,1,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,3,0,4,5,3,1,2,0,2,0,1,0
284,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,1,0,0
285,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,0,0,2,1
286,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,1,1,1,2
287,0,1,2,2,2,0,4,7,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,1,2,2,1,0,0,1,0,2,2,1,1
288,0,1,1,3,4,2,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,2,1,2,0,0,2,1,0
289,0,1,1,0,1,5,6,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,2,1,3,0,3,1,2,0,1,0,2,0
290,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,2,0,1,0,1
291,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,4,7,0,1,2,0,1,1,1
292,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,2,2,1,1
293,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,1,1,0,0,1
294,0,1,1,3,4,2,0,6,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,2,1,3,0,2,1,2,2,0,0,2,1
295,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,1,0,2,2,0
296,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,2,0,2,0,1
297,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,0,1,2,2,1,0,0,1,2,1,2,2,1
298,0,1,2,2,2,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,0,1,2,2,1,0,0,1,1,0,1,2,0
299,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,1,2,1,2,2
300,0,1,1,3,4,2,0,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,2,1,3,0,2,1,2,0,0,0,1,2
301,0,1,1,0,1,5,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,2,1,3,0,5,1,2,1,1,1,0,0
302,0,0,0,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,5,3,6,2,0,0,0,2,0,0
303,0,1,2,2,2,3,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,4,7,0,1,2,0,0,1,0
304,0,1,2,2,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,2,1,0,0,1,1,0,2,1,1
305,0,0,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,2,3,1,2,1,2,0,0,0,2,1,2
306,0,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,1,2,0,6,4,0,1,0,1,0,1,0
