,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14
346,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,2,1,0,-1,0,0,0,0,0,1,1,1,1,0,1,0,0,0
347,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,2,0,0,1,1,1,2,6,3,0,-1,1,1,0,1,1,0,0,0,1,1,1,1,0,1
348,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,1,0,-1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
349,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,4,3,2,0,0,1,3,0,1,2,1,0,-1,0,1,1,1,1,0,1,0,0,1,1,1,1,0
350,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
351,0,1,1,3,0,2,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,1,0,2,4,3,5,0,7,-1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
352,0,1,2,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,4,1,5,0,1,2,0,2,0,0,4,4,-1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
353,0,1,1,3,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,6,6,0,1,0,2,4,2,6,2,0,-1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
354,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,1,2,0,0,0,1,3,0,1,2,1,0,-1,1,1,0,0,0,1,1,1,0,0,1,1,0,0
355,0,0,0,2,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,0,4,6,0,0,1,3,0,1,3,6,0,-1,1,0,0,0,0,1,1,0,1,0,1,1,1,1
356,0,0,1,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,0,3,0,1,3,6,0,-1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
357,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,1,1,1,5,4,5,0,-1,0,0,1,1,0,1,1,1,0,0,0,0,1,0
358,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,4,1,1,0,0,1,3,0,1,2,1,0,-1,0,0,1,1,1,1,1,0,0,0,1,1,0,1
359,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,4,2,1,1,0,0,1,3,0,1,2,1,0,-1,0,0,0,0,1,0,0,0,1,0,1,1,1,0
360,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,5,3,0,0,1,1,1,5,4,5,0,-1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
361,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,2,4,0,0,1,1,3,4,1,7,0,-1,0,1,0,1,0,0,0,1,1,1,0,0,0,1
362,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,3,0,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
363,0,0,0,0,2,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,3,2,3,0,0,1,1,3,2,6,7,0,-1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
364,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,4,5,0,-1,1,1,0,0,1,0,0,0,0,0,1,0,1,1
365,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,2,4,0,1,2,0,2,2,6,2,0,-1,0,0,1,1,1,1,1,0,0,1,1,0,0,0
366,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,0,4,0,1,2,0,2,0,0,2,7,-1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
367,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,0,1,2,3,0,-1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
368,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,1,0,1,2,0,2,0,0,4,0,-1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
369,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,4,3,0,1,2,0,2,0,0,4,4,-1,0,0,1,1,1,1,0,0,0,0,1,1,0,0
370,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,7,0,1,0,2,4,3,5,0,0,-1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
371,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,3,0,-1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
372,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,4,1,3,0,1,2,0,2,2,6,2,0,-1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
373,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,4,2,2,0,1,2,0,2,2,6,2,0,-1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
374,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,2,3,0,-1,0,0,0,0,0,1,0,1,1,1,1,0,1,1
375,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,6,5,0,0,1,3,0,2,6,3,0,-1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
376,0,1,1,3,0,5,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,2,0,1,0,0,0,3,0,1,3,6,11,-1,0,1,0,0,0,0,1,1,1,0,1,1,1,0
377,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,4,2,1,0,0,1,1,3,4,1,7,0,-1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
378,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,1,4,2,0,0,1,3,0,2,6,3,0,-1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
379,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,3,6,1,0,1,0,2,4,3,5,0,10,-1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
380,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,0,5,0,0,1,3,0,1,2,3,0,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0
381,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,1,5,2,3,0,-1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
382,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,3,5,0,0,1,3,0,1,3,6,0,-1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
383,0,0,1,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,2,3,2,0,0,0,3,0,1,3,3,0,-1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
384,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,6,3,0,-1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
385,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,0,5,0,0,1,1,3,4,1,7,0,-1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
386,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,1,3,0,1,3,3,0,-1,1,1,0,0,1,0,1,0,0,0,1,0,0,1
387,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,0,0,0,1,1,1,1,0,1,1,0,1,1,0
388,0,0,1,2,4,5,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,2,3,5,0,0,0,3,0,1,3,6,0,-1,1,0,1,1,0,0,0,0,1,1,0,0,1,1
389,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,6,5,0,1,2,0,2,2,6,2,11,-1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
390,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,1,3,0,1,2,1,0,-1,0,0,1,1,1,1,1,0,1,0,0,0,1,0
391,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,3,7,0,0,1,3,0,1,2,1,0,-1,0,0,0,1,1,1,0,0,1,1,1,1,0,0
392,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,0,3,0,1,0,2,4,3,5,0,0,-1,1,1,0,0,1,0,1,0,1,0,1,1,0,0
393,0,1,2,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,5,5,0,1,2,0,2,0,0,4,4,-1,0,1,1,0,0,1,0,1,1,0,0,0,1,0
394,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,0,1,2,1,0,-1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
395,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,1,1,3,4,1,7,0,-1,0,1,1,0,0,1,1,1,0,1,1,1,0,1
396,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,1,3,0,2,6,3,0,-1,0,1,1,0,0,0,1,0,1,1,1,1,0,1
397,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,4,6,0,0,1,3,0,1,3,6,0,-1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
398,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,4,5,0,-1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
399,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,3,0,-1,1,1,0,0,0,1,1,0,1,0,0,1,0,0
400,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,4,6,0,1,0,2,4,3,5,0,4,-1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
401,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,4,3,0,-1,0,0,1,0,0,1,1,1,1,1,1,1,1,0
402,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,1,2,0,0,1,3,0,1,2,3,0,-1,1,0,0,1,0,0,1,1,1,0,1,1,1,0
403,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,1,5,2,3,0,-1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
404,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,0,1,1,1,5,4,5,0,-1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
405,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,0,1,2,1,0,-1,1,0,1,1,1,1,0,1,1,1,0,0,0,0
406,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,2,0,0,1,1,1,2,6,3,0,-1,0,1,0,0,0,1,0,0,0,1,1,1,1,0
407,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,4,4,1,0,0,1,3,0,1,3,6,0,-1,1,1,1,0,1,0,0,1,1,0,0,1,1,1
408,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,4,5,0,1,2,0,2,2,6,2,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1
409,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,6,0,0,1,3,0,1,2,1,0,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
410,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,5,0,0,1,1,3,4,1,7,0,-1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
411,0,0,0,0,2,0,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,1,3,0,1,2,1,0,-1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
412,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,3,1,0,0,1,1,1,5,2,1,0,-1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
413,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,0,0,2,2,0,0,1,3,0,2,6,3,0,-1,0,1,0,1,1,1,0,1,0,0,1,0,0,1
414,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,0,3,0,0,0,1,1,3,4,1,7,0,-1,1,0,1,1,0,1,0,1,1,1,1,0,1,0
415,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,0,1,2,1,0,-1,0,1,0,0,1,0,1,0,0,0,0,1,0,1
416,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,1,0,0,1,3,0,1,2,1,0,-1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
417,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,5,4,0,1,2,0,2,0,0,4,7,-1,0,0,1,1,0,1,1,1,0,0,1,0,0,0
418,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,1,5,2,3,0,-1,0,1,0,0,0,1,1,1,0,1,1,0,1,1
419,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,1,0,-1,0,0,1,1,0,0,0,1,1,0,0,0,1,1
420,0,0,0,2,4,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,3,0,1,2,1,0,-1,0,1,1,0,0,1,0,0,1,1,1,1,0,0
421,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,1,0,2,4,3,3,6,0,-1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
422,0,0,0,2,4,0,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,0,0,0,1,3,0,1,2,3,0,-1,0,1,1,1,0,0,1,1,0,0,1,1,1,0
423,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,1,3,0,2,6,3,0,-1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
424,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,0,4,7,0,0,1,3,0,1,2,1,0,-1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
425,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,0,0,0,1,1,3,4,1,7,0,-1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
426,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,2,2,0,0,0,3,0,1,3,6,0,-1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
427,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,4,0,0,1,3,0,1,2,1,0,-1,1,1,0,0,1,0,1,1,0,1,0,0,0,0
428,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
429,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,0,1,1,1,1,0,0,1,1,0,1,0,1,0
430,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,4,0,1,0,2,4,3,5,0,7,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,1
431,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,4,3,7,0,0,0,3,0,1,3,6,0,-1,0,0,1,1,0,0,0,1,0,0,0,1,1,1
432,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,1,3,3,0,1,2,0,2,0,0,2,0,-1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
433,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,3,0,1,2,0,2,2,6,2,0,-1,0,1,0,0,1,1,1,0,0,0,1,1,0,1
434,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,4,3,0,-1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
435,0,0,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,4,1,2,0,0,1,0,2,4,3,5,0,0,-1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
436,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,0,1,2,3,0,-1,0,0,1,1,1,0,0,0,1,1,0,0,0,1
437,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,0,1,1,1,5,4,3,0,-1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
438,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,1,1,3,4,1,7,0,-1,1,0,0,1,0,1,1,1,0,1,0,0,0,1
439,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,0,1,1,0,1,1,1,1,0,0,0,1,1,0
440,0,0,1,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,5,7,0,0,0,3,0,1,3,6,0,-1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
441,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,3,2,0,0,1,2,0,2,2,6,2,0,-1,1,0,1,1,1,0,0,1,0,0,1,1,1,1
442,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,1,0,1,0,0,1,1,1,1,1,0,0,0,1
443,0,0,0,2,4,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,4,0,0,0,1,3,0,1,2,1,0,-1,0,0,1,1,1,1,1,0,1,1,0,1,0,1
444,0,0,0,0,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,4,7,0,1,2,0,2,2,6,2,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
445,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,0,1,3,0,1,2,7,0,-1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
446,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,5,0,1,2,0,2,2,6,2,0,-1,1,0,1,0,1,1,0,0,1,1,1,1,0,0
447,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,1,2,0,0,1,1,1,5,2,3,0,-1,1,0,1,1,0,1,0,0,1,0,0,0,1,1
448,0,0,0,0,2,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,1,1,3,2,6,7,0,-1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
449,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,2,0,0,1,2,0,2,2,6,2,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,1,1
450,0,0,0,2,4,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,4,5,4,0,0,0,3,0,1,3,6,0,-1,0,0,1,1,0,0,0,1,1,1,0,0,0,1
451,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,1,0,7,0,1,2,0,2,2,6,2,0,-1,0,1,0,0,1,1,1,0,1,1,0,0,0,1
452,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,6,0,0,0,1,1,3,4,1,7,0,-1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
453,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,1,3,0,2,6,3,0,-1,0,0,1,0,0,1,1,1,0,0,1,1,0,1
454,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,2,3,0,-1,0,0,1,1,0,1,0,1,0,1,0,0,1,1
455,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,3,2,4,0,0,1,1,3,4,1,7,0,-1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
456,0,0,0,2,4,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,4,1,0,0,1,3,3,4,1,7,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
457,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,0,1,1,3,4,1,7,0,-1,0,1,1,0,0,1,1,1,0,0,1,1,0,1
458,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,0,1,1,3,4,1,7,0,-1,0,0,1,0,1,1,1,1,0,1,0,1,1,0
459,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,4,1,6,0,0,1,1,3,4,1,7,0,-1,0,0,1,1,0,1,1,1,0,1,1,0,1,1
460,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,2,6,0,1,2,0,2,2,6,2,0,-1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
461,0,1,2,1,1,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,0,1,4,0,1,2,0,2,0,0,4,2,-1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
462,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,4,4,0,0,1,1,3,4,1,7,0,-1,0,1,1,0,1,0,1,1,0,1,0,1,1,1
463,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,1,2,3,0,-1,1,1,0,0,0,1,0,0,1,0,0,1,1,0
