,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27
196,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,1,1,1,1,0,2,2,1,1,1,2,1,1,0,1,2,1,1,2,0,2,2,0,0,1,2
197,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,2,1,2,2,1,0,0,1,1,0,0,1,1,0,2,2,2,2,2,0,0,2,1,1,2,2,2
198,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,1,2,1,0,1,1,2,1,1,1,2,2,2,1,2,0,0,1,2,2,1,1,1,1,1,2,2
199,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,0,5,3,5,1,2,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,2,2,1,0,2,0,0,0,0,0,1,0
200,0,0,2,2,2,2,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,5,3,0,1,0,1,0,2,0,1,0,2,1,1,0,2,0,1,2,1,2,2,2,1,0,0,2,0,0,1,0
201,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,0,1,1,1,1,1,2,2,1,1,0,2,1,2,0,0,2,2,0,1,1,0,0,2,1,0,2
202,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,0,0,2,0,1,1,0,1,2,1,2,0,1,1,1,2,1,2,0,1,0,2,0,2,0,2
203,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,2,2,1,2,2,1,0,0,0,1,2,2,1,2,0,0,0,0,0,2,0,1,1,0,1,0
204,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,4,0,6,0,1,1,2,0,2,2,1,2,0,1,2,1,0,2,2,2,0,2,0,1,2,2,2,2,0,1,1,2
205,0,0,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,2,1,4,0,6,0,1,0,2,0,1,1,1,1,0,0,1,0,2,1,1,2,0,2,2,1,1,0,2,0,0,0,0,1
206,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,2,2,0,0,2,0,1,1,0,2,2,0,0,1,2,2,1,0,1,0,2,0,0,1,0,2
207,0,0,0,3,3,0,2,0,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,2,1,1,0,2,1,2,1,1,2,2,1,2,2,1,0,0,1,1,1,2,2,0,0,1,1,0
208,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,0,0,2,1,2,1,1,2,2,2,2,0,1,1,1,0,2,2,2,2,0,2,0,2,0,2
209,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,0,2,0,1,1,1,1,1,0,2,0,1,0,0,1,2,1,2,2,1,0,2,2,1,1
210,0,0,0,3,3,0,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,0,1,2,0,0,2,1,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,0,1,1,1,0,0,2,0
211,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,2,0,1,0,2,0,1,0,1,1,2,0,2,0,2,1,1,1,1,1,0,0,2,1,2,0
212,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,2,0,0,0,1,2,1,0,1,2,2,0,0,0,2,0,0,0,0,0,2,1,0,2,1,0,1
213,0,0,0,3,3,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,0,1,3,3,3,2,7,1,2,1,0,0,1,1,0,1,0,2,1,1,1,0,0,1,2,1,1,1,2,2,1,2,2,1,0,1
214,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,2,1,4,0,6,0,1,0,0,1,2,2,0,2,0,1,1,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0
215,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,2,0,0,2,0,2,2,2,2,0,0,0,0,1,1,0,1,0,0,2,1,1,1,0,2,0,1
216,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,0,5,3,5,1,2,1,1,1,0,1,1,2,2,0,2,1,1,0,0,1,2,1,0,2,2,1,2,0,1,0,2,1
217,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,2,2,2,2,2,0,0,1,2,1,0,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2
218,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,2,0,2,2,1,2,0,0,0,1,0,0,1,2,1,0,2,1,0,1,0,0,1,2,1,0
219,0,0,0,0,0,4,6,5,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,1,3,0,5,3,5,1,2,2,2,0,2,1,0,0,0,1,1,0,1,2,2,0,0,1,2,1,0,0,0,2,2,2,1,1
220,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,2,2,1,0,1,1,2,1,1,1,1,2,2,1,1,2,0,2,1,0,0,1,2,1,1,0,2
221,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,0,1,2,1,0,2,2,0,2,1,1,1,0,0,2,2,0,1,0,1,2,2,1,0,2,2
222,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,0,2,2,0,0,1,0,0,0,2,0,1,1,1,2,2,1,0,2,2,2,0,2,2,1,0
223,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,0,1,1,0,1,0,0,2,2,1,0,0,0,2,2,1,0,2,1,0,2,1,1,2,1,2,0
224,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,5,3,0,1,1,2,2,2,2,2,0,1,2,1,2,0,1,2,1,0,0,1,1,1,0,1,0,2,2,0,1
225,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,0,2,0,2,0,1,2,0,2,0,0,2,1,2,2,1,2,2,1,1,0,2,1,0,0,2
226,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,5,3,0,1,2,2,1,1,1,2,0,1,1,1,1,1,1,1,1,0,2,2,2,2,2,0,0,2,2,1,2
227,0,0,2,2,2,2,3,7,-1,-1,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,2,1,4,0,6,0,1,0,2,1,1,0,1,0,0,2,1,1,1,0,2,2,1,2,2,1,0,1,0,2,0,2,2,1
228,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,0,1,0,1,0,2,1,0,1,1,1,2,0,2,2,0,2,1,1,0,0,1,1,0,0,1
229,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,2,1,4,0,6,0,1,1,0,2,1,2,1,0,2,0,0,0,2,2,2,2,2,0,1,1,2,2,2,1,2,1,1,0
230,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,0,0,2,2,1,1,1,1,1,2,0,0,1,2,0,1,1,1,1,0,1,2,2,2,0,2
231,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,0,1,2,1,0,2,2,2,0,1,2,2,2,1,2,2,0,2,1,0,2,2,1,2,2,1,1
232,0,0,2,2,2,3,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,5,3,0,1,2,0,2,0,2,0,1,1,2,2,1,2,2,2,1,0,0,0,2,1,0,1,1,0,1,1,0
233,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,1,0,0,0,2,2,0,1,0,0,1,2,0,2,0,1,2,2,2,1,1,0,0,0,1,0,1
234,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,0,1,0,0,0,2,1,1,1,0,2,1,0,2,0,0,0,1,1,2,2,1,1,0,2,2,1
235,0,0,0,3,3,0,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,0,1,2,2,0,1,2,0,0,0,2,2,0,2,2,2,2,1,2,0,0,1,2,2,1,1,1,1,1,1
236,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,0,1,0,1,1,2,0,1,0,1,1,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1
237,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,2,2,2,2,0,0,0,2,1,0,1,0,1,0,1,2,2,1,0,2,2,1,2,2,2,0,0
238,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,2,1,1,1,2,0,2,0,2,1,2,2,1,1,2,1,1,2,0,2,0,2,2,0,1,0
239,0,0,0,0,0,4,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,0,1,2,0,2,2,2,0,2,0,1,0,1,0,2,1,1,1,1,2,2,0,1,2,1,0,2,0,0,0
240,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,0,0,1,2,0,1,1,0,1,2,0,1,2,0,2,0,2,2,0,0,2,0,1,2,2,1
241,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,2,2,1,0,2,2,0,0,1,1,0,2,2,2,2,1,0,1,1,2,0,1,1,0,2,2
242,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,1,0,1,1,2,0,2,2,0,2,2,2,0,2,0,0,1,0,1,0,0,0,0,1,1,2
243,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,2,1,2,1,2,2,1,0,1,2,0,0,1,2,1,1,1,2,0,0,2,1,1,2,2,0
244,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,1,1,2,1,2,4,2,0,1,0,2,0,0,1,1,1,2,2,0,0,1,0,2,2,0,0,2,1,2,0,1,2,0,0,2,2
245,0,0,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,2,1,4,0,6,0,1,2,2,2,2,1,2,2,0,2,2,2,0,0,1,2,2,1,2,1,0,1,0,2,0,1,1,2
246,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,2,2,0,2,1,0,1,2,1,2,2,0,2,0,1,2,1,0,1,1,1,1,1,2,1,2,2
247,0,0,0,3,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,0,1,1,1,2,2,1,0,1,0,0,0,1,0,1,0,1,1,2,2,1,2,2,0,2,2,2
248,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,1,0,2,0,0,0,2,0,0,2,2,1,2,1,1,2,2,0,2,0,1,1,0,2,0,0,1
249,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,2,1,0,1,2,2,1,0,0,2,1,0,0,1,0,1,1,0,1,2,0,1,1,1,1,1,1
250,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,0,0,0,0,0,1,1,2,0,0,1,2,2,1,0,2,2,0,2,0,2,1,0,0,2
251,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,0,2,2,0,0,0,2,1,2,2,0,0,2,2,1,0,1,0,0,2,0,0,1,1,2,1,0
252,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,0,1,2,1,1,2,1,1,0,1,0,2
253,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,0,2,2,0,2,2,0,1,1,1,0,0,1,2,1,2,1,2,0,2,1,1,0,0,0,1
254,0,0,0,3,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,1,1,2,1,1,1,0,0,1,1,0,2,1,0,2,2,2,0,2,1,1,2,1,0,0,2,0
255,0,0,0,3,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,0,0,1,2,1,2,1,1,2,1,2,0,0,1,1,1,1,1,2,0,0,2,1,2,1,2,0
256,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,1,0,2,2,2,0,2,2,0,2,1,1,2,2,0,2,0,0,1,1,2,0,0,1,0,2,1
257,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,5,3,0,1,0,2,2,0,2,0,0,2,2,2,2,0,2,2,1,1,0,2,0,0,1,2,0,0,2,2,1
258,0,0,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,2,1,4,0,6,0,1,1,2,1,2,1,2,0,2,2,2,0,1,0,1,0,2,2,0,0,2,0,2,0,1,0,2,2
259,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,0,1,1,2,0,0,2,1,0,1,0,0,0,1,2,2,1,2,1,2,1,2,0,1,2,0,2
260,0,0,2,2,2,3,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,5,3,0,1,1,2,2,2,1,1,0,2,0,1,2,0,1,0,2,2,2,0,1,1,0,1,2,1,2,0,0
261,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,0,1,2,0,2,0,2,1,1,0,1,2,1,2,1,0,0,0,0,2,2,2,0,1,0,1,0
262,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,0,0,1,1,2,0,1,0,2,2,1,1,1,2,0,1,2,0,2,1,0,1,0,1,2,1
263,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,2,2,2,2,1,2,0,1,0,2,1,2,0,0,1,2,1,1,0,0,2,0,1,1,0,2
264,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,1,2,1,1,0,2,1,0,2,1,2,1,0,2,1,2,2,2,0,1,2,0,0,0,2,0
265,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,7,1,2,2,2,2,0,1,0,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,0,1,0
266,0,0,0,3,3,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,3,3,3,2,7,1,2,2,0,1,1,1,1,1,2,2,2,2,1,1,2,0,0,1,0,1,2,1,0,0,1,1,1,0
267,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,2,1,0,2,0,2,0,0,1,1,1,0,2,1,2,0,1,1,0,1,2,1,1,0,0,2
268,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,1,2,0,2,1,1,2,1,2,0,2,1,0,1,1,2,0,1,2,2,1,1,2,2,0,0
269,0,0,2,2,2,2,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,5,3,0,1,2,2,2,1,2,0,1,1,0,2,0,2,0,2,0,0,2,2,1,1,0,0,0,0,2,1,2
270,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,0,1,0,0,2,1,0,2,1,1,2,2,2,1,1,1,1,0,0,2,0,2,0,0,1,0,1
271,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,1,0,2,2,0,0,2,2,2,0,0,2,1,1,0,0,2,1,2,0,2,0,0,1,0,2
272,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,0,0,2,0,1,2,1,0,1,1,1,2,0,2,1,0,1,2,1,2,0,0,1,1,1
273,0,0,0,3,3,0,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,0,1,3,3,3,2,0,1,2,2,1,1,1,2,1,2,0,0,1,0,0,2,0,1,2,0,1,1,0,0,0,2,1,1,2,0
274,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,5,1,2,0,2,1,0,1,2,1,1,1,2,2,1,1,0,1,0,1,1,1,1,1,1,0,2,0,1,1
275,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,0,1,2,0,2,0,1,2,0,2,0,2,0,1,1,0,1,2,2,0,1,2,0,0,2,1,0
276,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,0,0,0,0,2,2,0,2,1,1,1,1,2,2,2,2,2,1,0,0,0,1,0,2,1,0
277,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,2,1,0,2,2,1,2,0,1,2,1,0,1,1,1,0,1,2,2,1,0,2,2,1,0,1,1
278,0,0,0,3,3,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,2,2,2,0,0,0,1,2,0,2,2,0,2,1,0,2,1,2,0,0,2,0,0,1,2,0,1
279,0,0,2,2,2,2,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,0,3,0,1,2,1,0,1,2,2,1,1,2,1,2,0,0,1,1,2,0,0,0,0,0,1,0,1,2,2,1
280,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,2,2,0,1,2,1,1,2,0,1,1,1,1,1,1,0,0,0,2,1,2,0,0,0,2,0,2
281,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,0,2,2,1,1,0,2,2,2,0,2,2,2,1,1,1,2,0,1,0,0,1,0,2,0,0
282,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,2,1,1,0,2,0,0,0,2,2,0,1,1,2,2,0,0,0,1,2,1,0,1,2,2,1
283,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,0,1,1,1,1,0,0,0,2,0,2,0,1,2,1,2,0,2,0,1,1,0,0,2,0,1,1
284,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,1,0,0,1,1,2,0,1,0,0,1,2,2,0,1,2,1,0,1,2,2,1,0,0,2,2
285,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,0,2,1,1,1,1,0,1,1,0,2,2,2,2,1,0,1,1,1,2,0,2,0,1,0,1,0
286,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,0,2,2,1,2,0,0,0,2,0,2,1,0,1,1,1,2,2,0,2,2,0,1,0,1,2
287,0,0,2,2,2,2,5,2,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,0,6,0,1,1,2,0,1,0,2,0,0,1,2,1,2,0,2,0,1,0,2,2,1,1,2,1,2,2,0,1
288,0,0,0,3,3,0,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,0,1,2,1,2,1,0,1,2,1,0,2,1,1,0,2,2,0,2,2,2,2,1,0,2,2,1,0,0,2
289,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,5,1,2,2,1,0,1,2,2,1,0,1,0,2,1,0,1,1,1,1,0,0,2,0,0,2,2,1,2,2
290,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,0,1,2,2,0,2,1,1,2,2,0,1,2,2,1,1,1,2,2,1,0,2,2,2,0,1
291,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,4,5,3,0,1,0,0,1,1,0,0,0,0,2,1,0,1,2,2,1,0,1,0,1,1,2,1,1,1,1,2,0
292,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,1,1,0,1,1,1,0,2,1,2,0,2,2,2,1,0,2,1,0,1,0,0,0,2,0,0,2
293,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,2,1,2,0,2,2,0,1,0,0,0,1,0,0,2,0,1,1,1,1,0,0,2,0,2,0
294,0,0,0,3,3,0,2,0,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,0,1,2,1,0,0,2,2,0,1,0,2,2,1,0,2,2,0,1,0,1,1,2,2,1,1,2,0,2,2
295,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,0,1,2,2,1,1,0,0,0,1,2,2,0,1,1,0,1,0,2,0,2,0,0,0,2,1,1
296,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,0,0,2,1,1,2,0,1,0,1,1,1,2,2,0,2,0,0,2,1,2,0,0,0,1
297,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,2,1,4,0,6,0,1,2,2,2,1,0,2,0,0,0,2,1,0,1,2,1,1,1,0,0,2,2,0,0,0,0,2,1
