,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4
151,0,1,2,2,2,0,3,3,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,0,2,2,2
152,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,0,1,2,0,2,1,1
153,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,1,1,0,2
154,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,2,2,1
155,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,0,1,-1,1,2,1,2
156,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,1,0,1
157,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,2,1,0
158,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,-1,2,2,1,0
159,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,1,1,2
160,0,1,2,3,3,3,2,6,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,0,0,2,4,3,4,3,2,1,1,2,0,2
161,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,2,0,2
162,0,1,2,2,2,0,3,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,2,4,4,0,7,2,1,2,1,2,1
163,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,2,1,1,1,2
164,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,2,0,0,0
165,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,1,2,1
166,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,1,2,2
167,0,1,0,2,2,5,5,7,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,0,0,3,4,0,7,2,1,1,0,2,1
168,0,1,0,0,0,2,6,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,3,5,1,2,0,-1,2,0,2,1
169,0,0,1,1,4,4,0,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,-1,1,0,0,0
170,0,0,1,2,4,4,0,5,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,1,2,0,2,0,2,0,1,-1,1,1,0,2
171,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,1,1,1
172,0,1,2,3,3,3,2,4,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,0,0,1,0
173,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,0,0,0,1
174,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,2,1,0,2
175,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,1,0,0
176,0,0,1,1,1,1,4,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,-1,2,1,2,0
177,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,0,1,2,1,2,1,0
178,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,1,2,2
179,0,1,2,3,3,0,3,6,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,0,2,4,3,4,3,2,1,2,1,2,2
180,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,2,1,2,0
181,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,-1,2,0,0,2
182,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,1,2,2,2
183,0,1,2,3,3,3,2,4,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,1,0,2,1
184,0,1,2,2,2,5,5,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,0,0,2,1
185,0,1,2,3,3,0,3,2,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,0,2,4,3,4,3,2,1,1,0,2,0
186,0,1,0,0,0,2,6,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,3,5,1,2,0,-1,0,2,1,1
187,0,0,2,2,2,5,5,2,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,1,2,0,2,4,0,7,2,-1,1,1,0,2
188,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,-1,0,0,0,0
189,0,0,1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,-1,2,1,0,2
190,0,0,1,2,4,5,5,7,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,2,0,2,4,0,7,1,-1,1,1,1,0
191,0,0,1,1,4,4,0,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,1,1,-1,1,0,1,0
192,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,1,0,2,0
193,0,1,2,3,3,3,2,4,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,0,0,0,2
194,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,2,0,2,0,2,0,1,-1,1,0,1,0
195,0,1,2,2,2,5,5,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,0,1,0,0
196,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,0,2,2,1
197,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,-1,2,0,1,1
198,0,1,2,2,2,0,5,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,0,1,1,2
199,0,1,0,0,0,2,1,3,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,0,0,3,4,0,7,0,1,0,2,0,1
200,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,1,1,0
201,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,-1,2,0,0,1
202,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,2,0,2,0,2,0,1,-1,2,0,2,1
203,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,2,1,2
204,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,2,0,0,2
205,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,2,1,1,2
206,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,1,0,1,1
207,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,0,2,1,1
208,0,1,2,3,3,0,1,6,-1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,0,2,4,3,4,3,2,1,0,1,0,1
209,0,1,2,3,3,3,2,6,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,1,1,1,2
210,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,1,0,0
211,0,0,1,2,2,5,5,7,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,2,0,3,4,0,7,2,-1,2,1,0,0
212,0,1,2,2,2,0,3,2,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,0,3,4,0,7,2,1,1,0,2,2
213,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,2,2,0,1
214,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,2,2,0
215,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,2,2,0,1,2
216,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,2,0,0
217,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,-1,0,1,1,0
218,0,0,1,1,4,4,0,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,-1,1,1,0,1
219,0,1,0,0,0,3,2,6,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,2,5,0,0,0,2,4,3,4,3,0,-1,1,1,2,2
220,0,1,2,3,3,3,2,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,1,2,0,2
221,0,1,2,3,3,0,3,6,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,0,2,4,3,4,3,2,1,0,2,0,0
222,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,1,0,2,1
223,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,1,2,1,1
224,0,1,0,0,0,2,1,6,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,2,4,3,4,3,0,-1,0,0,2,2
225,0,1,2,3,3,3,2,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,2,1,2,0
226,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,0,2,0,0
227,0,1,0,0,0,2,6,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,3,5,1,2,0,-1,0,2,2,1
228,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,2,0,1
229,0,1,2,2,2,0,3,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,2,3,4,0,7,2,1,2,1,1,0
230,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,1,1,2
231,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,0,1,2,2,1,1,0
232,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,0,1,2,1,0,1,2
233,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,1,0,0
234,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,0,1,2
235,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,0,1,1,2
236,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,0,1,2,2
237,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,2,1,0,1
238,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,0,0,1
239,0,1,0,0,0,2,1,6,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,2,4,3,4,3,0,-1,2,2,1,2
240,0,0,1,2,2,5,5,7,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,7,0,1,2,0,3,4,0,7,1,-1,1,0,0,1
241,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,0,2,2
242,0,1,2,2,2,5,5,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,2,0,2,0
243,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,1,0,1,0
244,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,2,2,2
245,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,1,0,2,2
246,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,1,2,2
247,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,0,1,2
248,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,1,1,2,2
249,0,1,2,3,3,3,2,4,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,1,2,1,1,1
250,0,1,2,3,3,0,3,2,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,0,2,4,3,4,3,2,1,0,0,1,1
251,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,0,2,0,2
252,0,1,2,3,3,3,2,4,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,2,4,3,4,3,2,-1,1,1,0,0
253,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,0,0,1
254,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,1,2,2,2
255,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,2,0,0,1,0
256,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,2,1,2,1
257,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,1,2,2
258,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,-1,2,1,1,1
259,0,0,1,1,4,4,0,7,-1,14,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,2,0,2,4,0,1,1,-1,0,1,1,0
260,0,1,2,3,3,0,1,6,21,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,0,2,4,3,4,3,2,1,0,1,0,1
261,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,0,1,1,2
262,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,0,1,2
263,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,5,0,0,0,2,1,0
264,0,1,2,3,3,3,2,4,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,0,2,4,3,4,3,2,-1,1,1,0,1
265,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,2,2,0,2
266,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,2,2,0
267,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,2,0,1
268,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,1,1,1
269,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,0,2,2,0
270,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,0,1,1
271,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,1,1,0,0
272,0,1,2,3,2,0,3,2,1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,2,4,3,4,3,2,1,1,0,1,1
273,0,1,2,2,2,0,3,2,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,2,4,3,4,3,2,1,1,2,2,0
274,0,1,0,0,0,2,1,3,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,0,0,3,4,0,7,0,-1,1,0,1,0
275,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,2,2,1
276,0,1,2,3,3,3,2,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,0,0,2,4,3,4,3,2,1,0,1,0,2
277,0,0,1,2,4,4,0,5,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,2,0,2,0,2,0,1,-1,1,1,0,0
278,0,0,1,1,1,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,1,1,2,1,2,1,2
279,0,1,0,0,0,2,1,3,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,1,1,3,4,0,7,0,1,1,0,1,0
280,0,1,2,2,2,0,1,3,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,0,3,4,0,7,2,1,2,2,1,0
281,0,1,2,2,2,0,1,3,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,0,3,4,0,7,2,1,2,2,2,1
282,0,0,1,1,4,4,0,5,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,0,2,0,2,0,1,-1,0,0,2,0
283,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,-1,2,0,2,2
284,0,1,2,2,2,0,1,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,0,3,4,0,7,2,1,1,1,0,0
285,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,1,2,1,0
286,0,1,2,2,2,0,1,3,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,0,3,4,0,7,2,1,2,0,1,1
287,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,2,1,2,2
288,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,0,1,0,0
289,0,1,2,2,2,0,1,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,0,3,4,0,7,2,1,2,0,1,1
290,0,1,2,2,2,0,1,3,23,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,0,0,3,4,0,7,2,1,1,1,1,0
291,0,0,1,1,4,4,0,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,-1,0,1,1,1
292,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,0,1,0
293,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,0,2,2,2
294,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,1,0,1,0
295,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,1,2,2,2
296,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,0,1,0,2,0
297,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,1,2,0,0,1,2,0,2
298,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,2,2,0,0,0
299,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,0,2,0,2,0,1,2,2,2,2,1
300,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,2,0,2,0,2,0,1,-1,1,1,1,0
301,0,1,2,2,2,0,3,2,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,2,4,3,4,3,2,1,1,2,2,0
302,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,0,2,0,2,0,1,2,0,2,0,2
303,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,1,2,0,0,1,1,1,0
304,0,0,1,1,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,1,1,2,0,0,1,2
305,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,0,1,2,1
306,0,1,2,2,2,5,5,3,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,0,3,4,0,7,2,1,1,1,0,0
307,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,1,6,4,0,-1,1,1,0,0
308,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,3,5,5,5,0,0,0,1,2,2
309,0,0,1,1,4,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,0,2,0,2,1,1,2,0,1,2,0
310,0,1,2,3,3,3,2,4,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,0,0,2,4,3,4,3,2,-1,0,0,0,2
311,0,1,2,3,3,0,1,6,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,0,2,4,3,4,3,2,1,2,2,2,2
312,0,0,1,1,1,1,4,1,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,0,2,3,6,1,-1,2,2,0,0
