,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28
392,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
393,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
394,0,0,0,2,2,2,0,1,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
395,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0
396,0,0,0,2,1,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
397,0,0,1,3,0,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
398,0,0,1,3,0,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
399,0,1,1,1,3,0,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0
400,0,0,0,2,2,2,0,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
401,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
402,0,0,1,3,0,5,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,0,2,1,2,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1
403,0,0,0,2,2,1,3,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0
404,0,0,0,0,1,1,3,3,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,2,1,3,1,6,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0
405,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0
406,0,1,2,1,3,3,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,2,1,3,4,2,5,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1
407,0,0,0,2,2,2,0,1,11,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,1,5,5,4,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1
408,0,1,1,1,3,0,1,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,4,0,4,7,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1
409,0,1,1,3,0,0,4,5,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
410,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,2,1,3,1,6,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0
411,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
412,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1
413,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
414,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
415,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
416,0,1,1,1,3,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,4,0,4,7,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0
417,0,1,2,0,1,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
418,0,1,1,3,3,0,4,5,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,2,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
419,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
420,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0
421,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,4,0,4,6,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0
422,0,1,2,1,3,3,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,2,1,3,4,2,5,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
423,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0
424,0,1,1,3,0,0,4,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1
425,0,0,0,2,2,2,0,1,-1,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
426,0,1,2,0,4,3,6,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1
427,0,1,1,1,3,0,4,5,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0
428,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1
429,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
430,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
431,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,1,3,1,6,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1
432,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1
433,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
434,0,1,2,1,4,3,6,2,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
435,0,0,0,3,2,2,2,7,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,1,2,3,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0
436,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
437,0,0,1,3,0,5,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,0,2,1,2,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0
438,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
439,0,1,2,0,4,4,5,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,0,3,6,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
440,0,0,0,2,2,2,0,4,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,3,0,2,5,4,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
441,0,1,1,3,0,0,4,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0
442,0,0,0,3,0,5,2,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,2,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0
443,0,0,1,3,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1
444,0,0,0,0,1,1,3,3,53,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
445,0,0,0,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,1,5,5,4,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1
446,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
447,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0
448,0,0,1,3,0,5,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,0,2,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0
449,0,0,0,2,2,2,0,4,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
450,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
451,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1
452,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1
453,0,0,0,3,2,2,2,7,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,1,2,3,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
454,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
455,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
456,0,0,1,3,0,5,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
457,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
458,0,0,0,2,2,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0
459,0,0,0,2,2,2,0,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
460,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
461,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
462,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
463,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
464,0,1,1,1,3,0,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
465,0,0,0,2,2,2,0,4,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,3,0,5,5,4,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1
466,0,0,2,0,1,1,3,3,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
467,0,0,0,2,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
468,0,1,1,1,3,0,4,5,54,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
469,0,0,1,3,0,5,2,7,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1
470,0,1,2,0,1,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1
471,0,1,2,1,3,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0,4,0,4,7,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
472,0,1,1,1,3,0,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1
473,0,1,2,0,4,4,5,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
474,0,0,0,3,0,5,2,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,4,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
475,0,1,1,1,3,0,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0
476,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,2,1,3,1,6,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
477,0,0,0,3,2,2,2,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,1,0,3,0,2,5,4,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1
478,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,2,1,3,1,6,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0
479,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
480,0,0,0,2,2,2,0,4,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,3,0,5,5,4,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
481,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,0,2,1,3,4,2,5,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0
482,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
483,0,1,1,1,3,0,1,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,4,7,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
484,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0
485,0,1,2,1,3,3,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0,4,0,4,6,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1
486,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1
487,0,1,2,0,4,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1
488,0,0,0,2,1,1,3,3,53,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
489,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1
490,0,0,0,2,2,1,0,1,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1
491,0,1,2,0,1,4,5,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,1,0,2,1,5,3,3,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1
