,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20
107,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,0,0,6,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1
108,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
109,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
110,0,0,0,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,2,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
111,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,1,2,0,6,7,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
112,0,1,1,2,2,5,5,6,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
113,0,0,0,3,3,4,0,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1
114,0,1,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
115,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,3,1,2,5,3,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
116,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
117,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
118,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1
119,0,1,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,2,3,3,4,2,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1
120,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1
121,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
122,0,0,1,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,4,2,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1
123,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,3,1,2,5,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
124,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1
125,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
126,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
127,0,1,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0
128,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1
129,0,1,2,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,0,6,7,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
130,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1
131,0,0,0,3,3,4,0,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
132,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0
133,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,0,6,7,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
134,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1
135,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,2,4,1,4,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0
136,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
137,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
138,0,1,2,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
139,0,1,1,2,4,3,4,3,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
140,0,0,0,3,3,4,0,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1
141,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,2,1,2,2,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0
142,0,0,0,1,0,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,2,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0
143,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1
144,0,0,0,3,3,4,0,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0
145,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
146,0,0,1,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,2,3,3,4,2,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1
147,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
148,0,0,0,3,3,4,0,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0
149,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,3,1,2,5,3,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
150,0,1,2,0,1,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
151,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
152,0,0,0,3,3,4,0,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
153,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,3,1,2,5,3,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1
154,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0
155,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1
156,0,0,0,3,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
157,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0
158,0,0,0,3,3,4,0,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0
159,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,0,0,6,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0
160,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
161,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1
162,0,1,2,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,0,6,7,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
163,0,0,0,3,3,4,6,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,3,1,2,5,3,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
164,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,1,2,2,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
165,0,1,1,2,2,5,5,6,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0
166,0,1,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
167,0,0,1,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,4,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
168,0,1,1,2,4,3,4,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
169,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
170,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1
171,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,1,2,0,6,7,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1
172,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1
173,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
174,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1
175,0,1,1,2,2,5,5,6,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0
176,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
177,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,2,1,2,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0
178,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
179,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,2,1,2,2,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
180,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0
181,0,0,1,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,4,2,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1
182,0,1,1,2,2,5,5,6,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1
183,0,1,2,0,2,2,3,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,7,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
184,0,1,1,2,2,5,5,6,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,3,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
185,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1
186,0,1,1,2,4,3,4,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1
187,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
188,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,0,0,6,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
189,0,1,2,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,0,6,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
190,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,4,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
191,0,1,1,2,4,3,4,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
192,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,2,0,6,7,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0
193,0,1,1,2,4,3,4,3,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
194,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
195,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
196,0,0,0,3,3,4,0,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
197,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,2,1,2,2,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
198,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0
199,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1
200,0,0,0,3,3,4,0,2,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,1,2,5,3,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1
201,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
202,0,0,0,3,3,4,0,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,3,4,5,3,6,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
203,0,0,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,2,1,2,2,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1
204,0,0,0,3,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1
205,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
206,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,3,1,2,5,3,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
207,0,1,2,0,1,0,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1
208,0,1,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
209,0,0,1,1,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,3,3,4,2,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0
210,0,1,1,2,4,3,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,0,1,0,5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1
211,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,2,4,1,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1
212,0,0,0,1,0,1,6,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,3,1,2,5,3,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0
213,0,1,2,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,0,6,7,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0
214,0,1,2,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,2,0,6,7,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
215,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,2,0,6,7,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1
216,0,0,0,3,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1
217,0,0,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,2,3,3,4,2,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
218,0,0,1,2,2,5,5,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,2,3,3,4,2,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1
219,0,0,0,3,3,4,0,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,1,2,5,3,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
220,0,1,2,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,2,4,1,4,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0
221,0,0,0,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
222,0,0,0,3,2,2,3,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,2,4,1,4,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
