,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12
114,0,1,0,1,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,2,2,0,0,1,0,3,1,4,5,1,0,-1,122,115,49,23,150,57,195,57,94,52,150,155
115,0,1,0,2,2,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,6,0,0,0,0,2,1,0,0,0,-1,128,161,60,8,128,101,52,129,15,24,169,87
116,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,0,2,1,6,2,0,-1,191,78,25,181,113,49,76,150,25,137,37,186
117,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,0,4,0,0,0,3,1,4,6,7,0,-1,178,38,171,210,196,150,30,79,100,29,126,47
118,0,1,0,2,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,3,1,3,0,0,0,0,2,1,0,0,0,-1,69,53,212,129,5,3,140,124,132,0,187,204
119,0,0,1,1,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,3,2,0,1,1,3,1,3,4,6,0,-1,44,188,86,113,79,38,157,77,136,198,129,138
120,0,0,1,0,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,1,4,5,1,0,-1,20,80,111,134,124,144,9,201,140,55,207,0
121,0,1,0,1,1,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,7,0,1,1,3,1,4,5,1,0,-1,86,163,69,8,159,21,79,76,80,102,75,53
122,0,1,0,2,2,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,5,1,0,0,0,0,2,1,6,2,0,-1,20,81,71,9,118,150,94,69,162,19,161,24
123,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,0,5,0,0,0,0,2,1,0,7,0,-1,79,148,71,190,128,11,114,143,145,103,75,116
124,0,0,1,1,4,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,3,1,4,5,1,0,-1,100,132,87,203,108,21,195,138,205,149,181,172
125,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,0,0,0,0,2,2,0,0,-1,58,137,148,170,12,166,153,106,116,190,109,123
126,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,3,0,1,1,1,4,0,1,3,0,-1,102,12,1,212,60,188,2,85,1,211,95,11
127,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,0,2,0,0,2,2,4,0,-1,209,140,169,6,61,22,51,97,141,51,0,64
128,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,4,0,1,3,0,-1,35,138,168,98,155,126,187,105,127,159,113,23
129,0,1,0,1,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,1,3,0,1,0,3,1,4,5,1,0,-1,14,190,48,40,151,22,59,22,172,187,107,29
130,0,1,2,1,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,2,0,0,0,0,0,2,2,6,2,0,-1,119,106,167,118,95,71,140,129,80,201,109,212
131,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,1,4,0,1,3,0,-1,22,151,210,52,119,17,201,157,121,96,161,29
132,0,1,2,3,2,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,7,0,0,0,0,0,2,0,0,0,-1,85,178,52,165,180,182,25,158,9,123,106,84
133,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,1,2,0,4,0,6,0,0,2,2,3,5,3,5,0,0,26,31,11,181,110,56,54,115,187,93,8,80
134,0,0,1,0,0,0,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,1,4,5,1,0,-1,117,165,89,123,5,164,177,157,64,139,17,53
135,0,1,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,6,1,0,1,1,3,1,4,5,1,0,-1,38,26,90,198,48,108,5,55,31,98,122,24
136,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,6,3,0,1,1,1,4,0,1,3,0,-1,28,65,164,0,22,118,54,4,4,89,102,207
137,0,1,2,1,1,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,1,1,3,1,4,5,1,0,-1,76,3,208,183,112,50,97,99,115,94,174,57
138,0,1,2,3,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,2,6,0,0,0,0,0,2,2,6,2,0,-1,15,209,130,141,76,4,90,197,54,178,86,2
139,0,1,2,1,1,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,2,3,7,0,1,1,3,1,4,5,1,0,-1,197,178,52,118,6,66,143,141,188,155,182,33
140,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,1,1,4,0,1,0,1,4,5,3,5,0,0,0,0,0,2,2,4,0,-1,7,45,161,44,169,17,53,43,199,208,131,30
141,0,1,0,2,2,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,1,0,3,2,1,0,7,0,-1,138,119,71,47,142,97,88,74,122,51,20,106
142,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,0,2,1,0,2,0,-1,56,23,112,200,92,26,114,180,33,169,176,177
143,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,4,2,0,1,1,1,1,3,4,6,0,-1,71,5,198,65,154,150,142,44,178,174,126,53
144,0,1,0,2,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,2,1,0,0,0,-1,75,12,81,26,113,125,192,94,198,117,195,130
145,0,0,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,1,1,3,1,4,5,1,0,-1,85,79,158,173,68,194,132,61,177,104,89,139
146,0,1,0,2,2,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,1,7,0,0,0,0,2,1,0,0,0,-1,175,127,82,135,211,196,25,54,190,159,20,88
147,0,1,0,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,0,6,7,0,1,1,3,1,4,5,1,0,-1,160,137,6,57,115,131,88,205,28,53,202,132
148,0,1,2,3,2,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,7,0,0,0,0,0,2,2,4,0,-1,125,40,164,58,81,149,68,70,39,18,17,28
149,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,0,2,7,0,0,0,0,2,1,0,0,0,-1,194,50,128,202,13,213,111,91,81,13,175,113
150,0,1,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,5,3,5,0,1,1,3,1,4,5,1,0,-1,211,87,0,24,34,189,146,213,199,168,109,121
151,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,3,1,3,4,6,0,-1,173,148,174,28,46,50,184,85,58,138,41,117
152,0,1,0,2,2,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,0,0,0,2,1,0,0,0,-1,30,1,71,173,37,49,38,46,72,50,81,116
153,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,1,0,0,0,0,0,2,2,4,0,-1,37,64,101,101,184,81,190,141,122,164,126,4
154,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,0,2,2,0,0,-1,10,59,176,104,45,72,124,36,199,83,135,185
155,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,2,0,0,0,0,0,2,1,0,7,0,-1,51,82,135,33,87,132,198,44,47,146,112,102
156,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,4,0,5,1,0,-1,177,163,24,79,209,121,117,109,195,35,113,123
157,0,1,0,3,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,0,0,0,2,1,0,0,0,-1,24,65,95,20,157,122,185,117,37,141,158,182
158,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,1,4,5,1,0,1,129,199,93,164,187,93,145,203,68,201,193,36
159,0,1,2,1,1,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,1,1,3,1,4,5,1,0,-1,159,43,64,120,135,61,192,72,187,148,63,130
160,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,1,4,0,1,3,0,-1,85,104,156,114,53,184,126,117,196,34,161,143
161,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,0,0,0,2,1,0,7,0,-1,84,186,157,195,25,105,168,129,127,61,76,213
162,0,0,1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,1,1,3,1,4,5,1,0,-1,132,194,27,44,168,133,128,78,32,140,20,184
163,0,1,2,3,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,6,1,0,0,0,0,0,2,6,2,0,-1,156,160,15,185,203,161,132,126,47,116,85,108
164,0,0,1,1,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,2,3,2,0,1,1,3,1,3,4,6,0,-1,107,34,53,155,24,157,136,102,87,163,69,46
165,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,1,4,0,1,3,0,2,70,137,139,213,183,39,212,26,32,164,89,138
166,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,2,6,0,0,2,2,3,5,3,5,0,0,63,86,28,55,102,170,175,156,31,173,92,149
167,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,1,0,3,1,4,5,1,0,-1,103,123,111,81,67,68,86,32,168,146,92,73
168,0,1,0,2,2,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,0,0,0,2,1,0,7,0,-1,72,1,180,186,38,120,134,82,34,21,67,40
169,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,4,0,0,0,3,2,1,6,7,0,-1,44,206,170,203,63,117,122,190,17,154,36,53
170,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,1,5,4,5,0,0,2,2,0,2,2,4,0,-1,101,191,115,110,121,120,40,54,98,28,4,170
171,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,4,0,1,1,1,4,0,1,3,0,-1,145,126,205,73,16,60,29,209,206,122,127,13
172,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,0,2,1,6,2,0,-1,97,176,163,77,56,190,39,84,171,150,111,187
173,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,6,0,0,2,2,3,5,3,5,0,0,99,80,209,144,152,61,95,148,213,72,143,173
174,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,0,2,0,0,2,2,4,0,-1,121,199,22,0,75,15,44,84,172,149,205,170
175,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,5,3,5,0,1,1,1,1,3,4,6,0,-1,194,87,137,195,136,127,12,73,94,131,23,107
176,0,1,2,3,3,3,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,0,2,2,2,0,-1,98,48,91,141,143,149,124,143,117,119,73,54
177,0,1,0,2,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,1,6,4,0,1,0,3,1,1,5,7,0,-1,183,116,145,114,173,193,156,42,110,10,74,122
178,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,2,1,0,4,2,0,1,1,1,1,3,4,6,0,-1,89,87,109,74,4,56,42,53,57,132,183,155
179,0,1,0,1,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,3,1,4,5,1,0,-1,61,85,153,14,42,74,131,57,147,79,53,163
180,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,7,0,0,0,0,2,1,0,0,0,-1,126,50,50,174,32,123,120,133,63,52,132,52
181,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,1,1,3,1,3,4,6,0,-1,53,197,20,193,143,120,119,206,36,31,115,57
182,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,1,0,0,0,0,2,1,0,0,0,-1,74,145,110,178,137,96,72,170,53,13,9,23
183,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,0,0,0,2,2,2,0,-1,123,100,22,62,145,21,177,173,195,73,174,161
184,0,1,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,3,7,0,1,1,3,1,4,5,1,0,-1,44,82,143,192,128,174,123,64,195,203,16,110
185,0,1,2,3,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,0,1,7,0,0,0,0,2,1,0,0,0,-1,122,100,181,120,15,190,195,143,13,161,29,83
186,0,1,0,2,2,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,0,0,0,2,1,0,0,0,-1,213,181,194,98,204,213,112,25,111,156,202,36
187,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,4,2,6,0,1,1,1,4,0,1,3,0,-1,118,4,211,150,41,109,58,202,112,33,181,104
188,0,1,0,1,2,0,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,1,0,0,1,1,3,1,3,4,7,0,-1,163,11,27,79,138,197,20,56,9,208,38,76
189,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,0,0,2,0,1,1,3,1,4,5,1,0,-1,186,7,13,96,72,210,206,99,158,162,44,45
190,0,1,2,1,3,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,7,0,1,1,3,1,4,5,1,0,-1,136,113,185,36,82,84,35,171,193,140,25,202
191,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,2,2,0,2,2,4,0,-1,67,89,82,162,198,140,68,113,95,43,171,18
192,0,0,2,3,4,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,2,5,5,0,0,2,0,0,2,2,4,0,-1,211,180,0,43,164,34,149,2,110,28,15,54
193,0,1,0,2,2,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,0,0,0,2,1,0,0,0,-1,71,52,108,90,42,62,12,99,61,10,151,107
194,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,1,1,1,4,0,1,3,0,-1,125,171,174,66,43,154,72,69,144,211,54,16
195,0,1,0,2,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,2,1,0,0,0,-1,113,157,148,159,1,88,112,39,139,154,100,97
196,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,0,3,2,0,1,1,3,1,3,4,6,0,-1,128,163,53,14,34,159,89,49,82,191,90,94
197,0,1,2,3,3,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,0,2,6,2,0,-1,58,182,66,10,57,8,209,149,155,107,165,77
198,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,6,0,1,1,1,1,4,5,1,0,-1,79,125,207,38,178,181,45,165,54,13,211,14
199,0,1,2,1,4,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,1,0,0,1,1,3,1,4,5,1,0,-1,88,136,105,177,92,18,153,160,170,103,82,119
200,0,0,1,1,4,5,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,5,6,0,0,1,1,3,1,3,4,6,0,-1,180,23,104,61,166,202,77,107,88,26,138,7
201,0,0,1,0,4,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,2,0,0,2,2,0,2,2,4,0,-1,122,186,30,186,195,36,144,139,107,205,156,198
202,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,0,0,0,2,1,0,7,0,-1,203,194,191,53,138,206,45,165,191,26,203,78
203,0,1,0,2,2,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,1,0,0,0,0,2,1,0,0,0,-1,10,16,97,181,173,42,90,166,39,75,24,167
204,0,1,2,3,3,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,3,2,3,1,0,0,0,0,0,2,6,2,0,-1,33,82,213,125,130,127,192,205,191,199,176,29
205,0,0,2,1,1,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,0,7,0,1,1,3,1,4,5,1,0,-1,172,16,45,165,37,80,135,173,152,37,116,26
206,0,1,0,3,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,7,0,0,0,0,2,1,0,0,0,-1,73,100,211,46,83,120,47,73,151,206,44,169
207,0,1,2,1,1,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,1,7,0,1,1,3,1,4,5,1,0,-1,119,192,39,31,160,141,57,143,62,167,50,11
208,0,1,0,1,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,0,0,1,0,3,1,4,5,7,0,-1,174,178,130,133,116,35,185,26,190,198,164,94
209,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,0,0,0,2,2,2,0,-1,91,198,26,14,187,132,34,29,136,39,129,165
210,0,0,1,1,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,4,4,2,0,1,1,3,1,3,4,6,0,-1,128,18,135,79,93,25,4,183,124,149,103,79
211,0,0,2,1,4,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,1,1,3,1,4,5,1,0,-1,52,167,212,202,72,25,89,111,102,50,156,141
212,0,1,2,1,4,5,4,6,-1,-1,-1,-1,-1,-1,-1,-1,5,0,1,0,1,3,5,6,0,0,1,1,3,1,3,4,6,0,-1,213,203,163,114,53,201,97,125,177,209,54,167
213,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,2,6,0,0,2,3,1,0,3,2,0,1,1,1,1,3,4,6,0,-1,38,137,192,142,213,158,149,112,50,29,98,49
214,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,2,0,1,1,1,4,3,4,6,0,-1,105,203,134,197,35,68,107,105,174,19,170,160
215,0,1,2,3,1,4,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,0,0,0,2,2,6,2,0,-1,162,159,133,87,195,102,198,104,87,11,7,159
216,0,1,0,2,2,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,0,0,0,2,1,0,7,0,-1,132,143,53,101,86,78,139,166,132,26,5,162
217,0,1,0,1,1,4,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,6,3,0,1,1,3,1,4,5,7,0,-1,180,198,130,57,157,106,165,91,202,69,125,13
218,0,0,1,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,1,1,3,1,4,5,1,0,1,171,18,57,174,53,5,58,202,161,182,137,170
219,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,1,4,0,1,3,0,-1,178,83,122,141,127,70,86,22,72,85,28,20
220,0,0,1,0,0,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,5,5,5,0,0,2,2,0,2,2,4,0,-1,53,82,146,84,172,31,186,57,52,123,82,107
221,0,0,1,0,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,1,4,5,1,0,1,118,153,175,15,102,13,209,144,212,157,0,135
222,0,0,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,3,7,0,0,2,0,0,2,2,4,0,-1,108,45,175,194,93,171,83,13,187,136,15,12
223,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,1,0,2,1,0,4,0,1,1,1,4,0,1,3,0,-1,200,193,95,182,198,59,56,57,25,47,67,164
224,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,0,4,0,1,1,1,4,0,1,3,0,-1,213,80,148,130,4,77,110,82,61,31,149,84
225,0,1,2,3,3,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,0,2,6,2,0,-1,156,104,63,12,57,28,43,41,118,61,106,86
226,0,0,1,0,0,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,4,0,6,0,0,2,2,3,5,3,5,0,0,155,189,106,101,143,179,125,36,128,27,59,196
227,0,0,2,3,4,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,5,1,0,0,2,0,0,2,2,4,0,-1,37,173,85,121,157,37,90,183,38,151,12,193
228,0,0,1,0,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,1,1,4,5,1,0,1,119,50,11,53,36,35,4,136,136,41,101,45
229,0,0,1,0,4,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,7,0,0,2,0,0,2,2,4,0,-1,147,115,15,114,156,117,10,137,18,61,147,78
230,0,1,0,2,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,0,0,0,2,1,0,7,0,-1,211,121,76,33,133,188,213,200,180,206,86,199
231,0,1,2,1,4,0,3,6,-1,-1,-1,-1,-1,-1,2,3,8,0,1,2,3,1,5,1,7,0,1,1,3,1,4,5,1,0,-1,5,136,61,2,179,130,134,43,19,129,203,135
232,0,1,0,2,2,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,0,2,1,0,0,0,-1,100,147,98,176,16,129,197,101,90,45,92,115
233,0,0,1,0,4,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,3,5,0,1,1,3,1,3,4,6,0,-1,94,77,137,26,84,137,82,149,76,190,88,116
234,0,1,2,1,1,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,1,1,3,1,4,5,1,0,-1,201,173,22,23,98,209,40,101,56,65,48,88
235,0,1,2,3,3,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,3,5,0,0,0,0,0,2,2,2,0,-1,201,73,73,89,106,117,155,210,118,15,125,94
236,0,1,0,2,2,2,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,6,0,0,1,0,3,1,3,4,7,0,-1,197,90,89,89,18,161,159,92,145,18,169,152
