,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
235,0,0,2,1,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,0,1,1,3,4,2,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
236,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,2,2,4,6,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0
237,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
238,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
239,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
240,0,0,0,3,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,1,2,3,2,1,4,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0
241,0,0,2,1,1,4,1,7,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,0,1,2,3,2,1,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
242,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0
243,0,0,0,3,2,3,5,0,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
244,0,0,0,3,2,3,5,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,1,2,3,2,1,4,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1
245,0,1,1,0,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
246,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,2,4,0,7,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1
247,0,1,1,2,4,2,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
248,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0
249,0,0,2,1,2,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
250,0,1,1,0,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0
251,0,0,0,3,2,3,5,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
252,0,1,1,0,0,5,6,1,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0
253,0,1,1,2,4,3,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,2,4,6,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
254,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
255,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
256,0,1,1,0,0,5,6,1,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
257,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0
258,0,0,0,3,3,0,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0
259,0,0,2,1,1,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
260,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,0,0,0,5,5,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
261,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1
262,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,2,4,6,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1
263,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0
264,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,1,2,2,4,6,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1
265,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
266,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1
267,0,1,1,0,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1
268,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0
269,0,0,2,1,2,1,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,1,1,3,4,2,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0
270,0,0,0,3,3,0,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1
271,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1
272,0,0,2,1,2,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
273,0,1,1,2,4,2,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1
274,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
275,0,0,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
276,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,2,4,0,7,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
277,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
278,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
279,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1
280,0,1,1,2,4,2,2,6,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,2,4,6,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
281,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1
282,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,3,2,4,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
283,0,1,0,2,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,1,4,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
284,0,1,0,2,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,1,4,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1
285,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0
286,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1
287,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0
288,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,2,4,0,7,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0
289,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,1,1,1,2,6,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0
290,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,1,2,6,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
291,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1
292,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
293,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,2,4,0,7,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1
294,0,1,1,2,4,2,2,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1
295,0,0,0,3,3,0,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0
296,0,1,1,2,4,3,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
297,0,1,1,0,0,5,6,1,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1
298,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
299,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
300,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0
301,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1
302,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
303,0,0,2,1,1,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1
304,0,1,1,0,2,2,0,4,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1
305,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,3,2,4,0,7,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
306,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
307,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
308,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
309,0,0,0,3,2,3,5,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0
310,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
311,0,0,0,3,3,0,3,5,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0
312,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
313,0,0,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,0,0,0,5,5,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
314,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,3,2,4,0,7,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
315,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,2,4,0,7,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
316,0,0,2,1,1,1,4,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,3,4,6,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1
317,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1
318,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1
319,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0
320,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0
321,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
322,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1
323,0,1,1,2,4,2,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
324,0,1,1,2,4,2,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,1,2,2,4,6,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0
325,0,0,2,1,1,4,1,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0
326,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,3,2,4,0,7,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
327,0,0,0,3,2,3,5,0,16,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,1,2,3,2,1,4,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0
328,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1
329,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
330,0,0,2,1,1,4,1,2,-1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0
331,0,0,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1
332,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
333,0,0,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0
334,0,1,1,2,4,3,2,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,2,4,6,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
335,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,2,2,4,6,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1
336,0,1,1,0,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
337,0,0,0,3,3,0,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1
338,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,3,2,4,0,7,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
339,0,1,1,0,0,5,0,3,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,2,3,2,4,0,7,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0
340,0,1,1,0,0,5,6,1,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0
341,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
342,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,3,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0
343,0,0,2,1,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,1,1,1,2,6,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
344,0,1,1,0,0,5,6,1,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1
345,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,1,1,1,2,6,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0
346,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
347,0,1,1,0,0,5,6,1,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1
348,0,0,0,3,2,3,5,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,1,2,3,2,1,4,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0
349,0,0,0,3,3,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,5,5,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0
350,0,1,1,0,0,5,6,1,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,4,0,3,5,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0
351,0,1,1,0,2,1,4,4,6,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,0,1,1,3,4,2,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
352,0,0,2,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0
353,0,1,1,2,4,2,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,3,2,4,0,7,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
354,0,1,1,0,0,5,6,1,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,2,4,0,7,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
355,0,0,2,1,1,4,1,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,2,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
356,0,1,0,2,2,3,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,1,2,3,2,1,4,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
