,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17
235,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,0,1,1,2,1,1,1,2,0,1,0,0,1,1,0,0,1
236,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,1,2,2,2,2,2,1,0,2,2,1,2,0,2,2,2
237,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,2,1,0,1,2,2,0,2,2,1,1,1,1,1,2,2,1
238,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,0,0,1,2,1,1,2,2,0,1,1,1,2,2,0,0
239,0,1,1,1,1,1,3,4,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,3,0,3,2,2,0,-1,2,2,1,2,1,2,0,1,1,2,0,0,0,1,2,2,0
240,0,0,0,3,2,0,6,5,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,7,0,1,0,1,1,4,6,5,1,-1,1,0,0,1,1,2,1,2,1,0,2,2,2,2,2,2,1
241,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,0,2,2,1,0,1,0,1,0,2,1,1,2,1,0,2
242,0,1,2,3,2,0,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,2,0,2,0,1,0,1,0,2,1,1,1,1,0,0,2,0
243,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,1,0,1,0,0,0,2,2,0,1,2,0,2,0,0,0,0
244,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,2,2,2,0,2,1,0,0,0,1,2,0,1,0,0,0
245,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,1,0,2,2,0,0,1,0,2,1,2,2,2,0,1,1,0
246,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,1,2,2,0,2,1,2,2,0,0,0,1,1,0,2,1
247,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,0,1,2,1,2,1,1,1,0,2,0,0,0,2,2,1
248,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,1,2,2,2,2,0,2,1,1,1,0,0,1,0,0,1
249,0,1,2,2,3,5,0,3,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,0
250,0,1,2,2,3,2,5,0,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,0,3,2,2,2,1,0,0,1,1,2,1,2,1,1,0,2,0,0,0,0,1,0
251,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,2,0,2,1,1,2,2,1,0,2,2,2,0,0,1,2
252,0,1,2,2,3,5,0,3,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,-1,1,1,0,0,1,1,2,1,1,1,0,2,0,2,1,1,2
253,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,0,0,1,2,2,2,2,0,0,2,1,1,0,2,1,0
254,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,1,2,2,2,1,0,0,0,1,2,1,2,2,0,2,0,2
255,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,2,0,0,1,0,2,0,2,0,1,1,1,2,1,1,0,2,1
256,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,2,1,2,1,2,2,0,2,2,0,0,2,1,0,0,2,2
257,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,1,2,2,0,2,0,2,2,0,1,2,0,2,2,0,2
258,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,2,1,1,1,1,1,0,1,0,1,2,2,2,1,0,2,1
259,0,0,0,0,4,4,6,5,-1,14,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,1,3,4,6,3,1,-1,0,1,1,0,0,2,0,0,0,0,2,2,2,1,2,2,0
260,0,1,2,2,3,2,1,4,21,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,3,0,3,2,2,2,1,0,1,0,1,2,0,2,0,1,1,0,1,0,0,2,2,1
261,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,0,1,1,2,0,1,2,1,1,0,1,1,2,1,0,1,0
262,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,0,0,1,2,2,2,1,0,1,1,2,2,2,0,0,2,1
263,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,1,5,0,0,0,0,2,1,0,1,0,1,0,1,2,2,1,2,2,2,0,1
264,0,1,2,2,3,5,0,3,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,0,3,2,2,2,-1,1,1,0,1,0,2,2,0,2,1,1,2,2,0,2,0,2
265,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,2,0,2,0,2,2,2,2,2,0,1,0,1,2,1,2
266,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,2,2,0,1,2,0,1,1,1,0,0,0,1,1,2,0
267,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,2,0,1,0,2,0,0,1,1,2,0,1,1,1,2,1
268,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,0,1,1,1,0,1,1,1,2,1,1,2,0,2,0,0,0
269,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,0,2,2,0,1,0,2,2,1,2,0,0,2,2,2,2,1
270,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,0,1,1,1,2,1,1,0,2,2,2,1,0,2,0,0
271,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,1,1,0,0,1,2,0,2,2,2,2,1,0,0,2,0,1
272,0,1,2,3,3,2,5,0,1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,0,3,2,2,2,1,1,0,1,1,0,2,2,1,2,2,1,1,2,0,1,0,0
273,0,1,2,3,3,2,5,0,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,0,3,2,2,2,1,1,2,2,0,2,0,0,2,1,2,2,0,2,0,1,0,0
274,0,1,1,1,1,1,1,6,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,2,1,1,4,6,5,0,-1,1,0,1,0,2,0,2,0,2,2,2,2,2,2,0,1,2
275,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,2,2,1,1,2,2,2,2,0,1,1,2,2,2,2,1
276,0,1,2,2,3,5,0,3,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,0,2,3,0,3,2,2,2,1,0,1,0,2,2,2,0,2,1,0,0,2,2,1,2,2,0
277,0,0,0,3,4,4,4,7,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,1,3,2,0,4,1,-1,1,1,0,0,2,0,2,0,1,2,0,0,2,0,2,1,2
278,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,3,1,2,1,2,1,2,1,0,0,0,0,0,0,0,2,1,0,0,0
279,0,1,1,1,1,1,1,6,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,1,0,1,4,6,5,0,1,1,0,1,0,2,1,2,0,2,2,1,1,1,2,0,0,0
280,0,1,2,3,2,2,1,6,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,1,1,4,6,5,2,1,2,2,1,0,2,1,0,0,2,0,2,0,2,2,1,0,1
281,0,1,2,3,2,2,1,6,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,1,1,4,6,5,2,1,2,2,2,1,2,0,1,2,2,0,1,2,2,2,0,2,2
282,0,0,0,0,4,4,4,7,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,0,0,2,0,0,1,2,1,2,0,0,1,0,1,2,2,1
283,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,-1,2,0,2,2,2,2,1,0,0,2,2,2,0,1,1,2,0
284,0,1,2,3,2,2,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,1,1,4,6,5,2,1,1,1,0,0,2,1,2,2,0,2,2,2,1,0,0,2,2
285,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,2,1,0,1,0,0,0,2,2,2,1,0,2,1,2,2
286,0,1,2,3,2,2,1,6,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,1,1,4,6,5,2,1,2,0,1,1,0,1,2,0,2,2,0,1,0,2,1,1,1
287,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,2,1,2,2,0,2,0,2,0,1,1,2,2,1,1,2,2
288,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,0,1,0,0,1,2,2,1,0,0,2,0,0,2,1,0,1
289,0,1,2,3,2,2,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,2,1,1,4,6,5,2,1,2,0,1,1,0,0,2,0,2,1,1,1,0,0,1,0,1
290,0,1,2,3,2,2,1,6,23,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,2,1,1,4,6,5,2,1,1,1,1,0,2,2,1,0,2,0,0,0,1,2,1,1,2
291,0,0,0,0,4,4,4,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,-1,0,1,1,1,0,2,1,1,2,0,2,1,1,1,0,1,0
292,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,0,1,0,2,1,2,0,1,2,0,0,0,0,2,2,0
293,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,2,2,2,0,0,1,1,1,0,2,1,1,1,0,1,2
294,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,1,0,1,0,2,1,1,0,2,1,1,0,2,0,1,2,2
295,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,2,2,2,0,1,0,1,2,1,1,1,2,0,2,2,0
296,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,0,2,0,2,2,2,2,2,0,0,0,1,1,2,0,1
297,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,1,2,0,2,0,2,0,2,1,0,1,2,1,1,1,0,1
298,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,0,0,0,2,2,0,0,0,1,1,0,1,1,2,2,1
299,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,2,2,2,1,0,2,1,0,2,2,1,0,0,0,1,1,1
300,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,1,3,2,0,4,1,-1,1,1,1,0,1,0,1,0,2,1,2,2,0,2,2,2,1
301,0,1,2,3,3,2,5,0,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,0,3,2,2,2,1,1,2,2,0,2,0,0,1,0,0,1,1,0,2,2,0,2
302,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,3,1,2,0,2,0,2,0,2,1,2,2,0,1,1,2,0,2,2,1
303,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,1,1,0,2,1,2,1,2,1,2,2,2,1,2,0,0
304,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,0,0,1,2,2,1,0,2,2,2,1,0,1,2,2,0,2
305,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,0,1,2,1,2,2,0,1,2,2,2,1,2,0,2,2,2
306,0,1,2,3,2,0,6,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,1,1,0,0,2,0,1,1,0,2,2,0,1,0,2,1,1
307,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,1,0,0,1,0,2,0,2,2,0,0,0,0,2,1,0
308,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,0,1,2,2,1,0,2,2,0,0,1,0,2,1,0,2,2
309,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,0,1,2,0,0,1,1,2,0,1,2,0,2,1,2,0,2
310,0,1,2,2,3,5,0,3,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,0,2,3,0,3,2,2,2,-1,0,0,0,2,2,0,0,2,1,0,1,0,1,2,0,0,1
311,0,1,2,2,3,2,1,4,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,3,0,3,2,2,2,1,2,2,2,2,1,0,0,0,1,0,1,2,0,0,0,2,2
312,0,0,0,0,0,3,2,1,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,2,2,0,0,0,0,1,0,1,2,0,2,1,1,0,2,1
313,0,0,0,3,4,4,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3,0,1,0,1,3,2,0,4,2,-1,2,1,0,0,2,1,0,1,0,2,2,0,0,1,1,0,0
314,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,3,1,2,1,2,1,2,1,0,0,2,2,2,0,0,1,1,1,2,2
315,0,0,0,0,4,4,4,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,1,2,1,1,1,0,2,1,1,1,2,1,1,1,1,1,1
316,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,2,1,1,0,1,1,0,1,2,2,0,1,1,1,1,0,1
317,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,3,1,-1,2,1,0,1,0,1,0,1,2,1,2,2,2,1,2,2,2
318,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,0,1,0,0,2,2,1,2,1,1,1,2,1,2,0,1
319,0,0,0,3,4,0,6,5,-1,14,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,0,1,3,4,6,5,1,1,1,0,2,0,1,0,2,2,0,1,1,0,2,2,2,1,2
320,0,0,0,0,4,4,4,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,2,2,2,2,2,1,2,0,1,1,0,1,1,2,1,2,0
321,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,2,2,0,1,0,1,0,1,1,1,2,0,2,1,0,2
322,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,2,0,1,0,1,1,0,0,0,2,0,0,0,0,1,2,0
323,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,1,0,0,0,1,1,2,0,0,2,1,2,1,2,2,0,2
324,0,1,2,2,3,2,5,0,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,0,3,2,2,2,1,0,0,0,1,2,1,0,0,1,1,1,2,2,0,0,2,2
325,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,0,1,2,2,0,1,0,0,1,1,2,0,0,2,1,2,1
326,0,1,2,2,3,2,1,4,-1,1,0,0,0,0,0,0,0,0,1,1,3,1,4,4,2,0,0,2,3,0,3,2,2,2,1,1,0,0,1,2,2,2,2,2,0,2,1,1,2,0,1,2
327,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,1,1,2,0,1,2,1,1,2,2,1,2,2,1,2,2
328,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,0,0,0,1,1,2,1,0,0,1,2,0,2,1,0,2,1
329,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,2,0,1,1,1,0,2,2,2,1,1,1,1,2,0,0
330,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,2,0,2,1,1,0,2,0,0,0,1,1,2,0,2,2,2
331,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,1,2,2,0,1,1,2,2,2,1,2,0,2,1,0,2,1
332,0,1,1,3,2,0,1,6,-1,7,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,2,1,1,4,6,5,0,1,1,1,2,2,0,1,0,0,2,2,1,0,1,1,2,1,1
333,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,2,2,2,1,2,0,0,0,2,0,0,1,0,2,0,2,1
334,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,2,1,0,2,0,1,2,1,2,2,0,1,2,0,1,1
335,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1,1,2,2,1
336,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,0,0,2,2,2,1,2,1,2,1,2,0,1,1,1,1
337,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,2,1,1
338,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,0,0,1,1,2,1,1,0,2,1,2,1,2,0,0,1,2
339,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,1,0,0,2,1,0,0,1,2,0,2,2,0,1,1,1
340,0,0,0,0,4,4,4,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,2,1,2,1,0,1,0,2,1,0,0,1,1,2,0,1,1
341,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,2,0,2,1,0,1,0,1,1,2,1,1,1,2,1,2,1,0
342,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,-1,2,0,1,1,0,0,0,2,1,2,0,0,0,1,0,0,2
343,0,1,2,3,3,2,5,0,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,0,3,2,2,2,1,2,0,1,0,2,2,2,1,0,2,0,0,0,1,2,1,0
344,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,1,0,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0
345,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,4,1,2,2,0,1,0,2,2,1,1,1,1,0,0,0,1,2,0,2
346,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,1,2,0,1,0,1,2,2,2,1,2,1,0,0,1,2
347,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,1,1,1,1,2,2,0,1,2,1,2,2,2,0,1,2
348,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,0,2,0,2
349,0,1,2,2,3,2,5,0,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,0,2,3,0,3,2,2,2,1,2,2,1,2,1,1,0,1,2,0,0,0,0,2,0,0,2
350,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,2,1,0,2,1,1,2,1,2,1,0,2,1,1,2,2,0
351,0,1,2,3,2,2,5,0,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,0,4,6,5,2,1,1,2,1,2,2,1,0,2,2,0,2,1,0,2,2,2,1
352,0,1,2,3,2,2,1,6,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,3,0,3,2,2,2,1,2,2,0,2,1,2,1,1,2,0,2,0,1,2,2,1,2
353,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,2,1,2,1,0,1,1,1,1,2,0,2,1,2,2,2,2
354,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,0,0,0,2,0,1,0,0,1,1,2,2,1,1,2,1,0
355,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,1,2,1,2,0,0,0,1,1,2,2,0,0,0,2,2
356,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,1,0,0,1,0,0,1,0,1,2,1,2,0,0,0,1
