,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5
148,0,1,0,2,2,2,4,4,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,1,0,4,5,2,0,2,2,2,1,0,2
149,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,3,3,0,0,1,2,0,0,1,2
150,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,0,0,2,0
151,0,1,0,2,4,1,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,0,0,2,2,1
152,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,1,1,1,2,2
153,0,0,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,1,2,2,2,0,2,0
154,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,1,1,1,1,0
155,0,1,0,2,4,5,6,7,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,1,1,0,4,5,2,0,2,1,2,0,1,2
156,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,2,2,0,0,1
157,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,0,0,2,2,2
158,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,0,1,0,0
159,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,0,2,0,0
160,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,2,1,2,0
161,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,1,4,0,2,7,0,2,1,2,2,2,2
162,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,2,0,1,0,1,0,1,2,1,1
163,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,0,1,1,1
164,0,0,1,3,0,0,3,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,1,2,1,0
165,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,2,1,0,0,0
166,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,0,1,1,2
167,0,1,2,0,1,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,2,0,2
168,0,0,1,3,0,0,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,-1,2,1,1,2,0
169,0,1,0,2,2,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,1,1,0,4,5,2,0,2,1,2,1,2,2
170,0,1,0,2,4,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,2,0,1,0,1,2,1,2,2,0
171,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,2,1,0,0,0
172,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,3,3,0,0,1,2,0,1,2,2
173,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,1,1,0
174,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,2,1,1
175,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,1,1,2,0,1
176,0,0,2,0,1,3,2,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,1,2,0,2,2,2,0
177,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,1,0,0,0
178,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,0,3,2,1,4,6,1,0,1,0,0,1,0
179,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,1,2,0,0
180,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,0,1,2,2,0
181,0,1,0,2,2,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,1,1,0,4,5,2,0,2,0,0,0,1,1
182,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,1,2,1,1,2
183,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,3,3,0,0,1,0,1,1,1,2
184,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,0,1,0
185,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,0,0,1,2,2
186,0,1,2,0,4,1,0,1,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,1,0,0
187,0,1,0,2,4,1,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,0,2,1,2,0
188,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,2,2,0,0
189,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,1,0,4,5,2,0,2,2,1,1,0,2
190,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,0,1,2,0,1,0,1,1,1,2,0,0
191,0,1,2,0,4,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,1,0,0,2,0
192,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,2,0,2,0,2
193,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,2,0,0,1,0
194,0,1,0,2,2,2,4,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,1,0,4,5,2,0,2,0,1,2,1,2
195,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,0,1,2,0,1,0,1,2,0,1,2,0
196,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,2,0,0,2,0
197,0,1,0,2,2,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,1,1,0,4,5,2,0,2,0,0,1,0,0
198,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,0,1,2,0,1,0,1,0,0,1,0,2
199,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,2,2,2,2
200,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,1,1,2,1,1
201,0,1,0,2,2,5,6,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,1,1,0,4,5,2,0,2,0,2,1,0,1
202,0,1,0,2,2,2,4,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,1,0,4,5,2,0,2,2,2,1,2,2
203,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,2,2,1,0,1
204,0,1,2,1,3,4,0,1,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,0,3,2,1,4,6,0,0,2,0,2,0,2
205,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,2,0,2,1
206,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,0,0,0,0
207,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,1,2,2,1,1
208,0,1,0,2,4,1,5,6,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,1,2,0,1,0,1,1,2,1,1,0
209,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,1,0,0,2
210,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,2,2,2,1
211,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,0,1,2,0,1,0,1,1,0,0,0,0
212,0,1,0,2,4,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,2,0,1,0,1,1,2,0,1,2
213,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,2,0,0,2
214,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,1,2,0,2
215,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,1,2,2,1
216,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,2,0,0,1,1
217,0,0,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,1,2,2,2
218,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,1,0,1,1,0
219,0,1,0,2,4,1,5,6,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,2,0,1,2,0,1,0,1,1,1,2,1,2
220,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,3,3,0,0,1,0,0,2,1,2
221,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,0,1,2,2,1
222,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,0,0,2,2,2
223,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,1,0,2,1
224,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,2,1,1,2,1
225,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,1,2,0,0,1
226,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,1,1,2,2
227,0,1,2,0,1,3,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,-1,1,1,2,0,1
228,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,0,2,2,1
229,0,1,0,2,4,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,2,0,1,0,1,2,0,0,0,1
230,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,1,2,1,1
231,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,1,0,4,5,2,0,2,2,2,1,1,1
232,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,0,4,5,2,0,2,2,1,0,2,2
233,0,1,2,0,1,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,2,1,1,1,0
234,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,2,0,0,0
235,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,2,3,5,6,4,1,0,2,2,2,2,1
236,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,1,1,0,2,1
237,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,0,1,2,0
238,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,2,2,2,2,2
239,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,0,0,1,2,1
240,0,1,2,0,1,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,1,0,0,0
241,0,0,1,1,3,4,1,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,1,4,6,1,0,1,1,1,2,1
242,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,2,0,2,0
243,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,1,2,2,1,0
244,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,1,2,1,2
245,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,2,1,1,1,0
246,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,2,0,0
247,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,2,1,1,3,1,0,0,2,1,0,1
248,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,1,2,1,0
249,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,3,3,0,0,1,1,1,0,0,0
250,0,1,0,2,2,2,4,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,2,0,0,0,0
251,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,0,2,2,1
252,0,1,0,2,2,2,4,4,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,0,0,0,0,1
253,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,2,1,1,3,1,0,1,1,0,2,0
254,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,1,0,4,5,2,0,2,0,0,0,0,0
255,0,1,0,2,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,1,1,0,4,5,2,0,2,1,2,0,2,2
256,0,1,2,0,4,1,0,1,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,0,0,0,0
257,0,0,1,1,3,4,1,0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,1,4,6,1,0,0,1,1,1,0
258,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,2,0,1,2,0
259,0,1,2,0,1,3,2,3,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,7,0,2,0,1,1,0,2
260,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,2,0,1,0,1,0,1,0,0,2
261,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,0,2,0,1
262,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,2,0,2,1,2
263,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,0,1,0,0,0
264,0,1,0,2,2,2,4,4,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,2,1,2,1,1
265,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,2,2,0,0,1
266,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,1,0,1,1,0
267,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,2,3,5,1,3,1,0,2,2,1,1,2
268,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,0,2,2,0,2
269,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,2,1,0,0
270,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,1,2,0,0
271,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,1,2,1,2,2
272,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,0,1,1,2,1
273,0,1,0,2,2,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,3,3,0,0,1,1,1,2,1,0
274,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,0,1,1,1
275,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,2,1,1,2,0
276,0,1,0,2,2,2,4,4,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,3,3,0,0,1,0,1,1,1,2
277,0,1,0,2,4,2,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,1,2,0,1,0,1,1,1,1,2,0
278,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,0,2,0,1,1
279,0,1,2,0,1,1,0,1,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,1,2,2,2,1
280,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,2,1,2,1,2
281,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,2,1,1,1,2
282,0,1,0,2,2,2,4,4,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,0,3,3,0,0,-1,0,0,0,2,2
283,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,1,0,1,1,2
284,0,1,0,2,4,1,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,0,1,2,0,1,0,1,0,0,2,1,0
285,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,0,2,2,1,1,3,1,0,0,0,2,0,0
286,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,0,1,2,0,2
287,0,0,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,2,1,2,2,0
288,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,0,0,2,2,0
289,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,0,2,0,0,1
290,0,1,0,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,0,1,2,0,1,0,1,2,0,0,1,2
291,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,1,0,1,1
292,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,0,0,2,0
293,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,0,2,2,1,1,3,1,0,2,0,1,0,2
294,0,1,2,0,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,3,4,0,2,5,0,2,0,2,2,2,2
295,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,2,2,0,1,2
296,0,1,2,0,4,1,0,1,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,1,1,1,1
297,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,2,0,1,0,0
298,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,1,0,0,0,1
299,0,1,2,0,4,5,6,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,0,4,5,7,0,2,2,0,2,2,2
300,0,1,0,2,2,2,4,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,1,0,4,5,2,0,2,0,1,0,0,2
301,0,1,0,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,1,3,3,0,0,1,1,2,1,1,2
302,0,1,2,0,4,5,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,1,4,0,2,7,0,2,1,2,2,2,1
303,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,0,1,2,2,0
304,0,1,2,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,0,2,7,0,2,1,0,0,2,2
305,0,0,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,3,2,1,4,6,1,0,1,1,2,1,2
306,0,1,2,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,3,1,2,0,1,0,1,0,2,1,1,0
