,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14
120,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
121,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
122,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
123,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0
124,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
125,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
126,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
127,0,1,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1
128,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
129,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0
130,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0
131,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0
132,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
133,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
134,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
135,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,1,1,2,1,5,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1
136,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0
137,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
138,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0
139,0,1,0,2,2,4,4,3,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0
140,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1
141,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
142,0,0,1,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
143,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0
144,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
145,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
146,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
147,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
148,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
149,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0
150,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
151,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1
152,0,0,1,3,3,3,6,2,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1
153,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1
154,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0
155,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0
156,0,0,1,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
157,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0
158,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0
159,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,3,3,4,3,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1
160,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1
161,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1
162,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1
163,0,0,1,3,3,3,2,5,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
164,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,2,0,2,7,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
165,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
166,0,1,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0
167,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
168,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
169,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
170,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
171,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
172,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
173,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
174,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
175,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0
176,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
177,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
178,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1
179,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,2,0,2,7,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
180,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
181,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
182,0,1,0,2,4,0,1,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1
183,0,1,2,0,4,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
184,0,1,0,2,4,0,1,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0
185,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0
186,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
187,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0
188,0,1,2,0,1,1,3,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0
189,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
190,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,5,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1
191,0,1,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,3,3,3,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
192,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
193,0,1,0,2,2,4,4,3,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1
194,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
195,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1
196,0,0,1,3,3,3,6,2,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0
197,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,2,0,2,7,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
198,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
199,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
200,0,0,1,3,3,3,2,2,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
201,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
202,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
203,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,2,0,2,7,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
204,0,0,1,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
205,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
206,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,2,0,6,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
207,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
208,0,1,0,2,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
209,0,0,0,1,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,4,2,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1
210,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1
211,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,1,1,2,1,5,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
212,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1
213,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
214,0,1,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,4,3,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
215,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0
216,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
217,0,0,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0
218,0,0,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
219,0,0,1,3,3,3,6,2,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,2,0,6,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1
220,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,1,1,2,1,5,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
221,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
222,0,0,1,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
223,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1
224,0,1,0,2,2,4,4,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,3,3,3,0,6,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0
225,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0
226,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0
227,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
228,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,1,2,7,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
229,0,1,2,0,1,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1
230,0,1,2,0,1,1,3,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,3,4,3,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
231,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
232,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,1,1,2,1,5,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
233,0,0,1,3,3,3,6,2,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,0,5,5,4,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1
234,0,0,1,1,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,2,0,2,7,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
235,0,1,2,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,1,1,2,1,5,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1
236,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,2,0,2,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1
237,0,0,1,3,4,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
238,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0
239,0,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
240,0,1,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,1,4,2,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1
241,0,1,2,0,1,1,3,1,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,1,1,0,4,1,4,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0
242,0,1,2,0,1,1,3,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,4,3,3,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1
243,0,1,0,2,4,0,1,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,1,4,2,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0
244,0,1,0,2,4,0,1,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,1,4,2,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1
245,0,0,1,3,4,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,1,1,2,1,5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
246,0,0,1,1,0,2,2,5,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,2,0,6,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1
247,0,0,1,1,0,2,0,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
248,0,0,1,1,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,2,0,2,7,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1
249,0,1,2,0,4,5,5,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,2,1,3,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1
