,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8
138,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,1,1,0,1,1,0,1,0
139,0,1,2,0,4,3,2,3,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,1,5,3,2,0,0,1,0,0,0,0,0,0,1
140,0,1,2,0,4,3,2,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,3,4,3,3,2,0,0,0,1,0,1,1,1,0,0
141,0,0,1,2,2,2,1,4,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,0,0,1,4,1,0,0,0,1,1,0,0,0,1
142,0,0,1,1,2,2,6,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,0,0,1,7,1,0,0,0,1,0,1,1,1,0
143,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,1,1,1,0,0,1,1,1
144,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,0,3,1,1,0,0,0,1,0,1,0,1
145,0,0,1,2,1,4,4,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,1,4,3,5,6,1,0,0,0,0,0,0,0,0,1
146,0,0,1,1,2,2,6,4,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,4,6,1,1,1,1,0,0,1,0,0,1,0
147,0,0,0,1,3,5,6,2,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,4,6,1,1,1,0,0,1,1,0,0,1,0
148,0,1,1,2,1,1,5,7,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,1,4,3,5,6,1,0,1,0,0,0,0,0,1,1
149,0,0,1,2,1,4,4,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,1,4,3,5,6,1,0,0,1,0,0,1,0,1,1
150,0,1,0,3,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,1,1,0,0,1,0,1,0
151,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,0,1,1,1,0,0
152,0,1,0,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,1,5,4,0,0,0,0,0,1,0,1,0,1,1
153,0,0,1,2,1,1,4,1,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,0,0,2,2,0,3,1,1,0,1,1,1,0,1,1,1
154,0,1,0,3,3,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,1,5,4,0,0,0,1,0,1,0,0,0,0,1
155,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,1,0,1,1,0,1,0,1
156,0,0,1,1,2,2,1,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,0,0,1,4,1,0,0,1,0,0,0,1,0,0
157,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,1,0,1,1,0,1,1,1
158,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,1,0,0,1,1,0
159,0,0,1,2,1,4,4,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,1,1,0,0,1,0,1,0
160,0,0,1,2,2,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,6,3,1,1,0,1,0,1,1,0,0,0
161,0,1,2,0,4,1,5,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,1,1,4,3,5,6,0,0,1,0,1,1,0,1,0,0
162,0,0,1,1,2,2,1,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,0,0,1,4,1,0,1,1,1,1,1,1,1,1
163,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,1,1,0,0,0
164,0,1,2,0,1,1,5,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,1,1,0,1,0,1,0,0
165,0,0,0,1,3,5,6,2,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,1,7,1,0,0,0,0,1,0,0,1,0
166,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,0,0,1,1,1,1,0
167,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,0,1,0,0,0,0,0,1
168,0,0,1,2,1,1,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,0,0,2,2,0,3,1,1,1,0,1,1,0,1,0,1
169,0,1,2,0,4,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,0,1,0,0,1,0,1,1
170,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,1,0,0,1,0,0,1,1
171,0,1,0,3,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,0,0,0,0,0,0,0,0,0,1,1
172,0,1,2,0,4,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,0,0,1,0,1,1,1,1
173,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,0,1,1,1,1,1,1
174,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,2,2,0,3,1,1,0,1,1,1,1,0,0,0
175,0,1,2,0,4,3,2,3,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,1,1,1,1,1,1,1,1
176,0,0,1,1,2,2,6,4,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,4,6,1,1,1,0,0,1,1,1,1,1,0
177,0,0,1,2,2,2,1,4,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,0,0,1,4,1,0,1,1,0,1,1,1,0,0
178,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,1,0,1,1,1,1,0,0
179,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,0,1,0,1,1,0,0,0
180,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,4,6,1,1,1,0,1,1,0,1,1,0,1
181,0,1,2,3,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,2,0,0,1,1,0,1,0,0,0,1
182,0,0,0,1,3,5,6,2,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,1,0,1,1,1,1,1,1
183,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,0,0,2,2,0,3,0,1,1,0,1,1,0,1,1,0
184,0,0,1,1,2,2,1,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,0,0,1,4,1,0,0,0,1,1,1,0,0,1
185,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,4,6,1,1,1,1,1,0,0,0,0,0,1
186,0,1,2,3,0,3,2,3,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,3,1,2,5,0,1,0,1,1,0,1,0,0,1
187,0,1,2,0,4,3,2,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,3,1,2,5,0,1,0,0,0,0,0,0,0,0
188,0,0,1,1,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,2,4,6,1,1,1,1,1,1,1,0,1,0,1
189,0,0,0,1,3,5,6,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,1,7,1,0,1,1,0,0,1,1,0,1
190,0,0,1,1,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,0,1,0,1,1,0,1,1
191,0,1,2,0,4,3,2,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,0,0,2,2,0,3,0,1,1,1,0,0,0,0,1,0
192,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,1,0,0,0,1,0,1
193,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,0,1,0,0,0,0,1,1
194,0,1,2,0,4,3,2,3,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,2,2,0,3,0,1,0,1,1,1,0,1,1,0
195,0,0,1,1,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,4,6,1,1,1,1,1,0,1,0,0,0,0
196,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,0,1,0,1,0
197,0,0,0,1,3,5,6,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,1,0,1,1,0,1,1,0
198,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,1,0,0,1,1,1,1,1
199,0,1,2,0,4,3,2,3,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,3,4,3,3,2,0,0,1,1,1,0,1,1,0,1
200,0,1,0,3,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,0,1,0,0,1,0,0,0
201,0,1,0,3,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,0,0,0,0,0,1,0,1,0,1,0
202,0,1,0,3,0,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,1,1,0,0,0,1,0,0
203,0,1,2,0,4,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,2,2,0,3,0,1,0,1,0,1,1,1,1,0
204,0,1,2,3,0,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,2,0,0,0,1,1,0,1,0,1,0
205,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,0,0,2,2,0,3,1,1,0,0,0,1,0,0,0,0
206,0,1,2,0,1,1,5,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,0,1,1,0,1,1,0,0
207,0,1,2,3,0,0,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,0,1,1,0,0
208,0,0,1,1,2,2,1,4,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,0,0,1,4,1,0,1,1,0,1,0,0,0,1
209,0,0,1,1,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,4,6,1,1,1,0,0,1,1,0,0,1,0
210,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,0,1,1,1,1,0,0,0
211,0,1,0,3,0,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,0,1,1,0,0,0,1,0
212,0,0,0,1,3,5,6,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,0,1,0,1,0,0,1
213,0,1,2,0,4,3,2,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,0,0,3,1,2,5,0,1,0,1,1,1,0,1,0,0
214,0,0,1,2,1,4,4,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,1,4,3,5,6,1,0,1,1,0,0,1,1,0,0
215,0,1,0,3,0,0,0,5,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,1,1,1,1,1,0
216,0,0,1,2,1,4,4,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,0,1,1,0,1,1,1,0
217,0,1,0,3,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,1,5,4,0,0,0,0,1,1,0,1,1,0,1
218,0,0,1,2,1,4,4,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,1,4,3,5,6,1,0,0,0,1,0,1,1,0,0
219,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,1,1,0,1,1,1,0
220,0,0,1,2,2,4,1,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,0,1,1,1,1,0,0
221,0,0,0,1,3,5,3,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,2,1,5,4,7,0,0,0,1,0,1,1,0,1,0
222,0,0,1,2,1,1,4,7,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,1,4,3,5,6,1,0,0,1,0,0,0,0,0,0
223,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,1,1,1,1,1,1,0,0
224,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,0,1,1,0,1
225,0,0,1,1,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,2,4,6,1,1,1,1,1,1,1,0,0,0,0
226,0,1,2,3,4,3,2,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,1,3,1,5,3,2,0,0,1,1,0,1,1,0,1,1
227,0,0,1,2,1,1,5,7,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,1,4,3,5,6,1,0,1,0,1,1,1,0,1,0
228,0,0,0,1,3,5,3,0,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,1,5,4,0,0,0,0,0,0,0,1,1,0,1
229,0,1,2,3,0,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,2,0,0,1,0,1,1,1,0,1,1
230,0,1,2,3,0,0,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,0,1,0,1,0,0,0
231,0,1,0,3,3,5,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,1,5,4,0,0,0,0,0,1,1,0,0,0,1
232,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,0,1,1,0,1,0,0,0
233,0,0,0,1,3,5,3,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,2,1,5,4,7,0,0,0,1,0,0,1,1,0,0
234,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,4,2,1,0,1,1,1,0,1,0,0,0,1
235,0,1,2,0,4,3,2,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,3,1,2,5,0,1,1,1,1,0,1,1,1,0
236,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,1,0,0,1,1,1,1
237,0,1,0,3,0,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,1,5,4,0,0,0,0,1,1,0,1,1,0,1
238,0,1,2,0,4,3,2,3,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,1,5,3,2,0,0,0,0,1,1,0,1,0,0
239,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,0,0,0,1,1,1,1,1
240,0,1,2,0,4,3,2,3,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,1,3,1,5,3,2,0,0,1,0,1,0,0,1,0,0
241,0,1,0,3,3,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,2,3,1,5,4,0,0,0,1,0,1,1,0,1,1,0
242,0,0,1,2,2,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,6,3,1,1,0,0,0,1,0,1,1,1
243,0,0,1,2,1,4,4,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,0,0,2,2,0,3,1,1,0,0,0,0,0,1,0,1
244,0,1,2,3,0,0,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,0,0,1,1,1,1,0
245,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,1,0,1,1,1
246,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,1,1,1,1,0,0,1,0
247,0,1,2,0,1,1,5,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,1,0,0,1,0,1,0,1
248,0,1,0,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,1,5,4,0,0,0,0,0,1,0,1,1,0,1
249,0,0,1,2,2,4,1,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,0,0,0,0,1,1,1
250,0,1,2,0,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,2,2,0,3,0,1,1,0,1,0,1,1,1,1
251,0,1,2,3,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,1,5,3,2,0,0,0,0,1,1,0,0,1,0
252,0,0,1,2,2,4,1,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,1,1,0,0,0,1,1
253,0,0,1,2,2,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,0,0,0,0,1,0,0
254,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,0,1,0,0,1,0,0
255,0,0,0,1,3,5,6,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,1,7,1,0,1,0,1,1,1,0,0,1
256,0,0,1,1,2,2,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,0,0,1,4,1,0,0,1,1,0,1,1,0,1
257,0,1,2,0,4,3,2,3,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,3,4,3,3,2,0,0,1,0,1,0,0,0,1,1
258,0,0,1,2,1,4,4,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,2,2,0,3,1,1,1,0,0,1,0,1,0,1
259,0,1,2,0,4,1,5,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,1,1,4,3,5,2,0,0,0,1,1,0,1,0,1,0
260,0,0,1,1,2,2,6,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,0,0,1,7,1,0,0,1,0,1,1,0,0,1
261,0,0,1,2,2,4,1,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,1,0,0,1,0,1,0,1
262,0,0,1,2,2,2,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,2,4,6,1,1,1,1,0,0,0,1,1,0,1
263,0,0,1,2,2,4,1,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,0,0,1,4,1,0,0,1,0,1,0,1,1,1
264,0,0,0,1,3,5,3,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,4,2,1,0,1,0,1,0,1,0,0,1,0
265,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,1,0,0,0,1,1,1
266,0,1,2,0,4,3,2,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,0,0,3,1,2,5,0,1,0,1,1,0,1,0,1,0
267,0,1,2,0,4,1,5,7,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,1,1,1,0,0,1,0,1
268,0,0,1,2,1,4,4,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,4,3,5,6,1,0,0,0,0,0,0,1,1,0
269,0,1,0,3,0,0,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,0,0,0,0,1,1,0,1
270,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,1,1,1,1,1,0
271,0,1,0,3,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,1,5,4,0,0,0,0,0,0,0,0,1,1,0
272,0,1,2,0,4,3,2,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,3,1,2,5,0,1,1,1,1,0,0,1,1,0
273,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,0,1,1,1,1,0,1,1
274,0,1,0,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,1,5,4,0,0,0,1,0,0,0,1,0,0,0
275,0,1,2,0,4,1,5,7,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,0,1,1,1,0,1,0,0
276,0,0,0,1,3,5,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,0,0,4,7,1,0,0,1,1,0,1,0,1,0
277,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,1,0,0,1,1,1,1,0
278,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,0,1,0,0,0,0,1,0
279,0,0,0,1,3,5,6,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,4,6,1,1,1,0,1,0,1,0,1,0,0
280,0,1,2,0,4,1,5,7,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,1,1,0,1,0,0,1,1
281,0,1,0,3,0,0,3,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,1,2,5,0,1,1,1,1,0,0,0,1,1
282,0,1,2,0,4,3,2,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,1,5,3,2,0,0,0,1,1,1,0,1,1,0
283,0,1,2,0,4,1,5,7,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,0,0,0,0,0,0,0,0
284,0,1,2,0,4,3,2,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,4,3,3,2,0,0,1,1,1,0,1,1,0,0
285,0,1,2,0,1,1,5,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,4,3,5,6,0,0,1,1,1,0,1,1,0,0
