,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
233,0,0,1,0,2,1,2,0,-1,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,0,3,3,0,4,2,-1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
234,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,15,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
235,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1
236,0,0,2,2,4,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,0,0,1,0,1,0,0,2,5,5,0,3,-1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1
237,0,0,1,0,2,1,4,3,21,16,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,0,0,3,3,0,4,2,27,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
238,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,-1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
239,0,0,0,3,1,3,5,5,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,1,0,0,2,5,5,0,0,-1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
240,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,2,0,4,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
241,0,1,0,1,3,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1
242,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
243,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,4,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0
244,0,0,1,0,2,1,4,3,-1,-1,1,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,1,0,0,3,3,0,4,2,-1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
245,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,0,0,6,1,0,14,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1
246,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
247,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,4,1,1,2,0,18,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
248,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
249,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1
250,0,0,1,3,1,3,2,0,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,0,0,2,3,0,4,2,28,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0
251,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0
252,0,0,2,3,1,3,2,2,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,0,0,2,5,5,0,3,-1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
253,0,0,1,0,3,5,0,0,19,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,0,0,3,3,0,4,0,2,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1
254,0,0,2,3,1,3,2,2,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,0,0,2,5,5,0,1,-1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
255,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,1,2,5,1,2,0,22,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
256,0,0,2,3,1,3,2,2,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,0,0,2,5,5,0,3,-1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
257,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,1,2,0,-1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
258,0,1,0,3,1,3,5,5,-1,8,0,0,0,0,1,1,1,0,0,2,1,3,0,3,3,0,1,0,0,2,5,5,0,0,-1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1
259,0,1,0,1,3,5,0,1,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,0,2,5,1,2,0,20,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
260,0,0,1,0,1,1,2,0,23,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,0,3,3,0,4,2,28,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0
261,0,0,1,0,3,5,0,0,19,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,1,0,0,3,3,0,4,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1
262,0,0,1,0,3,5,0,0,-1,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,1,0,0,3,3,0,4,0,-1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
263,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,1,1,2,4,4,1,2,0,-1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
264,0,0,0,3,1,3,5,5,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,1,0,0,2,5,5,0,0,-1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1
265,0,0,2,2,4,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,1,0,0,2,5,5,0,7,-1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
266,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,0,0,6,1,0,14,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1
267,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,4,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0
268,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,6,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
269,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,14,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
270,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,2,3,4,3,5,0,-1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1
271,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
272,0,0,2,3,1,3,2,2,-1,-1,-1,3,3,0,1,1,1,0,1,1,1,3,0,1,7,0,1,0,0,2,5,5,0,3,-1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1
273,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,15,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1
274,0,0,1,0,3,1,0,0,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,0,0,3,3,0,4,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
275,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,2,4,1,4,6,0,-1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
276,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,8,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0
277,0,0,1,0,2,1,4,3,-1,12,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,0,0,3,3,0,4,4,29,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
278,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,1,4,5,1,2,0,-1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
279,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1
280,0,0,1,3,1,3,2,0,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,0,2,5,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
281,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
282,0,0,1,3,1,3,2,0,-1,1,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,0,2,5,5,0,2,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1
283,0,1,0,1,3,5,0,1,-1,6,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,0,2,3,4,3,2,0,-1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
284,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,6,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
285,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0
286,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
287,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
288,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
289,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
290,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0
291,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,2,3,4,3,5,0,19,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
292,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,6,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
293,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,1,1,0,0,6,7,0,-1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0
294,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
295,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,5,0,-1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1
296,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
297,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
298,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,1,2,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
299,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
300,0,0,2,3,1,3,2,2,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,0,0,2,5,5,0,3,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
301,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,4,1,4,6,0,-1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
302,0,0,1,0,2,1,4,0,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,0,0,3,3,0,4,2,26,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
303,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,13,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
304,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
305,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,1,1,0,0,6,7,0,-1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
306,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
307,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1
308,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,1,2,0,5,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
309,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,1,1,4,1,1,2,0,-1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0
310,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,1,1,0,0,6,7,0,-1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1
311,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,1,2,0,3,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0
312,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,4,1,1,2,0,18,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1
313,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
314,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
315,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1
316,0,1,0,1,3,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1
317,0,0,1,3,1,3,2,0,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,0,2,5,5,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
318,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
319,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0
320,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,0,2,1,0,14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
321,0,0,1,0,2,1,4,3,11,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,0,0,3,3,0,4,2,27,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1
322,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
323,0,0,1,3,1,3,2,0,-1,-1,-1,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,0,2,5,5,0,3,-1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
324,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
325,0,1,0,1,3,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
326,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,3,2,0,-1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
327,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,0,0,6,7,0,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
328,0,1,0,1,3,5,0,1,25,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,1,0,0,2,5,1,2,0,-1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1
329,0,1,1,0,3,5,0,1,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,0,2,3,4,3,5,0,23,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1
330,0,1,0,1,3,5,0,1,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,1,0,0,4,5,1,2,0,-1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
331,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,1,4,1,1,2,0,18,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
332,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,8,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0
333,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1
334,0,1,0,1,0,5,1,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,1,0,1,4,6,0,-1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0
335,0,0,0,3,1,3,5,0,7,7,0,0,0,0,1,1,1,0,1,0,0,3,5,3,7,0,1,0,0,2,5,5,0,0,-1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1
336,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,1,4,6,0,-1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1
337,0,0,2,3,1,3,2,2,-1,-1,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,0,0,2,5,5,0,1,-1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
338,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,-1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0
339,0,0,2,3,1,3,2,2,-1,-1,7,5,6,5,4,3,1,0,1,1,1,2,0,1,1,0,1,0,0,2,5,5,0,3,-1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
340,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,5,1,2,0,-1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
341,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,2,2,3,0,16,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
342,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0
343,0,0,1,0,2,1,4,3,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,0,0,3,3,0,4,2,27,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
344,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
345,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,13,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
346,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,1,0,-1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
347,0,1,0,1,3,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,2,4,4,1,2,0,-1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1
348,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,6,7,0,-1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1
349,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,0,1,1,0,0,6,7,0,-1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
350,0,1,0,1,0,0,1,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,1,0,0,1,1,0,-1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
351,0,1,0,1,3,5,0,1,16,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,2,3,4,3,5,0,-1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1
352,0,0,2,3,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,0,1,1,0,1,0,0,2,5,5,0,3,-1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
353,0,1,0,1,3,5,5,5,4,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,0,2,5,1,2,0,-1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0
