,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39
248,0,1,0,2,2,0,1,1,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,4,4,5,0,0,0,1,3,3,1,2,2,2,2,1,2,1,3,3,2,2,1,0,1,0,3,3,2,2,3,1,0,3,3,2,2,2,3,2,1,0,3,3,3,3
249,0,0,1,1,1,3,5,3,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,1,2,2,3,2,6,5,0,0,1,3,2,0,2,1,3,3,2,2,2,0,0,1,2,1,3,1,3,3,3,0,1,2,0,1,0,0,0,3,1,3,3,1,3,3,1,0,2
250,0,1,0,2,4,5,1,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,3,2,3,0,1,0,0,1,3,1,2,1,3,0,3,3,0,2,2,1,2,2,2,1,2,1,0,2,3,3,2,1,3,3,2,3,3,1,1
251,0,0,1,1,1,3,5,3,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,6,5,0,0,1,0,1,3,1,0,3,1,3,2,2,1,0,2,1,2,3,1,3,2,3,0,0,3,0,2,2,1,2,2,3,1,1,1,3,1,2,0,0
252,0,1,0,2,2,0,6,1,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,2,1,4,4,5,0,0,0,0,0,1,0,2,1,2,1,3,1,3,1,0,2,3,2,2,0,0,1,3,2,0,2,3,2,1,0,1,0,1,1,2,0,1,2,2,2,2
253,0,1,0,2,4,5,2,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,0,1,1,2,0,1,7,0,0,2,2,1,0,3,1,2,3,3,2,3,2,1,2,2,3,0,2,2,2,0,3,1,1,2,1,3,1,0,1,2,2,3,1,1,0,0,3,2
254,0,0,2,3,3,2,4,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,1,3,0,2,1,1,1,3,1,1,1,3,2,2,1,1,0,0,3,0,2,2,2,0,3,3,1,0,3,1,1,2,3,1,2,1,2,2,2
255,0,1,2,0,0,1,3,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1,2,0,3,3,3,1,0,1,0,1,3,2,1,2,0,3,3,3,2,2,2,2,1,2,0,2
256,0,0,1,1,1,3,5,3,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,6,5,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2,3,1,3,3,0,1,0,0,2,1,3,1,1,1,1,2,0,2,2,1,2,1,0,2,3,0
257,0,1,0,2,2,0,1,1,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,4,4,5,0,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1,2,0,1,0,3,2,2,3,0,0,1,1,0,1,1,3,0,0,3,1,2,1,0,0,2,3
258,0,0,0,1,2,0,6,1,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,4,4,5,0,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3,1,2,3,0,2,0,0,1,3,0,3,2,0,2,1,0,3,1,0,0,0,3,0,3,0,3
259,0,1,0,0,0,1,2,5,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,3,2,0,1,7,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3,1,2,3,1,0,1,3,2,3,1,2,0,3,3,0,3,1,2,0,0,2,2,3,2,1,1
260,0,0,1,1,1,3,5,7,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2,3,3,3,0,0,3,2,1,2,0,0,3,1,2,0,0,0,2,0,2,3,0,3,0,2,0
261,0,1,0,2,4,5,1,6,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1,1,1,1,3,2,2,2,0,1,3,2,2,3,3,2,3,3,0,2,0,3,0,1,0,2,0
262,0,1,2,0,0,1,3,4,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,1,1,4,6,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3,2,2,2,1,0,1,2,1,1,2,1,1,3,0,3,3,2,0,1,1,3,2,1,3,2,3
263,0,1,2,0,0,1,3,4,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,1,1,4,6,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3,3,2,0,0,2,2,2,1,1,0,1,0,3,0,0,1,3,3,3,0,1,1,0,3,0,3
264,0,1,0,2,2,0,6,1,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,1,4,4,5,0,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0,1,0,1,3,2,0,2,3,1,1,2,3,3,0,0,3,1,1,2,2,2,2,1,0,0,2
265,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1,2,0,1,2,0,2,3,2,1,1,3,1,3,1,1,1,3,3,1,1,2,0,1,2,0,3
266,0,0,2,3,3,2,4,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1,0,3,1,1,0,3,3,3,1,1,3,2,1,1,2,2,1,3,1,3,3,0,0,2,1,0
267,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3,2,3,2,3,1,1,3,2,3,3,2,0,0,2,0,2,3,0,2,2,1,1,1,1,1,3
268,0,1,2,0,0,4,0,4,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,3,1,1,4,6,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3,0,1,0,0,1,2,2,3,0,2,3,1,0,3,2,1,3,2,0,3,1,0,2,3,3,2
269,0,0,1,1,2,0,6,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,3,2,6,5,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3,1,2,1,0,2,3,3,0,3,0,1,2,3,1,0,3,2,2,1,3,1,3,0,1,0,3
270,0,1,0,2,2,0,6,1,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,4,2,5,0,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3,3,2,2,3,3,3,0,3,2,2,3,0,3,0,1,1,2,3,0,0,0,2,0,0,0,2
271,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1,3,3,2,1,3,2,3,3,2,1,2,3,2,2,1,2,2,0,2,2,3,2,0,2,3,2
272,0,0,1,1,1,3,5,3,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,2,6,5,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0,1,2,2,2,1,3,3,0,2,2,2,2,1,0,0,2,2,2,0,0,1,1,1,2,2,2
273,0,0,1,1,1,3,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,2,3,3,6,5,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3,3,0,3,1,0,0,2,1,3,0,2,3,3,1,3,2,3,1,0,0,3,3,1,3,2,3
274,0,1,0,0,0,1,3,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,2,0,1,4,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1,3,0,1,3,2,1,1,3,3,2,3,2,2,1,3,2,0,1,1,0,0,2,2,3,1,0
275,0,0,2,3,3,4,0,4,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,2,6,6,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0,0,1,0,2,3,0,1,2,2,1,1,1,0,3,0,3,1,0,0,2,2,0,1,3,2,2
276,0,1,2,0,0,1,3,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,3,1,1,4,6,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0,1,0,0,2,2,0,2,1,3,0,1,0,3,3,1,3,0,1,3,0,2,3,0,3,0,2
277,0,1,0,2,4,5,1,6,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0,3,2,2,2,2,1,0,3,3,3,0,2,2,1,2,2,0,2,2,2,1,2,2,0,2,0
278,0,1,0,2,2,0,6,1,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,1,4,4,5,0,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1,2,1,0,3,2,3,0,2,1,3,2,2,1,3,0,2,3,0,3,0,0,0,3,1,0,3
279,0,0,1,1,1,3,5,7,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2,1,2,1,1,0,2,3,2,3,1,1,2,2,2,1,3,2,1,3,2,1,0,1,2,2,0
280,0,1,0,2,4,5,2,5,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,3,2,2,1,3,0,0,0,3,0,1,0,0,2,1,0,3,2,1,3,2,0,2,1,2,3
281,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,1,3,1,2,6,6,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0,2,1,0,1,0,3,1,1,2,0,2,3,1,1,3,1,3,3,2,2,0,2,1,1,3,3
282,0,1,0,2,2,0,6,1,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,4,2,5,0,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2,3,3,3,3,3,3,2,3,2,0,1,1,3,0,0,1,1,3,0,0,3,1,3,0,1,0
283,0,1,0,2,2,0,6,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,1,4,2,5,0,0,0,3,2,3,2,1,3,1,2,0,1,2,2,2,0,1,1,0,3,3,3,2,1,1,1,3,0,3,0,0,1,1,0,1,3,3,3,2,1,2
284,0,0,1,1,2,0,6,1,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,3,5,0,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0,2,1,2,1,1,2,3,3,0,1,0,1,3,1,0,3,1,3,1,0,1,3,2,3,1,0
285,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,1,2,4,6,0,0,2,3,1,2,0,2,1,0,0,3,3,0,3,2,1,0,0,1,2,0,3,3,2,3,3,0,3,0,1,0,3,3,1,2,3,3,2,0,1
286,0,0,1,3,3,2,5,3,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,2,3,2,6,5,0,0,2,3,1,1,0,2,0,1,3,1,0,0,2,3,1,0,1,0,0,1,1,2,1,3,2,3,2,2,3,0,0,0,1,0,2,1,0,1,1
287,0,0,2,3,3,4,0,4,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,2,6,6,0,0,0,1,0,3,1,1,2,3,0,2,2,3,3,2,1,1,0,0,2,2,1,1,0,3,0,1,2,0,2,1,3,1,1,2,3,2,2,2,2
288,0,1,2,0,0,1,3,4,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,1,1,4,6,0,0,1,1,0,1,2,0,3,1,2,3,2,1,1,0,2,3,2,2,3,3,1,0,0,1,3,0,0,1,1,2,0,0,1,1,1,0,0,3,2
289,0,0,1,1,1,3,5,3,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,1,2,2,3,2,6,5,0,0,3,1,2,2,0,3,2,1,2,3,3,2,0,1,1,1,0,2,2,3,2,0,0,0,1,3,2,2,3,0,0,2,2,1,0,3,3,2,2
290,0,0,1,1,1,3,5,3,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,2,3,3,6,5,0,0,0,0,1,0,3,0,2,1,1,1,1,3,0,2,2,0,1,3,0,2,3,2,0,2,2,0,0,2,3,3,3,3,0,0,2,1,0,2,0
291,0,0,1,1,2,0,6,1,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,2,5,0,0,0,0,3,3,2,1,3,0,2,2,3,3,3,2,3,0,3,3,0,3,2,3,1,0,3,2,1,3,3,3,3,2,1,1,3,0,2,1,0,3
292,0,0,1,1,1,3,5,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,0,1,1,0,1,2,3,0,1,0,2,2,2,2,0,2,2,2,0,1,0,3,1,3,3,1,1,1,3,1,3,3,3,2,2,0,2,2,2
293,0,0,1,1,1,3,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,2,6,5,0,0,1,2,2,1,2,2,1,1,2,3,3,0,0,0,0,3,1,2,0,2,2,1,0,1,1,2,3,3,0,2,3,2,3,2,3,3,0,0,3
294,0,0,1,1,1,3,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,2,6,5,0,0,2,2,1,1,1,2,3,2,3,3,0,2,3,0,0,1,3,0,2,1,0,0,0,0,0,1,0,1,1,0,2,0,3,0,0,3,3,0,0
295,0,1,2,3,3,4,0,4,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,1,2,4,6,0,0,3,1,2,3,3,0,0,3,3,3,2,3,1,3,2,0,2,0,1,1,1,3,2,0,1,2,0,2,0,0,3,3,2,0,1,1,2,0,2
296,0,1,2,0,0,4,0,4,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,1,1,4,6,0,0,1,2,2,0,0,1,2,2,0,2,0,1,0,2,3,2,3,1,1,1,1,3,1,1,2,3,2,2,0,0,2,2,0,3,2,0,1,1,2
297,0,0,1,1,2,0,6,1,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,4,4,5,0,0,0,0,0,2,0,3,1,3,3,2,0,1,1,0,3,2,3,3,2,1,2,1,3,1,2,0,3,0,2,0,0,1,1,2,0,1,0,1,3,3
298,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,0,1,1,2,3,1,0,3,3,1,3,0,1,2,1,3,2,2,3,1,2,3,0,2,3,0,1,2,0,1,2,0,2,0,3,0,1,3,2
299,0,0,1,1,2,0,6,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,2,5,0,0,0,3,3,2,2,0,2,0,2,3,2,0,3,2,2,0,1,0,2,3,0,2,2,0,0,0,0,3,2,3,3,2,1,0,1,0,1,2,1,0
300,0,1,0,2,4,5,1,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,0,1,3,2,3,0,0,0,3,0,0,2,3,3,1,3,0,1,0,2,1,1,1,1,2,0,0,2,0,0,0,3,1,3,2,1,2,1,1
301,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,3,1,2,4,6,0,0,1,2,2,1,3,3,0,3,1,0,1,0,3,0,3,1,3,0,3,2,2,3,3,1,0,0,1,1,0,1,2,1,2,3,0,3,2,1,2
302,0,1,2,0,0,1,3,2,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,6,0,0,2,3,2,3,3,3,1,3,1,0,3,0,3,2,2,3,0,0,3,0,1,2,2,0,2,2,1,0,3,2,1,2,0,0,3,3,1,3,0
303,0,1,0,0,0,1,2,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,2,0,1,4,0,0,0,0,0,3,3,2,2,3,0,2,3,3,1,2,0,3,3,3,0,3,3,2,3,0,2,0,0,2,3,2,3,3,0,0,2,3,3,2,3
304,0,0,1,1,2,4,0,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,3,2,6,5,0,0,0,1,3,3,3,0,0,3,0,1,3,2,2,2,3,1,1,1,1,0,3,2,0,2,0,3,1,0,2,2,3,1,2,1,0,1,0,1,1
305,0,1,2,0,0,1,3,2,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,3,2,2,0,3,2,2,0,1,1,1,2,1,3,0,0,3,2,2,3,1,1,0,3,1,3,0,3,1,1,2,0,3,1,2,0,2,3,0
306,0,0,2,3,3,4,0,4,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,2,6,6,0,0,2,1,3,0,2,3,0,2,3,0,2,1,2,1,2,3,2,3,2,0,3,0,1,0,1,2,0,1,2,3,0,0,3,2,2,2,3,0,0
307,0,0,1,3,3,2,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,0,0,0,0,5,0,2,0,0,3,3,1,0,2,0,3,2,0,2,0,2,1,1,0,0,1,2,1,3,3,1,1,1,3,0,1,3,0,3,1,0,3,2,0,2,2,1,0
308,0,0,1,1,1,3,5,7,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,2,1,1,1,1,2,3,0,0,2,0,3,0,1,0,2,3,2,2,3,0,0,0,1,2,0,2,3,2,0,1,3,2,3,0,1,2,0,3
309,0,0,0,1,2,0,6,1,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,4,4,5,0,0,0,3,0,1,3,2,3,1,0,3,1,1,2,2,3,3,0,0,0,3,2,1,0,1,3,2,2,3,1,0,3,3,1,3,3,3,0,3,3,0
310,0,1,0,2,2,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,1,4,4,5,0,0,0,3,0,3,3,2,3,1,3,3,0,1,1,2,1,0,1,3,2,3,3,3,0,3,2,2,3,2,3,0,2,2,3,0,2,3,1,0,1,0
311,0,0,1,1,1,3,5,7,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1,0,1,3,0,3,1,0,3,2,2,2,3,0,2,0,2,0,0,2,1,2,1,3,3,0,0
312,0,1,0,2,4,0,1,1,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,4,4,5,0,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0,0,0,3,0,1,2,2,1,1,3,2,1,1,1,3,1,0,3,0,0,3,3,1,3,1,0
313,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,1,2,4,6,0,0,3,2,1,2,0,0,3,3,0,0,3,3,2,3,0,0,2,2,3,1,1,0,2,0,2,2,1,1,3,3,1,2,3,2,3,0,0,1,2
314,0,0,1,1,1,3,6,7,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,2,2,3,3,3,1,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2,0,2,1,2,0,3,2,0,3,3,2,1,3,1,3,1,0,1,2,0,0,2,1,0,0,2
315,0,0,1,1,2,0,6,1,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,3,5,0,0,0,3,0,1,1,0,2,0,3,2,2,3,3,0,3,3,1,2,1,1,3,2,1,1,1,3,1,2,1,2,1,0,1,1,0,1,2,1,2,0
316,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,3,1,3,0,3,3,0,0,0,0,0,1,3,0,0,0,3,0,2,3,3,2,3,3,3,1,1,3,2,3,2,2,1,2,3,2,3,2,2
317,0,1,2,0,0,1,3,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,2,0,1,4,0,0,1,2,0,1,1,0,0,1,1,1,1,3,2,3,2,3,3,0,3,0,3,0,1,3,1,3,1,3,0,2,0,0,0,1,2,0,2,3,2
318,0,0,1,1,1,3,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,3,3,2,1,1,3,1,0,2,0,0,3,2,3,2,0,1,0,0,1,1,2,2,1,2,0,1,3,0,0,1,3,0,0,2,1,1,1,3
319,0,1,2,0,0,1,3,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,2,1,3,1,2,1,0,2,0,0,1,3,0,3,2,2,0,3,0,3,2,1,0,2,2,1,2,0,2,0,0,2,2,0,3,1,3,2,3
320,0,1,0,2,4,5,1,6,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,0,1,2,0,3,2,3,2,1,3,3,1,0,3,3,2,0,0,0,2,1,1,0,1,3,2,2,3,0,3,1,2,1,1,2,1,1,1,2
321,0,1,0,2,4,4,2,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,1,1,2,0,1,7,0,0,3,1,1,3,3,3,1,2,2,3,2,2,0,2,3,3,1,0,3,0,2,1,0,0,3,0,2,2,3,3,0,2,3,0,1,3,1,1,2
322,0,1,0,2,2,0,6,1,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,4,2,5,0,0,0,2,1,0,1,1,2,1,0,1,2,3,1,3,2,0,0,3,0,1,3,0,1,0,2,2,3,1,1,3,2,3,2,3,1,1,0,3,1,1
323,0,1,2,0,0,1,3,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,0,1,0,3,2,1,1,2,2,1,1,1,1,1,3,3,0,3,2,0,2,1,0,3,1,3,2,2,3,1,3,1,1,0,2,1,0,2,2
324,0,1,0,2,4,5,1,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,0,0,2,2,3,1,2,1,0,3,2,0,3,1,3,0,2,2,0,3,1,1,2,2,2,0,0,0,2,3,2,3,3,3,2,1,2,2,2
325,0,0,2,3,3,2,4,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,0,1,0,1,3,3,2,1,3,1,1,0,3,0,1,1,0,2,2,0,2,1,1,3,0,0,0,1,2,2,1,0,0,3,3,2,0,0,1
326,0,1,2,0,0,1,3,2,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,6,0,0,3,3,1,2,3,1,0,1,0,3,0,0,3,2,1,1,0,1,3,0,2,1,3,0,3,0,2,3,1,2,0,3,1,2,2,3,3,3,2
327,0,0,2,3,3,2,4,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,3,0,3,2,2,2,0,3,3,1,3,2,3,3,0,3,0,1,2,0,1,1,2,1,1,0,1,1,2,3,2,0,3,0,0,3,0,2,2
328,0,1,0,2,4,5,1,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,0,3,0,2,1,2,3,1,0,3,3,1,0,0,0,2,3,1,3,3,0,3,3,1,1,1,2,1,2,0,0,0,1,3,2,1,2,0,2
329,0,0,2,3,3,4,0,0,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,0,0,0,2,6,6,0,0,3,0,1,1,1,0,3,0,3,2,3,2,1,3,3,1,1,1,2,2,3,0,1,0,0,0,3,2,2,1,3,1,2,2,1,0,0,2,1
330,0,1,2,3,3,4,0,4,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,0,0,1,1,4,6,0,0,1,2,2,3,3,1,0,0,3,2,3,3,3,3,0,1,0,1,1,3,1,1,0,0,0,0,3,2,1,2,3,3,3,1,3,1,3,3,1
331,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,2,0,0,3,1,1,3,2,3,3,0,0,0,0,2,2,1,3,1,1,2,3,1,3,0,2,1,1,3,0,2,3,1,0,2,2,1,1,3
332,0,0,1,3,3,4,0,3,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,0,0,2,6,5,0,0,2,2,2,1,2,1,2,2,2,1,2,3,2,3,3,1,3,3,3,2,3,2,1,0,3,1,0,3,3,3,2,3,0,3,1,1,3,2,3
