,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16
105,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,1,6,0,1,1,2,4,3,5,5,0,-1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1
106,0,0,0,1,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,5,2,0,0,1,3,1,1,2,4,0,-1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1
107,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,2,2,7,0,-1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
108,0,1,1,0,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,2,3,7,0,1,2,1,3,4,0,1,4,-1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1
109,0,0,0,1,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,0,0,3,1,1,2,7,0,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
110,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,5,3,0,0,0,3,1,1,2,4,0,-1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
111,0,0,2,3,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,6,4,0,0,1,3,1,1,1,6,0,-1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0
112,0,1,2,3,3,0,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,4,3,1,6,11,-1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1
113,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,1,4,0,0,1,3,1,1,1,6,0,-1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
114,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,2,2,0,0,0,0,3,1,1,2,4,0,-1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1
115,0,0,0,1,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,0,3,1,1,2,7,0,-1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
116,0,0,0,1,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,3,2,7,0,0,1,3,1,1,1,6,11,-1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
117,0,1,2,3,0,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,0,4,0,1,1,2,4,3,5,5,0,-1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
118,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,3,5,3,0,1,1,2,4,3,5,5,0,-1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
119,0,0,0,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,2,3,2,0,1,2,1,3,0,6,3,0,-1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1
120,0,0,0,1,4,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,7,0,0,0,3,1,1,2,7,0,-1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
121,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,2,7,0,1,2,1,3,0,6,3,0,-1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
122,0,1,1,0,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,5,0,1,2,1,3,4,0,1,3,-1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1
123,0,0,0,1,4,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,3,1,0,6,7,0,-1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
124,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,0,2,1,7,0,-1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0
125,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,0,0,2,3,2,0,-1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
126,0,0,0,1,4,1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,0,1,0,0,0,0,2,0,6,7,0,-1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
127,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,1,2,1,3,0,6,3,0,-1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
128,0,1,2,3,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,0,1,3,1,0,6,7,0,-1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0
129,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,1,2,1,3,4,0,3,0,-1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
130,0,0,0,1,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,0,0,0,0,3,1,1,2,7,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
131,0,1,0,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,7,0,1,2,1,3,0,6,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1
132,0,1,0,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,1,2,1,3,0,6,3,0,-1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
133,0,0,0,1,4,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,0,0,0,6,7,0,-1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
134,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,4,2,0,0,1,2,1,3,0,6,3,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0
135,0,0,0,1,4,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,6,4,0,0,0,0,2,5,4,0,0,-1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0
136,0,0,0,1,4,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,0,0,3,1,1,2,4,0,-1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1
137,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,0,2,2,7,0,-1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
138,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,1,2,1,3,0,6,3,11,-1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0
139,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,0,3,1,1,2,4,0,-1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1
140,0,0,0,1,4,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,2,5,0,0,0,0,1,1,2,4,0,-1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
141,0,1,0,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,1,2,1,3,0,6,3,0,-1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
142,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,3,1,1,2,4,0,-1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
143,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,0,0,0,1,2,7,0,-1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
144,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,0,0,0,0,2,3,2,0,-1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
145,0,0,2,3,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,0,1,3,1,1,1,6,0,-1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
146,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,1,1,2,4,3,5,5,10,-1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
147,0,0,0,1,2,5,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,0,1,3,1,1,1,6,0,-1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
148,0,0,0,1,4,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,3,1,0,6,7,0,-1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
149,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,0,0,2,3,2,0,-1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
150,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,0,0,3,1,1,2,4,0,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
151,0,0,2,3,3,0,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,0,1,3,1,3,1,6,0,-1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1
152,0,1,2,3,3,0,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,1,1,3,1,1,1,6,12,-1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
153,0,0,0,1,4,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,3,1,1,2,4,0,-1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
154,0,0,0,1,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,5,2,0,0,0,3,1,1,2,7,0,-1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
155,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,1,1,2,7,0,-1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
156,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,1,2,1,3,0,6,3,0,-1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
157,0,0,0,1,4,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,0,0,0,2,0,6,0,0,-1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
158,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,2,2,7,0,-1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1
159,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,1,0,0,0,0,0,2,3,2,0,-1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1
160,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,0,0,3,1,1,2,4,0,-1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0
161,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,1,2,1,3,0,6,3,0,-1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1
162,0,1,1,2,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,1,2,1,3,4,0,1,4,-1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
163,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,6,0,0,0,3,1,1,2,4,0,-1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1
164,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,3,3,0,1,2,1,3,4,0,3,0,-1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
165,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,0,0,2,3,2,0,-1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
166,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,2,2,0,0,0,0,0,2,2,7,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
167,0,1,0,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,1,2,1,3,0,6,3,0,-1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
168,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,1,2,1,3,4,0,1,0,-1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
169,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,2,6,7,0,-1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
170,0,0,0,1,4,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,0,3,1,1,2,7,0,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
171,0,0,0,1,4,1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,0,0,2,0,6,0,0,-1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
172,0,1,2,3,0,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,1,1,2,4,3,5,5,0,-1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0
173,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,0,0,3,1,1,2,4,0,-1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1
174,0,0,0,1,4,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,0,0,0,1,1,2,4,0,-1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
175,0,0,0,1,2,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,0,0,3,1,1,2,4,0,-1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
176,0,0,2,3,3,0,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,0,1,3,1,1,1,6,11,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1
177,0,1,2,3,0,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,1,1,2,4,3,5,5,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
178,0,0,0,1,4,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,5,2,2,0,0,0,0,0,2,3,2,0,-1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
179,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,0,0,2,3,2,0,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1
180,0,1,1,0,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,3,0,1,2,1,3,4,0,1,4,-1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
181,0,1,1,0,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,2,1,3,4,0,1,4,-1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1
182,0,0,0,2,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,0,3,0,1,2,1,2,0,6,3,0,-1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
183,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,0,0,3,1,1,1,6,0,-1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0
184,0,0,0,1,4,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,3,3,0,0,0,3,1,0,6,7,0,-1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0
185,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,0,0,0,0,3,1,1,2,4,0,-1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
186,0,0,0,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,1,2,1,3,0,6,3,0,-1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
187,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,0,2,2,7,0,-1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0
188,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,3,1,1,2,4,0,-1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0
189,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,0,0,2,3,2,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
190,0,1,2,3,3,4,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,1,1,2,4,3,5,5,9,-1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
191,0,0,0,1,4,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,0,3,2,1,4,0,0,-1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0
192,0,0,0,1,4,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,0,0,0,2,5,4,0,0,-1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
193,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,1,1,2,4,3,5,5,0,-1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
194,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,1,1,2,4,3,5,5,0,-1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
195,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,2,2,7,0,-1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
196,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,1,1,2,4,3,5,5,0,-1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1
197,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,1,2,1,3,0,6,3,0,-1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
198,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,3,6,0,1,2,1,3,0,6,3,0,-1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0
199,0,1,2,3,0,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,0,0,1,1,2,4,3,5,5,0,-1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1
200,0,0,0,1,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,3,1,1,2,7,0,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
201,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,5,2,0,1,2,1,3,0,6,3,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
202,0,1,1,0,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,1,2,1,3,4,0,1,4,-1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0
203,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,5,6,0,1,1,2,4,3,5,5,0,-1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
204,0,0,0,1,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,3,1,1,2,7,0,-1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
205,0,0,0,1,4,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,0,3,1,0,6,7,0,-1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
206,0,0,0,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,0,0,3,1,1,2,4,0,-1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0
207,0,0,0,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,5,0,0,0,1,2,1,3,0,6,3,0,-1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
208,0,0,2,3,2,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,0,0,1,1,2,4,3,5,5,0,-1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1
209,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,5,0,0,0,0,0,0,2,3,7,0,-1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
210,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,4,6,3,0,1,2,1,3,0,6,3,7,-1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
211,0,0,0,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,2,2,7,0,-1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
212,0,1,1,0,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,2,1,3,4,0,1,1,-1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0
213,0,1,2,3,3,0,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,0,4,2,0,0,1,3,1,1,1,6,8,-1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0
214,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,1,2,0,1,1,2,4,3,5,5,0,-1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
215,0,1,2,3,3,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,1,1,2,4,3,5,5,0,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1
216,0,0,2,3,2,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,0,1,3,1,1,1,6,0,-1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
217,0,0,0,1,2,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,5,3,0,0,0,3,1,1,2,4,0,-1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0
218,0,1,1,2,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,3,4,0,1,2,1,3,4,0,3,0,-1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1
