,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2
170,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
171,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
172,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,5,1,2
173,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
174,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
175,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
176,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
177,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,1,3,4,4,3,1,2
178,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,4,4,5,1,2
179,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
180,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,2,1,1,3,0,4,1,2
181,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,0,0,2,3,2,0,1
182,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
183,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,1,5,1,2,0
184,0,1,0,2,3,0,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,2,2,6,0,1
185,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,4,4,3,1,2
186,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
187,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
188,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
189,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
190,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,3,2,0,1
191,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,2,2,6,0,1
192,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
193,0,1,0,2,3,0,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,3,2,0,1
194,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
195,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
196,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
197,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,2,2,6,0,1
198,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
199,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,1,3,4,4,3,1,2
200,0,1,0,2,3,0,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,2,6,0,1
201,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,4,1,2
202,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
203,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
204,0,1,0,2,3,0,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
205,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
206,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
207,0,1,2,0,2,2,4,5,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
208,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
209,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
210,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,5,1,2
211,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,1,5,1,2,0
212,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
213,0,1,2,3,4,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,0,2,1,1,3,0,4,1,2
214,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
215,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,4,4,3,1,2
216,0,1,2,3,4,4,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,1,3,4,4,3,1,2
217,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
218,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
219,0,1,2,3,4,4,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,2,1,3,4,4,3,1,2
220,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
221,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
222,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
223,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,3,4,4,3,1,2
224,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
225,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
226,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
227,0,1,0,2,3,0,6,2,-1,-1,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
228,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
229,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
230,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
231,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,3,4,4,3,1,2
232,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
233,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,1,3,4,4,3,1,2
234,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,4,1,2
235,0,1,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,5,1,2
236,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
237,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,3,4,4,3,1,2
238,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
239,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,5,1,2
240,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
241,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
242,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
243,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
244,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,1,1,0,4,0,6,7,0,1
245,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
246,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
247,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,4,1,2
248,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,1,3,4,4,3,1,2
249,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
250,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
251,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,2,2,6,0,1
252,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,1,5,1,2,0
253,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
254,0,1,2,3,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,4,1,2
255,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,4,1,2
256,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,3,4,4,3,1,2
257,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
258,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
259,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,4,1,2
260,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
261,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
262,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
263,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
264,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
265,0,1,2,3,4,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,4,1,2
266,0,1,2,3,4,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,2,1,1,3,0,4,1,2
267,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
268,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
269,0,1,0,2,3,0,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,2,6,0,1
270,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
271,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
272,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
273,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,0,2,1,1,3,0,5,1,2
274,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,5,1,2
275,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,2,2,6,0,1
276,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
277,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,3,4,4,3,1,2
278,0,1,2,3,4,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,4,1,2
279,0,1,0,2,3,0,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,2,6,0,1
280,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
281,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
282,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
283,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,1,3,4,4,3,1,2
284,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
285,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
286,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
287,0,1,0,2,3,0,6,6,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,3,2,0,1
288,0,1,2,0,2,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,5,1,2
289,0,1,2,3,4,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,3,0,3,1,2
290,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
291,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,2,6,0,1
292,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
293,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
294,0,1,2,0,2,2,4,5,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,5,1,2
295,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
296,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
297,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,0,0,2,3,2,0,1
298,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,1,0,0,2,3,2,0,1
299,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
300,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
301,0,1,2,3,4,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,1,1,3,0,4,1,2
302,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
303,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
304,0,1,0,2,3,0,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
305,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
306,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
307,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
308,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,2,6,0,1
309,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
310,0,1,2,0,2,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
311,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
312,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
313,0,1,0,2,3,0,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,2,6,0,1
314,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
315,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
316,0,1,0,2,3,0,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
317,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,1,5,1,2,0
318,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
319,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,3,4,4,3,1,2
320,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,0,2,1,1,3,0,5,1,2
321,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
322,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
323,0,1,0,2,3,0,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,2,3,2,0,1
324,0,1,2,0,2,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,1,3,0,5,1,2
325,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
326,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
327,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
328,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
329,0,1,2,3,4,4,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,4,4,3,1,2
330,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
331,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
332,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
333,0,1,2,0,2,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
334,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
335,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
336,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
337,0,1,2,0,2,4,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,1,4,4,5,1,2
338,0,1,0,2,3,0,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,2,3,2,0,1
339,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
340,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,3,4,4,3,1,2
341,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
342,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,1,5,1,2,0
343,0,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,1,3,4,4,3,1,2
344,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,3,2,0,1
345,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
346,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,2,2,6,0,1
347,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
348,0,1,2,0,2,2,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,1,3,0,5,1,2
349,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,5,1,0,2,0
350,0,1,0,2,0,3,2,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,6,7,0,1
351,0,1,0,2,0,3,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,0,2,6,0,1
