,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26
199,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,2,1,1,0,0,1,1,1,2,0,2,2,0,0,0,0,0,1,2,1,2,2,0,2,2,0
200,0,0,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,-1,0,2,0,1,2,2,0,0,2,0,2,2,0,2,0,0,2,0,1,2,2,2,1,1,0,2
201,0,0,1,0,2,3,1,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,4,3,2,3,0,-1,1,0,0,0,2,1,1,0,2,1,0,1,0,0,0,2,0,0,1,1,0,2,2,2,0,0
202,0,0,1,0,2,4,4,3,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,4,3,2,3,0,-1,2,1,0,2,2,0,1,0,1,0,1,2,2,1,0,0,0,0,2,0,1,1,0,0,0,2
203,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,2,0,27,2,1,2,1,1,2,0,0,0,2,0,0,1,0,2,2,1,2,0,1,1,0,1,1,0,2
204,0,0,2,3,0,5,6,2,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,1,0,0,1,5,0,0,-1,1,0,1,2,1,2,0,1,1,0,1,1,1,2,1,1,2,0,1,0,1,2,1,0,2,0
205,0,0,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,-1,0,0,0,0,2,2,2,0,2,1,0,0,2,1,2,2,2,1,0,1,2,0,2,2,0,2
206,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,2,1,0,1,1,2,0,1,2,0,0,2,1,1,0,0,2,2,0,1,1,0,1,0,1,2
207,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,8,0,2,0,0,0,1,1,2,1,0,0,1,2,0,2,2,0,1,2,2,1,1,1,1,1,0
208,0,0,1,0,4,2,2,0,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,1,1,5,3,1,0,-1,2,2,2,1,0,0,1,2,2,0,0,0,0,1,2,1,1,1,2,2,1,1,2,2,2,2
209,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,0,5,0,-1,0,1,1,2,2,2,0,1,2,2,0,0,1,2,1,0,1,0,0,1,2,0,0,1,2,1
210,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,-1,1,1,1,1,1,0,0,2,0,1,2,0,1,0,2,0,2,2,1,2,1,0,1,1,2,2
211,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,1,1,5,3,1,0,-1,1,1,0,1,0,0,0,2,1,2,0,1,0,2,1,0,2,0,2,0,1,1,2,1,1,0
212,0,0,1,0,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,5,3,1,0,13,1,1,2,2,2,0,0,1,0,2,2,1,0,0,1,0,1,1,1,1,2,0,1,2,1,2
213,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,0,0,1,1,2,1,1,0,0,2,2,1,0,1,0,2,1,1,2,1,1,0,0,1,2,2,2
214,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,5,0,1,1,1,0,1,1,2,0,2,2,2,2,1,0,1,1,2,2,1,1,2,2,1,0,1
215,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,21,0,2,2,0,2,2,1,2,0,1,2,2,0,1,0,2,0,2,2,0,0,2,1,0,1,1
216,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,-1,0,2,0,0,2,0,2,0,1,1,0,2,0,1,1,2,1,0,0,0,0,0,1,1,2,1
217,0,1,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,28,2,0,0,2,0,2,2,0,2,0,2,0,0,1,2,0,1,1,0,2,2,2,2,0,1,0
218,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,1,0,0,2,2,0,2,2,0,1,2,2,1,0,0,1,1,2,1,2,2,1,1,1,1,1
219,0,0,1,0,4,2,2,0,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,2,1,1,5,3,1,0,-1,0,1,0,0,0,0,0,2,0,1,1,2,2,2,2,1,1,2,1,1,2,0,2,2,2,2
220,0,0,1,0,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,1,1,0,0,5,0,17,2,1,2,1,2,0,1,0,0,1,1,1,0,0,1,1,2,1,1,1,2,2,0,2,2,0
221,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,0,5,0,14,2,2,2,1,2,1,1,0,0,1,0,1,1,2,0,2,0,0,2,0,1,2,1,1,0,1
222,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,-1,1,0,0,1,0,1,2,2,0,2,1,0,0,0,2,2,2,1,2,2,1,2,0,1,0,0
223,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,7,1,0,1,2,1,2,2,2,2,0,2,0,2,0,2,1,0,0,0,0,2,1,1,0,1,0
224,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,-1,0,1,1,0,1,1,2,0,2,0,2,0,1,1,1,0,0,2,0,2,1,0,1,1,1,0
225,0,0,1,0,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,1,0,0,5,0,-1,1,0,0,0,1,1,0,2,0,0,2,1,0,1,2,2,2,2,0,1,0,2,1,2,1,2
226,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,4,3,2,3,0,20,0,1,2,2,1,0,2,2,1,0,2,0,0,2,0,0,2,0,1,0,0,1,2,1,2,1
227,0,0,2,2,1,0,6,2,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,0,0,2,2,1,2,1,0,0,1,2,1,1,0,0,2,0,1,2,2,1,2,1,0,1,1
228,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,-1,0,2,1,1,1,2,1,1,1,0,0,2,2,2,0,0,2,0,0,2,0,2,1,1,1,0
229,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,5,3,1,0,13,1,2,2,0,1,0,1,1,2,1,2,1,1,1,1,2,0,1,1,0,1,2,1,2,0,0
230,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,7,0,2,0,2,0,0,2,1,0,0,2,2,2,0,2,0,1,0,0,0,2,1,1,2,1,1
231,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,4,3,2,3,0,-1,2,1,1,2,0,0,2,0,0,1,2,1,1,0,0,0,1,2,1,0,1,2,2,0,2,0
232,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,4,3,2,3,0,21,2,2,1,0,1,0,1,1,0,1,2,0,2,2,1,1,0,1,0,1,0,1,2,1,0,0
233,0,0,2,2,1,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,24,1,2,1,1,0,1,1,1,2,2,1,2,1,2,0,2,0,2,2,1,1,2,0,2,1,2
234,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,-1,2,1,2,1,1,2,2,2,2,1,0,0,0,1,1,0,2,1,2,2,0,0,2,1,1,1
235,0,1,0,1,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,4,6,7,1,0,2,2,0,2,2,1,2,0,2,1,0,0,2,1,0,1,2,2,2,0,0,0,0,0,1,2
236,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,8,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,0,2,0,2,2,1,2,2,0,2,2
237,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,26,2,1,0,1,1,1,1,0,1,2,1,0,1,0,0,2,2,2,2,1,1,2,2,2,2,2
238,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,4,3,2,2,0,-1,2,1,2,2,0,1,1,1,2,1,2,1,2,2,1,2,1,2,0,1,0,1,2,0,1,1
239,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,-1,1,1,0,0,0,0,2,2,0,1,0,2,2,1,0,0,0,0,2,1,2,1,2,0,1,2
240,0,0,2,2,1,2,6,2,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,2,2,1,2,2,2,2,0,0,0,2,1,1,0,2,0,2,1,1,2,2,0,2,1,2,1
241,0,1,0,3,0,5,0,5,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,0,0,1,5,0,1,10,2,1,1,2,2,0,1,2,2,1,0,2,1,0,1,0,0,0,0,1,0,1,1,0,2,2
242,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,11,1,1,1,0,1,0,2,1,0,1,1,0,2,1,2,0,0,2,2,1,0,2,2,1,0,0
243,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,27,2,0,0,1,0,0,1,1,2,1,1,2,2,2,0,2,1,0,1,2,0,2,0,0,2,1
244,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,3,0,2,2,1,1,0,1,1,1,2,1,1,2,2,0,0,1,2,2,1,1,1,1,2,0,1
245,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,26,0,2,2,0,2,1,1,0,0,2,2,0,1,1,2,1,2,1,2,2,1,0,2,0,0,0
246,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,8,2,2,0,0,0,1,1,1,0,1,2,0,1,1,0,0,1,0,2,1,2,1,1,0,1,1
247,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,1,1,4,1,4,1,0,0,1,1,2,1,0,1,1,2,2,2,2,1,0,1,1,0,1,2,1,2,1,1,1
248,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,3,0,1,0,1,1,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,2,2,1,1,1,2
249,0,0,1,0,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,1,1,0,0,5,0,17,2,0,2,2,0,1,1,1,0,1,0,1,1,0,2,0,0,2,0,1,0,1,1,1,2,1
250,0,0,1,0,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,1,0,0,5,0,16,2,1,0,0,2,1,1,2,1,0,0,0,1,0,1,0,2,2,0,0,0,0,2,2,0,2
251,0,0,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,28,2,0,1,2,0,1,1,0,2,1,1,1,0,2,2,1,0,1,2,1,0,2,2,1,1,2
252,0,0,1,0,2,4,4,3,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,-1,1,1,1,2,2,1,0,2,0,0,2,2,1,1,1,0,0,0,2,1,1,2,2,0,0,1
253,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,1,1,4,1,4,2,0,0,1,2,1,2,0,2,1,0,2,0,0,0,1,2,0,2,1,2,1,0,1,0,1
254,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,4,3,2,3,0,20,1,2,2,1,2,0,2,2,1,2,1,1,1,0,2,1,2,1,1,2,0,1,2,2,1,1
255,0,0,1,0,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,4,3,2,3,0,-1,1,1,0,0,2,2,2,1,1,0,0,0,0,2,2,0,1,2,2,2,0,1,0,0,2,0
256,0,0,2,2,4,2,6,2,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,1,2,0,1,1,2,2,1,0,2,1,1,0,1,1,2,0,0,0,1,1,1,2,2,0,1
257,0,1,0,3,0,5,0,5,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,0,0,1,5,0,1,10,0,1,1,1,1,1,1,0,0,1,2,2,1,1,0,0,2,1,0,1,2,1,0,1,0,2
258,0,0,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,28,0,0,1,1,1,1,1,2,1,2,1,2,2,0,0,0,0,1,1,1,1,1,0,2,1,0
259,0,0,2,2,1,0,3,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,2,0,-1,1,1,2,0,1,0,2,0,1,0,2,2,1,1,1,2,2,2,0,0,2,2,0,1,2,0
260,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,5,3,1,0,15,0,0,2,2,2,1,1,1,2,2,0,1,1,2,0,2,0,0,0,0,0,0,2,1,0,1
261,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,6,2,1,1,0,0,1,0,0,2,1,1,2,2,0,2,0,1,2,0,0,2,1,2,0,2,1
262,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,25,0,2,2,0,2,2,0,1,1,1,2,1,2,1,1,0,2,1,0,2,0,0,1,2,0,1
263,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,2,1,2,1,0,0,1,0,1,0,2,0,1,2,1,1,2,1,1,0,1,1,0,1,2,2,1
264,0,0,1,0,2,4,4,3,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,-1,2,0,1,0,0,2,0,1,0,0,1,0,1,1,0,1,2,1,0,1,1,0,1,1,1,1
265,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,-1,0,2,0,2,2,2,2,0,2,1,2,2,2,2,0,2,1,2,1,2,0,0,1,2,2,2
266,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,2,1,1,1,2,2,0,1,1,0,1,2,2,2,2,0,0,0,1,2,2,1,1,0,0,0,1
267,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,4,1,4,1,5,1,0,1,1,1,2,1,0,2,0,1,1,2,0,0,1,2,0,2,0,1,2,1,1,0,2
268,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,26,0,0,0,1,1,0,2,0,1,2,1,2,0,0,0,2,1,2,2,1,1,1,1,0,2,1
269,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,-1,1,1,1,1,2,2,0,0,1,0,2,0,1,1,0,1,0,1,1,1,2,1,0,0,0,2
270,0,0,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,28,1,0,2,2,1,1,0,2,2,0,0,0,1,1,2,1,0,2,1,0,1,0,2,0,0,2
271,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,-1,2,1,2,0,2,0,0,1,0,0,2,2,0,1,1,0,0,2,1,2,0,1,1,2,0,1
272,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,0,5,0,-1,2,1,2,0,2,1,0,1,0,2,1,0,2,0,1,0,2,1,1,1,0,0,0,2,2,1
273,0,0,1,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,0,0,5,0,-1,2,1,0,2,1,1,0,2,2,2,1,1,1,0,1,1,1,1,2,2,2,2,1,1,2,0
274,0,0,2,2,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,1,0,1,0,1,2,1,0,2,1,0,0,2,0,0,1,1,0,1,0,0,2,1,1,0,0
275,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,-1,0,1,1,1,2,1,2,0,2,1,0,0,2,2,0,0,0,2,2,2,1,2,1,1,1,1
276,0,0,1,0,2,4,4,3,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,1,0,0,5,0,-1,0,1,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,1,2,0,1,0,1
277,0,0,1,0,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,1,1,5,3,1,0,-1,2,1,1,1,0,1,0,1,0,2,0,2,2,2,2,1,1,0,1,1,0,2,2,1,2,1
278,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,26,0,1,2,2,0,0,2,0,0,0,2,2,1,0,1,1,1,1,1,0,2,2,0,1,0,0
279,0,0,2,2,4,2,6,2,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,1,1,2,2,0,0,1,1,2,2,1,0,0,0,2,0,2,1,1,0,1,0,0,1,0,1
280,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,-1,1,2,1,0,1,2,1,0,0,0,1,2,1,0,1,1,2,2,0,0,0,2,2,1,1,0
281,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,-1,1,2,0,0,2,2,0,2,0,1,2,0,1,1,1,1,1,1,2,0,2,0,1,2,1,2
282,0,0,1,0,2,4,4,3,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,1,4,0,0,5,0,-1,2,2,2,1,2,2,1,2,1,2,0,0,1,2,1,0,2,1,2,1,0,0,0,2,0,2
283,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,8,1,0,1,0,1,2,0,1,1,0,1,2,2,2,0,1,1,2,0,2,2,1,0,1,2,2
284,0,0,1,0,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,1,1,5,3,1,0,-1,0,2,1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,2,0,1,2,1,1
285,0,1,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,3,0,1,1,4,1,-1,0,2,2,1,2,0,0,2,0,1,1,0,2,2,0,0,2,1,1,1,2,2,2,0,1,0
286,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,12,0,2,2,1,0,2,1,2,1,2,1,2,2,2,2,1,0,1,2,0,2,2,0,1,2,0
287,0,1,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,-1,0,2,2,2,2,0,1,2,1,2,0,0,2,1,2,2,1,2,1,1,2,1,2,1,1,0
288,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,4,3,2,2,0,22,2,1,1,0,2,0,2,0,1,0,0,0,0,2,2,2,0,2,1,0,2,0,1,0,2,0
289,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,12,1,1,0,0,0,0,0,2,1,0,1,1,2,1,1,0,0,1,2,0,2,0,2,0,0,0
290,0,0,1,0,4,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,1,1,5,3,1,0,-1,2,2,2,2,0,2,1,0,2,0,2,2,2,1,2,2,1,2,1,2,1,1,1,0,2,1
291,0,0,2,2,1,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,2,2,4,2,0,-1,2,0,2,0,1,1,0,2,2,0,2,1,0,2,2,0,0,1,2,0,0,0,1,0,0,2
292,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,-1,1,1,0,2,1,1,0,1,1,1,2,0,2,0,1,1,1,0,1,2,0,2,1,0,2,0
293,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,3,0,1,1,4,1,4,0,0,1,0,1,2,0,2,0,2,0,2,2,2,0,1,2,0,0,2,0,2,0,1,1,1
294,0,0,2,2,1,0,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,2,2,4,6,0,-1,1,0,1,1,0,0,1,2,0,0,2,1,2,1,0,0,2,2,0,0,2,1,0,1,1,1
295,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,4,3,2,2,0,-1,1,0,0,0,2,2,1,2,1,2,1,2,1,0,0,0,0,1,2,1,2,1,0,2,2,1
296,0,0,2,2,4,2,6,2,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,0,1,5,3,1,0,-1,1,0,0,2,0,1,0,2,0,1,1,2,2,1,0,2,1,0,1,0,1,2,2,0,0,1
297,0,1,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,0,0,1,5,0,1,-1,1,1,2,0,2,2,2,2,2,2,2,0,0,0,0,2,0,0,1,0,2,2,2,1,2,2
298,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,4,3,2,2,0,-1,0,0,1,0,2,0,2,0,0,1,0,1,0,2,0,0,0,2,2,1,1,2,2,1,2,2
299,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,4,3,2,2,0,22,1,2,0,1,2,2,0,1,2,0,0,2,0,2,1,2,2,2,0,1,1,2,1,2,2,0
300,0,0,1,0,2,4,4,3,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,4,3,2,3,0,-1,2,1,1,0,1,1,0,1,1,0,2,2,2,0,1,2,0,2,1,2,1,0,0,1,0,2
301,0,0,1,0,2,4,4,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,1,1,0,0,5,0,16,2,1,0,1,1,1,0,0,1,0,0,1,1,2,1,0,2,1,0,2,1,2,1,2,2,1
302,0,0,2,2,4,3,1,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,4,2,0,23,0,2,0,1,1,1,0,0,0,2,2,1,0,0,1,2,2,0,0,2,0,1,0,1,2,0
