,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12
125,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,1,1,0,0,1,0,1,1,0,0
126,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,1,1,0,0,1,0,0,0,0,1
127,0,0,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
128,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,1,0,1,1,1,1,1,0,1,1,0
129,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0
130,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,1,0,1,0,0,1,1,1,1,0,0
131,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,1,1,1,1,1,0,1,0,0,1
132,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,1,0,1,0,1,0,1,0,0,0
133,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,1,1,1,0,1,0,1,0,0,1,1
134,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,1,1,0,0,0,0,0,1,1,0,1
135,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,3,4,6,7,1,0,0,1,1,0,1,0,0,1,0,1,0,0
136,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,0,1,1,1,0,1,0,1,0,1,0
137,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,0,1,0,0,1,0,1,1,1
138,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,1,0,1,0,0,1,0,1,0,0
139,0,0,1,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1
140,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,0,0,0,1,0,1,0,1,1,1
141,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,0,1,1,5,4,0,1,1,1,0,0,0,0,0,1,1,0,1,1
142,0,1,0,3,1,5,5,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,0,1,0,0,1,0,0,0,0,0,1,1
143,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,0,0,1,1,1,1,0,1,1,1,0
144,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,0,0,0,1,1,0,1,0,1,1
145,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
146,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1
147,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,0,1,0,0,1,1,1,0,0,1,0
148,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,1,0,1,1,0,1,1,0,1,1,0
149,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
150,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,1,0,0,0,1,1,0,1,0,1,1,1
151,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0
152,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,1,1,1,1,1,0,1,1,1,0
153,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
154,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1
155,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,1,0,1,1,1,0,1,0,1,1
156,0,1,0,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,1,1,0,1,1,1,1,1,0,1,1
157,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,1,1,0,0,1,0,1,0,0,0
158,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,1,1,1,0,0,1,0,0,0,0,0,1
159,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,3,2,3,0,6,1,0,1,0,1,0,1,0,0,0,0,0,1,0
160,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,1,0,1,0,1,1,0,1,0,0,1
161,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,1,0,0,1,1,0,0,1,1,0,1,1
162,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0
163,0,1,0,1,4,3,4,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,2,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1
164,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,1,1,5,4,0,1,1,0,0,1,1,0,1,1,0,1,0,1
165,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
166,0,0,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
167,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1
168,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,1,1,0,0,0,1,1,0,1,1,0
169,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,1,1,0,1,0,1,1,1,1,0,0
170,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,0,0,1,1,1,1,1,0,1,1
171,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,0,1,1,0,1,0,0,0,1,1,1
172,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,1,1,1,0,1,1,0,1,0,0
173,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,1,1,1,1,0,0,0,1,0,1
174,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,1,1,1,1,0,1,0,0,1,1,1
175,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
176,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
177,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,0,1,1,5,4,0,1,1,0,1,0,0,0,0,1,0,0,0,1
178,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,0,1,1,1,1,1,0,0,0,0,0
179,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,1,1,5,4,0,1,0,1,0,0,0,1,0,0,0,1,1,1
180,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,1,1,1,1,1,0,0,0,1,1
181,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0
182,0,0,1,0,3,5,5,2,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1
183,0,0,2,2,3,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
184,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
185,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
186,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,0,0,0,0,1,0,1,1,1,1,0
187,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,1,1,0,1,1,1,1,1,1,1
188,0,0,2,2,2,2,3,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,0,0,1,1,0,1,1,0,0,0,0
189,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0
190,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,7,1,0,1,1,0,1,0,1,1,0,1,1,0,1
191,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,2,2,3,6,1,0,1,0,0,1,1,1,1,1,0,0,0,1
192,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1
193,0,0,1,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1
194,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,0,0,1,0,1,1,1,0,0,0
195,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,1,0,1,0,1,0,0,0,1,0
196,0,1,0,1,4,3,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0
197,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,0,1,1,5,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
198,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0
199,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,0,0,1,1,1,0,0,1,1,0
200,0,1,0,1,4,3,4,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0
201,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,0,1,0,0,1,0,0,0,1,1
202,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,0,0,0,1,0,1,0,1,1,1
203,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,0,1,1,5,4,0,1,1,1,1,0,1,1,1,1,0,1,0,0
204,0,1,0,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1
205,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,1,1,1,0,1,1,1,0,1,1
206,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,2,1,1,2,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
207,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0
208,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,0,0,1,1,1,1,0,0,1,1,1
209,0,1,1,3,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
210,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,0,0,0,1,0,1,1,0,0,0,1
211,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,3,4,6,7,1,0,0,1,0,1,0,0,0,0,1,1,1,1
212,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0
213,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,1,1,1,0,0,1,1,1,1,0,0
214,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,3,0,2,1,0,1,0,1,0,1,1,1,0,0,1,1,1
215,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1
216,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,0,1,1,0,1,1,1,0,0,0
217,0,1,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0
218,0,1,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0
219,0,1,0,1,4,3,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1
220,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,3,4,6,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1
221,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,1,0,1,0,1,1,0,1,0,1,1
222,0,1,0,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,0,1,0,1,0,1,1,1,0,1,0
223,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,1,0,1,0,1,0,1,0,0,1,0
224,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0
225,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,1,0,1,1,0,0,1,1,0,0,1,0
226,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
227,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0
228,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,4,0,5,4,0,1,0,0,1,0,0,1,1,1,1,1,0,0
229,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1
230,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,0,0,1,0,1,1,1,0,1,0
231,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,0,0,1,0,0,1,0,1,0,0,1
232,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,3,4,6,7,1,0,1,0,1,1,1,0,0,0,1,0,0,1
233,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,1,0,1,1,1,0,1,1,1,0,1
234,0,1,0,3,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,1,1,5,4,0,1,1,1,0,1,1,1,0,0,0,0,1,1
235,0,0,2,2,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,3,4,6,7,1,0,1,1,0,0,1,1,0,1,1,0,1,1
236,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,0,1,1,5,4,0,1,0,0,0,1,1,0,1,0,1,1,0,1
237,0,1,0,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,1,1,0,1,0,0,0,0,0,0,1,1
238,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,0,1,1,1,0,0,0,1,1,1
239,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,1,0,0,1,0,1,1,0,1,1,1,0
240,0,0,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
241,0,0,2,2,2,2,3,0,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,0,0,0,4,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
242,0,0,2,2,2,2,3,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,3,3,0,2,1,0,0,0,0,0,0,1,0,1,1,0,1,1
243,0,0,1,0,3,5,5,2,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0
244,0,0,1,0,3,5,5,2,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1
245,0,1,0,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,1,1,1,0,1,0,0,0,1,1,0
246,0,1,0,3,1,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,2,1,1,2,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1
247,0,1,0,3,1,1,2,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,0,1,1,0,0,0,1,1,0,0,0,1
248,0,1,0,3,1,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,0,1,1,5,4,0,1,1,0,0,1,1,0,1,1,1,1,0,1
249,0,0,2,2,3,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,0,1,0,0,1,1,0,1,0,0,1,1
250,0,1,0,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,3,4,6,7,0,0,0,1,1,1,0,0,0,1,0,1,1,0
251,0,0,1,0,3,5,5,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,0,4,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
252,0,1,0,1,4,3,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,0,1,1,0,0,1,1,1,1,0
253,0,1,0,3,1,5,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,1,1,5,4,0,1,1,0,1,1,0,1,0,1,1,0,0,1
254,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,0,1,1,1,0,0,1,0,0,1,0,1
255,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,3,3,0,2,1,0,0,1,1,0,0,0,1,0,1,1,0,0
256,0,1,0,1,4,3,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,2,0,5,4,5,0,1,0,0,1,0,1,1,0,0,0,0,0,1
257,0,0,2,2,2,2,3,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,2,3,0,6,1,0,0,1,1,1,1,1,1,0,1,0,0,0
258,0,0,1,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,2,2,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1
259,0,0,2,2,2,4,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,3,4,6,2,1,0,1,1,0,1,0,0,0,0,0,1,0,1
