,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28
91,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,1,2,2,0,0,1,2,1,1,1,1,1,2,2,1,0,0,0,0,1,1,0,2,0,1,1,0,2
92,0,1,1,0,0,4,1,4,20,18,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,0,1,5,3,7,0,-1,2,2,1,2,0,2,0,1,2,1,1,1,2,0,0,2,0,2,0,2,1,0,1,2,2,2,1,2
93,0,1,1,0,0,4,1,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,-1,2,2,1,0,1,2,0,0,1,2,1,0,1,0,1,0,2,2,2,0,0,0,0,0,2,2,0,2
94,0,1,1,3,1,1,2,0,-1,-1,-1,0,0,1,0,0,0,0,0,2,1,0,5,2,2,0,1,2,1,0,2,4,1,0,-1,1,0,2,2,2,1,2,1,1,2,2,1,1,2,0,2,2,0,1,2,1,0,2,0,1,1,2,0
95,0,0,2,1,3,5,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,3,4,3,0,0,0,2,1,4,4,2,6,1,-1,1,1,0,2,1,0,0,1,1,2,0,2,2,0,1,1,1,1,1,2,0,2,0,1,2,2,1,2
96,0,0,2,1,3,5,6,2,-1,-1,-1,5,3,2,0,0,0,0,0,1,0,3,4,3,0,0,0,2,1,4,4,2,6,1,-1,1,2,1,2,1,0,1,1,1,2,1,0,0,0,1,0,2,0,2,2,2,1,1,1,1,0,0,1
97,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,2,1,2,2,0,2,2,1,1,2,1,2,2,1,2,1,0,2,0,2,0,1,1,1,1,0,0,2
98,0,1,1,0,0,4,1,4,21,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,7,0,-1,2,1,2,0,2,1,1,0,2,1,0,0,0,0,0,0,0,2,1,1,1,1,0,2,2,2,2,0
99,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,0,2,2,1,1,2,0,1,1,0,2,2,1,1,0,0,1,2,0,1,2,0,0,0,0,2,1,0
100,0,1,1,3,1,1,0,0,-1,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,1,0,0,2,4,0,0,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,0,0,1,1,2,0,0,0,2
101,0,1,1,0,0,4,1,4,18,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,0,0,-1,1,2,0,1,2,2,0,2,0,2,0,2,2,0,0,0,0,1,2,0,2,0,1,1,2,0,1,1
102,0,1,1,3,1,1,2,0,11,16,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,1,0,2,4,1,0,-1,1,1,2,0,1,0,2,0,1,0,2,2,1,1,0,0,1,0,2,1,2,0,0,0,2,2,0,1
103,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,1,2,0,2,1,0,2,0,1,0,2,1,0,2,0,2,0,1,0,1,1,2,2,0,1,0,2,0
104,0,1,1,0,0,4,1,4,19,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,7,0,-1,1,0,1,1,2,1,2,1,1,0,1,0,1,2,0,1,0,2,0,0,2,1,1,0,1,2,1,2
105,0,1,1,0,0,4,2,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,-1,0,0,0,2,0,1,1,2,2,2,1,2,0,0,1,1,1,1,1,2,2,0,1,1,0,0,0,1
106,0,1,1,0,0,4,1,4,20,18,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,0,1,5,3,7,0,-1,1,2,0,2,2,2,0,1,1,2,0,1,2,2,0,0,0,1,1,2,0,2,1,1,2,0,1,2
107,0,1,1,0,0,4,1,7,16,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,0,1,5,3,7,0,-1,0,1,1,0,1,1,2,0,2,1,2,2,2,0,0,1,2,0,0,0,1,2,2,2,0,0,2,2
108,0,1,1,0,0,1,2,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,-1,1,1,1,2,1,2,0,2,2,2,2,0,1,0,0,0,2,1,2,1,1,0,2,1,1,1,1,1
109,0,1,1,0,0,4,0,4,22,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,6,0,1,1,0,0,5,4,0,0,-1,0,2,2,0,2,1,1,1,0,2,1,0,0,1,2,1,0,0,1,2,2,2,2,0,2,0,2,2
110,0,1,2,3,1,1,2,0,23,20,0,0,0,1,0,0,0,0,0,1,1,0,5,2,2,0,0,2,1,0,2,4,1,0,-1,0,0,0,0,2,2,2,2,2,2,0,0,0,1,2,2,1,2,2,2,1,2,1,2,0,0,2,2
111,0,1,1,0,0,4,1,7,24,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,-1,2,0,2,2,2,0,2,1,2,2,1,2,1,0,2,2,0,2,2,1,0,1,2,1,2,1,0,0
112,0,1,1,3,1,1,2,0,-1,14,0,0,0,1,0,0,0,0,0,1,1,0,2,6,2,0,0,2,1,0,2,4,1,0,-1,1,2,0,0,2,2,0,1,0,2,2,1,0,2,0,1,0,2,1,1,2,2,0,2,1,0,0,2
113,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,2,2,0,1,0,0,0,0,1,1,1,0,1,2,2,0,1,0,2,2,1,0,0,1,0,2,0,1
114,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,2,0,0,1,0,2,0,1,2,0,1,1,0,1,0,2,2,1,2,2,2,0,2,0,0,1,0,2
115,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,2,2,0,1,1,1,0,1,0,2,1,1,1,2,2,1,2,2,2,1,0,1,0,1,2,0,1,0
116,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,0,1,5,3,0,0,-1,2,1,1,1,1,1,1,0,0,0,0,2,2,0,2,0,2,1,0,2,1,1,2,0,1,2,2,0
117,0,1,2,3,1,1,2,5,-1,-1,-1,0,0,1,0,0,0,0,0,1,0,3,5,2,7,0,0,2,1,0,2,2,1,0,-1,1,1,0,1,1,2,0,2,0,1,1,2,1,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0
118,0,1,1,0,0,4,1,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,7,0,-1,1,1,1,1,1,0,1,1,2,0,0,2,1,2,1,2,2,0,0,1,0,1,2,1,0,2,0,1
119,0,1,1,0,0,4,1,4,18,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,0,0,-1,1,1,2,1,2,1,1,0,2,1,1,1,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,2
120,0,1,1,3,1,1,0,0,25,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,0,0,2,4,0,0,2,2,1,0,1,2,1,1,1,0,1,0,2,2,1,2,0,0,2,0,0,0,0,2,2,1,0,1,1
121,0,1,2,1,3,5,3,5,-1,-1,11,6,0,1,0,0,0,0,0,1,0,3,5,2,7,0,0,2,1,4,4,2,6,0,-1,0,0,0,0,1,2,0,2,1,0,0,0,1,1,2,1,0,2,0,1,0,2,0,1,1,0,1,1
122,0,1,1,3,1,1,2,0,-1,17,9,0,0,1,0,0,0,0,0,1,1,0,5,2,7,0,1,2,1,0,2,4,1,0,-1,0,2,1,2,2,0,0,2,0,0,1,2,2,0,2,2,2,0,2,2,1,2,1,0,0,1,0,1
123,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,2,2,0,0,2,2,1,2,1,0,0,0,2,2,0,2,1,1,1,2,1,0,2,0,2,1,0,1
124,0,1,1,0,0,4,1,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,-1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,2,0,0,1,2,0,0,1,1,1,1,2,0,2
125,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,0,0,0,2,0,2,2,0,0,1,0,0,0,0,2,0,0,1,0,2,1,2,1,2,0,0,0,1
126,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,3,0,2,2,2,2,0,0,0,0,0,0,2,2,1,1,2,2,0,2,0,0,1,1,1,1,0,1,1
127,0,1,1,0,0,4,2,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,0,2,4,1,0,4,0,2,1,0,0,0,1,0,0,0,2,0,0,0,2,2,0,1,2,1,0,1,0,1,2,2,2,1
128,0,1,1,0,0,4,1,7,24,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,5,0,-1,2,2,1,2,1,0,2,1,1,2,2,2,2,0,2,0,2,1,0,1,2,1,1,1,2,1,2,2
129,0,1,1,0,0,4,1,4,-1,-1,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,7,0,-1,2,0,0,0,2,0,1,0,1,0,1,1,1,2,1,0,2,1,2,2,0,2,2,1,1,0,1,0
130,0,0,2,1,3,5,3,5,-1,-1,-1,-1,0,1,0,0,0,0,0,1,0,3,5,2,7,0,0,2,1,4,4,2,6,0,-1,0,0,2,0,2,1,2,2,1,2,0,0,1,0,0,1,0,2,2,0,0,0,1,0,1,0,1,0
131,0,1,1,3,1,1,2,0,-1,20,0,0,0,1,0,0,0,0,0,1,1,0,2,2,2,0,1,2,1,0,2,4,1,0,-1,1,2,0,1,0,2,0,1,0,2,2,1,1,2,1,0,0,2,0,2,0,1,0,2,2,1,1,0
132,0,1,1,3,1,1,2,0,-1,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,1,0,2,4,1,0,4,1,2,1,0,2,1,0,2,0,2,2,1,1,2,0,0,1,0,1,1,1,2,0,1,2,1,1,1
133,0,1,2,3,1,1,2,0,-1,20,0,0,0,1,0,0,0,0,0,1,1,0,2,2,2,0,0,2,1,0,2,4,1,0,-1,2,1,0,0,0,1,1,0,1,1,0,0,1,2,1,1,0,2,1,1,0,0,0,1,0,2,0,1
134,0,1,1,0,0,4,1,4,19,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,7,0,-1,1,1,0,1,1,2,2,0,0,0,2,2,0,0,1,0,0,0,2,1,2,2,1,0,0,2,1,1
135,0,1,1,0,0,4,0,4,22,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,6,0,1,1,0,0,5,4,0,0,-1,1,1,0,1,2,2,2,1,0,2,1,2,1,2,0,0,2,1,2,1,2,1,1,1,2,2,1,0
136,0,1,1,0,0,4,1,4,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,7,0,-1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,0,2,1,0,2,1,2,0,2,2,0,0,2,1
137,0,1,1,3,1,1,2,0,26,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,1,0,2,4,1,0,4,2,2,2,0,1,2,2,0,2,1,0,0,2,0,2,0,2,0,2,1,2,0,1,1,2,2,2,1
138,0,1,1,0,0,4,1,4,18,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,0,0,-1,1,2,0,0,2,0,0,2,0,1,2,2,2,1,1,0,2,0,0,0,1,1,2,2,0,0,0,2
139,0,1,1,3,1,1,2,0,-1,14,0,0,0,1,0,0,0,0,0,2,1,0,2,6,2,0,1,2,1,0,2,4,1,0,4,0,0,1,2,2,0,0,1,1,0,0,2,2,2,1,0,2,0,2,0,1,2,2,0,2,0,2,1
140,0,1,1,3,1,1,0,0,25,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,0,0,2,4,0,0,2,0,1,0,2,1,0,2,2,0,1,1,0,2,0,0,2,1,0,2,2,0,2,1,1,0,2,1,2
141,0,1,1,0,0,4,0,4,-1,-1,0,0,0,1,0,0,0,0,1,2,2,2,3,6,6,0,1,1,0,1,5,3,7,0,-1,1,1,2,2,2,1,0,0,2,2,2,2,2,1,2,2,2,0,1,2,2,1,2,0,0,2,0,2
142,0,1,1,3,1,1,2,0,26,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,1,0,2,4,1,0,4,1,0,1,2,0,1,0,0,1,1,1,0,0,0,2,1,1,0,2,2,2,2,0,0,1,2,0,0
143,0,1,1,0,0,4,1,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,6,6,0,1,1,0,0,2,4,0,0,-1,1,0,1,2,0,1,1,0,1,2,2,0,2,2,2,2,0,0,2,1,0,2,0,1,0,2,1,1
144,0,0,2,3,2,2,3,6,-1,-1,0,0,0,1,0,0,0,0,0,1,1,4,1,1,3,0,0,2,1,4,4,6,2,0,-1,2,1,0,1,1,1,1,1,2,0,1,0,0,0,0,0,2,0,2,1,1,1,1,2,2,2,0,0
145,0,0,1,3,2,3,0,3,-1,13,0,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,2,1,0,1,6,2,0,-1,2,0,0,0,0,2,1,2,2,0,0,1,2,2,2,2,2,2,1,2,1,2,1,2,2,0,0,1
146,0,1,1,0,0,4,1,7,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,1,5,3,7,0,-1,2,2,1,2,0,1,2,1,1,2,1,2,2,0,0,0,2,1,1,1,1,0,1,2,1,2,2,1
147,0,1,1,0,0,4,1,4,-1,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,7,0,-1,0,0,2,0,1,1,1,1,0,0,0,0,2,1,2,2,0,0,2,2,0,2,1,2,2,1,2,1
148,0,1,1,0,0,4,0,4,27,14,0,0,0,1,0,0,0,0,1,2,2,2,2,6,6,0,1,1,0,1,5,3,0,0,-1,2,1,2,2,2,2,1,1,0,2,0,2,0,2,1,2,2,2,2,1,1,1,2,0,0,1,1,2
149,0,1,2,3,1,1,3,5,-1,19,10,0,0,1,0,0,0,0,0,1,0,3,5,2,7,0,0,2,1,4,4,2,6,0,-1,0,0,2,1,1,2,2,1,0,2,1,2,0,0,2,1,1,2,2,0,1,2,1,2,0,1,1,2
150,0,1,2,1,3,5,3,5,-1,-1,11,6,0,1,0,0,0,0,0,1,0,3,5,2,7,0,0,2,1,4,4,2,6,1,-1,2,2,1,0,0,2,0,1,1,0,0,0,1,2,2,0,2,0,2,2,2,1,0,0,1,1,0,1
151,0,1,2,3,1,1,3,5,15,19,10,0,0,1,0,0,0,0,0,1,0,3,5,2,7,0,0,2,1,4,4,2,6,0,-1,0,1,1,1,0,2,1,2,1,1,1,2,0,0,2,2,2,2,0,0,1,0,0,2,1,2,1,2
152,0,1,2,1,3,5,3,5,-1,-1,11,6,0,1,0,0,0,0,0,1,0,3,5,2,7,0,0,2,1,4,4,2,6,0,-1,1,1,0,2,2,0,1,1,0,0,1,1,1,1,0,0,2,1,1,0,2,2,0,2,1,0,0,0
153,0,1,1,3,1,1,0,0,13,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,0,0,2,4,0,0,2,0,1,2,2,2,0,0,1,2,0,1,2,2,1,1,0,0,0,0,0,1,0,0,1,0,2,0,2
154,0,1,1,3,1,1,2,0,-1,14,0,0,0,1,0,0,0,0,0,1,1,0,2,6,2,0,0,2,1,0,2,4,1,0,-1,1,0,2,2,1,2,1,1,0,0,1,2,0,0,1,1,0,2,2,0,0,2,2,1,0,1,2,0
155,0,1,1,0,0,4,0,4,-1,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,6,0,1,1,0,1,5,3,0,0,-1,1,1,2,1,1,0,2,2,0,2,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,0,2,2
156,0,1,1,0,0,4,1,7,17,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,0,0,-1,2,2,1,0,2,0,2,1,2,2,0,2,0,1,2,1,1,0,0,1,2,1,1,2,2,1,1,0
157,0,0,0,2,2,3,0,3,-1,9,0,0,0,1,0,0,0,0,1,0,1,4,2,0,5,0,0,0,3,0,1,5,3,0,-1,2,0,2,1,0,2,1,0,1,1,0,0,2,0,0,2,1,0,2,1,0,1,0,0,0,2,1,1
158,0,1,1,3,1,1,0,0,13,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,0,0,2,4,0,0,2,2,0,0,0,0,1,1,0,2,2,1,1,2,2,0,0,2,2,0,1,2,2,0,1,1,2,2,1
159,0,1,1,0,0,4,1,4,28,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,0,0,-1,0,1,2,2,2,1,1,2,2,0,2,1,0,2,2,0,0,2,0,0,2,1,1,2,2,2,0,1
160,0,1,1,0,0,4,1,7,10,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,0,1,5,3,0,0,-1,2,2,0,0,0,1,0,1,2,0,2,0,2,0,0,0,1,2,2,2,1,2,2,1,1,0,1,1
161,0,1,2,3,1,1,2,0,29,21,0,0,0,1,0,0,0,0,0,1,1,0,2,6,2,0,0,2,1,0,2,4,1,0,-1,1,0,1,0,2,1,0,0,1,0,2,0,0,2,0,1,1,1,0,1,0,0,2,0,2,1,1,0
162,0,1,2,3,1,1,2,0,23,20,0,0,0,1,0,0,0,0,0,1,1,0,5,2,2,0,0,2,1,0,2,4,1,0,-1,2,2,0,2,0,0,0,0,1,0,0,1,2,2,1,1,1,0,1,2,0,0,2,0,2,2,0,0
163,0,1,2,3,1,1,2,0,29,21,0,0,0,1,0,0,0,0,0,1,1,0,2,6,2,0,0,2,1,0,2,4,1,0,-1,0,0,0,1,2,0,2,2,2,0,2,2,0,1,2,2,1,2,1,0,2,0,1,0,0,1,1,0
164,0,1,1,0,0,4,1,4,28,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,0,0,-1,0,0,2,2,0,2,0,2,1,1,0,2,1,1,2,0,2,1,0,1,1,2,2,0,1,1,0,2
165,0,1,1,0,0,4,1,7,10,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,0,1,5,3,0,0,-1,2,0,1,0,0,2,0,2,2,2,1,2,1,1,0,0,0,0,2,0,1,2,2,0,1,0,1,2
166,0,1,2,3,1,1,3,0,-1,-1,0,0,0,1,0,0,0,0,0,1,1,0,5,1,3,0,0,2,1,4,4,2,6,0,-1,0,2,0,1,0,0,0,1,1,2,2,2,2,1,1,1,0,0,1,1,0,0,1,0,0,2,2,0
167,0,1,1,0,0,4,1,4,21,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,6,0,1,1,0,1,5,3,7,0,-1,0,0,2,2,0,1,1,2,1,1,1,2,0,0,0,2,1,2,1,1,0,1,0,0,2,2,2,0
168,0,1,1,3,1,1,0,0,-1,-1,0,0,0,1,0,0,0,0,0,1,1,0,2,6,2,0,0,2,1,0,2,4,1,0,-1,1,2,2,2,2,0,2,0,2,0,1,2,2,2,2,0,0,1,2,0,0,2,0,0,1,1,1,1
169,0,1,2,3,1,1,3,5,-1,-1,0,0,0,1,0,0,0,0,0,1,1,0,5,2,3,0,0,2,1,4,4,2,6,0,-1,1,0,2,1,2,1,2,1,0,2,0,0,1,0,0,2,1,0,0,2,0,2,0,2,0,0,1,0
170,0,1,1,3,1,1,2,0,26,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,1,0,2,4,1,0,4,2,2,1,1,0,1,2,2,1,2,1,0,2,0,1,0,1,0,2,2,1,1,0,1,1,0,0,1
171,0,1,1,0,0,4,1,7,12,14,0,0,0,1,0,0,0,0,1,2,2,2,3,5,4,0,1,1,2,3,0,0,0,0,-1,2,1,0,0,0,1,0,0,1,0,1,1,1,2,1,2,0,2,0,1,2,1,1,1,2,1,1,0
172,0,1,1,0,0,4,1,4,27,14,0,0,0,1,0,0,0,0,1,2,2,2,3,6,6,0,1,1,0,1,5,3,0,0,-1,0,2,0,1,2,1,1,0,2,1,0,2,1,2,0,0,2,2,1,1,2,1,2,1,1,0,2,1
173,0,1,1,0,0,4,0,4,-1,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,6,0,1,1,0,0,5,4,0,0,-1,1,0,2,1,2,2,0,2,1,0,0,1,2,0,0,0,1,2,2,2,1,0,0,0,1,1,1,1
174,0,1,1,3,1,1,0,0,6,8,0,0,0,1,0,0,0,0,0,1,1,0,2,6,2,0,0,2,1,0,2,4,0,0,-1,1,2,0,1,1,0,0,1,0,0,1,2,2,0,2,0,1,1,2,0,1,1,0,0,0,1,0,2
175,0,0,2,1,3,2,3,6,30,22,2,0,0,1,0,0,0,0,0,1,0,3,1,1,3,0,0,2,1,4,4,2,6,0,5,1,1,0,1,2,2,1,2,0,0,0,1,0,2,1,2,0,0,2,2,1,1,0,0,0,2,0,0
176,0,0,2,1,3,2,3,6,30,22,2,0,0,1,0,0,0,0,0,1,0,3,1,1,3,0,0,2,1,4,4,2,6,0,5,1,0,1,0,1,2,2,1,2,0,1,2,0,2,2,2,2,2,2,2,0,2,1,0,1,2,2,1
177,0,1,1,3,1,1,2,0,-1,14,0,0,0,1,0,0,0,0,1,2,1,0,2,6,2,0,1,2,1,0,2,4,1,0,4,2,1,1,2,1,0,1,0,2,0,1,0,2,2,0,1,0,0,2,2,1,2,1,2,2,2,0,0
