,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4
152,0,1,1,3,1,0,5,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,6,5,0,0,0,0,1,1
153,0,1,0,2,2,4,6,7,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,0,4,5,5,0,1,1,1,1,0,0
154,0,1,1,3,1,0,5,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,6,5,0,0,0,1,1,0
155,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,0,1,0
156,0,0,0,0,0,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,2,1,3,1,0,0,0,1,1
157,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,1,0,1
158,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,0,0
159,0,0,0,2,2,5,0,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,0,1,1
160,0,0,0,2,0,5,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,4,6,1,1,1,0,0,1
161,0,1,2,1,2,4,6,0,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,1,0,4,2,2,0,0,0,0,1,0
162,0,0,0,0,0,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,2,1,3,1,0,1,0,0,1
163,0,1,1,3,1,0,5,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,1,0
164,0,1,2,1,2,4,6,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,1,0,1,1
165,0,0,1,0,3,2,2,5,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,2,1,4,1,0,0,0,0,0
166,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,0,0
167,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,1,1,0
168,0,1,0,2,2,5,6,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,0,4,5,5,0,1,1,0,0,0,1
169,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,0,0
170,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,1,1,1
171,0,1,1,3,1,0,1,4,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,5,0,0,1,1,1,0
172,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,1,1,0
173,0,0,1,0,3,2,5,1,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,1,0
174,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,0,4,5,5,0,1,1,1,0,1,0
175,0,1,2,1,4,3,4,3,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,0,1,0,1
176,0,0,0,0,3,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,0,4,3,4,6,1,1,0,1,0,1
177,0,0,0,2,0,1,3,2,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,2,3,2,1,3,1,0,1,1,0,0
178,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,1,0,0,1
179,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,0,0
180,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,0,1,1,1
181,0,1,2,3,1,0,1,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,7,0,0,0,1,1,1
182,0,0,1,0,3,2,2,5,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,0,1,0
183,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,0,4,5,5,0,0,1,0,0,0,1
184,0,0,0,0,0,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,2,1,3,1,0,0,0,0,0
185,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,0,1,3,4,6,1,1,0,1,0,0
186,0,1,2,3,4,3,1,3,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,0,1,1,0,1,0,1,0,1,0,0
187,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,0,1,1,0,1,0,1,1,1,0,1
188,0,0,0,0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,0,4,3,4,6,1,1,0,0,0,1
189,0,0,1,0,3,2,2,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,1,4,1,0,0,0,1,0
190,0,0,0,0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,0,0,1
191,0,1,2,1,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,0,4,5,5,0,0,1,0,1,1,1
192,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,0,0,0
193,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,1,1,0,0
194,0,1,2,1,4,3,4,3,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,0,0,0,1
195,0,0,0,0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,0,4,3,4,6,1,1,0,1,1,1
196,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,0,1
197,0,0,1,0,3,2,2,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,0,1,0
198,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,1,0,1,0
199,0,1,2,1,4,3,4,3,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,1,0,4,3,7,0,0,0,1,1,1
200,0,1,1,3,1,0,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,0,0,0,0
201,0,1,1,3,1,0,1,4,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,5,0,0,0,1,1,1
202,0,1,1,3,1,0,1,4,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,0,1,1,1
203,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,0,4,5,5,0,0,1,0,1,0,0
204,0,1,2,3,1,3,1,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,7,0,0,1,1,1,0
205,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,0,4,5,5,0,1,1,1,0,0,1
206,0,1,2,1,2,4,6,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,1,1,0,1
207,0,1,2,3,1,0,1,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,1,0
208,0,0,0,0,0,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,2,1,3,1,0,1,0,0,1
209,0,0,0,0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,0,4,3,4,6,1,1,1,1,0,0
210,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,1,1
211,0,1,1,3,1,0,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,0,0,0,1
212,0,0,1,0,3,2,2,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,0,1,0,1
213,0,1,2,1,4,3,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,0,1,1,0,1,0,1,1,1,0,1
214,0,0,0,2,2,5,0,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,1,0,4,2,2,1,0,1,1,0,1
215,0,1,1,3,1,0,1,4,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,0,0
216,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,1,1,0,0
217,0,1,1,3,1,0,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,1,1,0,0
218,0,0,0,2,2,5,0,6,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,1,0,4,2,2,1,0,1,1,0,1
219,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,1,0,1
220,0,0,0,2,0,5,0,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,0,1,0
221,0,0,1,0,3,2,5,1,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,4,0,0,1,1,0,1
222,0,1,0,2,2,4,6,0,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,1,0,4,2,2,1,0,1,0,0,0
223,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,1,1,1
224,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,0,0,0
225,0,0,0,0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,0,4,3,4,6,1,1,1,1,1,1
226,0,1,2,3,4,3,4,3,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,0,3,2,0,3,7,0,0,0,1,0,0
227,0,1,0,2,2,4,6,0,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,1,0,4,2,2,1,0,0,1,1,0
228,0,0,1,0,3,2,5,1,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,5,0,0,1,1,0,1
229,0,1,2,3,1,3,1,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,7,0,0,0,0,1,0
230,0,1,2,3,1,0,1,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,0,0
231,0,0,1,3,1,2,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,5,0,0,0,0,1,1
232,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,1,0,0,0
233,0,0,1,0,3,2,5,1,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,4,0,0,1,0,1,0
234,0,0,1,0,3,2,5,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,0,1,3,0,1,0,1,0,0,1,1
235,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,0,1,1,0,1,0,1,1,1,0,0
236,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,1,1,1,0
237,0,1,1,3,1,0,5,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,6,5,0,0,0,1,0,0
238,0,1,2,1,4,3,4,3,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,2,0,3,7,0,0,1,1,1,1
239,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,1,0,0,1
240,0,1,2,1,4,3,4,3,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,2,0,3,7,0,0,1,1,1,0
241,0,1,1,3,1,0,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,2,3,2,0,6,5,0,0,0,1,0,1
242,0,0,0,2,0,5,0,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,4,6,1,1,1,1,1,0
243,0,0,0,2,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,1,1
244,0,1,2,3,1,0,1,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,1,1
245,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,1,1
246,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,1,0,1,1
247,0,1,2,1,2,4,6,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,1,1,0,1
248,0,1,1,3,1,0,5,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,6,5,0,0,1,1,1,1
249,0,0,0,2,0,5,0,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,1,0,0
250,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,0,4,5,5,0,0,1,1,0,1,0
251,0,1,2,3,1,0,1,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,7,0,0,1,0,1,1
252,0,0,0,2,0,5,0,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,0,0,1,0
253,0,0,0,2,0,1,3,2,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,0,0,1,0
254,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,1,1,0,0
255,0,0,1,0,3,2,2,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,1,4,1,0,1,0,0,0
256,0,0,0,0,0,1,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,3,2,1,3,1,0,0,0,0,0
257,0,1,2,1,4,3,4,3,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,1,0,4,3,7,0,0,0,0,1,0
258,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,0,0
259,0,1,2,1,2,4,6,0,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,1,0,4,2,2,0,0,1,1,1,1
260,0,0,0,0,3,1,3,5,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,3,2,1,4,1,0,1,1,0,1
261,0,0,0,2,0,5,0,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,0,1,0,0
262,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,1,1,1
263,0,0,0,2,0,5,0,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,0,1,0,1
264,0,0,1,0,3,2,5,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,0,1,3,0,1,0,1,0,1,1,1
265,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,0,0
266,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,1,0,1,1,0,1,0,1,1,0,0,1
267,0,1,2,1,4,4,6,0,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,1,0,0,1
268,0,0,0,2,0,5,0,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,1,1,1,1
269,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,0,1
270,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,0,0
271,0,1,1,3,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,3,2,0,6,5,0,0,1,1,1,1
272,0,1,2,1,4,3,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,0,1,1,0,1,0,1,1,1,1,0
273,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,0,0,1,0
274,0,1,1,3,1,0,5,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,6,5,0,0,0,0,0,0
275,0,1,2,1,4,4,4,0,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,1,0,1,0
276,0,0,1,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,3,2,6,4,1,0,0,1,0,1
277,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,0,0,1,0
278,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,0,1,0,1
279,0,0,1,0,3,2,2,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,0,1,3,4,6,1,1,1,0,1,1
280,0,1,2,1,4,4,4,0,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,0,1,1,1
281,0,1,1,3,1,0,5,1,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,0,0,1
282,0,1,2,1,4,3,4,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,2,0,3,7,0,0,0,0,1,0
283,0,1,2,1,4,4,6,0,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,1,0,1,0
284,0,1,2,1,4,3,4,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,0,0,0,1
285,0,1,2,1,2,4,6,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,0,1,1,0
286,0,0,0,2,2,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,1,1,1
287,0,0,0,0,3,1,3,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,3,2,1,3,1,0,0,1,0,1
288,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,1,1,0,1
289,0,1,2,1,4,4,6,0,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,1,0,4,3,7,0,0,1,1,0,0
290,0,1,2,1,2,4,6,0,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,0,0,1,0
291,0,1,1,3,1,0,5,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,6,5,0,0,0,1,1,0
292,0,0,1,0,3,2,5,1,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,4,0,0,0,1,1,0
293,0,1,2,3,1,0,1,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,7,0,0,1,0,0,1
294,0,1,2,3,1,0,1,4,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,0,1,1
295,0,1,1,3,1,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,1,1,0,1
296,0,0,0,2,0,1,3,2,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,3,2,1,3,1,0,1,0,0,0
297,0,0,0,2,0,5,0,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,0,4,5,5,0,1,1,0,0,0,0
298,0,0,1,0,3,2,5,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,0,1,3,4,6,0,1,0,1,1,0
299,0,0,1,0,3,1,2,5,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,3,2,1,4,1,0,1,1,0,0
300,0,0,0,0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,0,4,3,4,6,1,1,0,1,1,0
301,0,0,0,0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,1,1,0,4,3,4,6,1,1,1,0,0,1
302,0,0,0,2,2,5,0,6,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,1,0,1
303,0,0,0,2,0,1,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,0,4,3,4,6,1,1,0,0,0,1
304,0,1,2,3,1,0,1,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,0,1,1,0,1,0,1,0,1,1,1
305,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,0,4,5,5,0,1,1,1,0,0,0
306,0,1,2,1,2,4,6,0,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,1,0,4,2,2,0,0,0,1,1,0
307,0,1,2,3,1,0,1,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,3,5,0,0,1,1,1,0
308,0,0,1,0,3,2,2,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,3,2,1,4,1,0,0,1,1,1
309,0,1,0,2,2,4,6,7,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,0,4,5,5,0,1,1,1,0,1,1
310,0,1,2,1,2,4,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,0,4,5,5,0,0,1,1,0,1,1
311,0,0,1,0,3,2,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,6,4,0,0,1,0,0,0
312,0,1,1,3,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,0,0,0,1
313,0,1,1,3,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,6,5,0,0,1,0,1,0
314,0,0,0,2,0,5,0,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,1,0,4,2,2,1,0,0,0,0,0
