,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
113,0,1,0,1,0,1,2,5,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,1,0,2,0,3,4,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0
114,0,0,2,0,2,3,1,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
115,0,0,2,0,2,3,1,6,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,1,0,1,4,3,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0
116,0,0,1,2,3,0,4,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1
117,0,1,0,1,4,1,2,5,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,2,2,5,7,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1
118,0,0,2,0,2,3,1,4,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,0,3,0,5,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
119,0,0,2,0,2,3,1,4,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,1,4,1,0,5,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
120,0,0,2,0,2,3,1,6,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,1,0,1,4,3,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
121,0,1,0,1,4,5,0,3,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,3,5,2,4,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
122,0,0,1,2,3,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,2,1,4,1,6,3,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0
123,0,1,1,3,1,2,6,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,1,0,1,0,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
124,0,0,2,2,3,0,4,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
125,0,0,2,0,0,4,5,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,3,4,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1
126,0,1,0,3,4,5,0,3,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,2,3,3,5,2,4,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
127,0,0,1,2,3,0,4,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1
128,0,0,1,2,3,0,4,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0
129,0,0,2,2,3,0,4,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1
130,0,0,2,0,0,4,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,1,0,2,2,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
131,0,0,2,0,0,4,5,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
132,0,1,0,1,4,1,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,2,0,5,7,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
133,0,1,0,3,4,5,0,3,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,2,3,3,5,2,4,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1
134,0,1,0,1,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,2,0,5,7,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0
135,0,0,2,0,0,4,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,1,0,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
136,0,0,2,0,2,3,1,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
137,0,0,2,0,2,3,1,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
138,0,0,2,0,2,3,1,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1
139,0,0,2,0,2,3,1,4,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,1,4,1,0,5,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0
140,0,0,2,0,2,3,1,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,4,3,0,5,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
141,0,1,0,1,4,5,0,3,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,3,5,2,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
142,0,1,0,3,4,5,0,7,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,2,3,3,5,2,6,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
143,0,1,0,1,0,1,2,5,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,3,4,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1
144,0,0,2,0,0,4,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,1,0,2,2,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0
145,0,1,0,1,0,4,2,5,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,0,3,4,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
146,0,1,0,3,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,1,0,2,0,5,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
147,0,1,1,3,1,2,6,7,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,1,0,5,7,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
148,0,0,0,1,0,4,5,1,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,0,3,4,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
149,0,1,0,1,0,4,2,5,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,0,3,4,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0
150,0,0,1,2,3,0,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,4,1,6,3,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1
151,0,0,1,2,3,0,4,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0
152,0,0,1,2,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,2,1,4,1,6,3,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1
153,0,1,0,1,0,4,5,1,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,0,1,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
154,0,0,1,2,3,2,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,2,1,4,1,6,3,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1
155,0,1,0,1,0,1,2,5,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,3,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
156,0,1,0,3,4,5,0,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,3,5,2,4,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
157,0,1,0,1,0,1,2,5,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,3,4,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0
158,0,0,1,2,3,0,4,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
159,0,1,0,1,0,1,2,5,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,3,4,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
160,0,1,0,1,4,1,2,5,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,2,2,5,7,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1
161,0,0,2,0,2,4,5,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,0,2,0,3,4,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
162,0,1,0,3,4,5,0,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,3,5,2,4,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0
163,0,0,1,2,3,0,4,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
164,0,0,2,0,0,4,5,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,3,4,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1
165,0,1,1,3,1,5,6,7,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,2,3,3,5,2,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
166,0,0,1,2,3,0,4,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
167,0,1,0,1,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,2,0,5,7,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
168,0,1,0,1,0,4,5,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,1,0,2,2,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
169,0,0,2,0,2,4,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0
170,0,0,2,0,2,3,1,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1
171,0,0,1,2,3,0,3,2,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,4,1,0,3,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
172,0,0,2,0,2,4,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0
173,0,1,1,3,1,2,4,0,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1
174,0,0,2,0,0,4,5,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,1,0,2,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
175,0,0,2,0,2,3,1,4,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,0,3,0,5,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0
176,0,1,0,3,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,1,0,2,0,5,7,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1
177,0,1,0,1,4,5,0,3,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,2,3,3,5,2,4,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
178,0,1,0,1,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,2,0,5,7,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1
179,0,0,2,0,2,3,1,6,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
180,0,1,1,3,1,5,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,1,0,5,7,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
181,0,0,2,2,3,0,3,2,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,4,1,0,5,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1
182,0,1,1,3,1,2,6,7,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,3,5,6,6,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1
183,0,0,2,0,0,4,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,1,0,2,2,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1
184,0,1,0,3,4,5,0,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,3,5,2,4,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1
185,0,1,1,3,1,2,6,7,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,1,0,5,7,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
186,0,0,2,2,2,3,4,6,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,1,0,1,4,3,2,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
187,0,0,2,0,2,3,1,6,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,1,0,1,4,3,2,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
188,0,1,0,3,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,1,0,2,0,5,7,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1
189,0,1,1,3,1,2,6,7,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,3,5,2,6,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
190,0,1,0,3,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,2,0,5,7,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0
191,0,0,2,0,2,3,1,6,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,1,0,2,2,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
192,0,1,1,3,1,2,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,3,5,6,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
193,0,1,0,1,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,1,0,2,0,5,7,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0
194,0,0,2,0,2,3,1,4,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,1,0,2,2,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
195,0,1,0,3,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0,2,0,5,7,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0
196,0,0,1,2,3,0,4,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1
197,0,1,1,3,1,2,6,7,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,3,5,6,6,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
198,0,1,0,1,0,1,2,5,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,3,4,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1
199,0,0,2,0,2,3,1,4,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,4,3,0,5,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
200,0,0,1,2,3,0,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,4,1,6,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0
201,0,0,1,2,3,0,3,2,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,4,1,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
202,0,0,1,2,3,0,3,2,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,4,1,6,3,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1
203,0,0,2,0,0,4,5,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,1,0,2,2,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
204,0,0,2,2,3,0,3,2,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,4,1,0,5,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1
205,0,1,0,1,0,4,2,5,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,1,0,2,2,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1
206,0,0,2,0,0,4,5,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,0,3,4,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1
207,0,0,2,2,3,0,4,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1
208,0,1,0,3,4,5,0,3,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,2,3,3,5,2,4,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
209,0,1,0,3,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0,2,0,5,7,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1
210,0,1,0,1,0,4,2,5,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,2,2,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1
211,0,0,1,2,3,0,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,4,1,6,3,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
212,0,1,1,3,1,2,6,7,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,3,5,6,6,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
213,0,0,2,0,2,3,4,6,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,1,0,1,4,3,2,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
214,0,1,0,1,0,4,2,5,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,0,3,4,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0
215,0,0,1,2,3,0,4,6,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1
216,0,1,0,1,0,1,2,5,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,3,4,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1
217,0,0,1,2,3,0,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,2,1,4,1,6,3,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
218,0,1,0,1,0,4,2,5,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,0,3,4,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1
219,0,1,0,1,0,1,2,5,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,2,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
220,0,1,0,1,4,1,2,5,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,3,3,5,2,4,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
221,0,1,1,3,1,2,6,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,4,1,6,6,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
222,0,1,0,1,0,4,5,1,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,0,3,4,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
223,0,1,1,3,1,2,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,2,3,3,5,6,6,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0
224,0,0,1,2,3,0,4,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0
225,0,1,0,3,4,5,0,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0,2,0,5,7,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0
226,0,0,2,0,2,3,1,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,1,0,1,4,1,0,5,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1
227,0,1,0,1,0,4,5,1,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,0,3,4,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
228,0,1,1,3,1,2,6,0,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,4,1,6,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1
229,0,0,2,2,3,0,3,2,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,1,4,1,0,5,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
230,0,0,2,2,3,0,4,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,1,0,1,4,3,2,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
231,0,0,1,2,1,2,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,4,1,6,3,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0
232,0,1,0,1,0,1,2,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,1,0,2,2,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1
233,0,1,1,3,1,2,6,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,2,1,4,1,6,6,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0
234,0,1,1,3,1,2,6,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,1,0,1,0,3,2,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1
