,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23
210,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,5,1,2,0,2,1,1,0,2,1,1,0,1,0,0,2,0,2,0,1,1,2,1,1,0,0
211,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,3,0,2,0,1,0,1,1,2,2,1,2,1,1,1,2,1,1,1,0,0,1,1,0,1,1,1
212,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,0,2,2,1,2,2,0,2,1,1,2,0,2,1,2,0,1,2,0,1,0,1,1
213,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,1,3,3,2,6,2,1,2,0,0,2,2,0,2,0,2,0,1,2,1,1,1,0,1,1,0,1,1,1,0,2
214,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,2,1,1,1,1,2,2,1,1,1,0,2,2,1,2,1,1,1,1,0,2,2,0
215,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,1,2,2,2,1,2,2,0,2,1,2,1,2,0,2,2,0,1,2,1,0,2,0
216,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,2,2,4,1,3,1,2,1,0,2,2,1,0,0,1,0,1,1,2,1,0,2,1,0,1,1,2,0,1,0
217,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,0,1,2,2,2,2,1,0,0,1,1,1,2,1,0,1,2,1,0,0,2,2
218,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,2,1,0,1,1,2,0,2,2,2,0,2,2,0,1,2,2,2,0,2,1,2
219,0,1,0,2,1,2,0,3,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,1,2,2,4,1,3,1,2,1,1,0,0,1,0,1,1,1,2,0,0,1,1,1,1,2,2,2,2,1,2,1
220,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,1,2,1,2,1,2,2,0,2,2,0,1,0,1,2,0,1,2,1,2,1,1,1
221,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,1,0,0,2,1,2,2,2,2,1,0,2,1,0,2,1,2,2,2,1,0,1
222,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,1,1,0,2,1,1,0,1,0,0,1,1,0,0,1,2,2,1,2,2,1,1
223,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,2,0,0,1,1,2,0,1,1,0,1,2,2,2,1,2,0,2,1,1,2,2,0
224,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,2,0,2,0,1,2,0,0,0,1,0,2,2,1,1,2,0,0,1,1,2,2,0
225,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,0,0,2,0,2,2,0,1,2,0,0,0,1,1,2,0,0,1,0,1,2
226,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,1,2,1,0,2,2,0,2,0,2,2,0,1,1,1,0,1,0,2,0,2,0,0
227,0,1,2,0,2,4,6,0,-1,-1,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,0,0,2,1,2,2,1,0,2,1,1,1,2,2,2,0,0,1,0,1,1,1,2
228,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,0,0,2,0,0,0,1,1,2,2,1,0,2,0,0,2,1,1,2,2,2,2
229,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,2,1,2,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,1,2,2,2,1
230,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,0,1,0,2,1,0,1,1,0,1,1,2,1,1,1,2,1,1,2,0,1,0,2
231,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,2,2,2,2,1,1,0,1,0,2,0,2,1,1,2,0,0,0,0,1,1,1,0
232,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,1,2,1,0,2,2,2,0,1,2,0,0,0,1,0,1,1,1,0,2,0,1,1
233,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,1,1,0,1,0,2,1,2,1,2,2,2,2,2,1,0,2,0,0,0,1,0,2
234,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,0,0,2,2,2,1,1,0,2,0,0,1,1,0,1,2,0,0,0,1,1,1,1
235,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,5,1,2,1,2,0,2,1,0,0,2,2,2,0,0,1,2,2,1,1,0,0,0,2,2,1
236,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,0,1,1,0,1,1,0,0,1,2,2,1,0,2,0,1,2,1,0,2,1,1,0
237,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,1,2,1,1,1,2,1,2,0,2,2,1,1,2,1,1,0,2,0,0,2,2,0
238,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,2,2,0,1,0,1,2,1,2,2,2,1,1,0,0,1,1,1,1,1,2,2
239,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,5,1,2,0,1,1,1,1,2,0,2,0,1,1,1,2,2,1,0,0,0,1,1,2,1,2
240,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,1,2,0,1,2,0,0,1,0,0,2,2,1,2,0,2,0,1,0,0,2,2
241,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,0,0,0,0,0,0,0,1,1,2,2,2,0,2,2,1,1,0,2,2,1,2
242,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,1,0,0,2,0,0,1,2,0,2,2,2,0,0,0,1,1,1,2,2,1,0,2
243,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,0,2,2,0,2,2,1,1,0,1,2,0,1,1,0,2,2,0,1,0,2,2,0
244,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,2,1,1,5,5,7,0,1,2,0,0,0,1,0,0,0,0,2,2,1,1,2,0,2,0,0,1,1,2,2,2
245,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,1,1,0,2,1,1,2,2,1,0,2,0,1,0,2,1,2,1,0,0,2,2,2
246,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,2,2,2,0,2,2,2,2,1,0,2,1,0,0,0,1,2,0,0,1,2,0,1
247,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,2,0,0,1,0,0,1,1,0,2,0,2,1,0,1,1,2,2,0,2,0,1,0
248,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,2,2,2,0,0,2,1,2,2,2,0,0,2,0,0,1,1,2,1,1,1,0,2
249,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,0,1,0,2,2,0,2,0,0,0,2,2,0,0,0,0,1,2,2,0,1,0,2
250,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,2,2,2,0,0,0,2,1,2,0,1,1,0,2,1,1,0,0,1,0,0,2
251,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,1,3,4,1,0,1,1,1,1,0,2,0,1,0,2,1,1,1,0,0,0,2,0,1,2,0,0,0,2
252,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,3,0,2,0,0,0,0,2,2,1,1,0,2,1,0,1,1,2,1,2,0,1,0,2,0,2,0
253,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,2,0,2,2,2,1,0,0,2,0,1,2,0,2,1,2,1,2,2,0,1,1
254,0,1,0,3,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,0,0,2,1,0,2,1,1,0,2,2,2,0,1,1,1,2,1,0,1,0,2,0
255,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,2,1,1,2,0,0,1,0,2,1,0,1,1,2,1,1,2,1,1,0,2,1,1
256,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,0,1,1,0,1,0,2,2,2,2,2,1,2,2,0,2,1,1,1,1,1,1,0
257,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,1,0,0,2,2,0,1,1,0,0,2,2,0,1,2,0,0,1,0,1,2,1,2
258,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,0,2,1,2,2,1,1,1,2,0,1,1,0,1,0,2,1,0,0,2,0,0,1
259,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,0,2,2,1,1,2,2,0,2,0,2,0,0,1,2,1,2,0,2,0,0,1,0
260,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,1,1,1,2,1,1,2,0,0,0,2,1,2,2,0,1,2,2,1,1,2,2,1
261,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,2,1,0,0,1,2,2,2,1,1,2,2,1,0,0,0,1,1,2,2,1,0,0
262,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,1,0,0,2,1,2,2,0,0,1,1,2,2,1,2,1,2,0,1,2,1,1,0
263,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,0,2,0,1,0,2,0,1,2,1,2,0,0,2,0,1,0,2,0,0,2,0
264,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,0,2,0,0,2,0,0,1,1,0,2,0,2,2,1,2,1,0,2,0,2
265,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,2,1,2,1,2,1,1,1,1,2,2,1,2,1,0,2,0,0,2,1,1,2,0,2,0,2
266,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,1,3,3,2,6,2,1,2,2,2,1,1,2,2,0,1,2,2,0,1,1,0,0,0,1,2,2,2,0,2,0
267,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,0,2,2,1,0,1,1,0,2,2,0,2,0,1,1,1,0,2,2,1,0,1,0
268,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,0,1,0,1,2,1,0,2,2,2,2,2,2,2,1,0,2,0,1,0,0,2,2
269,0,1,2,0,2,4,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,4,1,0,1,1,2,2,0,1,2,2,1,0,1,1,2,2,0,0,2,0,1,1,0,1,1,1
270,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,2,0,0,1,2,0,1,0,2,2,0,1,2,1,0,1,1,1,2,0,2,1,1
271,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,1,1,1,0,0,0,0,2,1
272,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,2,1,1,2,0,1,1,1,1,1,0,1,1,0,1,0,1,2,0,0,1
273,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,1,3,3,2,6,5,1,2,1,2,1,0,1,1,2,1,2,2,0,0,0,0,0,0,2,2,1,2,0,0,1
274,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,5,1,2,0,1,0,1,1,0,1,1,2,2,1,1,2,1,1,2,1,2,1,0,2,1,2
275,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,1,3,4,1,0,1,0,0,0,2,2,0,2,1,0,2,0,2,2,1,2,0,1,1,1,0,1,0,2
276,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,2,2,1,1,2,1,0,0,1,2,0,1,2,2,0,2,2,1,2,1,2,2
277,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,2,4,1,3,1,2,2,1,0,2,0,0,1,1,2,1,0,0,2,0,0,0,0,1,0,1,1,0,2
278,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,2,1,2,2,1,2,0,1,2,0,2,0,2,1,0,0,0,0,0,0,1,0,1,1,1,1
279,0,1,2,0,2,4,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,0,1,0,1,2,2,2,2,2,0,0,0,1,1,0,1,2,1,2,1,1,1,0,0,0,1,0
280,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,2,1,2,1,0,1,0,2,1,0,0,0,2,2,1,1,2,0,0,0,2,1,1
281,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,1,2,2,2,0,0,0,1,2,2,2,1,0,2,0,1,2,2,0,0,2,0,1
282,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,0,0,0,1,2,0,1,0,2,1,2,2,0,2,1,2,0,2,1,2,2,2,1
283,0,1,0,2,1,2,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,2,2,4,1,3,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,0,0,2,0,1,1,2,1,0,2
284,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,0,1,2,2,0,0
285,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,0,0,0,1,0,1,1,0,0,2,1,2,1,1,2,1,0,0,2,1,0,2,0
286,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,2,2,0,0,1,1,2,2,0,0,1,1,2,1,2,2,1,1,0,1,2,2
287,0,1,2,0,2,4,6,4,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,0,6,0,1,2,2,0,2,1,1,0,1,2,2,0,1,0,0,0,2,0,1,1,2,1,2,2
288,0,1,0,3,4,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,5,1,2,1,1,0,2,2,0,2,2,0,2,1,2,1,1,1,0,1,0,0,1,0,1,0
289,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,2,6,3,1,2,1,2,2,2,2,1,2,1,2,2,0,2,0,2,2,2,0,0,2,1,1,1,1
290,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,2,2,2,1,0,1,2,0,0,1,0,2,0,0,1,2,1,1,0,2,0,2,0
291,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,4,1,0,1,0,1,0,2,1,0,2,2,2,2,0,1,0,1,0,1,1,0,0,1,0,1,1
292,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,0,2,1,1,1,1,1,2,0,1,0,2,1,0,2,0,0,2,1,2,1,0,2
293,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,2,2,2,2,0,1,2,0,0,2,0,1,2,2,0,0,0,0,1,1,2,1
294,0,1,0,3,4,5,4,5,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,3,3,2,6,5,1,2,1,1,1,0,1,2,1,0,0,2,0,2,0,2,0,1,1,0,1,2,1,2,1
295,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,0,2,0,0,1,2,1,0,2,1,0,2,0,0,1,2,1,0,1,1,0,2,1
296,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,1,0,2,2,0,2,2,0,1,0,2,0,0,1,2,0,1,1,1,0,0,2
297,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,2,1,1,3,0,6,0,1,1,2,0,2,0,1,1,1,0,1,0,1,0,2,0,0,2,1,2,2,0,1,2
298,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,2,1,1,3,0,6,0,1,2,2,2,0,0,0,1,1,0,0,1,0,2,1,0,1,1,2,1,0,2,0,0
299,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,0,0,1,2,0,0,0,2,1,2,0,2,2,1,0,1,1,1,1,2,0,0
300,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,1,1,2,1,2,1,2,2,1,0,2,1,2,2,2,2,0,2,1,0,2,1,1
301,0,1,0,2,1,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,3,2,6,2,1,2,1,1,0,0,1,1,1,0,0,1,1,1,2,0,1,2,1,1,0,1,2,0,2
302,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,0,1,0,2,0,1,0,0,0,2,1,1,2,1,2,0,2,1,1,2,1,0,2
303,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,4,1,0,1,0,2,1,0,2,1,1,1,2,1,2,2,0,1,2,0,2,2,0,1,1,0,1
304,0,1,2,0,2,4,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,0,2,0,0,1,0,2,2,2,2,1,1,1,2,1,1,2,0,1,0,0,2,2
305,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,1,0,2,0,0,0,2,0,2,2,2,0,2,0,0,1,2,2,1,0,2,2
306,0,1,2,0,2,0,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,5,5,7,0,1,2,2,1,2,0,1,2,0,1,1,0,1,1,1,0,0,0,2,0,1,0,2,0
307,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,1,0,2,0,2,0,0,0,1,2,1,0,0,0,0,0,1,1,2,0,2,1,2
308,0,1,2,0,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,4,1,0,1,1,2,1,0,0,0,1,2,1,2,1,2,2,2,2,1,2,1,0,0,2,1,1
309,0,1,2,0,2,4,6,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,1,3,0,6,0,1,0,1,2,1,2,2,2,1,2,1,0,0,2,1,2,1,0,1,2,0,0,0,2
310,0,1,0,3,4,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,3,3,2,6,5,1,2,1,0,0,0,2,1,1,1,0,1,2,1,2,2,1,1,1,1,0,2,2,0,0
311,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,0,0,0,0,0,2,2,0,1,2,2,2,0,2,1,2,0,1,0,2,2,1,1
312,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,0,3,0,2,0,1,0,0,2,2,1,2,2,2,1,2,1,2,0,2,0,2,0,0,2,2,2,0
313,0,1,2,0,2,4,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,1,3,4,1,0,1,0,0,1,1,2,1,0,2,1,2,0,0,1,0,0,2,2,0,2,0,2,2,0
314,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,2,0,1,1,0,0,0,1,0,2,2,2,0,0,1,2,0,1,2,1,1,2,2
315,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,2,2,2,0,2,0,0,1,2,0,1,1,0,2,0,1,0,1,1,0,2
316,0,1,2,0,2,4,2,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,1,3,0,6,0,1,2,0,0,2,0,2,1,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,2
317,0,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,3,0,2,0,1,0,1,2,0,2,2,2,2,2,0,0,2,0,0,0,2,1,0,0,2,1,0
318,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,1,2,4,2,0,1,2,0,0,1,1,0,0,1,2,2,0,0,1,0,1,2,2,1,1,1,0,2
