,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14
122,0,0,2,3,3,4,2,3,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,3,4,0,5,2,1,0,2,2,2,2,1,1,1,0,0,1,0,0,2
123,0,0,2,3,3,4,6,4,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,1,2,3,4,4,3,2,2,1,0,1,0,1,0,1,2,1,2,1,1,0,1,2
124,0,1,1,1,4,5,1,0,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,-1,0,1,1,2,1,0,2,0,2,1,2,2,0,2
125,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,1,2,2,0,2,1,0,1,0,0,0,0,2
126,0,0,2,2,0,4,2,3,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,4,4,0,5,2,1,1,2,2,0,0,0,1,0,2,1,1,2,0,0
127,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,0,0,2,0,1,0,2,2,0,1,0,2
128,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,2,2,1,0,1,2,0,0,0,1,0,1,1
129,0,0,2,3,3,3,3,2,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,2,0,5,2,-1,1,0,1,0,2,0,0,2,1,2,0,2,1,2
130,0,1,1,1,2,1,5,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,-1,0,1,2,2,2,0,1,0,0,2,0,0,1,2
131,0,0,2,2,0,4,6,7,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,1,0,3,4,0,5,0,2,1,2,0,0,1,1,2,0,1,1,1,2,1,1,2
132,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,1,2,2,0,0,0,0,1,2,0,2,2
133,0,1,1,1,2,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,3,1,-1,2,2,1,2,2,1,2,0,1,0,2,1,2,0
134,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,1
135,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,2,0,0,2,0,1,2,1,0,0,0,0,1
136,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,2,0,2,1,1,1,1,2,1,2,1,1,2
137,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,0,1,0,2,0,1,2,1,0,2,0,1
138,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,1,0,1,3,1,7,1,-1,2,0,0,2,0,1,0,0,1,0,1,0,0,2
139,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,1,2,0,0,1,2,2,0,1,2,2,1
140,0,0,2,3,3,3,3,4,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,2,2,3,2,3,2,2,1,1,1,0,1,1,0,2,2,1,0,1,0,1,0
141,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,0,2,0,2,0,1,2,2,0,0,2,0
142,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,2,2,2,0,2,0,2,1,2,1,2,1,1,2,1
143,0,0,2,3,3,4,6,4,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,1,2,3,4,4,3,2,2,1,2,1,0,2,0,2,1,2,0,2,2,0,1,2
144,0,0,2,2,0,0,2,3,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,4,5,6,6,2,1,2,2,2,1,2,0,1,0,0,0,2,1,2,1
145,0,0,0,2,0,0,4,7,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,3,4,5,6,6,2,1,0,1,0,0,2,1,2,2,2,2,2,2,1,2
146,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,0,0,0,2,0,2,0,2,2,0,2,1
147,0,1,1,1,2,1,5,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,-1,1,0,1,0,0,1,0,1,1,2,0,2,2,0
148,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,-1,1,1,2,1,0,0,1,2,2,2,1,1,0,0
149,0,0,2,3,3,3,3,2,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,2,2,3,2,3,2,2,-1,2,0,2,0,2,1,0,0,0,2,2,0,2,0
150,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,2,0,1,1,1,0,0,1,1,2,2,2,0
151,0,0,2,2,0,0,2,7,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,2,0,1,1,2,2,1,2,1,2,0,2,1,1
152,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,2,0,1,0,1,0,2,0,0,2,0,0,2,2,1
153,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,1,1,1,0,1,1,1,2,1,2,0,1,0
154,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,2,2,2,0,2,1,2,1,1,1,2,0
155,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,-1,1,1,1,0,2,2,1,2,0,1,1,2,2,1
156,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,1,0,1,2,1,1,2,0,1,1,2,1,1,1
157,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,2,0,1,1,1,2,0,0,2,0,2,2,1
158,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,1,1,1,1,1,0,0,0,2,1,1,2,0,2
159,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,1,2,0,1,0,0,2,0,1,1,0,1,0
160,0,0,2,3,3,3,3,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,1,2,1,3,4,3,2,2,1,0,1,0,1,2,0,1,0,0,1,2,1,2,2
161,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,2,0,2,2,1,1,0,1,0,2,0,0,1
162,0,0,2,2,0,4,2,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,4,4,0,6,2,1,0,0,0,0,2,0,0,2,2,0,1,2,1,0
163,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,2,1,2,1,2,0,1,1,1,0,1,2,2,0,2
164,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,2,0,0,1,1,0,2,1,2,1,2,2
165,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,0,1,1,2,1,1,0,0,1,1,0,1
166,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,1,2,0,0,1,0,0,0,1,1,1,2,2,2
167,0,0,0,2,0,0,4,6,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,0,3,4,5,6,6,2,1,0,1,2,0,1,2,0,0,2,2,0,1,0,2
168,0,0,0,0,1,2,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,0,0,5,0,0,-1,1,1,0,0,1,0,2,2,0,0,2,0,1,0
169,0,1,1,1,4,5,1,0,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,-1,1,0,0,0,0,1,1,2,1,1,1,1,0,2
170,0,1,1,2,4,5,1,0,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,0,1,3,4,5,1,7,1,-1,1,1,2,0,0,1,1,1,1,0,2,0,0,1
171,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,0,0,1,1,2,2,1,0,1,1,2,0
172,0,0,2,3,3,4,3,4,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,4,0,2,2,1,1,1,2,2,0,0,0,1,1,1,0,0,2,0
173,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,1,2,1,0,2,2,0,2,1,0,0,0
174,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,2,0,2,0,2,0,2,2,1,0,2,1,2
175,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,0,0,1,2,2,2,1,1,1,2,0,0,1
176,0,1,1,1,2,1,5,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,-1,1,2,1,1,1,2,2,2,1,2,0,0,1,1
177,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,2,0,0,2,1,1,1,1,2,0,1,2,0,0,0
178,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,2,1,0,2,1,2,0,0,2
179,0,0,2,3,3,4,2,4,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,2,3,4,4,0,2,2,1,1,2,0,0,0,0,1,2,2,2,1,0,2,2
180,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,3,1,2,2,0,0,0,2,0,1,1,1,1,2,2,0,2
181,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,-1,1,0,1,0,2,1,1,2,0,1,2,1,1,2
182,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,0,2,2,0,2,0,2,1,2,2,0,1
183,0,0,2,3,3,3,3,2,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,4,3,2,2,1,0,2,1,0,1,2,0,2,2,0,0,2,1,0
184,0,0,2,2,0,0,6,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,1,1,2,2,1,0,0,0,1,2,1,2,0,2
185,0,0,2,3,3,4,2,3,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,3,4,0,2,2,1,0,1,0,2,2,1,1,2,1,0,2,1,0,2
186,0,0,0,0,1,2,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,0,0,5,0,0,-1,1,2,2,2,1,0,1,1,2,1,2,1,0,2
187,0,1,2,2,0,0,4,3,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,0,2,3,4,5,6,6,2,-1,0,2,1,1,1,1,2,1,2,2,2,2,0,2
188,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,1,1,0,1,2,2,1,1,2,0,1,2,0,2
189,0,1,1,1,2,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,-1,1,1,1,0,0,1,1,0,2,1,1,0,0,2
190,0,1,1,2,4,0,4,6,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,0,1,3,4,5,6,6,1,-1,1,2,1,1,1,0,2,0,2,0,0,1,1,1
191,0,1,1,1,4,5,1,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,-1,1,1,0,1,0,0,0,2,1,0,1,1,2,1
192,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,2,0,1,2,2,1,1,1,0,1,0,0,1,1,1
193,0,0,2,3,3,3,3,2,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,2,3,2,2,1,2,0,1,2,2,1,2,0,1,2,1,2,2,2
194,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,1,0,1,3,1,7,1,-1,1,0,1,1,2,1,2,1,2,2,1,2,1,1
195,0,0,2,2,0,0,4,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,0,2,1,0,2,0,2,1,0,2,2,2,2,2
196,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,2,0,1,0,0,0,1,0,2,0,0,0,2,1,0
197,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,-1,2,0,0,0,2,0,2,0,1,0,1,0,0,2
198,0,0,2,2,0,0,4,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,1,1,0,2,1,1,0,2,1,2,1,1,1,0
199,0,0,0,0,1,2,6,7,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,1,0,1,0,0,5,0,0,1,0,0,0,1,2,2,0,0,2,2,1,1,1,1
200,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,1,2,2,1,1,1,1,1,1,0,1,1,1
201,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,-1,2,0,0,1,0,1,0,1,2,2,1,1,0,0
202,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,1,0,1,3,1,7,1,-1,2,0,1,1,2,1,1,1,0,1,1,0,1,1
203,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,2,2,2,2,2,0,2,1,2,2,1,0,2
204,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,1,2,0,2,1,0,2,0,1,1,0,1,0,1
205,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,1,1,0,1,1,2,2,1,1,2,1,0,0,2
206,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,2,1,1,0,2,1,0,2,0,2,2,0,2,1,0
207,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,1,2,1,2,0,0,0,2,1,0,1,2,2
208,0,0,2,3,3,4,6,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,2,3,4,4,3,2,2,1,2,0,2,1,1,2,1,0,1,0,2,0,2,2
209,0,0,2,3,3,4,3,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,3,3,4,3,2,2,1,0,1,1,2,1,2,0,1,1,1,1,1,0,2
210,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,2,0,0,1,2,2,0,0,1,2,0,2,0
211,0,1,1,2,0,0,4,6,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,1,3,4,5,6,6,2,-1,2,2,1,2,2,0,0,0,1,0,2,2,2,1
212,0,0,2,2,0,0,2,3,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,4,5,0,6,2,1,0,1,0,0,1,1,0,1,1,0,1,2,0,2
213,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,2,1,1,0,2,0,2,2,2,0,2,2,2
214,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,2,1,0,0,0,0,2,2,2,2,1,0
215,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,2,2,1,1,0,0,2,1,2,1,2,2,2,0,0
216,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,1,0,0,1,2,2,1,1,0,1,0,0,2
217,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,-1,2,2,1,2,2,1,0,0,2,2,2,0,2,2
218,0,1,1,1,4,5,1,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,-1,2,0,0,2,0,2,2,1,0,0,0,0,2,2
219,0,0,0,0,1,2,3,4,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,2,5,0,1,0,1,0,0,3,2,0,-1,0,1,1,2,1,0,0,1,2,2,2,1,0,0
220,0,0,2,3,3,3,3,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,4,3,2,2,1,1,2,1,1,1,2,1,1,1,2,0,2,1,2
221,0,0,2,3,3,4,2,3,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,2,3,4,4,0,2,2,1,0,1,0,0,2,2,1,1,0,2,1,2,0,2
222,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,7,1,2,0,1,0,0,1,2,0,2,0,1,0,0,0,2
223,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,2,0,0,1,1,0,1,0,0,2,1,1
224,0,0,0,0,1,2,6,4,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,0,0,5,0,0,-1,1,0,1,1,0,0,2,1,2,1,1,1,2,1
225,0,0,2,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,4,3,2,2,1,2,2,1,0,2,0,0,2,0,2,1,1,1,1
226,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,2,1,0,2,1,2,2,0,2,1,2,2,0,2,1
227,0,0,0,0,1,2,0,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,0,0,5,6,0,-1,0,2,1,2,1,2,0,2,0,0,0,2,1,0
228,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,2,0
229,0,0,2,2,0,4,2,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,4,4,0,6,2,1,0,0,2,1,2,0,0,0,2,1,1,0,1,0
230,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,1,2,0,0,1,1,2,2,1,1,2,0,0
231,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,2,2,2,1,1,0,1,1,2,1,2,1,2,2,2
232,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,7,1,2,0,1,2,1,1,1,1,0,2,1,2,1,2,2
233,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,1,2,1,1,2,2,0,1,0,2,2,1,1
234,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,1,2,0,2,0,2,0,2,2,0,2,0,1
235,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,0,1,1,2,0,2,0,0,1,1,2,0
236,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,2,2,2,0,0,1,2,1,0,1,2,2
237,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,0,1,1,2,2,0,0,1,2,1,1,0,0
238,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,2,1,1,1,2,1,0,2,1,1,0,2,2,2,0
239,0,0,0,0,1,2,0,4,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,2,0,1,2,1,2,2,0,0,0,1,1,2,0
240,0,1,1,2,0,0,4,6,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,7,0,0,1,3,4,5,6,6,1,-1,0,0,0,2,1,1,0,2,0,0,2,1,0,0
241,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,2,2,0,1,2,2,2,2,1,2,1,2,0,0
242,0,0,2,2,0,0,4,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,0,0,1,1,2,0,2,2,0,1,0,1,0,1
243,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,2,2,0,2,2,2,0,0,1,0,1,1,0
244,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,2,1,1,2,0,1,2,2,0,2,0,0,1
245,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,0,0,1,0,1,1,1,0,2,0,0,1,1
246,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,2,2,2,2,1,1,1,2,2,0,0,0
247,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,2,0,1,2,0,1,2,1,2,2,2,1
248,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,1,0,2,1,1,1,0,0,0,1,1,0
249,0,0,2,3,3,3,3,2,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,2,3,2,2,1,1,1,0,1,0,1,2,0,1,0,2,2,2,0
250,0,0,2,3,3,4,2,3,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,3,4,0,2,2,1,1,1,0,0,0,1,0,0,2,0,0,0,1,1
251,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,0,2,1,0,2,1,2,0,2,0,0,0,1
