,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13
255,0,1,0,1,3,3,3,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,4,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1
256,0,0,2,0,4,2,5,0,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,5,7,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2
257,0,1,1,2,2,0,6,4,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,2,0,4,4,1,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1
258,0,0,2,0,1,5,4,6,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,2,0,4,4,1,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3
259,0,1,1,1,3,3,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,1,2,5,2,3,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3
260,0,0,2,0,4,2,5,0,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2
261,0,1,1,2,2,0,6,4,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1
262,0,1,0,1,3,3,3,7,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,1,3,2,1,6,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3
263,0,1,0,1,3,4,3,7,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,1,3,2,1,6,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3
264,0,1,1,2,1,5,4,6,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,2,0,4,4,1,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0
265,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1
266,0,0,0,3,0,1,2,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1
267,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3
268,0,1,0,1,3,4,0,7,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,2,1,3,2,1,6,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3
269,0,0,2,0,1,5,0,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,3,1,1,5,7,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3
270,0,1,1,2,1,5,4,6,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,2,0,1,4,1,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3
271,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1
272,0,0,2,0,4,2,5,1,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,1,5,7,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0
273,0,0,2,0,4,2,5,0,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,1,3,1,3,5,7,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3
274,0,1,1,1,3,3,1,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,2,5,2,4,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1
275,0,0,0,3,0,4,0,7,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,4,1,5,6,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0
276,0,1,0,1,3,4,3,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,2,1,3,2,1,6,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0
277,0,1,1,2,2,0,6,4,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0
278,0,1,1,2,1,5,4,6,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,2,0,4,4,1,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1
279,0,0,2,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2
280,0,1,1,2,2,0,1,2,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2
281,0,1,0,1,3,4,0,7,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,1,3,1,5,6,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0
282,0,1,1,2,1,5,4,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,2,0,1,4,1,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2
283,0,1,1,2,1,5,4,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,2,0,1,4,1,0,0,3,2,3,2,1,3,1,2,0,1,2,2,2
284,0,0,2,0,1,5,4,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,3,1,3,4,1,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0
285,0,1,0,1,3,4,0,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,1,3,1,1,6,0,0,2,3,1,2,0,2,1,0,0,3,3,0,3
286,0,0,2,3,0,1,5,1,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,1,3,1,1,5,7,0,0,2,3,1,1,0,2,0,1,3,1,0,0,2
287,0,0,0,3,0,4,0,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,4,1,5,6,0,0,0,1,0,3,1,1,2,3,0,2,2,3,3
288,0,1,0,1,3,4,3,7,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,1,3,2,1,6,0,0,1,1,0,1,2,0,3,1,2,3,2,1,1
289,0,0,2,0,4,2,5,1,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,1,1,3,1,1,5,7,0,0,3,1,2,2,0,3,2,1,2,3,3,2,0
290,0,0,2,0,4,2,5,0,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,1,3,1,3,5,7,0,0,0,0,1,0,3,0,2,1,1,1,1,3,0
291,0,0,2,0,1,5,4,6,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,3,1,1,4,1,0,0,0,3,3,2,1,3,0,2,2,3,3,3,2
292,0,0,2,0,4,2,5,0,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,0,1,1,0,1,2,3,0,1,0,2,2,2
293,0,0,2,0,4,2,5,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,1,5,7,0,0,1,2,2,1,2,2,1,1,2,3,3,0,0
294,0,0,2,0,4,2,5,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,1,5,7,0,0,2,2,1,1,1,2,3,2,3,3,0,2,3
295,0,1,0,3,0,4,0,7,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,1,1,6,0,0,3,1,2,3,3,0,0,3,3,3,2,3,1
296,0,1,0,1,3,4,3,7,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,1,3,2,1,6,0,0,1,2,2,0,0,1,2,2,0,2,0,1,0
297,0,0,2,0,1,5,4,6,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,2,0,4,4,1,0,0,0,0,2,0,3,1,3,3,2,0,1,1,0
298,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,0,1,1,2,3,1,0,3,3,1,3,0,1
299,0,0,2,0,1,5,4,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,3,1,1,4,1,0,0,3,3,2,2,0,2,0,2,3,2,0,3,2
300,0,1,1,2,2,0,6,4,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,0,1,3,2,3,0,0,0,3,0,0,2,3
301,0,1,0,1,3,4,0,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,1,3,1,1,6,0,0,1,2,2,1,3,3,0,3,1,0,1,0,3
302,0,1,0,1,3,3,3,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,6,0,0,2,3,2,3,3,3,1,3,1,0,3,0,3
303,0,1,1,1,3,3,1,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,2,5,2,4,0,0,0,0,0,3,3,2,2,3,0,2,3,3,1
304,0,0,2,0,1,5,0,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,3,1,1,5,7,0,0,0,1,3,3,3,0,0,3,0,1,3,2,2
305,0,1,0,1,3,3,3,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,4,0,0,3,2,2,0,3,2,2,0,1,1,1,2,1
306,0,0,0,3,0,4,0,7,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,4,1,5,6,0,0,2,1,3,0,2,3,0,2,3,0,2,1,2
307,0,0,2,3,0,1,2,5,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,0,2,0,4,0,3,2,0,0,3,3,1,0,2,0,3,2,0,2,0,2,1
308,0,0,2,0,4,2,5,0,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,2,1,1,1,1,2,3,0,0,2,0,3,0
309,0,0,2,0,1,5,4,6,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,2,0,4,4,1,0,0,3,0,1,3,2,3,1,0,3,1,1,2,2
310,0,1,1,2,1,5,4,6,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,2,0,4,4,1,0,0,3,0,3,3,2,3,1,3,3,0,1,1,2
311,0,0,2,0,4,2,5,0,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1
312,0,1,1,2,2,0,6,4,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,2,0,4,4,1,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0
313,0,1,0,1,3,4,0,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,1,3,1,1,6,0,0,3,2,1,2,0,0,3,3,0,0,3,3,2
314,0,0,2,0,4,2,4,6,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,1,3,1,3,0,0,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2
315,0,0,2,0,1,5,4,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,3,1,3,4,1,0,0,3,0,1,1,0,2,0,3,2,2,3,3,0
316,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,3,1,3,0,3,3,0,0,0,0,0,1,3
317,0,1,1,1,3,3,1,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,2,5,2,4,0,0,1,2,0,1,1,0,0,1,1,1,1,3,2
318,0,0,2,0,4,2,5,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,3,3,2,1,1,3,1,0,2,0,0,3,2
319,0,1,0,1,3,3,3,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,4,0,0,2,1,3,1,2,1,0,2,0,0,1,3,0
320,0,1,1,2,2,0,6,4,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,0,1,2,0,3,2,3,2,1,3,3,1,0
321,0,1,1,2,2,0,1,2,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,2,2,5,2,3,0,0,3,1,1,3,3,3,1,2,2,3,2,2,0
322,0,1,1,2,1,5,4,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,2,0,1,4,1,0,0,2,1,0,1,1,2,1,0,1,2,3,1,3
323,0,1,0,1,3,3,3,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,4,0,0,0,1,0,3,2,1,1,2,2,1,1,1,1
324,0,1,1,2,2,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,0,0,2,2,3,1,2,1,0,3,2,0,3
325,0,0,0,3,0,1,2,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,0,1,0,1,3,3,2,1,3,1,1,0,3
326,0,1,0,1,3,3,3,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,6,0,0,3,3,1,2,3,1,0,1,0,3,0,0,3
327,0,0,0,3,0,1,2,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,3,0,3,2,2,2,0,3,3,1,3,2,3
328,0,1,1,2,2,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,0,3,0,2,1,2,3,1,0,3,3,1,0
329,0,0,0,3,0,1,0,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,2,0,4,1,5,6,0,0,3,0,1,1,1,0,3,0,3,2,3,2,1
330,0,1,0,3,0,4,0,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,3,2,1,6,0,0,1,2,2,3,3,1,0,0,3,2,3,3,3
331,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,2,0,0,3,1,1,3,2,3,3,0,0,0
332,0,0,2,3,0,1,0,1,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,0,4,1,5,7,0,0,2,2,2,1,2,1,2,2,2,1,2,3,2
333,0,1,0,1,3,4,0,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,1,3,1,1,6,0,0,3,2,3,0,3,0,2,1,0,1,0,0,1
334,0,0,0,3,0,1,2,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,3,0,0,1,2,1,0,1,2,0,2,3,2
335,0,1,1,1,3,4,1,2,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,1,2,5,2,3,0,0,1,3,0,1,3,1,2,1,1,0,2,1,1
336,0,0,2,0,4,2,5,0,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,1,3,1,3,5,7,0,0,3,3,2,2,2,2,3,2,2,2,3,0,0
337,0,0,0,3,0,1,2,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,3,3,3,0,2,2,2,1,3,1,3,3,1
338,0,1,1,2,1,5,4,6,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,1,2,0,4,4,1,0,0,1,3,3,0,0,3,2,0,3,0,3,2,3
339,0,1,1,2,2,0,6,4,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,1,0,2,0,4,6,5,0,0,3,0,3,3,2,0,1,2,2,3,0,2,2
340,0,0,2,0,4,2,5,0,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,0,3,2,1,1,2,3,3,1,3,3,3,0
341,0,1,1,2,1,5,4,6,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,2,0,4,4,1,0,0,2,2,2,0,2,2,1,1,2,0,2,0,2
342,0,1,0,3,0,4,3,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,3,2,1,6,0,0,2,1,0,1,0,0,1,2,2,3,3,1,1
343,0,1,1,1,3,3,1,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,2,5,2,3,0,0,2,1,3,3,0,3,0,0,2,1,0,0,1
344,0,0,2,0,4,2,5,1,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,1,5,7,0,0,0,3,2,0,0,1,3,3,2,1,0,1,2
345,0,1,0,1,3,4,0,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,2,1,3,1,1,6,0,0,2,1,1,2,1,1,3,2,2,1,3,1,3
346,0,1,0,1,3,3,1,2,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,0,0,1,2,5,2,3,0,0,2,0,0,2,0,3,1,1,1,2,1,0,2
347,0,1,1,2,1,5,0,1,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,1,0,2,1,1,5,1,0,0,1,3,2,3,1,0,2,0,1,3,1,3,2
348,0,1,1,2,2,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,0,0,2,1,3,3,0,3,2,0,2,1,2
349,0,1,0,1,3,3,3,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,4,0,0,0,1,3,1,3,2,1,2,2,1,3,3,3
350,0,1,1,2,2,0,6,4,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,0,1,2,0,1,0,3,0,1,3,0,3,2
351,0,1,0,1,3,3,3,3,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,3,2,1,4,0,0,0,2,3,3,3,1,3,1,0,0,3,3,1
352,0,1,1,2,2,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,2,0,1,3,0,2,0,3,0,2,2,0,3
353,0,0,2,0,4,2,5,0,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,1,3,1,3,3,0,2,3,3,1,1,3,2
354,0,0,0,3,0,1,2,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,3,3,2,0,2,1,3,1,0,0,3,3,2
355,0,1,1,2,1,5,4,6,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,2,0,4,4,1,0,0,3,2,0,0,2,1,1,0,1,0,1,1,1
356,0,0,0,3,0,4,0,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,4,1,5,6,0,0,1,2,2,3,1,1,3,1,0,2,2,2,3
357,0,0,2,0,1,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,2,0,4,4,1,0,0,0,2,3,3,0,3,1,3,0,2,0,0,3
358,0,1,1,2,2,0,1,2,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,2,2,5,2,3,0,0,2,2,1,3,3,3,1,2,2,0,3,3,0
359,0,1,1,1,2,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,2,2,0,0,1,0,2,2,3,2,1,3,3
360,0,0,2,0,1,5,4,6,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,2,0,1,4,1,0,0,1,1,2,1,0,3,2,1,0,3,2,2,2
361,0,1,0,3,0,4,0,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,3,2,1,6,0,0,2,1,2,3,0,0,0,1,1,1,0,2,2
362,0,0,2,0,4,2,5,0,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,5,7,0,0,1,2,0,0,2,2,3,3,3,1,3,3,1
363,0,0,2,0,4,2,5,0,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,2,3,2,3,2,0,0,1,3,3,3,0,0
364,0,1,0,1,3,4,3,7,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,0,2,0,3,2,1,6,0,0,1,1,2,0,1,2,0,0,2,0,3,0,1
365,0,0,2,0,4,2,5,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,1,5,7,0,0,2,2,3,3,1,3,1,2,0,3,1,0,0
366,0,0,0,3,0,4,0,1,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,4,1,5,7,0,0,0,0,0,3,2,3,2,0,0,0,0,1,3
367,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,0,3,1,1,2,2,2,1,3,3,0,2,0
368,0,0,2,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,2,1,2,2,3,0,0,0,2,1,0,3,2
369,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,2,0,3,1,3,1,0,0,0,2,3,1,0
370,0,0,2,0,4,2,5,0,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,0,2,3,3,1,2,3,2,0,2,2,2,0
371,0,0,0,3,0,4,0,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,4,1,5,6,0,0,1,3,1,2,3,2,1,0,2,3,1,2,0
372,0,0,0,3,0,1,2,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,2,1,3,1,2,1,0,3,2,1,2,2,0
373,0,0,2,0,1,5,4,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,3,1,1,5,1,0,0,0,2,0,3,0,0,0,0,2,1,1,3,2
374,0,1,1,2,2,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,0,4,6,5,0,0,2,2,0,2,2,1,2,3,3,1,1,0,3
375,0,0,2,0,4,2,5,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,3,0,0,0,0,0,1,1,0,2,3,3,2
376,0,0,2,0,0,5,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,0,4,1,5,7,0,0,0,3,0,0,0,0,3,1,1,0,3,3,1
377,0,0,2,0,1,5,4,6,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,1,3,1,3,4,1,0,0,3,1,1,3,3,2,2,0,3,0,0,3,0
378,0,0,2,0,4,2,5,0,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,3,0,0,0,0,1,2,0,1,3,2,0,1,2,3,1,0,1
379,0,0,0,3,0,1,2,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,0,3,2,3,3,0,1,1,0,2,2,1,2
380,0,0,0,3,0,1,2,5,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,0,3,1,3,3,2,2,1,1,2,2,2,2
381,0,1,0,1,3,4,0,7,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,1,3,1,5,6,0,0,3,2,0,0,1,1,0,2,3,1,2,1,0
382,0,1,0,1,3,3,1,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,1,2,5,2,3,0,0,3,3,1,0,1,2,0,2,1,0,2,0,3
383,0,1,1,2,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,2,5,2,3,0,0,2,0,2,1,3,1,0,3,1,2,0,2,0
384,0,1,1,1,3,4,1,2,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,2,2,5,2,3,0,0,3,0,2,2,1,2,3,3,2,0,3,2,0
385,0,0,0,3,0,1,2,5,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,4,0,3,2,0,0,0,0,1,3,2,3,0,2,0,1,1,2,0
386,0,0,2,0,4,2,5,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,1,5,7,0,0,3,3,0,2,3,2,3,2,0,0,3,2,2
