,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23
210,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,25,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
211,0,1,0,2,3,2,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,19,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
212,0,0,0,0,2,1,2,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
213,0,1,2,1,4,0,4,1,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,2,3,2,6,0,-1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
214,0,0,1,3,0,4,1,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,10,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1
215,0,1,0,2,3,2,0,5,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
216,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,8,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
217,0,1,0,2,3,2,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,19,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
218,0,0,1,3,0,4,1,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,10,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
219,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,25,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1
220,0,0,1,3,1,4,5,7,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
221,0,0,0,0,2,1,6,3,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,4,0,3,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0
222,0,1,1,3,0,5,3,2,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,2,0,2,4,7,1,10,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0
223,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
224,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,37,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1
225,0,0,1,0,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,1,4,1,2,1,-1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1
226,0,1,2,2,4,0,4,1,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,0,3,3,5,5,5,0,16,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
227,0,1,2,3,0,5,3,2,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,2,0,2,4,7,1,-1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
228,0,0,0,0,2,1,6,3,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,0,0,-1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1
229,0,1,2,2,3,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,5,0,-1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
230,0,1,2,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1
231,0,0,0,2,3,1,6,3,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,0,0,-1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0
232,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,-1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0
233,0,0,0,0,2,1,6,3,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,4,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
234,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,3,2,6,0,34,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
235,0,1,2,1,4,0,4,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,3,2,6,0,21,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
236,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,27,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
237,0,1,0,2,3,2,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,3,0,0,-1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
238,0,1,2,1,4,0,4,1,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,5,5,0,16,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1
239,0,0,0,0,2,1,2,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,33,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
240,0,1,2,1,4,0,4,1,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,0,3,3,5,5,5,0,16,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
241,0,1,0,2,3,2,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,2,3,3,5,3,0,0,20,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
242,0,0,1,3,1,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,4,1,2,1,28,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0
243,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,1,0,6,1,1,25,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1
244,0,1,0,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1
245,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
246,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,33,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1
247,0,1,2,1,0,5,3,2,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,11,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
248,0,1,0,2,3,2,6,3,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,3,0,0,20,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1
249,0,0,1,3,1,4,5,7,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0
250,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,1,0,6,1,0,-1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
251,0,1,2,2,3,2,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,5,0,17,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
252,0,0,1,3,1,4,5,7,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1
253,0,0,1,3,1,3,5,7,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0
254,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,-1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1
255,0,0,0,0,2,1,2,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,0,4,1,-1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
256,0,0,1,0,1,3,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,4,1,0,3,1,-1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0
257,0,1,2,1,4,0,4,1,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,0,2,5,5,0,15,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
258,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,26,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
259,0,1,2,1,0,5,3,2,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,0,2,4,7,0,12,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
260,0,0,1,0,2,3,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,4,1,0,4,1,2,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1
261,0,0,1,3,1,4,5,7,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1
262,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1
263,0,0,1,3,1,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1
264,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,3,2,6,0,34,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
265,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1
266,0,1,2,1,4,0,4,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,1,1,2,3,2,6,0,21,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
267,0,1,2,1,4,5,3,2,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0
268,0,0,1,3,1,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,-1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
269,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,37,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1
270,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1
271,0,1,0,2,3,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,3,3,5,3,0,0,-1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0
272,0,1,2,1,4,0,4,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,3,2,6,0,21,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
273,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,-1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
274,0,1,0,2,3,2,6,3,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,3,0,0,20,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
275,0,1,2,1,4,5,3,2,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,13,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1
276,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0
277,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,-1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1
278,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,33,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
279,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,1,2,1,33,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
280,0,1,2,1,4,5,3,2,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,13,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
281,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1
282,0,1,2,1,4,0,4,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,5,5,0,16,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
283,0,1,2,1,4,5,3,2,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,13,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1
284,0,1,2,1,4,0,4,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,14,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
285,0,1,2,1,0,5,3,2,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,-1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
286,0,0,1,3,0,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,-1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
287,0,0,1,0,2,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,4,1,0,3,1,-1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
288,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,7,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
289,0,1,2,1,4,5,3,2,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,-1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1
290,0,1,2,1,0,5,3,2,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,-1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1
291,0,1,0,2,3,2,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,3,5,3,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
292,0,0,0,0,2,1,6,3,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,4,0,3,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
293,0,1,2,2,3,2,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,5,0,17,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1
294,0,1,0,2,3,2,0,5,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1
295,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0
296,0,0,1,3,1,3,5,7,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,4,1,0,3,1,6,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1
297,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,26,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
298,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,4,1,2,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
299,0,0,1,0,2,3,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,4,1,0,4,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1
300,0,0,1,0,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,1,4,1,2,1,-1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0
301,0,0,1,0,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,1,1,1,1,4,1,2,1,-1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1
302,0,0,1,3,0,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,-1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
303,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,29,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0
304,0,1,0,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
305,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1
306,0,1,2,1,0,5,3,2,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,-1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
307,0,1,0,2,3,2,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,0,0,17,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
308,0,0,0,0,2,1,2,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,4,1,0,4,1,-1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1
309,0,1,2,3,0,5,3,2,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1
310,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,23,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0
311,0,0,0,0,2,1,6,3,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,4,0,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
312,0,1,0,2,3,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,18,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
313,0,1,0,2,3,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,18,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
314,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,8,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0
315,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,1,2,1,32,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
316,0,0,0,0,2,1,6,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,3,3,5,3,4,0,3,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
317,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,3,2,6,0,34,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
318,0,1,0,2,3,2,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,3,0,0,-1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0
