,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10
131,0,1,2,2,2,4,4,7,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,-1,1,0,0,0,1,1,1,1,1,1
132,0,0,0,3,4,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,-1,1,0,1,1,1,0,1,1,0,0
133,0,0,0,0,4,5,5,0,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,4,2,5,4,1,4,1,0,0,1,0,1,0,0,1,0
134,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,0,0,0,1,1,0,1,0,1,1
135,0,1,2,2,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,0,0,1,1,1,1,1,0,1,0
136,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,22,0,1,0,0,1,0,0,1,0,1
137,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,22,1,0,0,1,1,1,1,1,1,1
138,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,22,0,0,1,1,1,1,0,0,0,0
139,0,1,2,2,1,0,6,5,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,2,0,1,4,3,0,16,0,0,1,0,1,1,1,1,1,0
140,0,1,2,2,1,0,6,5,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,2,3,1,4,3,0,-1,0,1,1,1,1,1,1,0,1,0
141,0,0,0,3,4,5,5,0,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,0,0,4,2,5,4,1,-1,0,0,1,0,0,0,0,1,1,1
142,0,0,0,0,4,5,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,4,2,5,7,1,-1,1,1,1,1,0,1,1,1,1,0
143,0,0,0,3,2,1,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,7,1,1,1,0,0,0,0,1,0,1
144,0,1,2,2,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,0,0,1,1,0,0,1,1,1,0
145,0,0,0,3,2,4,2,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,3,3,5,1,5,1,10,1,1,1,0,1,0,0,0,0,1
146,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,2,0,0,1,1,31,0,0,0,1,1,1,1,0,0,1
147,0,0,1,0,0,2,1,4,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,0,0,1
148,0,1,2,2,2,4,2,7,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,3,3,5,1,5,1,-1,0,0,0,0,1,0,0,0,0,1
149,0,0,0,3,2,4,2,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,3,3,5,1,5,1,10,1,1,0,0,0,1,1,0,0,1
150,0,1,1,1,3,3,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,19,0,1,1,1,0,0,0,0,1,1
151,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,1,1,0,0,1,0,0,1,0
152,0,1,1,1,3,3,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,2,0,1,3,0,0,20,0,0,0,1,1,1,1,0,0,0
153,0,0,2,2,2,4,2,3,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,1,0,0,1,1,0,0,1,0,1
154,0,1,1,1,3,2,3,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,2,0,1,3,0,0,20,1,1,1,0,0,0,0,0,0,0
155,0,0,0,3,2,1,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,7,0,1,1,1,0,0,0,1,1,1
156,0,0,0,0,4,5,1,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,4,2,5,4,1,4,0,0,0,0,1,1,1,1,0,1
157,0,0,0,3,2,1,2,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,8,1,0,0,1,1,0,1,0,0,1
158,0,1,1,1,3,3,3,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,0,0,1,0,0,1,0,1,0,0
159,0,0,0,3,2,1,2,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,-1,0,1,0,0,1,0,0,0,0,1
160,0,0,0,3,4,1,5,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,0,6,1,28,0,1,0,1,1,1,1,1,0,0
161,0,1,2,2,1,4,4,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,2,3,3,5,1,5,0,12,1,0,0,0,0,0,0,1,0,1
162,0,0,0,0,4,5,1,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,4,2,5,4,1,4,0,0,1,0,0,0,0,1,1,0
163,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,-1,1,0,0,1,0,1,1,0,1,0
164,0,1,2,2,2,4,4,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,11,1,1,0,1,1,0,0,1,0,0
165,0,0,1,0,0,5,1,4,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,4,2,5,7,1,-1,0,0,0,0,0,0,0,0,0,0
166,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,37,0,0,0,1,1,0,0,1,0,0
167,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,0,1,1,1,1,0,0,1,0,0
168,0,0,2,3,2,4,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,1,0,1,1,0,1,0,1,0,0
169,0,1,2,2,1,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,-1,0,0,0,1,1,1,0,1,1,1
170,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,22,1,0,1,0,1,0,0,0,1,1
171,0,1,1,1,3,3,0,2,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,0,0,-1,1,0,0,1,0,1,1,0,1,1
172,0,1,2,2,1,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,23,0,1,1,1,1,0,0,1,1,1
173,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,1,1,1,4,6,2,0,34,0,1,1,1,0,1,1,1,0,0
174,0,1,2,2,2,4,2,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,1,1,1,0,0,1,0,0,1,1
175,0,1,2,2,1,0,4,5,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,14,1,0,0,0,1,1,1,0,1,1
176,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,2,0,0,1,1,31,0,1,0,0,0,0,1,1,0,0
177,0,0,0,3,4,5,5,0,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,0,0,4,2,5,4,1,-1,1,1,1,0,0,1,1,1,1,0
178,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,1,1,1,1,0,0,1,1,1,1
179,0,1,2,2,1,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,22,0,0,0,1,0,1,0,0,0,1
180,0,0,1,0,0,5,1,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,32,0,0,1,0,0,0,0,0,0,1
181,0,1,1,1,3,3,0,2,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,3,0,17,1,0,1,1,0,0,1,1,0,1
182,0,0,1,0,0,2,3,4,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,1,0,0,0,1,1,0,0,0,1,0
183,0,1,2,2,2,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,2,3,2,6,0,24,1,0,0,1,0,0,0,0,1,1
184,0,0,0,0,4,5,1,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,4,2,5,4,1,4,1,0,0,0,1,1,1,0,1,1
185,0,0,1,0,0,2,1,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,0,0,1,1,-1,1,0,1,0,1,1,1,0,1,0
186,0,1,2,1,1,0,6,6,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,1,4,6,2,0,36,1,0,0,1,1,1,1,0,1,1
187,0,1,2,1,1,0,6,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,1,4,6,2,0,21,1,0,0,1,1,1,1,0,0,1
188,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,2,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1
189,0,0,1,0,0,2,1,4,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,5,7,1,-1,0,0,0,1,0,1,0,0,0,1
190,0,0,0,3,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,-1,0,0,0,1,1,0,1,0,1,0
191,0,1,2,2,1,0,6,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,2,3,2,6,0,-1,0,0,0,1,1,1,0,0,1,0
192,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,0,0,0,0,0,1,0,0,0,0,0
193,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,0,1,0,0,1,0,1,1,1,1
194,0,1,2,2,1,0,4,1,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,2,3,2,6,0,-1,1,1,0,1,0,1,0,0,0,1
195,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,2,0,0,1,1,-1,1,1,0,0,1,1,1,0,1,1
196,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,-1,0,1,1,1,1,1,1,0,0,0
197,0,0,1,0,0,2,1,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,0,1,0,1,0,1,1,1,1,1,1
198,0,0,0,3,2,1,2,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,8,1,1,1,0,0,0,0,1,1,0
199,0,1,2,2,1,0,6,5,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,2,3,1,4,3,0,15,0,1,1,1,0,0,0,0,0,0
200,0,1,1,1,3,3,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,19,0,0,1,0,0,1,0,0,1,1
201,0,1,1,1,3,3,0,2,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,0,0,-1,1,0,0,1,0,0,1,1,1,1
202,0,1,1,1,3,3,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,-1,1,0,1,0,0,0,1,0,0,0
203,0,1,2,2,2,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,2,3,2,6,0,-1,0,0,0,0,0,1,1,0,0,0
204,0,1,2,1,3,3,6,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,3,0,-1,1,0,0,1,1,1,0,0,0,1
205,0,0,0,3,2,4,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,2,3,2,6,1,-1,1,0,1,1,1,0,1,1,0,1
206,0,1,2,2,2,4,4,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,11,1,1,0,0,0,0,1,0,0,0
207,0,1,1,1,3,3,0,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,36,0,0,1,0,1,0,1,0,1,1
208,0,0,0,0,4,5,1,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,4,2,5,4,1,4,1,1,0,0,0,1,1,0,1,1
209,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,2,0,0,1,1,-1,1,1,0,1,1,1,0,0,1,1
210,0,0,0,3,2,1,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,25,0,1,0,1,0,1,1,0,1,1
211,0,1,1,1,3,3,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,19,0,0,0,0,0,1,1,1,1,1
212,0,0,1,0,0,2,3,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,-1,1,1,0,0,1,1,1,0,0,1
213,0,1,2,1,1,0,6,1,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,1,4,6,2,0,-1,1,0,1,1,1,1,1,0,0,0
214,0,0,0,3,2,4,2,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,3,3,5,1,5,1,10,1,0,0,1,0,1,1,0,0,0
215,0,1,1,1,3,3,0,6,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,-1,1,1,0,1,1,1,1,0,0,1
216,0,0,0,3,2,1,2,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,8,0,0,0,0,1,1,1,1,0,0
217,0,1,1,1,3,3,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,2,0,1,3,0,0,19,1,1,0,1,0,0,1,1,1,1
218,0,0,0,3,2,4,2,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,2,3,3,5,1,5,1,10,0,0,0,0,1,0,0,0,0,1
219,0,0,0,3,2,1,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,25,0,1,1,0,0,0,0,0,0,1
220,0,0,0,3,4,1,5,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,1,0,0,1,0,1,1,1,0,0
221,0,0,1,0,0,2,3,4,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,0,0,2,3,7,0,3,1,0,1,0,1,0,0,1,1,1
222,0,0,2,2,2,4,2,7,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,3,3,5,1,5,1,10,0,0,1,1,1,0,1,0,1,1
223,0,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,1,0,1,1,1,1,0,1,0,1,0
224,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,37,0,0,1,0,0,0,0,0,1,0
225,0,0,0,0,4,5,1,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,2,0,0,1,1,-1,0,1,0,0,1,0,0,0,0,1
226,0,1,2,1,1,0,6,5,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,2,2,0,1,4,3,0,16,0,1,0,1,0,1,0,0,0,1
227,0,0,2,2,2,4,2,7,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,2,3,3,5,1,5,1,-1,0,1,0,0,0,0,1,0,1,0
228,0,0,1,0,0,2,3,4,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,2,0,1,3,0,0,-1,1,0,1,1,1,1,0,0,1,0
229,0,1,2,1,3,3,6,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,3,0,-1,1,1,1,0,0,1,1,1,1,1
230,0,1,1,1,3,3,0,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,36,1,1,0,0,0,0,0,0,0,0
231,0,1,1,0,0,2,3,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,2,0,1,3,0,0,-1,0,0,1,0,0,0,0,0,1,1
232,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,-1,0,0,0,0,0,0,1,0,1,1
233,0,0,1,0,0,2,3,4,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,0,0,2,3,7,0,3,0,1,1,1,1,1,1,1,0,0
234,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,1,0,6,1,0,34,1,0,1,0,1,0,1,0,1,1
235,0,1,2,1,1,0,6,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,1,4,6,2,0,21,1,1,0,0,1,1,1,0,1,0
236,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,27,0,1,0,1,0,1,1,0,1,1
237,0,1,1,1,3,3,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,2,0,1,3,0,0,-1,0,0,1,1,1,0,1,1,0,0
238,0,1,2,2,1,0,6,5,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,2,2,0,1,4,3,0,16,0,0,1,0,1,0,0,1,0,0
239,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,33,0,1,1,1,0,1,1,0,1,1
240,0,1,2,1,1,0,6,5,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,2,2,0,1,4,3,0,16,0,1,0,1,1,1,1,0,0,1
241,0,1,1,1,3,2,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,2,0,1,3,0,0,20,0,1,1,0,0,0,0,0,0,1
242,0,0,0,3,4,1,5,3,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,0,6,1,28,1,0,1,0,1,0,0,0,1,1
243,0,0,0,3,2,4,2,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,2,3,2,6,1,25,0,1,0,1,0,1,1,1,0,0
244,0,1,1,1,3,3,0,6,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,1,4,6,2,0,36,0,0,1,0,1,1,1,1,1,1
245,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,0,0,0,1,1,1,1,0,1,1
246,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,1,0,0,1,1,33,1,0,1,1,1,1,0,1,0,1
247,0,1,2,2,2,4,4,7,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,2,3,3,5,1,5,0,11,0,0,0,1,1,0,0,1,0,0
248,0,1,1,1,3,3,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,0,2,0,1,3,0,0,20,0,1,0,0,0,0,0,0,1,1
249,0,0,0,3,4,1,5,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,0,1,1,0,0,0,1,0,0,1
250,0,1,2,2,2,4,4,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,2,3,2,6,0,-1,1,1,0,0,1,1,1,0,0,0
251,0,1,1,1,3,3,0,2,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,2,2,0,1,4,3,0,17,1,0,1,0,0,0,0,0,0,0
252,0,0,0,3,4,1,5,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,0,0,1,0,0,0,1,1,1,0
253,0,0,0,3,4,1,5,0,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,0,1,1,1,0,0,0,1,0,0
254,0,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,3,7,1,-1,1,0,1,0,0,0,0,1,1,1
255,0,0,1,0,0,2,1,4,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,4,2,5,7,1,-1,1,1,1,1,0,0,1,0,0,1
256,0,0,0,0,4,5,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,4,2,5,4,1,-1,1,1,0,0,1,0,1,1,0,1
257,0,1,2,2,1,0,6,5,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,2,2,3,1,4,3,0,15,0,0,1,0,1,1,1,1,0,0
258,0,0,0,3,2,1,2,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,2,3,2,6,1,26,0,0,1,1,1,0,1,0,0,1
259,0,1,2,2,1,4,4,7,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,2,3,3,5,1,3,0,12,0,0,0,0,0,0,1,0,1,0
260,0,0,0,0,4,5,1,0,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,4,2,5,7,1,2,1,1,0,1,1,1,1,1,1,0
261,0,0,0,3,4,1,5,3,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,0,1,1,0,1,0,0,1,0,0
262,0,0,0,3,4,5,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,2,0,0,1,1,30,1,1,1,1,0,1,1,1,0,1
263,0,0,0,3,4,1,5,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,0,4,2,5,4,1,6,0,1,1,1,0,1,0,1,0,1
264,0,0,1,0,0,2,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,1,0,6,1,0,34,1,1,1,0,0,1,1,0,0,0
265,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,1,1,0,1,0,1,1,1,0
266,0,1,2,2,1,0,6,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,1,1,1,4,6,2,0,21,0,0,1,1,0,0,0,0,0,0
267,0,1,2,2,1,4,4,7,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,2,3,3,5,4,3,0,-1,0,0,0,0,1,0,0,1,1,1
268,0,0,0,3,4,1,5,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,3,3,5,1,5,1,-1,0,1,1,0,0,1,0,0,1,0
269,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,37,1,0,1,1,1,1,1,1,0,1
270,0,1,1,1,3,3,0,6,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,1,4,6,2,0,35,1,1,1,0,1,0,0,1,1,1
271,0,1,1,1,3,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,2,0,1,3,0,0,-1,1,0,1,0,0,0,0,0,1,1
