,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17
113,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,0,1,0,2,1,1,2,2,0,0,1,0,2,1,0,2,2,0
114,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,0,2,2,0,1,2,0,1,2,2,2,1,1,1,1,1,1
115,0,0,2,1,3,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,0,2,3,1,3,2,0,29,0,1,2,0,2,2,1,1,2,2,1,2,1,2,1,1,0
116,0,1,1,0,0,1,1,4,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,0,1,1,2,0,1,0,1,2,2,1,2,1,1,0,2,1
117,0,1,0,2,2,0,2,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,5,0,1,0,-1,1,0,1,1,1,1,2,0,2,1,0,2,0,1,2,1,1
118,0,0,0,2,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,27,0,0,1,1,1,2,1,0,1,2,0,0,0,1,0,2,2
119,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,23,1,1,1,1,0,0,1,0,2,1,1,0,1,1,0,0,0
120,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,-1,2,0,1,0,0,2,0,2,1,1,1,1,1,1,0,0,0
121,0,0,2,1,3,2,4,2,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,19,0,1,2,2,1,1,0,0,2,0,1,1,2,1,2,2,0
122,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,-1,0,1,0,2,2,1,0,2,2,1,0,1,2,2,0,2,0
123,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,15,1,0,2,0,1,0,0,1,1,0,2,0,2,2,2,1,1
124,0,0,2,1,3,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,0,2,3,1,3,2,0,29,2,2,0,2,0,2,1,1,0,0,0,2,1,2,1,2,1
125,0,0,0,2,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,27,1,2,2,1,0,2,0,1,0,1,0,2,2,1,0,1,2
126,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,16,0,2,1,0,0,0,1,2,0,0,1,1,1,1,2,1,1
127,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,1,2,0,0,1,1,0,1,2,0,1,0,1,1,0,2,1
128,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,2,2,2,2,0,2,0,2,1,1,2,0,2,1,0,2,2,0
129,0,0,2,1,3,2,4,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,18,0,1,1,0,1,0,0,2,1,2,0,0,1,1,2,0,2
130,0,1,0,3,2,0,2,5,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,1,1,2,1,1,2,0,0,2,0,2,2,2,1,1,2,1
131,0,0,2,1,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,12,2,2,1,2,2,0,0,1,1,1,1,2,2,0,1,1,1
132,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,1,1,2,1,1,0,0,0,1,0,2,1,0,0,1,0,0
133,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,2,0,0,0,0,2,0,0,2,2,0,2,0,2,1,2
134,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,2,1,1,3,6,0,1,-1,1,0,0,0,0,2,0,1,2,1,2,2,0,2,2,1,2
135,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,1,0,0,0,2,1,2,2,2,1,2,2,1,2,0,0,1
136,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,2,2,2,0,1,0,1,1,0,0,0,2,0,0,2,1,1
137,0,1,1,3,4,3,3,0,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,0,2,1,0,1,1,0,1,2,0,1,1,0,1,1,2
138,0,0,2,1,3,2,4,2,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,3,1,3,2,0,-1,2,2,1,1,1,2,0,2,0,1,2,2,2,2,0,0,0
139,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,1,1,1,0,1,1,2,0,0,2,1,0,2,2,2,1
140,0,0,2,1,3,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,2,1,1,0,0,2,0,1,2,0,0,0,2,2,0,0,0
141,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,2,0,0,1,0,0,2,2,2,0,2,0,1,0,1,0,2
142,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,0,0,2,1,2,2,2,2,2,2,1,0,2,2,1,1,0
143,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,0,4,0,15,1,1,0,1,2,1,1,1,0,0,1,2,1,1,1,0,1
144,0,0,2,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,1,1,1,2,2,1,1,2,2,1,2,0,2,2,1,1,2
145,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,1,0,0,1,0,2,0,0,0,0,2,2,0,1,1,1,2
146,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,3,1,0,1,-1,0,1,1,2,1,2,2,1,2,0,2,0,0,0,1,2,0
147,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,2,1,1,2,1,2,0,2,2,2,1,0,2,1,1,2,1
148,0,0,2,1,3,2,4,7,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,0,2,3,1,3,2,0,29,0,2,0,1,0,2,2,1,0,1,0,1,0,2,1,1,1
149,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,1,0,2,0,2,4,0,17,2,1,1,1,2,0,2,0,1,2,2,1,0,1,1,0,0
150,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,6,1,0,2,2,0,0,1,2,2,1,1,0,0,0,1,2,1
151,0,0,2,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,0,2,2,0,1,0,0,0,2,2,0,1,1,2,1,2,0
152,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,22,2,1,1,0,0,2,1,1,0,0,0,2,2,0,2,0,1
153,0,1,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,2,1,0,2,2,0,2,0,2,0,2,1,2,0,0,1,1
154,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,1,1,1,1,1,0,1,2,0,0,0,0,1,2,2,2,2
155,0,0,2,1,1,4,5,7,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,3,1,3,2,0,-1,1,1,0,1,2,0,1,1,1,2,1,1,0,1,2,2,1
156,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,2,2,0,1,1,1,0,2,2,0,1,2,1,1,0,0,2
157,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,0,1,0,1,1,0,2,1,2,0,0,0,1,0,0,2,1
158,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,2,2,1,0,1,2,0,0,1,0,1,0,2,2,1,0,2
159,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,2,1,0,0,0,2,2,1,2,2,0,1,0,2,1,0,2
160,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,15,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,0
161,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,0,2,4,5,0,25,2,1,2,2,1,0,1,0,2,2,0,2,0,2,2,1,2
162,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,5,0,1,0,13,1,0,2,0,0,1,0,1,1,1,0,2,1,1,0,1,1
163,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,21,1,0,0,1,1,1,0,2,0,1,1,2,1,2,0,0,0
164,0,1,1,0,0,1,1,4,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,0,1,2,0,1,0,1,1,1,0,0,2,1,0,0,2,1
165,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,0,2,2,2,2,0,0,2,2,1,0,2,0,1,0,0,2
166,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,26,0,2,2,2,2,2,0,1,1,0,0,2,0,2,1,2,1
167,0,0,0,2,2,5,0,6,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,0,0,1,2,1,2,1,0,1,2,1,0,1,1,0,1,2
168,0,1,1,0,0,1,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,0,0,2,2,2,0,0,1,1,2,1,1,1,0,0,2,0
169,0,0,2,1,3,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,2,3,1,3,2,0,29,2,0,0,2,2,1,0,0,0,1,1,0,0,1,1,0,0
170,0,0,2,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,5,0,1,0,-1,0,0,2,1,0,0,2,0,2,1,0,2,2,2,0,0,2
171,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,3,2,1,2,1,1,2,1,2,2,1,0,0,0,2,0,0,1
172,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,1,0,2,0,2,4,0,-1,2,0,1,1,2,2,1,2,0,0,2,0,1,0,0,2,0
173,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,7,0,2,1,1,1,2,2,2,0,0,0,1,2,2,2,2,2
174,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,0,0,0,2,2,2,2,2,1,2,1,2,2,1,0,0,2
175,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,27,0,1,2,0,1,0,2,1,2,0,0,1,2,1,1,0,2
176,0,1,0,2,2,0,2,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,1,-1,0,1,2,0,0,2,0,2,2,1,1,0,2,1,2,0,2
177,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,1,0,2,2,1,0,0,2,1,2,1,2,2,2,1,0,0
178,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,2,3,1,3,6,3,1,-1,0,2,1,1,0,1,1,1,2,1,0,2,1,2,2,0,0
179,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,2,1,2,1,1,0,0,1,1,2,2,2,0,2,0,1,0
180,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,-1,2,0,0,0,0,0,2,2,0,2,0,2,0,2,1,2,1
181,0,0,2,1,3,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,2,3,1,3,2,0,29,2,1,1,2,0,0,0,1,1,2,1,0,1,2,0,0,0
182,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,-1,1,0,0,1,1,2,2,1,2,2,1,1,0,0,1,0,1
183,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,1,0,2,0,2,4,0,17,0,1,0,1,2,2,2,2,2,0,2,2,0,1,1,2,0
184,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,11,0,2,0,2,0,1,2,1,0,2,0,2,1,0,0,2,0
185,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,16,1,1,0,0,0,1,2,0,2,2,0,0,2,0,2,0,0
186,0,0,0,2,1,5,0,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,0,0,1,1,0,2,1,0,1,2,0,2,1,1,0,2,0
187,0,0,2,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,13,1,1,1,1,0,2,2,1,1,1,1,0,1,0,0,1,2
188,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,-1,0,1,0,0,2,0,0,2,1,0,0,1,2,1,1,2,1
189,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,3,1,3,2,0,20,1,1,1,2,2,0,0,1,1,2,1,0,1,0,2,0,0
190,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,1,0,2,5,0,1,0,-1,1,1,0,1,2,2,0,0,1,1,1,0,2,1,1,2,1
191,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,-1,2,1,2,0,2,0,2,2,0,0,0,1,1,2,0,1,1
192,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,22,1,2,0,0,2,1,0,1,0,2,0,2,2,0,2,2,1
193,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,2,0,2,4,0,17,0,2,0,1,0,2,0,1,2,1,1,2,2,2,0,2,0
194,0,0,2,1,3,2,4,7,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,3,1,3,2,0,-1,0,2,0,0,2,1,1,1,2,0,0,2,1,2,0,1,2
195,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,1,0,2,5,0,1,0,12,1,0,0,2,1,1,0,2,1,1,0,2,2,0,0,2,0
196,0,0,0,2,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,3,1,3,5,0,-1,2,0,1,0,0,1,1,1,0,1,2,2,0,0,1,2,1
197,0,0,2,1,3,2,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,2,3,1,3,2,0,-1,1,1,1,1,0,1,0,2,0,1,2,2,2,1,2,0,1
198,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,1,0,2,5,0,1,0,12,2,2,2,2,0,0,1,0,2,2,2,2,0,0,0,1,2
199,0,0,0,2,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,1,1,1,0,1,1,0,2,2,0,0,2,2,1,1,1
200,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,2,1,0,2,1,0,2,1,2,2,1,0,2,2,0,0,1
201,0,0,2,1,3,4,5,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,2,3,1,3,2,0,-1,1,0,0,2,2,1,2,0,1,0,0,2,1,0,0,1,1
202,0,0,2,1,3,2,4,2,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,3,1,3,2,0,-1,1,0,0,0,2,1,0,1,2,0,2,1,1,2,0,0,1
203,0,0,0,2,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,5,0,27,1,1,1,1,2,1,1,0,2,0,1,0,1,2,1,2,2
204,0,0,0,3,4,3,0,6,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,2,3,1,3,6,3,0,-1,2,0,2,1,0,2,0,1,2,2,1,1,2,1,0,0,0
205,0,0,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,1,2,0,1,0,0,0,1,2,1,0,1,0,0,1,2,0
206,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,2,2
207,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,8,2,1,2,1,2,0,0,1,0,0,0,0,2,1,2,0,1
208,0,0,2,1,1,5,6,1,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,1,0,2,5,0,1,0,-1,2,2,1,0,1,2,0,1,2,1,1,2,1,1,0,0,2
209,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,-1,1,2,1,0,2,2,0,0,1,2,2,1,2,0,0,0,0
210,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,0,1,2,0,0,1,2,2,0,2,2,0,2,1,1,2,1
211,0,0,2,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,1,0,2,5,0,1,0,-1,0,1,1,2,0,1,2,1,0,1,2,2,2,0,1,1,1
212,0,0,2,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,5,0,1,0,13,1,0,1,2,1,0,1,0,0,0,1,2,1,1,2,0,0
213,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,0,2,2,1,1,2,0,0,1,1,2,1,0,1,1,0,0,2
214,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,2,1,4,4,1,0,1,5,1,2,2,2,2,0,0,2,0,1,0,2,1,0,1,0,1
215,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,21,0,1,0,2,0,0,0,2,1,0,2,2,2,0,1,0,1
216,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,0,1,2,0,2,0,2,0,2,2,0,2,0,0,0,2,0
217,0,1,0,2,2,0,2,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,28,1,1,2,0,0,1,1,1,2,2,2,0,0,1,0,0,0
218,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,0,0,1,2,0,1,0,0,1,1,1,1,0,2,2,2,2
219,0,0,2,1,1,5,6,1,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,1,0,2,5,0,1,0,-1,1,0,1,1,2,1,1,2,2,0,2,2,1,0,1,0,2
220,0,0,2,1,3,2,4,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,1,0,2,0,2,4,0,17,2,0,1,0,1,1,0,1,0,2,1,0,1,0,1,1,2
221,0,0,2,1,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,0,2,4,0,14,0,1,0,2,2,1,0,2,0,1,1,1,2,2,1,0,2
222,0,0,0,2,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,0,2,4,5,0,-1,2,2,2,0,1,0,0,2,2,0,2,1,2,0,1,2,1
223,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,7,0,0,1,0,0,2,2,2,2,0,2,1,1,2,2,0,0
224,0,0,2,1,1,5,0,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,1,0,2,5,0,1,0,-1,1,0,0,1,0,1,2,0,2,2,1,1,2,1,2,1,0
225,0,0,2,1,3,2,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,1,0,2,0,2,4,0,-1,2,2,2,1,2,1,2,1,0,1,1,2,2,2,2,1,0
226,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,3,1,3,2,0,20,1,1,2,2,2,2,0,1,2,0,2,2,2,2,0,1,0
227,0,0,0,2,2,0,0,6,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,1,3,2,5,0,1,0,-1,2,0,1,0,2,0,1,1,1,0,2,2,2,0,2,0,1
228,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,2,1,4,4,5,6,1,-1,2,0,0,0,2,1,1,2,1,2,0,1,1,0,1,2,1
229,0,0,2,1,1,2,6,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,1,0,2,5,0,1,0,13,2,2,2,1,1,1,1,2,0,2,2,0,2,2,1,2,0
230,0,1,1,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,2,3,1,3,6,3,1,7,2,2,0,1,2,0,0,0,1,1,2,0,0,1,0,2,1
231,0,0,2,1,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,3,1,3,2,0,-1,0,1,2,1,1,2,1,1,0,0,0,1,1,2,1,1,1
232,0,0,0,2,1,4,5,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,3,1,3,2,0,21,1,1,0,1,0,2,1,1,2,0,2,0,0,1,1,2,2
233,0,0,0,2,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,0,2,4,5,0,24,1,0,2,0,0,2,1,1,0,2,2,2,0,0,0,2,0
234,0,0,0,2,2,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,3,0,2,4,7,0,-1,2,2,2,1,1,1,1,2,0,0,2,2,1,1,0,1,1
