,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7
263,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,3,0,0,0,2,1,1,2,2,6,0,-1,0,1,0,1,1,1,0
264,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,5,6,0,1,0,2,3,4,5,1,0,0,0,1,1,1,0,0,1
265,0,0,0,3,3,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,1,0,2,3,3,6,7,7,-1,0,1,0,0,0,0,1
266,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,3,0,0,2,0,0,1,0,5,0,-1,1,0,0,1,0,0,0
267,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,3,2,6,0,0,2,1,4,5,1,3,0,-1,1,0,0,1,1,0,1
268,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,1,1,1,1,0,0,1
269,0,1,2,0,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,2,3,5,0,0,1,0,0,1,4,4,0,-1,1,1,0,1,1,0,1
270,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,5,3,1,0,0,2,1,1,2,2,6,0,-1,1,0,0,0,1,0,1
271,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,2,0,0,1,0,0,0,-1,1,1,1,1,0,1,0
272,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,5,7,0,1,0,2,3,3,6,7,4,-1,1,1,1,0,1,0,0
273,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,0,3,6,0,0,2,0,0,1,0,5,0,-1,0,0,1,0,0,0,1
274,0,1,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,6,4,0,0,2,1,4,4,5,1,0,-1,0,0,0,0,0,1,0
275,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,4,0,0,0,2,0,0,1,0,5,0,-1,1,0,1,0,1,1,0
276,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,0,2,1,1,2,0,5,0,-1,0,1,0,1,1,0,0
277,0,1,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,5,0,0,1,0,2,3,4,5,1,0,-1,0,0,1,0,1,0,0
278,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,0,1,0,0,0
279,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,0,1,1,1,0,1
280,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,3,1,7,0,1,0,2,3,3,6,1,0,-1,0,1,1,1,1,1,0
281,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,1,3,0,0,2,0,0,1,0,5,0,-1,1,0,0,1,1,0,0
282,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,1,2,0,1,0,2,3,4,5,1,0,-1,0,0,1,0,0,0,1
283,0,0,2,2,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,4,3,4,0,1,1,3,2,0,3,2,0,-1,1,0,1,0,1,1,1
284,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,0,6,6,0,0,2,0,0,1,4,4,0,-1,0,0,0,1,0,0,0
285,0,1,1,1,0,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,1,0,0,0,1
286,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,2,6,0,0,1,0,0,1,4,4,0,-1,0,1,1,1,0,0,0
287,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,6,0,0,2,1,1,2,2,6,0,-1,0,1,0,1,1,1,0
288,0,1,2,0,4,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,3,5,0,0,1,0,0,1,4,4,11,-1,1,1,0,1,0,0,1
289,0,1,1,1,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,2,1,5,0,0,2,0,0,1,0,5,0,-1,1,1,0,0,0,1,0
290,0,0,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,7,0,0,1,0,0,1,4,4,11,-1,0,0,1,0,1,0,0
291,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,2,0,0,4,5,0,0,-1,0,1,1,0,1,1,0
292,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,1,5,2,0,0,2,0,0,1,0,0,0,-1,0,1,1,0,1,0,1
293,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,1,0,0,1,0,0,1
294,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,0,0,0,-1,0,0,1,1,1,0,1
295,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,1,1,0,1,1,0,0
296,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,4,2,0,0,2,1,1,2,2,6,0,-1,1,0,0,0,0,1,0
297,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,5,2,6,0,0,2,0,0,1,0,5,0,-1,0,0,0,0,1,1,1
298,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,1,0,1,1,0
299,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,0,5,0,0,2,0,0,1,0,5,0,-1,1,1,0,0,0,0,0
300,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,5,1,5,0,1,0,2,3,3,6,7,4,-1,0,1,1,0,1,0,0
301,0,1,1,1,4,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,5,6,0,0,2,0,0,1,4,4,0,-1,1,0,0,1,1,1,0
302,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,0,7,0,1,0,2,3,3,6,7,7,-1,0,1,0,1,1,1,1
303,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,0,0,0,1,1,0,0
304,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,5,0,-1,0,1,1,1,1,0,0
305,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,0,2,0,4,5,1,3,0,-1,1,0,0,0,1,0,0
306,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,1,0,0,1,0
307,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,5,5,1,0,0,2,1,1,2,0,5,0,-1,1,1,1,0,0,0,1
308,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,5,6,7,0,0,2,1,1,2,2,6,0,-1,0,1,1,1,1,0,1
309,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,0,2,1,1,2,2,6,0,-1,1,0,1,1,0,1,1
310,0,1,1,1,0,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,1,0,1,1,0,1,1
311,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,1,1,2,2,6,0,-1,1,0,0,0,1,1,0
312,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,2,1,0,1,0,0,0,-1,0,0,0,1,1,0,1
313,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,1,5,0,0,2,1,1,2,0,0,0,-1,1,0,1,0,0,0,1
314,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,1,5,5,0,0,2,0,0,1,0,5,0,-1,0,0,0,0,1,1,0
315,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,1,5,1,3,0,0,2,1,1,2,2,6,0,-1,1,0,1,1,0,0,0
316,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,3,0,0,2,1,1,2,2,6,0,-1,1,1,1,0,1,1,0
317,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,5,7,0,1,0,2,3,4,5,1,0,0,1,0,0,1,1,0,0
318,0,0,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,1,3,1,0,0,1,0,0,1,4,4,11,-1,1,1,0,1,1,1,1
319,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,0,0,2,1,1,2,2,6,0,-1,0,1,1,1,0,1,0
320,0,1,1,0,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,3,1,0,0,1,0,0,1,4,4,0,-1,0,1,0,0,1,0,1
321,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,0,7,0,1,0,2,3,4,5,1,0,-1,1,1,1,1,1,1,1
322,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,2,0,0,1,0,0,0,-1,0,1,0,1,1,0,1
323,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,4,6,0,1,0,2,3,3,6,7,7,-1,0,1,0,1,0,1,1
324,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,0,0,-1,0,0,0,0,1,1,0
325,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,0,1,0,1,1,1,0
326,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,1,1,1,0,1,1,0
327,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,0,2,1,1,2,2,6,0,-1,1,0,1,0,0,0,0
328,0,0,2,2,2,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,3,7,0,1,0,3,2,4,5,1,0,-1,0,1,0,0,1,0,1
329,0,0,2,0,2,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,0,2,1,0,1,1,0,0,4,5,1,0,-1,1,0,1,1,1,0,1
330,0,0,2,2,2,5,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,0,6,2,0,1,1,3,2,4,5,2,0,-1,1,0,0,1,1,1,0
331,0,1,1,1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,1,0,0,1,0,0,0,-1,0,0,0,1,1,1,1
332,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,4,1,5,0,0,2,0,0,1,0,5,0,-1,0,0,0,1,0,1,0
333,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,1,0,1,0,1,0,0
334,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,4,5,1,3,0,-1,1,0,0,1,0,1,0
335,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,1,5,0,1,0,2,3,4,5,1,0,-1,1,1,0,1,1,1,0
336,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,2,3,5,5,0,0,2,0,0,1,0,0,0,-1,1,1,0,0,0,0,1
337,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,0,4,1,0,1,0,2,3,4,5,1,0,-1,1,1,1,0,0,0,0
338,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,0,2,0,0,1,0,5,0,-1,1,1,1,0,0,1,0
339,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,3,2,2,0,1,0,2,3,3,6,7,4,-1,1,0,1,1,0,0,1
340,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,0,1,0,0,4,5,0,0,-1,0,1,0,1,1,0,1
341,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,3,5,0,0,0,2,0,0,1,0,0,0,-1,0,0,0,0,0,0,1
342,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,1,0,0,2,0,0,1,0,0,0,-1,0,1,0,1,0,0,1
343,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,4,5,0,1,0,2,3,3,6,1,7,-1,0,1,1,1,0,1,0
344,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,0,2,0,0,1,0,0,0,-1,0,1,0,0,0,1,1
345,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,5,7,0,0,2,0,0,1,0,5,0,-1,0,1,1,0,1,1,1
346,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,5,0,-1,0,0,0,0,0,1,1
347,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,2,0,0,2,1,1,4,5,0,0,-1,1,1,0,1,1,0,0
348,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,0,0,0,1,1,1,0
349,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,4,3,2,0,0,2,0,0,1,0,5,0,-1,0,1,1,1,1,0,1
350,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,1,0,0,1,0,1
351,0,0,2,0,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,1,1,3,2,0,3,2,7,-1,0,0,1,1,1,1,1
352,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,4,1,5,0,1,0,2,3,3,6,7,4,-1,0,0,1,1,0,0,0
353,0,0,2,2,2,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,6,6,0,1,1,3,2,4,5,1,0,-1,1,1,1,1,1,0,0
354,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,1,2,0,0,0,2,0,0,1,0,5,0,-1,1,1,0,0,0,1,1
355,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,0,4,6,0,0,2,0,0,1,4,4,0,-1,1,0,0,0,0,1,1
356,0,1,2,0,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,1,0,0,1,4,4,0,-1,1,0,0,1,1,1,1
357,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,1,1,0,1,1
358,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,4,1,1,0,0,2,0,0,1,0,5,0,-1,0,0,1,1,1,1,1
359,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,4,2,1,1,0,0,2,0,0,1,0,5,0,-1,0,0,0,0,1,0,0
360,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,5,3,0,0,2,1,1,2,2,6,0,-1,1,1,0,1,0,1,0
361,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,2,4,0,0,2,1,4,5,1,3,0,-1,0,1,0,1,0,0,0
362,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,0,0,-1,1,0,0,0,0,0,1
363,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,3,2,3,0,0,2,1,4,4,5,3,0,-1,0,1,0,1,0,0,0
364,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,6,0,-1,1,1,0,0,1,0,0
365,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,2,4,0,1,0,2,3,4,5,1,0,-1,0,0,1,1,1,1,1
366,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,0,4,0,1,0,2,3,3,6,1,7,-1,0,0,0,1,0,1,0
367,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,0,1,0,0,0,-1,0,1,1,1,0,0,0
368,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,1,0,1,0,2,3,3,6,7,0,-1,0,1,0,0,1,0,0
369,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,4,3,0,1,0,2,3,3,6,7,4,-1,0,0,1,1,1,1,0
370,0,0,2,2,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,7,0,1,1,3,2,0,3,2,0,-1,0,0,1,1,1,0,1
371,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,0,0,-1,1,1,1,0,1,0,1
372,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,4,1,3,0,1,0,2,3,4,5,1,0,-1,0,1,1,1,0,1,0
373,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,4,2,2,0,1,0,2,3,4,5,1,0,-1,0,0,0,1,0,0,0
374,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,0,0,0,0,0,1,0
375,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,6,5,0,0,2,0,0,4,5,0,0,-1,1,0,0,0,0,0,1
376,0,0,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,2,0,1,0,0,1,0,0,1,4,4,11,-1,0,1,0,0,0,0,1
377,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,4,2,1,0,0,2,1,4,5,1,3,0,-1,1,1,1,1,1,0,0
378,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,1,4,2,0,0,2,0,0,4,5,0,0,-1,1,0,0,1,1,0,0
379,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,3,6,1,0,1,1,3,2,0,3,2,10,-1,0,1,0,1,1,0,1
380,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,0,5,0,0,2,0,0,1,0,0,0,-1,0,1,1,1,1,0,0
381,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,0,0,0,1,1,0
382,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,3,5,0,0,2,0,0,1,4,4,0,-1,1,1,1,0,1,0,0
383,0,1,2,0,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,2,3,2,0,0,1,0,0,1,4,0,0,-1,0,0,0,1,1,1,0
384,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,5,0,0,-1,1,0,0,0,1,0,1
385,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,0,5,0,0,2,1,4,5,1,3,0,-1,0,0,1,1,0,1,0
386,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,2,0,0,1,4,0,0,-1,1,1,0,0,1,0,1
387,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,0,1,1,1,1
388,0,1,2,0,4,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,2,3,5,0,0,1,0,0,1,4,4,0,-1,1,0,1,1,0,0,0
389,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,6,5,0,1,0,2,3,4,5,1,11,-1,1,1,1,1,1,0,0
390,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,2,0,0,1,0,5,0,-1,0,0,1,1,1,1,1
391,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,3,7,0,0,2,0,0,1,0,5,0,-1,0,0,0,1,1,1,0
392,0,0,2,2,2,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,0,3,0,1,1,3,2,0,3,2,0,-1,1,1,0,0,1,0,1
393,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,5,5,0,1,0,2,3,3,6,7,4,-1,0,1,1,0,0,1,0
394,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,0,1,1,1,0,0,0
395,0,1,1,1,0,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,1,4,5,1,3,0,-1,0,1,1,0,0,1,1
396,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,0,0,4,5,0,0,-1,0,1,1,0,0,0,1
397,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,4,6,0,0,2,0,0,1,4,4,0,-1,0,1,1,0,0,1,1
398,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,6,0,-1,1,1,1,1,1,1,1
