,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1
163,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,0,4,7,0,7,0
164,0,1,1,3,3,4,6,4,-1,-1,-1,-1,5,4,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,-1,1
165,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,1
166,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
167,0,1,0,1,0,0,1,7,8,2,0,0,0,0,1,1,1,0,0,0,0,4,1,3,6,0,1,1,0,3,5,2,2,0,-1,0
168,0,1,2,1,4,1,3,6,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,0,3,5,5,6,1,-1,0
169,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,0
170,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,0,1,1,0,7,0
171,0,0,0,1,1,2,3,6,-1,10,3,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,1,1,0,3,5,5,6,0,-1,1
172,0,0,0,1,4,1,3,6,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,3,4,0,1,1,0,3,5,2,2,0,-1,1
173,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
174,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
175,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,0
176,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,16,0
177,0,0,1,3,0,0,4,7,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,23,0
178,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,0
179,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
180,0,1,1,3,3,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,4,0,3,0,1,1,0,4,4,3,3,6,-1,0
181,0,1,2,1,4,1,3,1,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,1,0,3,5,5,6,3,-1,0
182,0,0,0,1,4,1,3,6,3,5,0,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,1,1,0,3,5,5,6,0,25,0
183,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,0
184,0,0,0,0,0,0,4,3,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,0,3,5,2,2,0,20,1
185,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
186,0,1,1,3,0,4,1,7,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,0,4,4,3,3,0,-1,0
187,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
188,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,1,4,7,0,-1,1
189,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,0,1,1,0,-1,0
190,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,2,2,0,-1,1
191,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,1
192,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
193,0,0,0,0,1,2,0,6,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,3,5,5,6,0,-1,1
194,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,0
195,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,1
196,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,0,3,3,5,2,2,0,22,0
197,0,1,1,3,3,4,6,4,-1,-1,5,0,0,0,1,1,1,0,1,0,3,1,1,6,5,0,1,1,0,4,4,3,3,0,-1,0
198,0,1,1,1,4,1,1,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,2,1,1
199,0,0,0,1,1,2,3,6,-1,14,0,0,0,0,1,1,1,0,0,2,2,3,0,3,3,0,1,1,0,3,5,5,6,0,-1,1
200,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
201,0,1,1,3,0,4,1,7,19,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,0,4,4,3,3,0,2,0
202,0,1,1,3,3,4,6,4,-1,-1,-1,4,4,3,3,2,1,0,1,1,3,2,4,0,5,0,1,1,0,4,4,3,3,4,-1,1
203,0,0,2,1,4,1,3,6,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,3,3,0,1,1,0,3,5,5,6,1,-1,0
204,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,3,5,2,5,0,21,0
205,0,0,0,0,0,0,4,3,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,3,5,2,2,0,20,1
206,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,1,1,4,7,0,-1,0
207,0,1,1,3,0,0,1,7,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,1,0,4,4,3,3,0,2,0
208,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
209,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,-1,0
210,0,1,1,3,3,4,6,4,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,1,1,0,4,4,3,3,2,27,0
211,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,0
212,0,1,1,3,3,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,1,0,4,4,3,3,9,-1,1
213,0,0,1,3,3,4,6,4,-1,-1,-1,-1,0,0,1,1,1,0,1,0,3,2,4,6,5,0,1,1,0,4,4,3,3,4,-1,0
214,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,0,5,2,2,0,-1,0
215,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,0,5,2,2,0,-1,0
216,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
217,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,0
218,0,1,2,1,4,1,3,1,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,0,3,5,5,6,3,-1,1
219,0,1,2,2,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,4,0,1,0,1,1,0,3,5,5,6,1,0,1
220,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,2,2,0,5,0
221,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,2,0,5,0
222,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,14,1
223,0,0,0,0,0,0,4,6,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,3,5,2,2,0,-1,1
224,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,0,3,0,5,2,2,0,-1,0
225,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,3,5,2,2,0,-1,0
226,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,1,0,5,0,14,1
227,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,0
228,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,1,2,2,0,18,0
229,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,3,5,2,5,0,21,0
230,0,1,1,3,0,0,1,7,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,1,0,4,4,3,3,0,2,0
231,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,0
232,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,9,1
233,0,1,1,3,3,4,1,1,-1,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,1,0,4,4,3,3,2,-1,1
234,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,15,0
235,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,0
236,0,1,2,2,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,0,0,1,0,1,1,0,3,5,5,6,3,-1,0
237,0,1,1,3,3,4,6,4,21,16,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,27,0
238,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,-1,1
239,0,1,0,1,4,1,3,6,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,1,1,0,3,5,5,6,0,-1,0
240,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,2,0,4,0
241,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
242,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
243,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,4,0
244,0,1,1,3,3,4,6,4,-1,-1,1,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,1,1,0,4,4,3,3,2,-1,0
245,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,1,1,4,5,0,14,1
246,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,1
247,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,0,0,2,2,0,18,0
248,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
249,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
250,0,1,1,1,4,1,1,1,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,1,0,3,4,3,3,2,28,0
251,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
252,0,1,2,1,4,1,3,1,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,1,0,3,5,5,6,3,-1,1
253,0,1,1,3,0,0,1,7,19,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,1,0,4,4,3,3,0,2,0
254,0,1,2,1,4,1,3,1,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,0,3,5,5,6,1,-1,0
255,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,3,5,2,2,0,22,1
256,0,1,2,1,4,1,3,1,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,1,0,3,5,5,6,3,-1,1
257,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,2,2,0,-1,1
258,0,0,0,1,4,1,3,6,-1,8,0,0,0,0,1,1,1,0,0,2,1,3,0,3,3,0,1,1,0,3,5,5,6,0,-1,1
259,0,0,0,0,0,0,4,3,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,3,5,2,2,0,20,0
260,0,1,1,3,4,4,1,1,23,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,1,0,4,4,3,3,2,28,0
261,0,1,1,3,0,0,1,7,19,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,1,1,0,4,4,3,3,0,2,1
262,0,1,1,3,0,0,1,7,-1,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,1,1,0,4,4,3,3,0,-1,1
263,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,1,0,1,0,3,2,2,0,-1,1
264,0,1,0,1,4,1,3,6,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,1,1,0,3,5,5,6,0,-1,1
265,0,1,2,2,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,1,1,0,3,5,5,6,7,-1,0
266,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,1,1,4,5,0,14,1
267,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,4,0
268,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,1
269,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,14,0
270,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,-1,1
271,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
272,0,1,2,1,4,1,3,1,-1,-1,-1,3,3,0,1,1,1,0,1,1,1,3,0,1,7,0,1,1,0,3,5,5,6,3,-1,0
273,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,15,1
274,0,1,1,3,0,4,1,7,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,1,0,4,4,3,3,0,2,0
275,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,1,0,0,1,1,0,-1,1
276,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,1
277,0,1,1,3,3,4,6,4,-1,12,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,1,0,4,4,3,3,4,29,0
278,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,3,0,5,2,2,0,-1,0
279,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,1
280,0,1,1,1,4,1,1,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,0,1,1
281,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,1
282,0,1,1,1,4,4,1,1,-1,1,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,1,0,3,5,5,6,2,1,0
283,0,0,0,0,0,0,4,7,-1,6,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,2,0,-1,1
284,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,1
285,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
286,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
287,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
288,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
289,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,1
290,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,1
291,0,0,0,0,0,0,4,7,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,0,1,4,3,6,4,0,19,0
292,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,6,1
293,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,3,1,1,4,7,0,-1,0
294,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
295,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,4,0,-1,1
296,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
297,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,0
298,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,2,2,0,-1,0
299,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,1
300,0,1,2,1,4,1,3,1,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,1,0,3,5,5,6,3,-1,1
301,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,0,0,1,1,0,-1,0
302,0,1,1,3,3,4,1,4,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,26,0
303,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,13,1
304,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,5,0,-1,0
305,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,3,1,1,4,7,0,-1,1
306,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
307,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
308,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,2,2,0,5,1
309,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,0,3,0,0,2,2,0,-1,1
310,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,3,1,1,4,7,0,-1,1
311,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,2,2,0,3,1
312,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,0,0,2,2,0,18,1
313,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,-1,0
314,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,1
315,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
316,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
317,0,1,1,1,4,1,1,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,0,1,1
318,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,2,0,0,0,-1,0
319,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
320,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,2,1,0,5,0,14,0
321,0,1,1,3,3,4,6,4,11,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,1,0,4,4,3,3,2,27,0
322,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
323,0,1,1,1,4,1,1,1,-1,-1,-1,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,1,0,3,5,5,6,3,-1,0
324,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
325,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,1
326,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,3,6,2,0,-1,1
327,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,1,4,7,0,7,0
328,0,0,0,0,0,0,4,7,25,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,1,1,0,3,5,2,2,0,-1,1
329,0,0,1,3,0,0,4,7,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,1,1,4,3,6,4,0,23,1
330,0,0,0,0,0,0,4,7,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,1,1,0,0,5,2,2,0,-1,1
331,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,3,0,0,2,2,0,18,1
332,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,4,7,0,8,0
333,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,3,1,1,2,5,0,-1,1
334,0,0,0,0,1,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,0,3,1,0,1,1,0,-1,0
335,0,1,0,1,4,1,3,6,7,7,0,0,0,0,1,1,1,0,1,0,0,3,5,3,7,0,1,1,0,3,5,5,6,0,-1,1
336,0,0,0,0,0,0,4,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,0,0,1,1,0,-1,0
