,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20
106,0,1,0,0,3,4,3,7,-1,11,0,0,0,0,0,0,0,0,0,1,3,1,5,4,3,0,0,1,2,1,0,6,6,0,-1,77,197,48,113,163,61,193,69,97,157,183,11,200,102,9,38,59,120,172,207
107,0,0,1,1,4,1,5,3,36,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,2,1,2,4,2,3,0,6,0,63,163,139,108,0,182,36,148,27,142,17,157,92,111,178,126,131,58,32
108,0,0,1,1,1,3,6,4,-1,-1,-1,-1,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,172,113,121,147,66,133,186,34,58,152,96,31,15,112,155,95,100,173,92,126
109,0,0,1,1,4,0,2,1,43,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,12,51,194,198,33,159,62,154,124,42,178,85,171,48,17,82,115,95,177,97,79
110,0,1,0,0,3,4,1,5,2,2,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,19,191,189,89,121,17,156,125,138,206,87,125,18,11,209,6,67,125,182,10,181
111,0,1,2,2,2,5,4,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,20,77,145,44,49,122,102,31,0,70,16,167,197,133,127,93,192,98,58,1,34
112,0,1,0,2,2,1,5,0,39,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,7,0,0,0,0,2,4,1,2,0,-1,141,105,93,129,121,87,47,16,37,70,56,72,30,194,201,112,20,163,12,186
113,0,0,1,1,4,0,2,1,44,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,5,109,170,38,192,88,176,13,143,170,111,112,19,122,188,14,34,58,99,141,122
114,0,0,1,1,4,0,2,1,45,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,12,76,159,144,60,73,44,0,206,45,184,152,44,200,147,34,146,109,177,193,64
115,0,0,1,1,4,0,2,1,-1,-1,0,0,0,0,0,0,0,0,1,0,2,4,2,6,5,0,1,2,1,0,3,5,5,0,-1,204,128,135,144,81,179,47,202,44,169,111,26,47,51,162,28,122,203,180,194
116,0,0,1,1,4,0,2,1,45,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,5,0,1,2,3,0,3,5,5,0,12,193,71,95,140,78,109,35,132,99,105,186,128,6,166,167,45,170,196,56,101
117,0,0,1,1,4,0,2,1,46,12,0,0,0,0,0,0,0,0,1,0,2,4,2,6,5,0,1,2,1,0,3,5,5,0,-1,64,86,198,50,103,208,193,138,154,36,121,98,64,116,113,60,70,206,71,60
118,0,0,1,1,4,0,2,1,47,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,4,0,1,2,3,0,3,5,5,0,12,196,112,6,168,179,132,167,128,0,110,134,74,71,88,198,38,24,87,35,76
119,0,1,0,2,2,1,5,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,1,0,2,4,1,2,0,13,38,183,8,23,189,192,16,20,28,21,207,149,75,117,155,88,168,25,87,203
120,0,1,0,0,3,1,1,0,10,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,0,0,1,2,2,4,1,4,0,4,27,113,30,98,139,72,207,49,54,112,20,206,102,188,46,30,173,210,72,209
121,0,0,1,1,4,0,2,3,-1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,2,1,2,4,2,3,0,9,10,66,183,41,129,159,0,20,143,158,93,200,90,117,47,65,128,14,135,96
122,0,0,1,1,4,0,2,1,-1,13,0,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,3,0,3,5,5,0,-1,165,92,86,109,153,116,200,6,18,121,113,46,46,49,60,179,175,82,35,136
123,0,0,2,3,0,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,-1,52,74,107,52,158,47,202,16,123,151,204,41,37,38,53,19,171,42,82,152
124,0,1,0,0,3,1,5,0,11,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,7,0,0,1,2,2,4,1,2,0,-1,43,1,32,69,163,206,8,5,117,96,17,167,53,125,73,39,54,51,87,70
125,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,0,36,92,154,117,122,78,153,79,0,27,78,119,94,192,32,166,142,44,66,18
126,0,1,0,0,3,4,3,7,48,14,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,103,38,152,76,96,102,62,183,103,65,47,155,156,31,153,131,27,105,35,142
127,0,1,2,2,2,5,4,6,23,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,2,0,0,0,0,4,2,0,1,0,-1,28,6,112,51,89,85,57,5,18,52,89,200,65,117,169,123,135,189,93,208
128,0,1,0,2,2,5,4,6,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,0,0,0,0,4,2,0,1,0,-1,172,120,82,93,179,134,34,45,114,206,52,10,146,34,135,187,39,74,149,199
129,0,0,1,1,4,0,2,3,49,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,4,0,1,2,1,2,3,2,5,0,-1,166,124,46,146,41,48,71,49,5,109,47,199,205,98,64,181,44,103,136,99
130,0,0,1,1,1,0,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,5,0,0,-1,169,30,35,139,64,153,146,58,102,113,130,187,162,182,38,108,135,105,167,13
131,0,1,0,2,2,4,3,7,-1,4,0,0,0,0,0,0,0,0,0,1,3,1,4,5,3,0,0,1,0,4,2,0,1,0,18,63,180,82,81,175,31,156,53,209,123,116,204,11,77,210,124,153,3,17,154
132,0,0,2,3,4,1,5,3,33,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,0,1,2,4,2,3,0,7,130,41,177,10,60,131,70,61,41,91,134,113,55,16,146,3,213,111,199,69
133,0,1,0,0,3,4,1,5,50,15,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,24,75,73,189,19,24,171,33,62,139,160,52,23,14,139,62,58,84,207,23,69
134,0,1,0,2,2,5,4,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,2,0,0,0,0,4,2,0,1,0,15,111,16,127,54,29,156,141,72,189,90,91,110,157,5,128,198,95,210,139,177
135,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,0,168,180,7,126,199,14,160,130,162,148,43,186,185,211,157,180,210,95,202,93
136,0,1,0,0,3,4,3,7,48,14,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,20,210,65,159,91,45,57,72,69,194,109,141,18,11,76,70,127,147,175,7
137,0,0,1,1,1,1,5,0,51,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,7,0,1,2,3,2,4,3,4,0,3,176,13,57,179,198,175,31,29,46,83,130,38,136,189,203,110,58,190,169,43
138,0,0,1,1,1,3,6,4,-1,-1,3,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,199,60,29,188,140,76,78,95,136,30,144,190,69,94,170,91,198,88,36,69
139,0,0,1,1,1,3,6,4,52,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,42,34,85,124,35,68,75,183,119,210,187,118,78,29,161,7,103,105,136,123
140,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,4,165,117,4,102,64,165,213,59,40,212,149,144,108,141,74,89,207,151,21
141,0,0,1,1,4,0,2,1,-1,12,0,0,0,0,0,0,0,0,1,0,2,4,2,6,5,0,1,2,1,0,3,5,5,0,-1,168,194,51,165,59,143,209,26,13,128,188,20,38,200,40,164,150,164,149,66
142,0,0,2,3,4,2,2,3,53,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,0,1,2,3,2,3,0,-1,52,52,82,0,107,135,6,182,4,175,88,17,151,146,191,172,150,82,207,106
143,0,1,2,2,2,5,4,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,112,168,111,39,54,43,210,162,139,13,183,111,163,118,49,179,58,67,110,199
144,0,0,1,1,4,0,2,1,54,0,0,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,3,0,3,5,5,0,-1,152,49,49,8,51,17,123,204,202,78,14,16,175,210,18,78,120,198,161,169
145,0,1,0,0,1,1,1,0,55,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,0,1,1,2,2,4,3,4,0,-1,142,163,17,13,31,93,119,201,134,18,175,132,26,53,129,175,117,160,57,83
146,0,0,1,1,4,0,6,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,1,0,1,2,3,0,3,5,5,0,12,32,81,179,196,81,120,5,199,81,202,11,4,176,206,79,202,93,46,21,19
147,0,0,1,1,4,1,5,3,56,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,4,0,1,2,1,2,4,2,3,0,9,194,63,206,80,4,92,20,118,86,196,81,62,204,127,134,164,95,141,42,104
148,0,1,2,2,2,1,5,3,22,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,0,0,1,2,4,2,3,0,-1,167,22,130,27,201,152,38,83,55,60,113,174,139,61,153,195,92,80,80,185
149,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,0,59,83,32,56,177,24,125,35,20,116,6,207,45,72,58,151,103,125,112,75
150,0,0,1,1,1,1,5,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,7,0,1,2,3,2,4,3,4,0,3,108,43,211,185,171,178,39,186,38,8,90,23,65,191,182,84,32,86,15,54
151,0,1,0,2,2,5,4,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,7,0,0,0,0,4,2,0,1,0,15,80,172,87,141,74,207,100,53,45,129,149,81,182,80,167,135,81,106,184,118
152,0,0,1,1,4,0,2,1,-1,13,0,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,3,0,3,5,5,0,-1,132,149,2,149,1,213,131,14,205,130,97,192,19,37,37,49,151,151,53,85
153,0,0,1,1,1,1,5,0,51,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,7,0,1,2,3,2,4,3,4,0,3,20,193,74,78,26,26,144,134,3,164,126,72,196,151,68,182,201,83,186,109
154,0,0,1,1,4,1,5,3,56,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,2,1,2,4,2,3,0,9,206,117,82,162,211,125,89,69,75,54,67,183,56,52,173,144,187,87,184,61
155,0,0,2,3,0,2,0,2,8,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,21,107,7,142,133,167,202,85,153,206,120,38,26,34,58,197,84,119,106,7,134
156,0,1,0,0,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,7,0,0,1,2,2,4,1,2,0,-1,103,47,194,56,113,200,3,203,6,199,105,134,156,173,124,161,76,76,145,35
157,0,0,1,1,4,1,5,3,33,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,0,1,2,4,2,3,0,7,18,89,74,112,139,168,69,134,139,9,161,51,187,28,88,77,15,43,91,22
158,0,1,0,2,2,5,4,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,0,0,0,0,4,2,0,1,0,15,72,3,6,146,83,202,117,18,31,102,141,90,142,94,29,115,12,131,159,15
159,0,0,1,1,4,1,5,3,56,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,2,1,2,4,2,3,0,9,23,37,129,98,2,117,200,154,139,128,37,52,9,5,0,100,132,81,132,204
160,0,1,0,2,2,4,3,7,-1,4,0,0,0,0,0,0,0,0,0,1,3,1,4,5,3,0,0,1,0,4,2,0,1,0,18,208,158,165,69,65,133,186,83,189,179,81,141,71,139,145,83,193,86,157,71
161,0,0,2,3,0,2,0,2,-1,-1,-1,-1,-1,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,-1,151,32,193,88,187,212,126,97,109,85,71,99,46,153,209,151,126,91,52,186
162,0,1,0,2,2,1,5,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,1,2,2,4,1,2,0,14,58,22,173,172,115,168,85,139,125,52,156,59,124,76,146,132,103,75,149,23
163,0,0,1,1,1,0,6,4,57,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,2,120,98,197,29,191,22,182,94,137,213,211,136,74,120,132,126,140,30,107,171
164,0,1,2,2,2,5,4,6,58,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,20,169,145,83,116,86,101,85,95,48,54,179,23,30,93,120,195,207,58,164,72
165,0,1,0,2,2,4,3,7,15,4,0,0,0,0,0,0,0,0,0,1,3,1,4,5,3,0,0,1,0,4,2,0,1,0,-1,15,2,195,76,210,74,66,185,118,43,120,47,65,210,26,83,1,174,130,70
166,0,1,0,0,3,4,1,5,-1,-1,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,24,51,127,16,54,47,142,120,105,159,10,149,53,114,171,151,161,132,112,183,179
167,0,0,1,1,4,0,2,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,3,0,3,5,5,0,-1,82,212,60,97,49,48,77,40,5,92,13,211,47,136,57,78,203,196,182,181
168,0,0,1,1,4,0,2,1,59,16,4,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,3,0,3,5,5,0,-1,92,104,132,119,112,8,128,145,85,192,28,61,72,6,26,196,186,18,65,19
169,0,0,1,1,4,0,2,1,9,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,2,1,2,3,5,5,0,-1,61,86,87,20,86,171,165,210,198,33,104,42,82,161,199,38,117,95,190,52
170,0,1,0,2,2,4,3,7,26,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,7,0,0,1,2,2,0,1,2,0,-1,116,146,81,130,7,135,171,140,46,145,26,152,47,187,124,188,31,205,32,118
171,0,1,0,0,3,4,3,7,-1,17,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,197,201,68,151,42,60,123,189,35,125,168,34,115,126,186,133,153,178,79,125
172,0,0,1,1,4,0,2,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,3,0,3,5,5,0,-1,204,0,7,146,95,121,58,3,148,59,127,43,18,93,73,43,57,16,99,50
173,0,1,0,0,3,4,1,5,-1,15,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,24,180,155,70,11,142,56,164,135,200,3,76,204,108,135,28,194,165,53,142,169
174,0,0,1,0,1,3,1,5,-1,18,5,1,0,0,0,0,0,0,0,1,3,0,5,1,6,0,1,1,3,0,1,3,0,0,-1,205,189,1,42,10,205,56,111,70,77,118,209,68,49,199,84,6,172,101,201
175,0,1,0,2,2,1,5,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,1,2,2,4,1,2,0,-1,94,170,31,98,206,190,211,209,86,56,12,134,92,32,91,176,29,69,186,212
176,0,0,1,1,4,1,5,3,56,0,0,0,0,0,0,0,0,0,1,0,1,4,2,3,4,0,1,2,1,2,4,2,3,0,9,145,187,46,209,25,157,77,61,74,73,85,210,138,154,177,181,21,124,141,28
177,0,0,1,1,4,0,2,1,9,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,2,1,2,3,5,5,0,11,40,86,202,59,25,112,39,164,170,42,11,164,128,34,158,131,167,197,133,62
178,0,1,2,2,2,5,4,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,20,83,199,174,210,211,94,3,24,1,187,144,140,65,151,38,152,173,42,178,70
179,0,0,2,3,4,1,5,3,33,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,0,1,2,4,2,3,0,7,97,194,43,113,38,135,37,93,146,151,180,125,128,131,101,171,5,51,157,55
180,0,0,1,1,1,3,6,4,28,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,1,165,204,75,144,133,187,143,48,100,128,88,10,74,78,15,73,202,201,27,105
181,0,1,2,2,2,5,4,6,60,19,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,195,185,189,155,78,124,92,167,22,150,64,18,80,24,72,83,38,40,57,109
182,0,0,2,3,4,2,2,3,-1,20,0,0,0,0,0,0,0,0,1,0,2,2,2,6,4,0,1,2,1,3,3,5,5,0,-1,205,1,119,170,94,145,62,125,90,38,136,157,6,202,140,172,202,56,51,119
183,0,0,1,1,1,0,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,3,3,1,0,1,2,3,0,1,3,4,0,-1,205,129,197,34,150,56,79,148,147,160,107,100,29,164,45,160,29,194,147,7
184,0,0,1,1,1,1,5,0,6,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,7,0,1,2,3,2,4,3,4,0,3,43,39,97,159,99,8,60,28,68,88,66,38,79,89,74,211,36,58,90,34
185,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,0,98,36,189,70,145,163,32,111,101,128,199,189,110,206,125,165,96,157,95,94
186,0,0,1,1,4,0,2,1,54,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,5,0,1,2,3,0,3,5,5,0,-1,110,211,60,71,176,41,117,193,38,47,101,48,134,100,125,112,46,62,52,194
187,0,1,0,0,3,4,3,7,-1,-1,0,0,0,0,0,0,0,0,0,1,3,0,5,4,3,0,0,1,2,1,0,6,6,0,-1,129,178,41,151,197,173,111,108,27,133,164,26,158,170,40,119,98,10,150,68
188,0,1,2,3,0,2,0,2,61,21,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,22,163,92,175,148,17,102,61,98,146,94,198,5,194,183,64,28,105,191,194,56
189,0,1,0,2,2,5,5,6,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,0,0,4,2,1,2,0,-1,198,20,70,38,187,117,117,54,1,99,95,111,15,98,159,52,8,1,27,170
190,0,0,1,1,1,1,5,0,51,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,7,0,1,2,3,2,4,3,4,0,3,116,200,76,80,172,84,203,78,174,38,180,145,54,175,103,136,211,3,120,19
191,0,1,0,0,1,3,1,5,-1,22,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,1,1,2,1,1,3,0,0,-1,59,163,113,96,204,157,44,79,164,45,55,189,90,131,41,195,160,174,116,207
192,0,1,0,2,2,1,5,0,39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,0,0,0,0,2,4,1,2,0,-1,33,103,146,115,10,165,107,96,67,13,201,122,58,203,95,85,102,46,112,107
193,0,0,2,3,0,2,0,3,-1,3,0,0,0,0,0,0,0,0,1,2,2,2,2,0,4,0,1,0,1,3,5,4,7,0,21,173,111,146,55,120,166,109,25,174,52,211,119,97,1,150,23,122,96,155,124
194,0,1,0,0,3,4,1,5,-1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,6,0,0,1,2,1,0,6,6,0,-1,1,113,17,125,39,198,131,128,81,49,80,62,138,199,35,35,187,98,45,209
195,0,0,1,1,4,0,2,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,4,0,1,2,3,0,3,5,5,0,-1,73,115,51,203,157,97,78,96,36,64,67,139,68,144,161,196,68,119,170,167
196,0,1,2,2,2,5,4,6,58,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,20,148,41,77,19,98,135,172,203,197,11,132,204,210,176,178,131,165,46,192,94
197,0,0,1,1,1,0,6,4,41,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,5,0,0,-1,141,82,109,36,120,104,26,95,107,83,183,127,91,49,103,39,152,171,18,169
198,0,1,0,0,3,4,1,5,2,2,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,19,157,190,151,103,179,181,65,194,148,207,90,201,202,170,68,73,20,39,121,120
199,0,0,2,3,0,2,5,3,62,0,0,0,0,0,0,0,0,0,1,2,0,4,2,0,4,0,0,0,1,2,5,2,3,0,17,32,202,105,10,114,88,1,179,204,84,174,10,56,79,30,19,94,44,55,83
200,0,1,2,3,0,5,4,6,-1,9,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,0,0,0,0,4,5,0,1,0,-1,165,83,13,5,99,195,97,51,139,127,38,199,166,129,86,173,167,117,39,91
201,0,1,0,2,2,1,5,0,17,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,7,0,0,1,2,2,4,1,2,0,14,37,88,166,156,141,32,134,206,189,133,108,76,162,189,149,39,111,111,179,168
202,0,0,2,3,0,2,0,2,-1,-1,6,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,1,3,5,4,7,0,-1,109,61,210,74,9,164,190,43,45,85,150,110,89,103,59,211,78,22,3,17
203,0,0,1,1,4,0,2,1,63,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,5,0,1,2,1,0,3,5,5,0,-1,125,80,211,53,203,135,144,212,147,163,158,20,181,131,0,119,41,97,89,169
204,0,0,1,1,1,3,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,5,0,0,-1,195,10,162,50,154,190,48,90,63,4,117,102,87,109,17,184,184,168,194,104
205,0,0,1,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,7,0,1,2,3,2,4,3,4,0,3,118,182,183,189,175,67,41,120,151,84,6,188,87,39,162,183,172,185,107,10
206,0,0,1,1,4,0,2,3,56,0,0,0,0,0,0,0,0,0,1,0,1,4,2,6,4,0,1,2,1,2,4,2,3,0,9,82,28,75,26,8,113,47,31,203,17,179,83,146,189,12,200,187,196,161,126
207,0,0,2,2,4,1,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,4,0,1,0,1,2,4,2,3,0,-1,114,181,186,48,105,72,25,12,44,198,166,160,117,159,171,103,59,70,3,12
208,0,0,1,1,4,0,2,1,9,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,4,0,1,2,1,2,3,5,5,0,11,199,213,151,197,24,62,60,2,203,88,113,66,156,86,130,196,77,73,152,193
209,0,0,1,1,1,3,6,4,25,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,157,129,1,83,111,74,100,195,134,193,194,192,45,132,144,169,128,55,169,74
210,0,1,2,2,2,5,4,6,60,19,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,0,0,0,0,4,2,0,1,0,-1,161,13,36,160,85,95,127,76,29,129,15,87,51,151,140,47,38,106,155,194
211,0,1,0,2,2,1,5,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,7,0,0,1,3,2,4,1,2,0,-1,32,158,194,77,3,178,176,143,154,186,202,187,29,209,57,71,120,206,119,213
212,0,1,2,3,0,5,4,6,-1,-1,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,0,0,1,3,5,4,7,0,-1,189,20,15,61,56,30,106,119,111,187,167,126,149,207,208,122,68,104,112,127
213,0,1,0,2,2,5,4,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,0,0,0,0,4,2,0,1,0,15,51,203,56,156,149,121,13,48,194,42,176,177,118,29,38,37,116,143,125,22
214,0,1,0,2,2,4,3,7,64,4,0,0,0,0,0,0,0,0,0,1,3,1,4,5,3,0,0,1,0,4,2,0,1,0,18,188,55,129,109,178,9,136,80,18,50,97,205,93,44,208,14,158,138,16,71
215,0,0,1,1,1,3,6,4,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,2,3,0,1,3,0,0,-1,92,28,102,154,72,150,44,172,82,84,188,169,196,108,57,137,71,41,132,26
216,0,0,1,1,4,0,2,1,59,16,4,0,0,0,0,0,0,0,1,0,1,3,2,6,5,0,1,2,3,0,3,5,5,0,23,58,100,71,119,191,64,162,17,1,93,159,105,66,166,27,159,122,152,161,118
217,0,0,2,3,0,2,0,3,-1,3,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,0,1,3,5,4,7,0,21,86,177,129,40,153,157,98,128,56,86,190,206,52,211,159,172,131,10,33,36
218,0,1,0,2,2,1,5,0,14,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,7,0,0,0,0,2,4,1,2,0,-1,36,11,17,11,42,151,213,149,184,127,188,164,146,181,176,66,81,119,53,38
219,0,1,0,0,3,4,1,5,65,2,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,19,12,120,36,65,167,160,207,18,212,6,202,146,186,83,170,106,81,49,102,113
220,0,1,0,0,3,4,1,5,2,2,0,0,0,0,0,0,0,0,0,1,3,0,5,4,6,0,0,1,2,1,0,6,6,0,19,52,100,115,44,190,4,109,46,105,176,83,140,67,132,177,173,19,124,138,39
