,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48
298,0,1,2,3,3,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,3,4,5,4,0,0,0,1,1,2,3,1,0,3,3,1,3,0,1,2,1,3,2,2,3,1,2,3,0,2,3,0,1,2,0,1,2,0,2,0,3,0,1,3,2,1,1,0,2,3,0,2,0,0
299,0,0,1,1,1,2,5,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,1,2,0,1,2,0,0,3,3,2,2,0,2,0,2,3,2,0,3,2,2,0,1,0,2,3,0,2,2,0,0,0,0,3,2,3,3,2,1,0,1,0,1,2,1,0,1,3,3,0,0,1,1,1,0
300,0,1,2,3,3,5,3,7,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,3,4,2,3,0,0,0,1,3,2,3,0,0,0,3,0,0,2,3,3,1,3,0,1,0,2,1,1,1,1,2,0,0,2,0,0,0,3,1,3,2,1,2,1,1,2,0,0,0,3,0,0,0,1
301,0,1,0,0,2,4,1,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,0,2,0,0,0,0,0,1,2,2,1,3,3,0,3,1,0,1,0,3,0,3,1,3,0,3,2,2,3,3,1,0,0,1,1,0,1,2,1,2,3,0,3,2,1,2,0,0,0,2,0,0,2,2,1
302,0,1,0,0,2,1,2,4,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,0,0,0,0,2,3,2,3,3,3,1,3,1,0,3,0,3,2,2,3,0,0,3,0,1,2,2,0,2,2,1,0,3,2,1,2,0,0,3,3,1,3,0,3,1,2,3,1,3,3,3,2
303,0,1,2,0,2,1,2,4,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,6,4,0,0,0,0,0,3,3,2,2,3,0,2,3,3,1,2,0,3,3,3,0,3,3,2,3,0,2,0,0,2,3,2,3,3,0,0,2,3,3,2,3,0,3,1,1,0,3,2,1,0
304,0,0,1,1,1,2,1,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,1,2,0,5,7,0,0,0,1,3,3,3,0,0,3,0,1,3,2,2,2,3,1,1,1,1,0,3,2,0,2,0,3,1,0,2,2,3,1,2,1,0,1,0,1,1,2,2,1,1,2,3,2,3,3
305,0,1,0,0,2,1,2,4,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,0,6,0,0,3,2,2,0,3,2,2,0,1,1,1,2,1,3,0,0,3,2,2,3,1,1,0,3,1,3,0,3,1,1,2,0,3,1,2,0,2,3,0,2,2,0,0,3,2,2,3,3
306,0,0,0,2,0,4,1,6,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,2,0,0,0,0,0,2,1,3,0,2,3,0,2,3,0,2,1,2,1,2,3,2,3,2,0,3,0,1,0,1,2,0,1,2,3,0,0,3,2,2,2,3,0,0,0,2,3,0,0,2,0,3,1
307,0,0,1,2,0,0,4,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,1,2,2,0,1,5,7,0,0,3,3,1,0,2,0,3,2,0,2,0,2,1,1,0,0,1,2,1,3,3,1,1,1,3,0,1,3,0,3,1,0,3,2,0,2,2,1,0,0,1,1,0,3,1,2,2,2
308,0,0,1,1,4,3,0,3,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,2,1,1,1,1,2,3,0,0,2,0,3,0,1,0,2,3,2,2,3,0,0,0,1,2,0,2,3,2,0,1,3,2,3,0,1,2,0,3,0,1,3,2,0,2,1,2,1
309,0,0,1,1,1,2,5,5,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,0,1,2,5,1,2,0,0,3,0,1,3,2,3,1,0,3,1,1,2,2,3,3,0,0,0,3,2,1,0,1,3,2,2,3,1,0,3,3,1,3,3,3,0,3,3,0,3,3,1,0,1,1,0,0,1
310,0,1,2,3,1,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,3,5,1,2,0,0,3,0,3,3,2,3,1,3,3,0,1,1,2,1,0,1,3,2,3,3,3,0,3,2,2,3,2,3,0,2,2,3,0,2,3,1,0,1,0,2,3,3,1,1,2,2,3,3
311,0,0,1,1,4,3,0,3,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1,0,1,3,0,3,1,0,3,2,2,2,3,0,2,0,2,0,0,2,1,2,1,3,3,0,0,1,0,2,0,1,2,1,0,1
312,0,1,2,3,3,5,3,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,3,3,5,1,2,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0,0,0,3,0,1,2,2,1,1,3,2,1,1,1,3,1,0,3,0,0,3,3,1,3,1,0,2,1,3,1,0,3,0,3,3
313,0,1,0,0,2,4,1,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,0,2,0,0,0,0,0,3,2,1,2,0,0,3,3,0,0,3,3,2,3,0,0,2,2,3,1,1,0,2,0,2,2,1,1,3,3,1,2,3,2,3,0,0,1,2,0,3,2,2,1,2,2,2,2
314,0,0,1,1,4,3,5,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,2,1,1,5,1,2,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2,0,2,1,2,0,3,2,0,3,3,2,1,3,1,3,1,0,1,2,0,0,2,1,0,0,2,0,1,2,0,3,1,0,3,2
315,0,0,1,1,1,2,5,5,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,1,1,5,1,2,0,0,3,0,1,1,0,2,0,3,2,2,3,3,0,3,3,1,2,1,1,3,2,1,1,1,3,1,2,1,2,1,0,1,1,0,1,2,1,2,0,1,2,3,2,1,0,1,2,0
316,0,1,2,3,3,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,0,5,4,0,0,3,1,3,0,3,3,0,0,0,0,0,1,3,0,0,0,3,0,2,3,3,2,3,3,3,1,1,3,2,3,2,2,1,2,3,2,3,2,2,1,1,2,2,2,2,1,2,3
317,0,1,2,0,2,1,2,4,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,6,4,0,0,1,2,0,1,1,0,0,1,1,1,1,3,2,3,2,3,3,0,3,0,3,0,1,3,1,3,1,3,0,2,0,0,0,1,2,0,2,3,2,1,2,0,1,3,2,1,1,0
318,0,0,1,1,4,3,0,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,3,3,2,1,1,3,1,0,2,0,0,3,2,3,2,0,1,0,0,1,1,2,2,1,2,0,1,3,0,0,1,3,0,0,2,1,1,1,3,3,2,2,1,3,3,3,2,0
319,0,1,0,0,2,1,2,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,6,6,0,0,2,1,3,1,2,1,0,2,0,0,1,3,0,3,2,2,0,3,0,3,2,1,0,2,2,1,2,0,2,0,0,2,2,0,3,1,3,2,3,3,0,1,1,1,3,3,0,3
320,0,1,2,3,3,5,3,7,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,3,4,2,3,0,0,0,1,2,0,3,2,3,2,1,3,3,1,0,3,3,2,0,0,0,2,1,1,0,1,3,2,2,3,0,3,1,2,1,1,2,1,1,1,2,0,0,3,3,0,0,1,0,0
321,0,1,2,3,3,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,3,2,0,5,4,0,0,3,1,1,3,3,3,1,2,2,3,2,2,0,2,3,3,1,0,3,0,2,1,0,0,3,0,2,2,3,3,0,2,3,0,1,3,1,1,2,0,0,0,1,0,2,0,2,0
322,0,1,2,3,1,2,6,5,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,3,2,0,5,2,0,0,2,1,0,1,1,2,1,0,1,2,3,1,3,2,0,0,3,0,1,3,0,1,0,2,2,3,1,1,3,2,3,2,3,1,1,0,3,1,1,3,1,3,1,0,1,0,1,1
323,0,1,0,0,2,1,2,4,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,6,6,0,0,0,1,0,3,2,1,1,2,2,1,1,1,1,1,3,3,0,3,2,0,2,1,0,3,1,3,2,2,3,1,3,1,1,0,2,1,0,2,2,3,1,1,0,0,0,0,2,1
324,0,1,2,3,3,5,3,7,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,3,4,2,3,0,0,0,0,2,2,3,1,2,1,0,3,2,0,3,1,3,0,2,2,0,3,1,1,2,2,2,0,0,0,2,3,2,3,3,3,2,1,2,2,2,1,0,1,1,2,2,1,0,3
325,0,0,0,2,0,0,4,2,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,0,1,3,1,0,0,0,1,0,1,3,3,2,1,3,1,1,0,3,0,1,1,0,2,2,0,2,1,1,3,0,0,0,1,2,2,1,0,0,3,3,2,0,0,1,0,2,1,2,2,0,0,1,3
326,0,1,0,0,2,1,2,4,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,0,0,0,0,3,3,1,2,3,1,0,1,0,3,0,0,3,2,1,1,0,1,3,0,2,1,3,0,3,0,2,3,1,2,0,3,1,2,2,3,3,3,2,0,0,2,1,3,0,1,1,3
327,0,0,0,2,0,0,4,2,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,0,1,3,1,0,0,3,0,3,2,2,2,0,3,3,1,3,2,3,3,0,3,0,1,2,0,1,1,2,1,1,0,1,1,2,3,2,0,3,0,0,3,0,2,2,1,0,2,1,2,0,3,2,3
328,0,1,2,3,3,5,3,7,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,3,4,2,3,0,0,0,3,0,2,1,2,3,1,0,3,3,1,0,0,0,2,3,1,3,3,0,3,3,1,1,1,2,1,2,0,0,0,1,3,2,1,2,0,2,1,2,3,1,0,3,2,3,2
329,0,0,0,2,0,0,1,2,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,1,2,2,0,5,7,0,0,3,0,1,1,1,0,3,0,3,2,3,2,1,3,3,1,1,1,2,2,3,0,1,0,0,0,3,2,2,1,3,1,2,2,1,0,0,2,1,2,1,3,0,0,2,0,2,0
330,0,1,0,2,0,4,1,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,1,2,2,3,0,0,0,0,1,2,2,3,3,1,0,0,3,2,3,3,3,3,0,1,0,1,1,3,1,1,0,0,0,0,3,2,1,2,3,3,3,1,3,1,3,3,1,1,2,0,3,3,3,2,2,0
331,0,1,2,3,3,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,2,0,5,4,0,0,2,0,0,3,1,1,3,2,3,3,0,0,0,0,2,2,1,3,1,1,2,3,1,3,0,2,1,1,3,0,2,3,1,0,2,2,1,1,3,0,2,0,2,2,0,2,2,0
332,0,0,1,2,0,0,1,1,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,1,2,0,5,7,0,0,2,2,2,1,2,1,2,2,2,1,2,3,2,3,3,1,3,3,3,2,3,2,1,0,3,1,0,3,3,3,2,3,0,3,1,1,3,2,3,2,0,3,1,1,3,3,1,2
333,0,1,0,0,2,4,1,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,0,2,0,5,0,0,0,3,2,3,0,3,0,2,1,0,1,0,0,1,3,1,3,2,1,2,0,2,0,1,1,0,0,1,3,1,1,0,0,2,2,1,3,3,0,1,1,0,2,0,1,1,3,2,1
334,0,0,0,2,0,0,4,2,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,0,1,3,1,0,0,3,0,0,1,2,1,0,1,2,0,2,3,2,0,1,0,3,3,1,0,3,1,0,0,3,1,2,1,2,3,3,3,1,2,2,3,1,2,2,2,0,1,1,2,2,0,2,2
335,0,1,2,0,2,4,6,0,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,1,0,2,0,5,4,0,0,1,3,0,1,3,1,2,1,1,0,2,1,1,0,0,1,1,1,1,1,2,1,2,2,1,1,1,0,3,0,1,0,0,1,2,3,2,1,1,2,0,3,1,1,3,3,1,2
336,0,0,1,1,4,3,0,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,1,1,2,4,7,0,0,3,3,2,2,2,2,3,2,2,2,3,0,0,3,1,0,2,2,0,2,0,1,3,0,2,0,2,3,2,0,0,1,3,3,2,2,2,1,1,0,3,0,1,1,1,0,3,3
337,0,0,0,2,0,0,4,2,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,0,1,3,1,0,0,3,3,3,0,2,2,2,1,3,1,3,3,1,0,3,0,3,1,2,3,2,3,0,1,1,3,0,0,0,2,1,2,3,2,2,3,2,2,1,1,3,2,1,0,2,0,1,3
338,0,1,2,3,1,2,5,5,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,0,3,3,5,1,2,0,0,1,3,3,0,0,3,2,0,3,0,3,2,3,1,1,2,2,1,3,3,1,1,0,0,1,3,3,0,3,2,0,2,0,2,1,3,0,0,2,1,1,3,0,3,3,2,3,2
339,0,1,2,3,3,5,3,7,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,1,0,3,3,5,2,3,0,0,3,0,3,3,2,0,1,2,2,3,0,2,2,3,3,3,0,1,0,3,2,0,3,1,3,1,0,1,1,1,1,1,0,0,3,3,1,0,0,2,1,3,1,2,2,2,2,2
340,0,0,1,1,4,3,0,3,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,0,3,2,1,1,2,3,3,1,3,3,3,0,0,3,3,2,1,0,2,3,2,0,3,0,1,2,2,0,3,2,1,0,0,0,0,1,0,1,1,2,2,3,1,1,2,3,3
341,0,1,2,3,1,2,5,5,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,2,5,1,2,0,0,2,2,2,0,2,2,1,1,2,0,2,0,2,1,0,0,1,1,0,1,1,3,3,3,1,2,2,3,0,2,0,3,0,2,2,1,3,1,1,1,3,3,1,0,2,0,1,1
342,0,1,0,2,0,4,1,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,1,2,2,3,0,0,0,0,2,1,0,1,0,0,1,2,2,3,3,1,1,1,3,3,2,1,3,1,1,3,0,3,1,3,1,0,2,0,3,0,2,1,2,3,2,1,1,0,3,2,2,2,3,3,3,3
343,0,1,2,0,2,1,2,4,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,0,6,4,0,0,2,1,3,3,0,3,0,0,2,1,0,0,1,0,3,1,2,1,0,3,0,3,1,1,1,0,0,3,2,2,0,3,0,0,3,1,1,3,1,0,0,1,0,2,0,0,2,0
344,0,0,1,1,4,3,0,1,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,1,2,0,5,7,0,0,0,3,2,0,0,1,3,3,2,1,0,1,2,1,3,1,3,0,3,0,1,2,3,3,1,0,0,0,3,2,0,1,3,2,0,3,3,0,1,0,2,2,3,3,0,2,3,1
345,0,1,0,0,2,4,1,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,0,2,0,0,0,0,0,2,1,1,2,1,1,3,2,2,1,3,1,3,3,0,2,2,2,0,1,3,2,3,0,1,2,0,0,3,2,1,1,0,2,1,1,3,0,2,1,2,2,2,0,1,3,2,1
346,0,1,0,0,2,1,2,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,0,1,0,2,0,5,4,0,0,2,0,0,2,0,3,1,1,1,2,1,0,2,0,2,0,0,0,2,0,2,1,1,1,3,3,2,0,0,3,2,1,1,1,0,3,1,1,2,2,2,2,1,2,1,3,3,1
347,0,1,2,3,1,2,1,5,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,1,2,1,2,0,5,2,0,0,1,3,2,3,1,0,2,0,1,3,1,3,2,3,3,2,3,0,2,2,3,1,0,3,2,3,0,0,1,3,3,3,1,2,2,2,0,2,3,1,3,3,2,3,2,3,2,3
348,0,1,2,3,3,5,3,7,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,3,4,2,3,0,0,0,0,2,1,3,3,0,3,2,0,2,1,2,3,2,1,0,3,2,2,1,1,3,1,3,0,0,3,0,2,3,0,1,0,1,1,2,3,3,3,1,3,3,0,0,2,0,1
349,0,1,0,0,2,1,2,4,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,0,6,0,0,0,1,3,1,3,2,1,2,2,1,3,3,3,0,3,3,0,2,0,2,0,0,0,0,0,2,2,1,3,1,1,1,2,3,1,3,2,1,0,1,2,2,0,3,0,3,2,3
350,0,1,2,3,3,5,3,7,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,3,4,2,3,0,0,0,1,2,0,1,0,3,0,1,3,0,3,2,3,1,0,2,0,0,2,1,0,0,1,2,1,1,2,0,0,0,1,1,0,1,3,0,2,2,2,3,3,3,1,1,1,0,3
351,0,1,0,0,2,1,2,4,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,0,4,3,6,6,0,0,0,2,3,3,3,1,3,1,0,0,3,3,1,1,3,3,1,1,2,3,0,0,1,2,2,3,0,2,0,0,1,1,0,3,0,1,0,1,1,0,3,0,1,0,2,1,0,0
352,0,1,2,3,3,5,3,7,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,3,3,4,2,3,0,0,2,0,1,3,0,2,0,3,0,2,2,0,3,1,3,2,0,2,0,0,3,1,3,3,0,2,0,2,3,3,0,3,2,1,3,2,0,3,0,0,0,0,2,0,1,2,0,2
353,0,0,1,1,4,3,0,3,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,1,3,1,3,3,0,2,3,3,1,1,3,2,0,0,1,3,0,1,1,2,2,3,1,0,0,2,0,0,3,1,0,2,0,2,1,2,2,3,2,3,3,3,3,1,0,1,0
354,0,0,0,2,0,0,4,2,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,0,1,3,1,0,0,3,3,2,0,2,1,3,1,0,0,3,3,2,0,1,0,2,2,1,0,0,1,2,1,3,0,1,3,1,2,3,1,3,1,3,1,2,0,1,3,2,3,3,1,0,1,2,2
355,0,1,2,3,1,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,3,3,5,1,2,0,0,3,2,0,0,2,1,1,0,1,0,1,1,1,1,1,3,1,1,2,1,0,2,3,1,2,3,0,3,1,2,1,2,0,1,0,1,3,2,2,1,3,2,3,0,1,3,2,1
356,0,0,0,2,0,4,1,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,2,0,5,0,0,0,1,2,2,3,1,1,3,1,0,2,2,2,3,1,1,1,1,0,2,3,0,1,3,1,3,3,0,0,2,0,0,0,2,0,1,3,0,0,0,3,3,1,2,1,3,1,1,3
357,0,0,1,1,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,1,5,1,2,0,0,0,2,3,3,0,3,1,3,0,2,0,0,3,0,1,1,3,0,3,1,3,2,0,1,3,2,3,2,0,0,1,3,2,0,1,1,2,1,0,0,3,3,1,0,0,3,0,0
358,0,1,2,3,3,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,3,2,0,5,4,0,0,2,2,1,3,3,3,1,2,2,0,3,3,0,3,0,2,2,0,3,2,1,1,1,3,2,1,1,1,3,0,2,2,2,0,3,0,2,1,2,0,2,0,0,3,1,0,1,0
359,0,1,2,0,3,5,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,2,0,5,4,0,0,2,2,0,0,1,0,2,2,3,2,1,3,3,0,3,0,0,3,3,3,1,3,3,1,0,2,0,1,2,0,3,2,0,3,1,1,0,2,3,1,0,2,1,2,0,0,3,0
360,0,0,1,1,1,2,5,5,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,2,5,1,2,0,0,1,1,2,1,0,3,2,1,0,3,2,2,2,3,2,2,2,0,1,1,0,3,1,3,2,1,2,1,0,0,0,3,0,1,1,0,2,2,3,0,1,3,0,0,2,2,3,3
361,0,1,0,2,0,4,1,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,1,2,2,3,0,0,0,0,2,1,2,3,0,0,0,1,1,1,0,2,2,3,3,1,0,2,0,3,0,1,1,1,1,2,0,1,1,3,1,0,2,3,2,2,3,2,0,3,3,0,1,2,0,1,0,2
362,0,0,1,1,4,3,0,3,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,7,0,0,1,2,0,0,2,2,3,3,3,1,3,3,1,0,0,0,0,2,1,2,2,1,0,3,1,1,1,0,2,1,3,1,2,0,1,3,3,2,3,3,0,0,1,3,2,1,1,3
363,0,0,1,1,4,3,0,3,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,2,3,2,3,2,0,0,1,3,3,3,0,0,2,1,0,0,1,0,3,0,3,0,1,1,2,2,0,1,0,3,2,2,0,3,0,3,0,2,2,0,1,0,2,0,1,1,0
364,0,1,0,0,2,4,1,6,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,0,1,0,4,3,0,0,0,0,1,1,2,0,1,2,0,0,2,0,3,0,1,3,2,0,1,3,2,0,3,1,3,2,0,2,0,0,1,0,1,0,1,0,1,3,1,3,1,3,2,2,1,1,2,2,1,0
365,0,0,1,1,4,3,0,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,1,2,0,5,7,0,0,2,2,3,3,1,3,1,2,0,3,1,0,0,2,1,3,2,3,1,2,1,1,0,3,2,0,3,0,1,0,0,0,0,3,1,1,2,1,1,0,3,2,1,0,1,1,0,3
366,0,0,0,2,0,4,1,1,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,1,2,2,0,5,7,0,0,0,0,0,3,2,3,2,0,0,0,0,1,3,2,2,1,1,1,3,0,0,2,1,1,3,2,1,3,0,2,1,3,3,0,1,3,2,2,3,2,0,1,3,2,0,0,1,3
367,0,1,2,3,3,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,3,4,2,4,0,0,0,3,1,1,2,2,2,1,3,3,0,2,0,2,2,1,1,3,0,1,1,3,0,3,3,3,1,0,0,1,1,3,3,0,0,2,2,2,3,1,1,1,3,1,2,0,1,0
368,0,0,1,1,4,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,2,1,2,2,3,0,0,0,2,1,0,3,2,1,3,0,3,1,0,0,3,3,0,2,0,3,1,3,2,1,0,1,3,0,2,0,1,1,3,3,2,2,0,3,0,2,3,1
369,0,1,2,3,3,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,3,4,5,4,0,0,2,0,3,1,3,1,0,0,0,2,3,1,0,0,3,3,2,2,1,3,1,0,3,3,1,0,0,2,1,1,1,1,1,3,2,3,3,1,0,1,1,2,2,1,0,2,1,0
370,0,0,1,1,4,3,0,3,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,1,1,2,4,5,0,0,0,2,3,3,1,2,3,2,0,2,2,2,0,0,3,1,0,1,3,1,0,0,0,3,2,3,1,0,0,3,1,3,2,1,0,2,1,0,3,1,2,3,0,2,2,0,2,3
371,0,0,0,2,0,4,1,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,2,0,0,0,0,0,1,3,1,2,3,2,1,0,2,3,1,2,0,3,0,0,1,2,1,0,2,2,2,2,2,0,1,3,2,1,0,2,1,2,0,1,0,2,3,0,3,3,1,1,1,3,3,2
372,0,0,0,2,0,0,4,2,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,0,1,3,1,0,0,2,1,3,1,2,1,0,3,2,1,2,2,0,0,2,0,1,3,2,0,1,3,0,0,2,2,1,2,3,2,1,0,2,2,2,1,0,0,0,0,3,1,1,1,3,0,0,3
373,0,0,1,1,1,2,5,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,1,2,0,5,2,0,0,0,2,0,3,0,0,0,0,2,1,1,3,2,0,2,1,1,0,0,1,3,3,2,1,3,0,3,3,0,3,2,1,2,3,3,0,0,0,1,3,2,3,0,3,3,3,2,3
