,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2
172,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,4,1,1,0,1
173,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
174,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
175,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
176,0,1,2,2,2,2,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,1,2
177,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
178,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,1,0,0,3,4,1,0
179,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
180,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
181,0,0,0,1,1,0,6,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,0,2,2,5,6,0,2
182,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,5,1,0
183,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,4,1,1,0,1
184,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
185,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
186,0,0,2,2,4,4,5,4,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
187,0,0,0,1,4,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
188,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0
189,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2
190,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,2,2,1,1,1,0,1
191,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,5,0,0,2
192,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
193,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1
194,0,0,0,1,1,0,6,7,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,2,5,6,0,2
195,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,2,2,1,1,1,0,1
196,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
197,0,0,0,1,1,0,6,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,0,2,2,5,6,0,2
198,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,2,2,1,1,1,0,1
199,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
200,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
201,0,0,0,1,1,5,1,7,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,0,2,2,5,6,0,2
202,0,0,0,1,1,0,6,7,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,5,6,0,2
203,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
204,0,0,2,3,3,3,5,4,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,0,1,0,1,0,5,0,0
205,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
206,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
207,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
208,0,0,0,1,4,4,3,5,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
209,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
210,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
211,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,2,2,1,1,1,0,1
212,0,0,0,1,4,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
213,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
214,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
215,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
216,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
217,0,1,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
218,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
219,0,0,0,1,4,4,3,5,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,2,0,2,1,1,1,0,1
220,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,4,1,1,0,1
221,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
222,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
223,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
224,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
225,0,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
226,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2
227,0,0,2,2,2,2,5,4,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,0,1,0,5,0,-1
228,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
229,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
230,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
231,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2
232,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2
233,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2
234,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
235,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
236,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
237,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
238,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
239,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
240,0,0,2,2,2,4,5,4,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
241,0,1,1,3,3,3,4,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,0,0,0,5,1,0
242,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
243,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
244,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
245,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
246,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
247,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
248,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0
249,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,4,1,1,0,1
250,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
251,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
252,0,0,0,1,1,0,6,2,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,1
253,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
254,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2
255,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,0,2,2,5,6,0,2
256,0,0,2,2,4,4,5,4,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
257,0,1,1,3,3,3,4,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,0,0,0,5,1,0
258,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
259,0,0,2,2,2,2,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
260,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
261,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
262,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,2,5,0,0,2
263,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
264,0,0,0,1,1,0,6,2,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1
265,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0
266,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
267,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0
268,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
269,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
270,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
271,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,5,1,0
272,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
273,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
274,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
275,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
276,0,0,0,1,1,0,6,2,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1
277,0,0,0,1,4,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
278,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
279,0,0,2,2,4,4,5,4,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
280,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
281,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
282,0,0,0,1,1,0,6,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,-1
283,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
284,0,0,0,1,4,4,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,0,2,1,1,1,0,1
285,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,1,0,0,3,4,1,0
286,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
287,0,1,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
288,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
289,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
290,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
291,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
292,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
293,0,1,1,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,1,0,0,3,4,1,0
294,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
295,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
296,0,0,2,2,4,4,5,4,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
297,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
298,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
299,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
300,0,0,0,1,1,0,6,7,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,2,5,6,0,2
301,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
302,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,5,0,0,2
303,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
304,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
305,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
306,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1
307,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
308,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,4,1,0
309,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
310,0,0,0,1,1,0,6,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,-1
311,0,0,0,1,4,4,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
312,0,1,1,3,2,2,2,6,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,0,2,4,3,2,7,1,2
313,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
314,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,2,5,0,0,2
315,0,0,0,1,1,0,6,7,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,2,0,2,2,5,6,0,2
316,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
317,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2
318,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
319,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,0,0,1
320,0,0,0,1,1,0,6,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,0,2,2,5,6,0,2
321,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,0,3,4,1,0
322,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
323,0,1,2,2,2,2,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,1,2
324,0,0,0,1,1,0,6,2,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,1,0,1
325,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
326,0,0,0,1,4,4,3,5,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,2,0,2,1,1,1,0,1
327,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
328,0,1,2,2,2,2,2,6,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,0,2,4,3,2,7,1,2
329,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
330,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2
331,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
332,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1
333,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0
334,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0
335,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0
336,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
337,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
338,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
339,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,2,2,5,0,0,2
340,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
341,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
342,0,1,1,0,0,1,0,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0
343,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
344,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
345,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
346,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2
347,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2
348,0,0,2,2,4,5,1,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,6,0,2
349,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1
350,0,1,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,4,1,0
351,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1
352,0,0,0,1,4,4,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,0,2,1,1,1,0,1
353,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0
354,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,4,2,5,0,0,2
