,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16
115,0,0,2,1,1,3,0,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,0,0,3,3,1,1,0,0,3,2,3,3,1,1,2
116,0,0,1,3,2,5,4,2,58,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,2,4,5,1,0,0,2,2,3,0,3,2,0,0,2,0,3,2,2,0,0,1
117,0,0,1,3,3,1,5,5,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,5,1,0,0,2,3,2,0,2,3,3,2,0,0,2,2,1,3,0,0
118,0,1,2,2,4,0,3,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,2,2,3,3,2,2,3,0,2,3,0,3,0,0,1
119,0,0,2,1,1,3,0,7,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,3,0,0,0,3,2,2,2,1,2,1,1,2,2,3
120,0,0,2,1,1,3,0,7,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,0,0,1,0,1,0,0,0,1,3,2,2,1,2,1
121,0,1,0,0,2,5,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,1,2,4,5,1,0,0,3,1,3,2,0,0,0,2,0,3,0,0,1,0,3,2
122,0,1,0,2,4,0,3,1,60,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,3,0,2,0,0,0,3,2,1,1,2,1,1,3,2,1,2,0,3,0,2,3
123,0,0,2,1,1,3,0,7,61,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,1,0,1,1,0,0,0,0,3,2,0,1,3,1,2,1
124,0,1,2,2,4,0,3,1,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,7,0,0,1,2,1,1,2,0,3,1,1,1,0,0,0,0,3,2
125,0,0,2,1,1,3,0,7,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,1,3,0,0,1,2,3,2,3,0,0,3,0,3,0,0
126,0,1,0,2,4,4,6,6,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,0,3,4,2,0,0,0,3,3,0,2,2,2,3,3,3,1,1,0,0,2,2,3
127,0,1,2,2,4,0,3,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,0,3,2,3,2,0,3,0,1,1,3,0,2,0,2
128,0,0,1,3,3,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,0,0,1,3,1,2,0,3,2,1,1,1,3,0,2,2
129,0,1,0,0,0,2,1,6,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,4,2,0,0,0,1,1,0,3,1,0,3,3,0,0,0,3,2,0,2,1
130,0,1,2,2,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,3,4,2,0,0,0,1,3,0,0,2,2,0,2,3,2,2,1,0,2,1,1
131,0,0,1,3,3,1,5,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,1,1,1,2,2,5,1,0,0,2,3,1,3,0,2,2,0,0,3,1,2,3,3,3,1
132,0,1,2,2,4,0,3,1,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,1,1,2,1,3,2,0,1,3,2,0,2,1,3,2
133,0,1,2,2,4,4,6,3,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,1,3,3,2,2,1,2,3,2,1,0,2,1,0,0,0
134,0,0,2,1,1,3,0,7,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,2,1,3,0,0,2,3,1,0,0,2,3,1,3,3,2
135,0,1,2,2,4,0,3,1,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,0,0,0,3,0,3,2,3,0,1,1,0,3,1,0
136,0,1,0,0,0,2,1,4,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,1,2,1,5,2,0,0,0,0,0,0,0,1,2,3,3,2,2,3,0,3,1,0,3
137,0,0,1,3,3,1,5,5,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,3,2,3,3,0,1,1,3,1,0,1,1,3,1,3,3
138,0,0,1,3,3,1,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,2,2,5,1,0,0,1,2,3,3,0,3,2,3,3,2,2,0,3,0,3,2
139,0,1,2,2,4,4,6,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,3,1,4,7,0,0,3,1,0,1,1,2,3,2,0,3,0,2,1,3,0,1
140,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,1,1,2,1,4,2,0,0,0,3,3,2,2,0,3,3,0,2,3,2,1,0,0,3,2
141,0,0,1,3,3,1,5,2,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,4,3,1,5,0,0,1,1,0,0,3,0,1,0,2,3,2,2,0,3,3,1
142,0,1,0,2,4,0,3,6,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,2,1,4,2,0,0,0,0,3,0,2,2,0,0,1,1,1,3,1,1,3,0,0
143,0,0,2,1,1,3,0,7,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,3,2,0,2,3,3,0,3,0,2,3,3,1,0,2,2
144,0,1,0,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,0,1,0,1,3,2,3,0,0,1,1,3,1,3,1,3
145,0,0,1,1,1,3,4,2,67,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,3,4,3,1,5,0,0,3,2,0,3,0,2,1,3,1,1,3,0,2,2,2,0
146,0,0,1,3,3,1,5,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,5,1,0,0,0,3,0,1,1,0,0,3,1,2,3,2,0,1,2,1
147,0,1,0,2,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,3,4,2,0,0,0,2,3,3,0,3,2,2,0,3,0,1,0,2,0,1,1
148,0,0,2,1,1,3,0,7,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,0,3,3,3,0,1,2,3,3,2,2,0,2,2,0,1
149,0,1,0,0,2,5,2,0,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,1,2,1,5,3,6,0,0,3,3,0,2,0,3,1,0,1,1,0,0,2,0,0,1
150,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,0,2,0,3,4,2,7,0,0,3,0,0,3,2,0,2,1,0,0,0,0,1,2,3,2
151,0,1,0,0,0,2,1,4,54,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,3,2,3,1,0,1,0,2,1,1,0,2,3,2,3
152,0,0,1,3,3,1,5,5,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,4,3,1,5,0,0,0,2,3,1,0,1,0,3,0,1,2,0,0,1,0,2
153,0,0,1,3,2,5,5,0,44,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,2,2,5,1,0,0,1,3,2,0,3,0,3,2,2,0,1,3,3,0,0,3
154,0,1,2,2,4,0,3,1,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,1,1,2,3,1,3,1,3,1,3,3,0,1,3,1
155,0,0,2,1,1,3,0,7,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,7,0,0,0,0,3,0,2,3,1,1,3,2,0,3,2,3,2,0
156,0,0,1,3,3,1,5,2,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,4,3,1,5,0,0,2,2,1,3,0,3,2,2,2,0,0,2,3,2,2,3
157,0,0,1,3,3,1,5,5,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,0,3,2,1,1,1,3,2,1,2,1,2,2,0,3,1
158,0,1,0,2,4,0,3,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,3,0,2,2,0,1,2,2,2,1,1,1,2,3,1
159,0,1,1,3,2,5,2,0,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,1,2,2,5,1,0,0,2,0,1,3,2,2,0,3,2,1,3,0,0,0,1,3
160,0,0,1,3,2,5,2,6,70,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,2,4,5,1,0,0,3,2,2,3,3,0,0,3,0,1,1,2,3,3,1,0
161,0,0,1,3,2,5,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,1,2,4,5,1,0,0,0,0,3,2,0,3,1,0,1,0,0,2,1,3,2,3
162,0,0,1,3,3,1,5,2,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,2,2,5,1,0,0,1,2,2,3,3,0,1,2,0,0,2,0,0,3,0,2
163,0,1,0,0,0,2,1,4,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,1,3,0,0,1,1,1,1,0,1,3,0,3,3,1
164,0,0,1,1,3,1,4,2,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,4,3,1,5,0,0,1,0,3,3,3,3,2,1,0,3,3,0,1,3,1,3
165,0,0,2,1,1,4,0,3,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,3,0,1,4,7,0,0,0,0,0,0,1,0,0,2,1,1,1,2,3,3,0,0
166,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,2,3,2,0,0,0,0,0,2,1,3,0,3,3,3,3
167,0,1,0,0,0,2,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,0,3,1,0,2,2,2,0,1,0,2,2,0,3,3,0
168,0,1,2,2,4,0,3,1,75,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,0,2,2,3,3,0,2,1,2,0,0,1,3,2,0,2
169,0,1,2,2,4,0,3,1,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,7,0,0,0,2,0,2,0,1,2,1,3,0,1,0,0,2,0,3
170,0,1,0,0,2,5,2,0,76,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,2,2,4,5,1,0,0,0,1,3,1,1,0,0,3,2,2,0,2,3,2,3,0
171,0,1,0,0,2,5,2,0,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,2,1,4,2,1,0,0,1,3,3,2,0,0,2,1,1,2,1,0,0,2,1,1
172,0,1,0,0,0,2,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,2,1,1,2,0,3,0,1,3,2,3,1,3,2,0,2
173,0,1,0,0,0,2,1,4,77,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,2,0,0,0,0,1,1,0,2,1,2,0,2,0,3,3,0,0,1,3
174,0,1,0,0,0,2,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,2,3,0,3,2,3,0,1,2,0,0,1,2,0,2
175,0,0,1,3,3,1,5,5,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,0,1,0,1,3,1,2,0,2,3,0,1,1,3,1,1
176,0,1,2,2,4,0,3,1,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,3,0,3,0,0,2,0,1,2,2,0,1,1,0,1
177,0,1,0,0,0,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,3,0,0,2,0,0,0,0,3,2,0,1,2,0,1
178,0,1,0,0,0,2,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,2,0,3,2,2,1,2,0,3,2,1,2,2,2,0
179,0,0,1,3,3,1,5,2,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,2,2,1,5,0,0,2,0,0,2,1,2,1,3,2,3,0,2,2,2,3,3
180,0,1,0,0,0,2,1,4,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,1,2,1,5,2,0,0,0,0,3,3,1,3,3,2,0,0,2,0,3,0,2,1,3
181,0,0,1,3,3,1,4,2,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,0,1,1,3,2,2,2,1,1,2,2,0,3,0,0,3
182,0,1,0,0,0,2,1,4,80,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,0,3,2,2,0,1,0,3,2,0,3,0,3,0,2
183,0,0,2,2,4,4,6,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,0,1,4,7,0,0,2,0,0,3,2,3,1,0,2,1,3,3,3,3,1,2
184,0,0,1,3,3,1,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,2,2,0,2,2,3,3,3,0,2,1,2,3,1,3,2
185,0,1,2,2,4,0,3,1,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,3,0,0,1,1,1,1,1,3,1,0,1,1,0,3
186,0,1,0,0,0,2,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,0,1,0,0,3,3,2,2,1,0,1,3,0,2,1,3
187,0,1,0,0,0,2,1,4,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,3,2,3,0,2,0,1,3,1,0,0,0,1,3,2
188,0,0,2,2,1,4,6,3,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,4,4,7,0,0,2,2,0,3,0,1,1,1,2,1,1,1,3,2,1,2
189,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,5,2,0,0,0,2,2,3,2,0,0,0,0,3,1,3,0,2,1,3,3
190,0,0,1,3,3,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,2,2,0,3,3,1,0,2,2,3,3,1,3,3,0,1
191,0,1,0,0,2,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,1,4,2,0,0,0,2,3,1,1,1,1,2,2,2,1,2,2,1,0,0,0
192,0,0,2,1,1,3,0,7,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,3,0,2,2,3,3,3,1,0,3,2,0,2,0,0,3
193,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,3,3,2,2,0,2,1,2,3,2,2,3,2,1,3,2
194,0,0,1,3,3,1,5,5,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,5,0,0,0,0,0,3,0,2,1,2,1,1,3,2,1,2,1,2
195,0,0,1,3,3,4,4,2,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,1,4,3,1,5,0,0,2,1,1,1,3,3,3,0,0,3,3,1,2,1,1,2
196,0,1,2,2,4,4,6,6,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,3,4,2,0,0,0,3,3,0,3,0,3,1,3,2,1,2,0,1,2,2,3
197,0,1,0,0,0,2,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,2,3,2,2,3,0,2,0,1,0,2,2,1,0,3
198,0,1,0,0,0,2,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,1,2,3,2,2,3,3,3,3,3,1,2,3,0,1,2
199,0,1,2,2,4,4,6,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,0,4,4,7,0,0,2,1,1,3,0,3,0,3,0,3,3,2,3,3,3,1
200,0,0,1,3,2,4,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,0,1,4,4,1,5,0,0,0,2,2,2,0,1,1,3,1,0,2,0,2,3,3,0
201,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,3,0,4,4,7,0,0,2,1,1,3,0,3,3,2,2,0,2,3,0,0,0,2
202,0,0,1,1,1,3,4,2,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,3,4,3,1,5,0,0,0,3,1,1,3,0,2,1,0,1,3,1,2,3,3,2
203,0,1,0,0,2,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,1,4,2,0,0,0,2,3,0,0,2,3,0,2,2,1,3,2,2,0,0,2
204,0,0,2,1,1,3,0,7,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,1,1,1,0,1,3,1,0,3,0,0,1,1,0,3,2
205,0,1,2,2,4,4,6,6,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,2,0,3,4,2,0,0,0,1,0,2,3,3,3,1,0,0,1,0,2,2,1,3,1
206,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,3,0,4,4,7,0,0,1,3,0,3,2,2,1,3,1,3,3,2,1,3,3,0
207,0,1,2,2,4,0,3,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,2,1,3,0,3,1,2,2,2,3,3,0,2,1,1,3
208,0,1,0,2,4,0,6,6,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,0,3,4,2,0,0,0,1,0,0,1,3,1,3,3,0,2,3,1,2,3,3,1
209,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,3,0,4,4,7,0,0,1,3,0,0,0,3,0,0,1,3,2,0,1,0,1,0
210,0,0,1,1,3,1,4,2,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,1,4,3,1,5,0,0,0,2,1,1,0,0,0,1,3,0,1,2,2,0,3,0
211,0,1,2,2,4,4,6,1,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,2,0,3,4,2,0,0,0,2,0,2,1,2,0,3,1,3,1,3,3,3,3,1,1
212,0,0,1,3,3,1,5,2,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,1,4,3,1,5,0,0,0,3,0,3,2,3,3,2,1,0,1,3,3,3,3,2
213,0,1,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,2,2,2,5,1,0,0,3,3,0,1,1,0,3,3,1,0,2,2,0,1,1,2
214,0,0,1,3,3,1,5,5,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,1,1,2,1,3,3,1,3,1,3,0,1,1,1,1,1
215,0,1,0,0,0,2,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,3,6,0,0,0,3,0,2,1,1,0,0,0,1,3,1,2,1,0,3
216,0,0,2,2,4,4,0,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,0,0,1,4,7,0,0,1,1,0,0,1,3,0,0,2,2,1,2,0,2,2,2
217,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,5,2,0,0,0,1,3,2,2,3,0,1,0,1,3,1,1,1,0,3,0
218,0,1,2,2,4,0,3,3,87,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,2,0,0,2,0,3,0,0,7,0,0,3,3,0,1,3,3,0,2,3,1,2,3,0,2,0,3
219,0,1,0,0,2,5,2,0,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,2,1,4,5,1,0,0,0,3,2,1,1,1,3,0,1,1,2,3,2,1,1,2
220,0,1,0,0,0,2,1,4,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,2,0,0,0,1,0,1,0,3,3,1,3,0,2,3,0,0,0,3,1
221,0,1,2,2,4,4,6,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,0,3,4,2,7,0,0,3,1,0,1,2,1,2,0,2,1,1,1,2,2,0,1
222,0,1,0,0,2,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,1,4,2,0,0,0,1,0,0,2,2,2,1,2,2,1,2,0,3,2,3,1
223,0,1,0,0,2,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,2,1,4,2,0,0,0,1,3,1,3,3,0,2,1,1,2,2,1,0,1,0,0
224,0,1,0,0,0,2,1,4,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,1,5,2,0,0,0,2,2,2,0,2,3,3,0,3,1,3,0,1,2,3,2
225,0,1,2,2,4,0,3,1,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,1,1,3,3,0,2,3,1,3,1,1,0,3,3,2,0
226,0,0,1,3,2,5,5,5,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,2,2,5,1,0,0,0,1,0,2,0,0,3,3,0,1,3,2,3,2,0,1
227,0,0,1,1,3,1,4,2,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,4,3,1,5,0,0,0,1,3,0,1,1,2,0,2,0,1,0,0,3,1,3
228,0,1,0,2,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,0,3,4,2,0,0,0,3,3,0,1,1,1,3,0,3,3,0,0,0,0,2,0
229,0,0,2,1,1,4,6,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,3,0,4,4,7,0,0,2,2,3,0,1,1,0,2,2,2,2,0,2,2,1,3
230,0,0,2,1,1,3,0,7,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,1,0,0,0,1,0,0,3,3,0,3,0,3,1,2,3
231,0,0,1,3,3,1,5,5,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,1,4,3,6,3,0,0,0,2,1,3,0,0,1,2,1,3,1,3,2,0,3,1
232,0,0,1,1,1,3,4,7,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,4,3,1,2,0,0,3,0,0,0,0,2,3,1,1,3,3,0,3,0,2,2
233,0,0,1,3,3,1,5,5,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,2,6,3,0,0,3,0,1,0,3,2,1,2,2,3,2,2,0,0,1,0
234,0,1,0,0,0,2,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,1,4,2,0,0,0,0,2,3,3,3,3,0,1,2,1,1,3,1,2,3,0
235,0,0,2,1,1,3,0,7,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,3,3,2,0,1,2,1,2,2,3,0,3,0,3,2,1
236,0,0,2,1,1,3,0,7,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,2,0,0,1,3,3,0,0,1,3,3,2,2,1,1,1,1,0,3
237,0,0,2,1,1,3,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,3,0,1,4,7,0,0,2,1,0,2,3,2,3,2,3,0,3,2,0,1,2,0
238,0,1,2,2,4,0,3,1,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,0,3,0,0,4,0,0,3,1,3,3,1,0,1,1,2,3,0,2,3,3,0,3
239,0,1,0,0,4,4,6,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,0,3,4,2,0,0,0,1,0,2,3,3,0,1,2,3,1,2,3,0,0,0,2
