,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32
86,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,0,2,0,0,0,0,2,2,2,0,2,2,2,2,1,1,0,2,0,0,0,2,0,0,0,1,1,2,2,0,2,0
87,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,1,0,1,2,0,1,1,1,2,1,2,2,1,2,0,0,1,2,2
88,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,1,2,2,1,2,0,2,0,2,0,2,1,1,0,0,2,1,2,2,1,0,1,2,2,1,0,1,0,1,0,1,2
89,0,0,1,2,3,5,4,3,-1,1,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,0,1,1,1,0,4,3,2,1,1,2,0,2,0,1,1,2,2,0,0,2,2,0,0,1,0,0,2,2,2,2,1,1,2,0,2,0,1,1,0,2
90,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,3,1,2,7,1,2,1,0,0,1,2,1,0,0,1,2,0,0,1,2,2,0,0,2,1,2,1,0,2,0,1,2,2,2,0,0,2,2
91,0,1,0,2,3,5,6,0,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,1,1,0,4,3,2,1,0,1,0,1,1,2,0,1,0,2,0,0,0,1,2,1,0,0,1,1,2,1,2,2,2,0,0,2,0,1,2,2
92,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,2,0,2,2,1,2,2,1,2,1,1,1,1,0,0,2,1,2,2,0,0,1,2,0,0,1,0,0,1,0,0,1,1
93,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,1,0,2,0,1,1,0,2,0,1,1,0,0,0,2,2,1,1,0,0,2,1,1,0,0,2,2,2,2,0,0,0
94,0,0,1,0,4,4,5,1,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,1,2,0,2,1,0,2,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,2,0
95,0,1,2,2,3,3,6,0,18,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,0,1,1,0,4,3,2,1,2,0,0,2,2,1,2,0,0,0,0,1,2,0,2,2,2,2,2,0,0,2,2,2,2,0,2,0,1,2,2,1
96,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,0,1,0,0,0,1,1,0,2,2,1,0,2,0,0,0,0,1,0,2,1,1,1,2,2,2,2,2,2,2,0
97,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,1,3,1,2,2,1,-1,1,1,1,2,1,0,2,2,2,1,1,2,2,2,2,2,2,0,0,2,2,1,1,0,2,0,1,0,1,2,2,0
98,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,2,1,2,2,1,1,2,2,2,1,2,0,1,2,0,1,0,2,2,2,2,1,2,0,0,0,1,1,1,2,0,1,2,1,1
99,0,1,2,1,1,0,1,4,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,2,1,0,0,0,2,0,0,0,1,0,2,1,0,1,1,0,2,1,1,1,1,2,2,2,1,1,1,2,0,0,1
100,0,0,1,0,4,4,5,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,0,0,0,0,1,2,1,0,2,2,2,1,0,2,0,1,2,1,1,1,1,2,0,0,1,1,1,1,2,2,2,2
101,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,1,0,1,0,0,2,2,1,1,1,1,0,1,1,1,1,2,2,0,2,0,1,0,0,0,2,2,2,1,2,2,1
102,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,2,1,0,0,1,0,2,2,1,0,2,2,2
103,0,1,2,1,1,0,1,4,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,-1,0,2,0,2,1,2,0,0,2,1,2,0,0,1,0,0,1,2,1,1,1,0,2,0,0,1,2,0,2,1,2,0
104,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,0,1,1,0,0,2,0,0,0,1,0,2,1,1,0,2,1,2,1,2,1,0,0,0,0,2,2,1,2,1,2,1
105,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,1,1,2,2,1,1,1,0,1,2,1,1,0,2,0,2,1,2,1,2,0,0,2,0,0,2,2,1,1,1,0
106,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,2,2,0,2,0,2,1,0,1,0,2,2,1,0,1,2,0,2,1,2,0,1,2,1,0,1,0,1,0,2,1,0
107,0,1,0,2,3,5,4,3,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,0,1,1,0,4,3,2,1,0,1,0,1,1,0,1,2,2,2,1,1,2,0,2,1,1,0,0,0,2,0,0,0,1,2,2,2,0,2,0,0
108,0,1,0,3,2,3,2,6,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,0,0,4,4,1,1,2,1,1,2,0,1,0,2,2,1,0,1,1,0,0,2,2,2,2,2,0,0,2,1,2,0,0,1,2,1,1,0,2,0
109,0,0,1,2,3,5,4,3,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,1,1,1,0,4,3,1,1,0,0,2,0,0,1,0,1,2,0,2,2,2,1,1,1,0,0,0,2,2,1,1,1,0,2,2,1,1,2,2,2
110,0,1,0,3,2,3,2,6,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,0,0,4,4,1,1,2,1,1,2,0,2,2,2,0,2,1,0,0,0,2,0,0,0,2,1,1,2,1,1,1,0,0,0,2,2,1,0,0,2
111,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,-1,0,1,0,1,1,0,2,2,0,2,0,0,2,2,0,2,0,2,0,1,1,0,2,1,2,0,1,1,0,0,0,2
112,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,0,2,0,2,2,1,2,1,0,1,0,1,1,0,0,2,2,1,0
113,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,0,2,2,0,2,2,2,2,0,2,2,2,0,2,2,0,1,2,0,1,0,2,0,1,1,0,0,0,0,1,2,2,0
114,0,1,0,2,3,3,2,6,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,0,0,4,0,4,3,2,1,0,0,0,0,0,2,0,2,1,1,1,0,0,1,0,1,2,2,0,2,1,0,2,1,2,1,1,2,1,2,0,2
115,0,0,1,0,0,1,0,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,-1,1,2,0,1,1,0,2,1,0,2,0,0,0,0,2,1,1,1,2,2,1,2,1,1,2,1,0,0,1,1,2,1
116,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,-1,2,0,0,2,2,2,0,1,0,1,0,2,2,1,2,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,2,0
117,0,0,1,0,4,4,5,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,0,1,3,0,5,6,7,1,-1,0,2,0,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,0,1,0,1,0,0,0,2,1,0,1,1,0
118,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,2,1,1,2,0,0,0,2,0,1,2,1,1,1,0,1,2,2,1,1,1,1,1,0,2,0,0,0,2,2,1,2,2
119,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,2,1,0,2,0,0,0,2,0,1,0,1,0,0,2,2,1,0,2,1,2,1,1,0,2,0,1,2,2,2,0,2,0
120,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,0,1,0,1,1,0,1,0,2,0,2,1,0,0,0,1,2,0,1,2,2,2,1,1,0,2,1,0,2,0,1
121,0,1,0,3,2,2,3,5,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,1,0,0,4,4,1,1,2,-1,2,2,1,0,0,0,1,1,2,1,2,2,0,2,1,1,1,1,2,1,1,0,1,2,0,2,0,1,1,0,0,2
122,0,1,0,3,2,3,2,6,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,0,0,4,4,1,1,2,1,0,2,2,2,2,1,1,1,0,0,1,0,0,2,0,1,1,0,1,1,1,2,0,2,2,1,0,1,1,1,0,2
123,0,1,0,3,2,3,6,2,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,1,0,0,4,4,1,1,2,1,0,1,0,1,0,1,2,1,2,1,1,0,1,2,0,0,1,0,2,0,0,2,0,1,0,2,0,2,1,2,1,1
124,0,0,1,0,0,1,0,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,-1,0,1,1,2,1,0,2,0,2,1,2,2,0,2,0,2,1,1,1,1,2,1,2,0,0,1,1,0,1,1,2,0
125,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,1,2,2,0,2,1,0,1,0,0,0,0,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,0,1,2,2
126,0,1,0,2,3,3,2,6,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,0,0,4,4,1,1,2,1,1,2,2,0,0,0,1,0,2,1,1,2,0,0,0,0,1,0,1,1,1,2,2,1,2,1,2,0,1,1,2,1
127,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,2,1,0,0,2,0,1,0,2,2,0,1,0,2,1,0,1,1,2,1,1,2,2,2,2,1,0,2,1,1,2,2
128,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,5,6,0,0,0,2,2,1,0,1,2,0,0,0,1,0,1,1,0,2,0,1,1,1,1,2,0,1,1,0,0,0,2,1,2,1
129,0,1,0,3,2,2,3,5,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,0,0,4,4,1,1,2,-1,1,0,1,0,2,0,0,2,1,2,0,2,1,2,1,0,2,2,0,2,1,0,0,0,1,2,1,1,1,2,1,2
130,0,0,1,0,4,4,5,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,-1,0,1,2,2,2,0,1,0,0,2,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
131,0,1,0,2,3,3,6,0,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,1,0,0,1,0,4,3,2,1,2,0,0,1,1,2,0,1,1,1,2,1,1,2,0,2,0,2,2,2,2,1,1,1,2,1,0,0,1,2,1,1
132,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,1,0,1,2,2,0,0,0,0,1,2,0,2,2,2,2,2,1,2,1,2,0,2,1,0,1,2,1,0,0,2,0
133,0,0,1,0,0,1,0,7,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,1,3,1,2,7,1,-1,2,2,1,2,2,1,2,0,1,0,2,1,2,0,1,1,0,1,2,2,2,2,2,1,1,0,0,0,2,2,0,1
134,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1,0,2,0,2,1,0,0
135,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,0,2,0,0,2,0,1,2,1,0,0,0,0,1,0,1,0,1,2,1,0,1,2,1,0,2,0,0,1,0,0,1
136,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,2,0,2,1,1,1,1,2,1,2,1,1,2,1,0,1,2,0,0,1,2,2,2,2,2,1,0,1,0,1,2
137,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,2,2,0,1,0,2,0,1,2,1,0,2,0,1,0,2,0,2,1,0,1,2,0,0,2,2,0,2,0,2,2,0
138,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,1,1,3,1,2,2,1,-1,2,0,0,2,0,1,0,0,1,0,1,0,0,2,1,2,1,2,2,1,1,2,1,2,0,1,2,1,2,1,0,1
139,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,0,0,1,2,0,0,1,2,2,0,1,2,2,1,1,2,1,2,1,0,0,0,1,2,2,2,2,1,0,2,0,0
140,0,1,0,3,2,2,3,5,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,0,0,4,4,1,1,2,1,1,1,0,1,1,0,2,2,1,0,1,0,1,0,0,2,2,0,1,2,0,1,2,0,0,1,1,1,0,0,2,2
141,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,2,2,0,2,0,2,0,1,2,2,0,0,2,0,0,2,2,2,0,2,1,2,1,0,2,0,0,1,1,1,2,2
142,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,2,1,2,2,2,0,2,0,2,1,2,1,2,1,1,2,1,0,1,1,1,2,1,1,2,0,1,0,2,0,2,2,2,1,1
143,0,1,0,3,2,3,6,2,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,1,0,0,4,4,1,1,2,1,2,1,0,2,0,2,1,2,0,2,2,0,1,2,1,0,2,2,2,0,1,1,2,0,1,2,1,0,1,2,0,1
144,0,1,0,2,3,3,2,6,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,0,1,1,0,4,3,2,1,2,2,2,1,2,0,1,0,0,0,2,1,2,1,1,2,2,2,2,2,0,2,0,2,2,2,1,2,0,2,2,2
145,0,1,2,2,3,5,4,0,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,1,1,0,4,3,2,1,0,1,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,0,1,1,2,0,2,2,1,1,0,2,2,0,2,2
146,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,2,1,0,0,0,2,0,2,0,2,2,0,2,1,0,2,0,1,0,1,1,0,2,2,1,0,2,1,1,1,2,2
147,0,0,1,0,4,4,5,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,-1,1,0,1,0,0,1,0,1,1,2,0,2,2,0,1,2,2,2,1,2,0,0,1,0,1,2,1,0,2,2,1,0
148,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,1,3,1,2,2,1,-1,1,1,2,1,0,0,1,2,2,2,1,1,0,0,0,1,2,1,1,0,0,1,2,1,0,0,0,1,0,0,0,1
149,0,1,0,3,2,2,3,5,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,0,0,4,4,1,1,2,-1,2,0,2,0,2,1,0,0,0,2,2,0,2,0,0,0,0,1,2,1,0,1,0,1,2,2,0,2,0,1,1,1
150,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,0,2,0,1,1,1,0,0,1,1,2,2,2,0,1,2,0,2,0,1,2,1,1,2,1,2,1,2,0,2,1,0
151,0,1,0,2,3,3,6,0,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,1,1,0,4,3,2,1,2,0,1,1,2,2,1,2,1,2,0,2,1,1,1,2,1,2,1,1,1,2,2,0,0,2,0,1,1,2,1,0
152,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,2,1,2,0,1,0,1,0,2,0,0,2,0,0,2,2,1,1,2,1,1,0,0,0,2,0,1,0,2,1,0,0,1,2,2
153,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,1,1,1,0,1,1,1,2,1,2,0,1,0,1,2,2,1,1,1,0,1,2,1,2,2,2,1,2,0,1,1
154,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,1,0,2,2,2,0,2,1,2,1,1,1,2,0,1,1,0,2,0,2,2,0,2,0,2,1,2,2,2,2,0,0
155,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,2,1,-1,1,1,1,0,2,2,1,2,0,1,1,2,2,1,0,0,2,1,1,2,2,0,1,2,1,1,1,0,0,2,1,1
156,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,1,0,1,2,1,1,2,0,1,1,2,1,1,1,2,1,0,0,2,1,1,0,2,0,2,0,1,1,2,0,1,2
157,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,2,0,1,1,1,2,0,0,2,0,2,2,1,0,0,2,1,1,1,2,2,2,0,1,1,1,2,2,1,1,1
158,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,-1,1,1,1,1,1,0,0,0,2,1,1,2,0,2,1,0,1,2,2,0,1,1,1,2,0,2,0,1,2,0,0,2
159,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,1,1,2,0,1,0,0,2,0,1,1,0,1,0,0,1,0,2,0,0,0,2,1,1,1,1,2,0,2,1,1,0
160,0,1,0,3,2,2,3,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,1,0,0,4,4,1,1,2,1,0,1,0,1,2,0,1,0,0,1,2,1,2,2,0,2,1,2,1,1,2,0,1,2,1,1,2,2,2,1,1,0
161,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,2,2,2,0,2,2,1,1,0,1,0,2,0,0,1,2,2,2,0,0,0,2,0,0,2,2,0,0,1,2,1,2,2
162,0,1,0,2,3,3,2,6,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,0,0,4,0,4,3,2,1,0,0,0,0,2,0,0,2,2,0,1,2,1,0,0,1,1,1,1,1,0,1,1,2,1,1,1,0,2,1,0,1
163,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,2,1,2,1,2,0,1,1,1,0,1,2,2,0,2,1,2,1,2,0,0,1,2,1,0,2,2,1,0,1,2,0,0
164,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,5,6,0,0,0,0,2,0,0,1,1,0,2,1,2,1,2,2,2,0,1,1,0,1,1,1,1,0,2,1,0,0,2,1,1,1
165,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,1,0,0,1,1,2,1,1,0,0,1,1,0,1,1,2,2,2,0,1,0,0,2,2,2,0,1,2,2,0,1,2
166,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,1,2,0,0,1,0,0,0,1,1,1,2,2,2,2,1,2,1,2,2,1,0,0,1,1,1,2,0,2,1,1,0
167,0,1,2,2,3,5,4,3,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,0,1,1,0,4,3,2,1,0,1,2,0,1,2,0,0,2,2,0,1,0,2,2,1,2,2,1,0,0,2,0,0,1,2,0,2,0,1,0,0
168,0,1,2,1,1,0,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,2,2,1,3,0,5,0,-1,1,1,0,0,1,0,2,2,0,0,2,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,0,2,0,1,1,1
169,0,0,1,0,0,1,0,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,1,3,1,2,2,1,-1,1,0,0,0,0,1,1,2,1,1,1,1,0,2,2,0,2,2,2,0,1,1,1,2,1,1,1,1,2,0,0,0
170,0,0,1,2,0,1,0,7,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,0,1,1,3,1,2,2,1,-1,1,1,2,0,0,1,1,1,1,0,2,0,0,1,0,2,1,1,2,0,2,0,2,0,0,0,0,2,1,1,2,1
171,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,2,1,0,0,1,1,2,2,1,0,1,1,2,0,2,0,1,2,1,1,0,2,2,0,0,1,2,2,2,1,2,0
172,0,1,0,3,2,2,3,2,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,0,0,4,4,1,1,2,1,1,1,2,2,0,0,0,1,1,1,0,0,2,0,0,1,1,0,0,2,2,0,0,2,0,0,0,1,2,0,2,0
173,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,0,5,0,0,0,0,1,2,1,0,2,2,0,2,1,0,0,0,0,0,2,1,0,0,1,2,0,2,0,0,1,2,0,1,1,0
174,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,1,3,0,5,0,0,0,2,0,2,0,2,0,2,2,1,0,2,1,2,1,1,1,0,1,1,2,1,0,1,2,2,2,0,1,2,2,2
175,0,0,1,0,4,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,4,1,2,2,0,0,1,2,2,2,1,1,1,2,0,0,1,1,2,0,1,2,2,1,2,1,2,2,2,2,2,1,1,1,0
176,0,0,1,0,4,4,5,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,3,0,5,6,7,1,-1,1,2,1,1,1,2,2,2,1,2,0,0,1,1,0,0,2,2,1,0,0,1,0,0,0,1,1,0,2,2,1,2
177,0,0,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,1,3,1,2,2,1,2,0,0,2,1,1,1,1,2,0,1,2,0,0,0,1,0,2,2,2,0,0,2,1,1,0,2,2,1,0,2,2,2
178,0,1,2,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,2,2,2,2,3,0,0,0,0,0,0,0,0,2,1,0,2,1,2,0,0,2,0,1,0,0,2,2,2,1,2,0,0,1,2,0,2,0,1,2
179,0,1,0,3,2,3,2,2,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,0,0,4,4,1,1,2,1,1,2,0,0,0,0,1,2,2,2,1,0,2,2,2,0,0,0,2,2,2,0,1,1,0,0,2,0,2,1,0,1
