,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35
82,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,3,3,0,1,0,1,-1,2,0,2,0,1,1,2,2,0,2,0,1,0,2,2,0,1,2,1,2,0,2,1,1,2,0,1,2,1,2,2,1,0,0,2
83,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,3,3,0,1,0,1,24,0,2,2,0,0,2,2,0,1,0,2,0,0,2,2,1,0,2,2,0,0,0,2,0,0,2,1,2,1,2,2,0,1,2,2
84,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,3,1,-1,0,0,0,0,1,1,1,0,2,0,2,1,1,0,1,0,0,2,2,2,2,2,1,1,0,0,0,0,2,2,1,0,1,2,1
85,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,3,5,1,0,-1,1,2,1,2,1,2,0,1,1,0,2,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,1,2,1,2,1,0,2,0,0
86,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,0,1,1,0,2,2,1,2,2,1,1,1,1,2,0,0,1,2,0,1,1,2,2,1,1,0,2,0,2,0,2,2,2,2,0,0
87,0,1,0,2,2,3,2,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,3,5,1,0,-1,2,1,2,2,0,1,1,2,2,2,0,0,1,1,1,1,1,1,2,0,1,0,1,1,0,2,2,2,1,1,2,0,2,2,2
88,0,0,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,0,1,0,2,1,2,2,0,2,1,2,0,2,1,0,0,1,2,1,2,2,0,0,0,2,1,0,1,1,2,1,1,1,1,2
89,0,1,0,2,2,3,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,3,2,7,0,8,1,0,0,0,0,1,1,0,2,0,1,1,0,0,1,1,2,2,2,2,2,1,1,0,1,2,0,1,2,2,0,1,1,1,0
90,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,-1,1,2,2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,1,2,2,2,0,2,1,0,0,1,1,1,0,1,2,1,1,2
91,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,3,1,-1,0,2,1,1,2,2,0,0,2,2,2,0,0,1,1,0,1,1,1,1,2,1,2,2,2,1,1,2,1,0,2,0,2,0,1
92,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,3,3,0,1,0,1,20,1,0,1,1,2,1,0,2,0,1,0,2,1,2,1,1,1,0,1,1,2,2,0,2,1,0,2,2,1,2,1,1,1,1,0
93,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,3,2,7,0,-1,0,0,0,1,1,0,2,0,0,2,1,1,1,1,2,1,2,2,2,0,0,1,1,1,0,2,1,1,1,0,2,1,2,1,2
94,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,5,1,0,-1,1,1,1,0,0,1,1,2,0,0,2,1,2,0,1,2,1,1,2,0,0,0,0,2,1,0,2,2,0,2,0,0,0,2,2
95,0,0,1,1,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,2,1,0,0,0,1,0,1,0,2,2,2,1,0,2,2,2,0,1,0,1,0,1,1,2,2,1,2,1,0,0,2,1,0,2
96,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,3,0,2,0,2,0,1,2,2,0,2,2,0,2,0,2,0,2,1,2,1,0,2,1,2,2,0,1,0,1,0,1,1,1,1,1
97,0,1,0,2,2,3,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,0,3,2,7,0,10,2,1,0,0,1,2,0,0,0,0,0,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,0,2,2,2,2,1
98,0,1,2,3,3,2,0,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,1,0,5,4,4,1,21,0,1,0,2,2,0,2,2,1,1,0,0,2,0,1,1,2,1,1,2,0,0,0,0,2,0,1,1,1,2,1,1,2,0,2
99,0,1,2,0,0,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,0,5,4,3,1,-1,0,0,0,2,0,0,1,1,2,0,1,0,2,0,0,1,1,2,0,2,2,1,0,1,0,0,1,2,2,2,0,1,2,0,2
100,0,0,1,1,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,0,1,2,1,2,2,0,2,0,0,0,0,2,2,1,2,1,2,1,1,0,1,2,2,1,0,1,1,1,2,2,1,0,0,2
101,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,3,5,1,0,12,1,1,1,1,0,1,2,0,2,0,2,0,1,0,2,1,1,0,0,2,0,0,0,2,2,0,1,2,0,2,1,0,2,2,0
102,0,0,1,1,4,5,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,0,0,2,0,0,1,2,2,2,2,1,2,1,1,0,1,2,2,1,0,2,2,1,0,2,0,1,0,2,1,2,1,0,2,0
103,0,1,2,3,3,2,0,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,1,0,5,4,4,1,21,1,0,2,1,0,1,1,1,2,2,0,2,2,0,1,0,1,0,2,1,1,0,2,1,2,0,0,1,1,2,2,1,1,2,2
104,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,15,0,2,1,2,1,1,0,0,0,0,1,2,1,1,2,2,2,2,0,1,1,0,1,2,2,1,2,1,0,1,0,1,2,1,2
105,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,3,0,0,1,0,1,-1,0,0,2,0,0,0,0,0,2,2,1,2,0,1,0,1,2,2,2,0,1,0,1,1,0,0,0,2,1,2,2,0,1,2,1
106,0,0,1,1,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,6,2,1,0,1,0,2,0,1,1,1,0,0,0,2,0,0,0,2,2,0,2,0,2,1,0,0,1,1,2,2,2,2,2,0,0
107,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,3,3,0,1,0,1,-1,0,1,0,2,1,1,1,1,0,1,1,1,0,2,0,1,1,0,0,1,0,0,0,2,0,1,2,1,1,2,0,0,1,2,0
108,0,1,0,2,2,3,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,3,2,7,0,-1,0,0,1,2,1,2,0,1,1,0,2,2,1,1,2,1,1,0,1,0,0,2,1,0,0,2,2,2,2,1,2,2,2,0,2
109,0,1,2,0,0,4,4,7,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,3,1,-1,2,0,2,0,1,2,2,2,1,0,0,1,2,1,0,2,1,2,1,0,1,2,0,2,2,0,0,0,1,2,1,1,1,2,2
110,0,1,2,3,3,2,0,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,1,0,5,4,4,1,21,1,2,0,0,1,1,0,2,2,0,0,2,2,1,0,2,0,2,1,1,1,1,1,0,0,1,2,0,1,1,0,2,2,2,2
111,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,0,5,4,3,1,19,2,0,0,1,1,1,2,0,0,0,0,2,0,2,0,1,2,0,1,2,0,1,2,0,2,0,2,0,0,1,1,1,0,0,2
112,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,5,1,0,13,1,1,2,0,0,0,1,1,0,2,2,0,2,0,1,1,0,2,1,1,1,0,0,2,2,0,1,0,1,0,1,2,1,1,2
113,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,0,5,4,3,1,23,0,2,2,2,0,1,2,0,1,0,0,0,0,2,1,1,1,0,2,1,2,2,0,1,1,0,2,0,2,0,2,1,1,0,2
114,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,3,5,1,0,12,0,2,0,2,2,1,2,1,0,0,2,0,0,1,0,0,2,0,2,0,2,2,2,2,2,0,2,0,1,1,2,1,2,0,1
115,0,1,2,0,0,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,3,1,-1,0,1,0,0,1,2,2,1,2,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,2,2,1,2,1,2,2,2,0,0,2
116,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,2,1,6,6,2,-1,2,2,0,0,1,2,2,1,0,2,1,2,0,2,0,1,0,0,0,2,1,2,0,2,2,0,1,0,0,1,0,1,0,2,1
117,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,4,1,18,1,0,1,1,2,2,2,1,1,0,1,2,1,0,1,2,0,2,2,2,1,0,0,1,1,1,0,1,2,0,1,0,0,2,1
118,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,3,3,0,1,0,1,-1,2,0,1,1,2,2,0,1,1,1,0,0,1,1,2,2,2,2,0,1,2,2,2,1,2,1,1,2,2,2,1,2,0,1,1
119,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,3,5,1,0,-1,0,1,1,0,0,2,0,2,1,2,2,2,1,1,0,2,2,2,2,2,2,1,0,1,0,1,2,0,2,1,0,2,2,2,2
120,0,1,2,3,3,2,0,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,0,5,4,4,1,-1,0,0,0,1,0,0,0,2,2,2,2,0,2,0,1,1,0,1,2,1,0,0,2,1,2,0,1,1,1,0,1,0,2,0,2
121,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,2,0,2,0,1,0,1,2,1,1,1,0,2,0,0,1,2,0,2,2,0,2,2,1,1,0,1,1,2,0,2,0,2,2,0
122,0,1,0,2,2,3,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,0,0,3,2,7,0,-1,0,0,1,1,2,1,0,0,2,1,0,2,2,2,1,0,0,2,1,2,1,0,0,1,2,0,1,2,1,1,2,0,0,1,0
123,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,3,3,0,1,0,1,-1,0,1,2,0,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,0,1,1,1,2,0,2,0,2,0,2,2,0,0,2
124,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,-1,0,0,1,0,1,2,1,2,1,1,2,0,0,2,1,0,2,2,2,1,1,1,2,2,1,0,1,1,2,0,2,2,1,2,0
125,0,0,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,1,1,0,0,2,2,1,1,0,0,0,1,0,1,0,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,0,1,1,1,2
126,0,1,2,0,0,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,0,5,4,3,1,-1,1,0,0,1,1,0,1,2,2,0,0,0,0,2,1,2,0,1,1,0,2,1,0,2,1,1,0,0,2,0,0,1,1,1,0
127,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,4,1,-1,1,0,2,1,0,1,2,2,0,0,2,0,0,1,1,0,2,1,2,1,0,2,2,0,2,1,2,1,0,2,1,0,0,0,1
128,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,1,1,2,1,2,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,2,1,2,2,1,1
129,0,1,0,2,2,3,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,1,0,0,3,2,7,0,-1,0,1,2,0,0,0,2,0,1,1,0,2,2,0,1,1,0,1,2,0,1,2,1,1,0,1,1,1,1,0,0,0,2,2,0
130,0,1,0,2,2,3,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,1,0,0,3,2,7,0,-1,2,0,1,1,1,1,2,2,1,2,0,2,1,1,2,2,0,2,0,1,0,0,2,1,1,1,2,1,0,2,1,1,2,2,1
131,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,-1,2,2,1,1,0,2,1,1,0,2,0,0,0,0,2,1,0,0,0,1,2,1,1,1,2,2,1,0,2,1,1,0,1,0,2
132,0,1,0,2,2,3,2,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,0,3,5,1,0,-1,2,0,0,1,1,1,1,2,2,2,1,2,2,1,2,0,0,0,2,0,2,1,2,2,1,1,2,1,2,2,1,0,2,1,1
133,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,14,1,1,1,1,2,1,0,2,2,1,1,0,1,1,0,0,1,0,1,2,0,1,2,0,1,0,2,0,0,0,2,1,1,1,2
134,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,-1,0,0,2,1,2,1,0,0,2,1,1,1,2,2,0,2,2,1,1,0,0,1,1,2,1,1,0,1,2,2,2,1,1,2,0
135,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,3,3,0,1,0,1,-1,2,0,0,1,2,1,1,0,0,2,1,1,2,2,0,2,2,0,0,2,0,2,2,1,2,1,2,1,1,1,1,0,1,0,2
136,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,-1,2,0,1,2,1,1,1,1,0,0,2,0,0,0,0,2,0,1,0,2,0,2,0,2,1,2,2,1,1,2,1,0,0,1,0
137,0,0,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,1,1,1,0,0,0,0,0,1,0,1,2,0,2,2,2,1,1,1,1,0,1,2,1,1,0,1,2,0,0,1,0,1,2,0
138,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,1,0,5,4,3,1,19,2,1,1,1,2,2,2,1,2,1,1,1,0,2,2,2,0,2,2,0,1,0,2,0,1,0,1,1,1,1,1,0,0,1,0
139,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,-1,1,0,1,1,1,0,2,2,2,2,1,2,0,1,0,2,1,1,2,1,2,1,0,1,0,0,2,2,1,0,0,1,1,1,2
140,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,4,1,18,0,2,2,2,0,0,0,1,2,2,2,1,2,2,0,1,1,1,0,1,0,1,2,1,2,0,2,2,0,2,0,1,0,2,1
141,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,3,5,1,0,-1,1,1,1,0,0,2,2,1,1,2,2,2,1,1,0,0,0,1,2,2,2,1,1,2,2,1,0,1,2,0,1,2,0,0,1
142,0,0,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,6,0,0,2,2,2,1,1,1,0,1,0,0,0,0,1,1,1,2,2,2,0,0,2,0,1,2,2,2,2,2,0,0,0,1,2
143,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,0,2,2,1,1,1,2,0,2,1,1,1,1,0,1,0,1,2,2,2,1,1,2,0,1,0,2,0,1,2,1,2,1,2,1
144,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,-1,2,2,2,0,1,2,1,2,1,2,0,1,2,1,2,0,1,2,1,0,2,0,1,0,2,2,2,2,1,0,0,2,0,2,0
145,0,1,0,2,2,3,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,0,0,3,2,7,0,-1,0,1,0,2,1,0,0,2,1,0,2,2,2,2,2,1,0,1,1,1,2,2,2,1,1,1,2,0,2,2,0,0,2,0,0
146,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,3,3,0,1,0,1,-1,0,2,1,1,0,2,2,1,1,2,2,2,0,1,0,1,0,1,1,0,0,2,0,1,0,2,2,0,2,0,0,0,1,2,2
147,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,1,2,1,0,2,2,2,0,1,0,2,0,0,0,2,1,1,1,2,2,1,0,1,2,2,2,1,1,0,1,2,2,1,1,1
148,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,-1,2,0,0,0,1,1,2,1,0,1,0,2,1,2,1,0,0,1,0,2,1,1,2,0,1,0,1,2,2,1,1,1,1,2,2
149,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,3,3,0,1,0,1,-1,1,1,1,1,0,0,2,2,2,2,1,1,2,1,0,0,1,1,1,0,0,0,2,2,0,1,1,0,2,2,1,1,2,0,0
150,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,2,1,0,0,2,0,1,0,1,0,2,1,0,2,1,0,1,2,2,0,1,1,1,1,2,2,0,1,1,2,1,1,2,0,2,0
151,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,0,3,2,7,0,11,2,0,0,1,2,2,1,0,2,0,2,1,1,0,0,0,1,1,1,0,1,2,2,1,2,1,1,0,2,0,0,1,1,1,2
152,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,2,1,6,6,2,-1,0,1,2,2,1,1,2,0,0,2,2,1,0,0,2,0,0,2,0,2,0,0,1,0,2,0,1,2,1,2,0,2,0,0,2
153,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,2,1,6,6,2,3,2,2,0,1,0,2,0,0,0,1,2,0,0,0,1,0,2,0,1,1,1,0,0,1,0,1,2,0,2,2,0,0,0,1,1
154,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,-1,1,1,0,1,0,0,0,1,0,1,2,2,2,2,2,1,2,0,0,1,1,2,0,0,2,0,2,1,2,2,2,0,0,2,0
155,0,1,2,3,3,2,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,3,3,0,1,0,1,-1,2,2,2,0,0,2,0,1,0,1,0,1,0,1,2,1,2,0,1,1,1,1,0,0,2,0,1,0,2,0,1,1,2,1,2
156,0,1,0,2,2,0,2,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,0,3,5,1,0,-1,1,1,0,2,2,1,1,0,1,1,2,0,2,2,0,1,0,1,1,0,1,2,0,0,0,0,0,1,2,1,1,2,0,0,2
157,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,1,1,0,4,2,0,5,0,-1,2,0,2,1,0,2,2,1,0,1,0,1,2,1,2,1,0,2,0,2,1,2,1,2,0,1,1,2,0,0,0,1,2,2,2
158,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,4,1,-1,1,0,1,1,2,0,2,0,0,2,2,2,2,2,0,0,1,0,1,2,1,2,0,2,0,1,2,1,1,1,0,2,2,0,1
159,0,1,2,0,0,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,0,5,4,3,1,-1,2,2,0,1,1,0,2,0,2,0,0,2,1,0,0,1,2,1,0,0,1,1,1,2,1,1,1,2,1,2,0,1,0,0,0
160,0,1,2,3,3,2,0,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,2,1,0,5,4,4,1,21,1,0,0,1,2,1,1,0,1,0,0,2,1,1,2,2,2,2,2,0,0,2,0,0,0,0,2,2,1,0,1,0,2,0,2
161,0,0,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,2,1,2,2,2,0,2,0,2,0,2,0,2,0,2,0,0,2,1,2,1,1,1,2,1,0,0,2,2,0,0,1,0,2,1
162,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,15,1,1,0,1,2,2,1,1,0,1,1,2,2,0,2,2,1,0,0,2,1,1,2,1,1,2,2,0,0,0,1,0,2,0,0
163,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,1,6,6,2,-1,1,2,0,1,0,0,1,0,1,0,1,2,1,1,2,0,2,1,2,1,0,2,1,2,2,0,2,1,1,2,1,2,1,1,2
164,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,2,1,0,2,1,1,1,1,1,0,0,2,0,1,0,2,2,0,2,1,2,0,0,0,1,2,1,2,0,0,1,1,0,0,0,0
165,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,-1,0,2,0,2,2,0,0,1,1,1,0,0,1,2,0,1,0,1,2,0,0,1,1,1,2,1,2,1,2,2,0,0,1,0,2
166,0,1,2,0,0,4,4,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,1,0,5,4,3,1,-1,1,0,0,2,2,0,2,0,1,1,2,2,0,2,2,0,1,2,0,1,2,0,1,1,0,2,2,1,0,2,2,0,1,2,2
167,0,1,2,0,0,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,1,0,5,4,3,1,-1,2,2,1,0,2,1,2,1,1,1,0,2,0,2,0,2,2,2,1,2,1,1,0,0,1,0,0,2,0,1,1,2,1,2,0
168,0,1,0,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,4,2,0,5,0,-1,1,1,2,1,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,1,1,0,2,2,2,2,1,0,1,2
169,0,0,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,-1,2,0,2,0,2,1,2,0,2,0,1,2,1,1,2,0,1,0,1,2,1,0,1,1,1,0,1,2,1,1,0,0,2,2,0
170,0,0,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,4,0,2,2,1,2,2,0,0,0,0,2,1,2,0,1,1,2,2,0,1,0,0,1,1,1,1,2,1,2,2,0,2,1,0,0
171,0,0,1,1,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,4,3,2,2,5,0,1,0,1,0,0,1,2,2,1,0,1,1,1,0,0,1,1,2,1,1,0,2,1,0,1,1,0,1,2,2,1,0,0,2
