,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n0
342,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,0
343,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,0
344,0,0,2,2,1,2,3,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,1
345,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
346,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,4,4,0,1,0
347,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,1
348,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,2
349,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
350,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,0
351,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,4,4,0,1,2
352,0,0,0,3,2,0,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,0,3,4,3,2,5,1,2,1
353,0,0,2,2,1,5,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,1
354,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,2
355,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,1
356,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,2
357,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,2
358,0,0,0,1,4,4,2,3,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,0,1,0,2,3,3,1,2,1
359,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,2
360,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
361,0,0,0,3,2,0,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,0
362,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,1,0,2,3,3,1,2,2
363,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,1
364,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,4,4,0,1,1
365,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,1,0,2,3,3,1,2,2
366,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,3,1,2,2
367,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
368,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,0
369,0,0,2,2,1,2,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,2,4,4,4,0,1,2
370,0,0,0,3,2,0,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,0
371,0,0,2,2,1,5,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,2
372,0,0,2,2,1,5,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,2,4,4,4,0,1,0
373,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,3,4,3,2,5,1,2,2
374,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,4,4,0,1,1
375,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,2
376,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,1
377,0,0,0,3,2,0,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,3,4,3,2,5,1,2,0
378,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,3,4,3,2,5,1,2,1
379,0,0,2,2,1,5,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,2,4,4,4,0,1,1
380,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,2
381,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,4,4,0,1,2
382,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
383,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
384,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,2,4,4,4,0,1,0
385,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,4,4,0,1,0
386,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
387,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,2
388,0,0,0,3,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,3,4,3,2,5,1,2,0
389,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
390,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,0
391,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
392,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
393,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
394,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,3,4,3,2,5,1,2,1
395,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
396,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,2,1,2,0
397,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,7,0,0,0,3,4,3,2,5,1,2,0
398,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,0
399,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
400,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
401,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,3,5,0,7,2,0,0
402,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,1,0,2,0,0
403,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,0
404,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,3,1,2,0
405,0,0,2,2,1,2,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,2,4,4,4,0,1,1
406,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,2
407,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,2
408,0,0,0,3,2,0,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,5,1,2,1
409,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
410,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,2,4,4,4,0,1,1
411,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,2,4,4,4,0,1,1
412,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,1
413,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
414,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
415,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
416,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,3,4,3,2,5,1,2,2
417,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
418,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,1,1,0,2,1,5,6,0,1,1
419,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
420,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,1
421,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
422,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,0
423,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
424,0,0,0,3,2,0,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,3,4,3,2,5,1,2,0
425,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,1
426,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,0
427,0,0,0,3,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,0,0,3,4,3,2,5,1,2,1
428,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,3,4,3,2,2,1,2,0
429,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,2
430,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,2
431,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,1
432,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
433,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,0
434,0,0,2,2,1,5,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,2,4,4,4,0,1,0
435,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,3,1,2,0
436,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,0
437,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,2
438,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,2,4,4,4,0,1,1
439,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,3,4,3,2,5,1,2,0
440,0,0,2,2,1,5,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,2,4,6,1,0,1,2
441,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
442,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
443,0,0,0,3,2,0,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,3,4,3,2,5,1,2,1
444,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,0
445,0,1,1,0,0,1,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
446,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,2
447,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,1
448,0,0,2,2,1,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,0,2,4,6,1,0,1,2
449,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
450,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
451,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
452,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
453,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,2
454,0,0,2,2,1,5,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,2,4,6,1,0,1,1
455,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,1
456,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
457,0,0,2,2,1,2,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,0
458,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
459,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,3,1,2,0
460,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,1
461,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,3,1,2,2
462,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,2
463,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,1
464,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
465,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
466,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,1
467,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
468,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,0
469,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,2
470,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,0
471,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
472,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,3,4,3,2,2,1,2,1
473,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,1
474,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,3,1,2,1
475,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,1
476,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
477,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
478,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,2
479,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,3,4,3,2,5,1,2,0
480,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,4,6,1,0,1,2
481,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,1,0,2,3,3,1,2,0
482,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,1,0,2,0,1
483,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,0
484,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
485,0,1,1,0,0,1,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
486,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,0
487,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,3,4,3,2,2,1,2,1
488,0,0,0,3,2,0,4,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,2
489,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,1
490,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,1
491,0,0,2,2,1,2,3,4,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,0,2,4,4,4,0,1,1
492,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,3,5,0,7,2,0,0
493,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,0
494,0,0,0,3,2,0,4,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,3,4,3,2,2,1,2,2
495,0,0,2,2,1,2,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,0,2,4,4,4,0,1,0
496,0,0,2,2,1,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,0,2,1,5,6,0,1,0
497,0,0,0,1,4,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,3,7,0,0,0,3,4,3,2,5,1,2,2
498,0,0,0,1,4,4,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,1,0,2,3,3,1,2,1
499,0,1,1,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,1,0,1,0,2,0,2
