,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6
132,0,0,0,2,2,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,0,2,3,4,0,4,0,0,-1,1,0,1,2,2,0
133,0,0,0,2,2,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,1,6,0,0,2,3,4,0,4,0,0,-1,2,2,1,2,2,1
134,0,0,0,2,1,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,2,0,0,0,2,3,4,0,6,2,0,-1,0,1,0,0,2,0
135,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,6,1,0,0,2,3,4,0,6,2,0,-1,0,2,0,0,2,0
136,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,0,2,3,4,0,4,2,0,-1,2,2,0,2,1,1
137,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,6,4,0,0,2,3,4,0,4,2,0,-1,2,2,0,1,0,2
138,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,0,2,3,4,0,6,2,0,-1,2,0,0,2,0,1
139,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,2,3,4,0,4,7,0,2,0,0,1,2,0,0
140,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,2,5,0,0,2,3,4,0,4,7,0,2,1,1,0,1,1,0
141,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,0,2,3,4,0,4,2,0,-1,2,2,0,2,0,2
142,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,0,3,2,0,0,2,3,4,0,4,7,0,2,2,2,0,2,0,2
143,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,4,2,0,0,2,3,4,0,6,2,0,-1,2,1,0,2,0,2
144,0,0,0,2,2,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,1,5,0,0,2,3,4,0,6,2,0,-1,2,2,2,1,2,0
145,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,0,2,3,4,0,4,0,0,-1,0,1,0,0,2,1
146,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,0,2,3,4,0,6,2,0,-1,2,1,0,0,0,2
147,0,0,0,2,2,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,0,2,3,4,0,6,2,0,3,1,0,1,0,0,1
148,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,4,1,1,0,0,2,3,4,0,6,2,0,3,1,1,2,1,0,0
149,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,2,7,0,0,2,3,4,0,6,2,0,-1,2,0,2,0,2,1
150,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,0,2,3,4,0,6,2,0,-1,0,2,0,1,1,1
151,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,0,2,3,4,0,6,2,0,-1,2,0,1,1,2,2
152,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,0,2,3,4,0,6,2,0,-1,0,1,0,1,0,2
153,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,6,3,0,0,2,3,4,0,6,2,0,-1,2,1,1,1,0,1
154,0,0,0,2,2,5,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,3,3,2,0,0,2,3,4,0,6,2,0,-1,1,0,2,2,2,0
155,0,0,0,2,2,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,0,7,0,0,2,3,4,0,6,2,0,-1,1,1,1,0,2,2
156,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,0,2,3,4,0,6,2,0,3,1,0,1,2,1,1
157,0,0,0,2,2,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,0,2,3,4,0,4,7,0,-1,2,2,0,1,1,1
158,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,3,2,0,0,2,2,2,3,2,4,0,-1,1,1,1,1,1,0
159,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,0,2,2,2,3,2,4,0,-1,1,1,2,0,1,0
160,0,0,0,2,2,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,0,2,3,4,0,6,2,0,3,0,1,0,1,2,0
161,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,0,2,3,4,0,4,7,0,2,2,2,0,2,2,1
162,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,0,3,0,0,2,3,4,0,4,7,0,2,0,0,0,0,2,0
163,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,2,6,6,0,0,2,3,4,0,4,0,0,-1,1,2,1,2,0,1
164,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,2,3,3,0,0,2,3,4,0,6,2,0,3,0,0,2,0,0,1
165,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,6,3,0,0,2,3,4,0,6,2,0,-1,1,0,0,1,1,2
166,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,4,2,2,0,0,2,3,4,0,6,2,0,-1,1,2,0,0,1,0
167,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,0,2,3,4,0,6,2,0,3,0,1,2,0,1,2
168,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,0,2,3,4,0,6,2,0,-1,1,1,0,0,1,0
169,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,4,0,0,2,3,4,0,6,2,0,-1,1,0,0,0,0,1
170,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,0,0,1,0,0,2,3,4,0,4,0,0,-1,1,1,2,0,0,1
171,0,0,0,2,2,5,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,5,2,0,0,2,3,4,0,6,2,0,3,2,1,0,0,1,1
172,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,0,2,3,4,0,6,2,0,3,1,1,2,2,0,0
173,0,0,0,2,2,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,0,2,3,4,0,6,2,0,-1,0,0,1,2,1,0
174,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,0,2,3,4,0,6,2,0,3,0,2,0,2,0,2
175,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,0,2,3,4,0,6,2,0,-1,2,0,0,1,2,2
176,0,0,0,2,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,0,2,3,4,0,6,2,0,-1,1,2,1,1,1,2
177,0,0,0,2,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,0,2,3,4,0,6,2,0,-1,0,0,2,1,1,1
