,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19
109,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,0,1,2,2,2,0,0,2,0,1,0,0,0,2,1,1,1,1,2
110,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,0,0,1,1,2,1,1,2,2,0,2,1,0,1,0,0,0,0,2
111,0,0,1,1,0,3,0,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,2,1,1,0,2,1,0,0,1,1,0,0,1,1,0,1,0,1
112,0,0,1,3,2,1,5,7,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,0,2,0,2,1,0,2,1,1,2,2,0,0,0,0,1
113,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,0,0,0,2,0,2,0,2,2,2,1,0,2,1,1,0,1,2,0
114,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,2,0,0,0,0,2,1,0,2,1,2,0,1,0,2,2,1,1,0
115,0,1,2,0,3,0,3,5,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,0,2,0,3,0,0,2,1,2,0,2,0,0,0,1,0,0,2,2,2,1,2,2,2,2,2
116,0,0,1,1,0,3,0,2,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,0,0,1,0,1,2,2,0,2,2,0,2,0,0,0,0,2,0
117,0,0,0,2,4,5,2,6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,1,0,1,0,-1,2,1,1,1,0,1,0,2,0,2,1,2,2,0,0,0,2,1,0
118,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,2,2,0,0,1,2,0,0,1,1,1,1,0,1,0,1,1,0,2
119,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,1,1,2,1,2,0,2,1,1,2,0,0,2,1,2,1,1,0,0
120,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,0,1,1,0,2,2,2,1,0,0,0,0,0,2,0,1,0,0,2
121,0,1,2,0,3,0,3,4,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,-1,1,2,2,2,0,2,1,1,1,0,0,2,0,1,2,2,1,0,2
122,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,1,1,1,2,0,2,2,1,1,2,2,1,0,1,1,0,1,2,1
123,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,2,2,1,1,0,0,1,1,1,1,0,2,2,2,0,0,0,0,1
124,0,1,2,0,3,0,3,5,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,0,2,0,3,0,0,2,0,2,2,0,1,2,1,0,2,0,1,0,2,1,1,2,2,0,2
125,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,2,0,2,2,2,0,2,1,2,1,0,0,2,0,0,1,1,2,0
126,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,2,2,0,0,2,1,2,0,1,2,1,2,0,1,1,0,0,2,2
127,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,1,2,2,1,1,1,1,0,2,0,1,1,0,1,0,0,0,1
128,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,0,2,2,2,0,2,1,1,0,1,2,0,2,1,1,2,0,2
129,0,1,2,0,3,0,3,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,1,2,2,2,1,0,2,1,2,2,0,1,1,1,0,0,2,2,2
130,0,0,0,2,4,5,2,6,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,0,3,1,4,1,6,1,2,2,2,0,0,0,0,2,2,0,1,2,1,0,0,2,2,1,1,1
131,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,2,2,2,2,1,0,0,0,2,2,2,0,0,0,2,2,1,0,0
132,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,1,1,0,1,1,1,2,2,1,1,2,0,2,2,1,1
133,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,0,2,0,2,2,0,2,0,0,0,1,2,2,0,1,2,1,1,2
134,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,1,3,2,5,7,1,0,1,1,1,1,1,1,2,0,1,2,0,0,0,1,1,0,1,1,2
135,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,0,2,1,1,2,1,1,0,0,1,2,2,1,0,2,0,0,0,2
136,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,2,0,0,2,1,2,1,0,1,2,2,1,2,2,1,2,0,1
137,0,0,1,3,2,1,5,7,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,1,0,2,0,2,2,1,1,0,2,1,1,2,0,2,2,2
138,0,1,2,0,3,0,3,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,0,2,0,3,0,0,2,1,1,0,0,0,0,1,2,2,1,2,2,2,0,2,1,2,2,1
139,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,1,2,1,2,0,0,0,1,2,2,2,1,1,1,0,2,1,2
140,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,0,1,1,0,2,1,1,2,0,0,1,2,0,2,0,0,0,2,2
141,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,0,2,1,2,2,0,2,1,1,1,2,1,1,1,2,1,1,1
142,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,2,0,0,1,0,1,0,1,1,1,0,1,2,0,1,2,2,2,2
143,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,0,3,0,1,0,2,1,0,0,1,2,1,1,0,0,1,1,2,0,2,2,0,2
144,0,1,2,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,2,0,1,1,0,1,2,0,2,0,2,0,2,1,2,1,0,0,0
145,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,0,0,1,1,1,2,2,2,1,2,1,2,1,0,1,0,1,0
146,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,2,4,7,1,0,0,0,1,0,1,2,2,1,1,1,2,1,2,0,1,2,2,2,1
147,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,1,0,2,1,2,0,1,1,1,1,2,1,2,1,0,0,0,2,2
148,0,1,2,0,3,0,3,5,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,0,2,0,3,0,0,2,2,2,1,0,2,2,0,0,1,2,2,0,1,0,1,1,2,0,2
149,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,2,0,3,2,3,0,1,2,0,0,1,2,0,1,0,2,1,2,0,0,1,1,0,2,1,1
150,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,0,0,0,2,0,0,0,1,1,0,2,2,1,2,2,1,1,1,2
151,0,1,2,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,0,0,2,2,1,2,2,1,1,0,2,0,0,1,1,0,2,1,1
152,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,1,1,1,2,2,2,1,1,2,1,0,2,0,0,0,2,1,2,2
153,0,0,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,1,2,2,2,0,2,0,0,0,2,2,0,1,0,2,2,1,1,0,2,1
154,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,1,1,1,1,0,0,0,0,2,2,0,2,1,1,2,1,1,0,1
155,0,1,2,0,1,2,6,5,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,0,0,2,0,3,0,0,2,1,2,0,1,2,0,2,0,1,0,0,2,2,2,0,2,0,1,1
156,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,2,2,0,0,1,2,2,2,2,2,1,0,1,1,0,0,2,0,1
157,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,0,0,2,2,2,0,1,2,2,2,2,1,1,1,1,0,0,2,1
158,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,0,1,0,0,0,0,2,2,0,1,1,0,1,0,1,2,2,1
159,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,0,2,0,0,0,2,0,0,0,2,0,1,1,1,0,1,0,0
160,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,2,1,2,0,0,0,0,1,0,2,0,1,2,2,0,2,2,0
161,0,1,0,2,4,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,5,0,2,1,2,2,2,2,0,0,2,2,1,0,0,1,1,0,0,0,0,0
162,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,1,0,1,0,1,0,1,2,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,2
163,0,1,0,2,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,0,1,1,1,0,2,0,2,0,2,0,0,0,1,1,0,0,2
164,0,0,1,1,0,3,0,2,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,1,2,1,0,0,0,2,0,0,1,2,1,0,0,1,1,2,2
165,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,1,0,0,0,0,0,1,2,0,1,1,2,2,2,1,0,1,2
166,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,0,1,1,2,0,2,2,2,0,2,2,0,0,1,0,0,0,0
167,0,1,0,2,4,4,1,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,2,0,2,1,2,2,2,2,2,0,2,0,1,2,2,2,0
168,0,0,1,1,0,3,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,-1,2,1,1,2,0,0,2,1,0,0,0,1,2,2,2,0,0,1,0
169,0,1,2,0,3,0,3,5,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,0,2,0,3,0,0,2,1,2,1,2,2,2,1,2,1,0,1,0,0,2,1,0,0,0,2
170,0,1,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,1,0,1,0,1,2,1,2,2,0,1,1,1,1,2,0,2,1,2,1,2,1,1,1
171,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,2,1,0,0,0,1,1,2,1,0,0,1,2,2,2,0,1,0,0
172,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,2,0,3,2,3,0,1,2,0,1,2,2,0,1,2,1,0,1,2,2,0,1,2,0,1,2
173,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,1,1,0,1,2,1,2,0,2,0,0,2,2,1,2,0,1
174,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,2,2,1,1,0,1,0,2,2,2,0,0,0,1,1,0,0,1
175,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,1,1,2,0,1,1,0,2,0,2,2,2,0,2,2,0,2,2,2
176,0,0,0,2,4,5,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,1,2,0,2,2,2,0,2,2,1,0,2,0,0,2,2,0,2,1,2,2
177,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,1,0,0,0,0,0,2,1,2,1,0,0,2,0,1,0,1,2
178,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,3,3,2,5,2,1,0,1,0,0,1,0,0,0,2,2,0,1,1,1,1,1,1,0,0,2
179,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,1,2,0,0,2,2,1,0,1,2,2,2,1,0,1,0,0,1
180,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,0,1,2,2,0,1,2,2,0,2,0,1,1,0,0,0,1,1,2
181,0,1,2,0,3,0,3,5,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,0,2,0,3,0,0,2,0,0,0,1,1,1,0,1,0,1,1,0,0,1,2,2,1,1,1
182,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,1,2,1,1,2,0,0,2,1,0,2,2,2,2,0,0,1,2,1
183,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,2,0,3,2,3,0,1,0,1,1,1,2,2,2,0,1,1,1,1,0,1,0,2,0,2,0
184,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,0,1,0,1,0,0,2,2,1,0,0,0,0,0,2,0,2
185,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,0,0,1,2,2,0,0,0,2,2,2,0,1,2,2,2,0,1,2
186,0,1,0,2,1,4,1,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,1,1,0,0,2,2,2,2,1,0,2,1,1,0,2,1,1,1
187,0,1,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,0,2,1,2,0,1,0,1,0,1,1,1,0,0,0,0,2,1,0
188,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,2,2,0,0,2,2,2,1,2,0,2,2,2,1,0,0,2,2
189,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,2,0,3,0,0,2,2,1,1,0,2,2,1,2,0,1,0,2,0,0,2,0,2,1,0
190,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,1,2,0,1,0,1,0,1,1,1,2,0,0,1,1,2,2,0,1,1,2,0,2,1,2,0,0
191,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,5,0,2,1,0,0,2,0,1,0,1,0,2,2,0,0,1,2,2,0,1,0
192,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,2,0,2,0,2,0,2,1,2,1,0,0,1,1,0,0,0,1,0
193,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,2,0,3,2,3,0,1,2,0,0,1,0,2,1,1,0,1,1,2,0,0,0,2,0,1,1
194,0,1,2,0,3,0,3,5,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,0,2,0,3,0,0,2,0,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,0,1
195,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,1,2,0,1,0,1,0,1,2,0,1,2,0,1,0,2,2,0,1,2,2,1,1,2,2,0,0
196,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,2,0,3,5,0,2,2,0,0,2,0,0,1,0,1,0,0,2,2,0,1,0,1,0,0
197,0,1,2,0,3,0,3,5,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,0,2,0,3,0,0,2,0,0,1,0,0,2,2,1,1,1,0,2,0,1,2,0,0,1,2
198,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,1,1,2,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1,1,1,1,0,0,2,1,0,2
199,0,1,0,2,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,1,3,0,1,0,1,0,1,1,2,2,2,2,1,1,2,1,0,0,2,1,0,1,0,2,2,2
200,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,1,1,2,1,1,2,1,0,1,0,1,2,0,1,1,0,1,2,2
201,0,1,2,0,3,2,6,5,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,0,0,2,0,3,0,0,2,0,2,1,0,1,1,2,2,1,1,0,1,2,1,2,1,1,1,1
202,0,1,2,0,3,0,3,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,0,2,0,3,0,0,2,2,2,1,2,2,1,0,1,2,1,2,2,2,2,2,2,2,0,0
203,0,1,0,2,4,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,5,0,2,2,2,1,0,1,1,0,2,0,1,2,0,2,2,0,2,1,2,1
204,0,1,0,3,2,1,1,0,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,1,2,3,3,2,5,2,0,0,2,0,2,0,2,0,1,2,0,1,0,2,2,1,2,0,1,1,2
205,0,1,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,2,0,2,1,2,1,0,2,1,0,1,2,2,0,1,1,2,1
206,0,1,0,2,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,0,0,0,0,1,0,2,0,2,1,0,1,0,2,1,1,1,0
207,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,1,2,2,1,1,0,1,0,1,1,0,1,1,2,0,0,0,1,0
208,0,1,2,0,1,4,4,1,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,1,2,0,1,0,1,0,1,1,2,1,1,0,2,0,1,2,0,0,2,0,0,1,0,1,2,2
209,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,1,1,0,0,2,0,2,2,0,2,0,0,1,2,0,0,1,1,0
210,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,1,2,2,2,1,1,2,0,0,2,0,0,1,2,2,1,0,1,2
211,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,1,2,0,1,0,1,0,1,1,0,0,0,0,2,2,0,2,0,1,1,2,0,0,1,1,2,1
212,0,1,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,1,0,1,0,1,1,2,0,1,2,2,0,1,2,0,0,1,2,2,1,0,1,0,1
213,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,1,4,5,6,4,1,0,2,2,0,0,2,2,0,2,2,2,1,0,1,1,0,1,1,0,1
214,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,1,4,5,4,7,1,0,0,1,2,0,2,0,2,0,0,2,2,0,1,2,2,1,1,2,2
215,0,1,0,2,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,1,2,2,1,1,0,1,1,2,1,0,2,2,2,0,2,1,2
216,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,2,0,0,1,1,2,0,1,1,0,2,0,2,2,0,1,1,2,1
217,0,0,0,2,4,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,3,1,4,1,6,0,2,0,1,2,2,2,1,2,1,0,2,2,1,1,0,2,1,1,0,1
218,0,1,0,2,1,2,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,2,0,3,0,0,2,1,0,1,1,0,1,2,0,0,2,0,1,2,0,1,1,1,1,0
219,0,1,2,0,1,4,4,1,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,1,1,2,0,1,0,1,0,1,1,1,2,1,2,2,1,2,1,0,2,1,0,0,2,2,1,1,0
220,0,1,2,0,3,0,3,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,1,2,0,3,2,3,0,1,0,0,2,1,2,0,2,2,0,0,2,2,1,1,1,2,1,2,2
221,0,1,2,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,1,2,0,3,2,3,0,1,0,1,2,2,1,1,1,2,2,0,0,2,0,1,1,1,2,1,0
222,0,1,0,2,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,5,0,2,0,0,2,2,2,2,2,2,1,0,0,2,1,1,1,1,0,1,1
223,0,0,1,3,2,1,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,3,2,5,2,1,0,2,1,0,2,1,2,0,2,0,0,2,0,2,0,2,1,0,1,1
224,0,1,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,1,2,0,1,0,1,0,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,1,0,0,2,1
225,0,1,2,0,3,0,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,1,2,0,3,2,3,0,1,1,2,0,0,1,0,2,1,1,1,1,0,2,2,2,2,1,2,0
226,0,1,2,0,1,2,6,5,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,2,0,3,0,0,2,0,1,1,2,2,1,1,1,2,2,2,1,0,2,2,0,2,0,0
