,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12
125,0,0,0,2,3,4,0,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,26,3,0,4,3,1,1,4,1,0,0,4,3
126,0,1,1,0,2,3,6,6,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,2,3,5,6,4,0,-1,2,1,4,5,4,0,3,4,4,0,0,4
127,0,1,0,0,2,3,5,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,57,4,5,3,3,3,5,2,1,1,0,1,4
128,0,0,2,1,1,2,4,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,35,0,0,1,5,1,1,5,0,3,4,2,4
129,0,1,1,3,4,0,6,6,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,10,3,4,5,1,5,0,1,5,4,4,3,0
130,0,1,0,0,2,1,1,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,2,3,5,6,4,0,19,5,3,1,1,1,3,1,5,0,1,2,4
131,0,0,2,1,1,2,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,1,1,2,2,0,2,0,4,1,4,4,4,3,3,4,4,0,1,0,0
132,0,1,0,0,2,3,5,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,58,4,1,5,4,0,3,1,0,2,0,5,3
133,0,1,0,0,2,1,1,7,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,3,5,6,0,0,-1,0,3,2,2,3,1,5,4,1,5,2,0
134,0,0,0,2,3,4,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,48,2,5,2,1,0,2,1,4,0,3,2,3
135,0,1,0,0,2,3,5,0,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,3,5,0,3,3,2,2,0,3,3,3,1
136,0,1,1,3,4,0,6,4,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,0,1,4,6,4,0,-1,2,2,1,1,0,3,3,3,1,1,2,3
137,0,0,2,1,1,2,4,5,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,4,1,0,0,1,1,0,3,1,0,4,3
138,0,0,2,1,1,2,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,1,2,2,0,2,0,4,3,1,0,0,4,1,5,3,5,0,1,3
139,0,1,0,0,2,1,1,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,2,3,0,5,0,0,-1,3,1,1,0,3,5,4,1,3,1,1,4
140,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,0,0,0,1,5,6,4,0,13,5,3,2,2,2,2,3,5,1,4,0,4
141,0,0,2,1,1,2,3,1,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,1,2,7,0,36,3,1,4,2,2,0,3,2,1,1,4,5
142,0,1,1,0,2,3,5,6,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,0,1,5,6,4,0,56,3,5,5,4,3,1,0,4,0,2,0,5
143,0,0,0,2,3,4,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,-1,1,0,1,0,1,1,1,1,3,1,0,3
144,0,1,1,3,4,0,6,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,5,4,1,4,5,5,4,2,2,3,3,1
145,0,0,2,2,3,4,3,1,67,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,1,3,4,1,2,7,0,65,3,3,1,0,1,2,2,0,3,5,1,2
146,0,0,2,1,1,2,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,0,2,0,4,4,5,2,1,5,0,1,2,4,4,3,0
147,0,1,1,0,2,1,1,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,2,3,5,6,4,0,19,0,5,3,4,3,4,2,0,3,4,4,0
148,0,0,0,2,3,4,0,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,47,3,2,0,1,0,5,4,4,1,4,2,3
149,0,1,1,3,0,5,2,2,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,0,0,1,4,3,5,0,-1,5,1,0,5,5,1,1,5,3,0,5,3
150,0,1,0,0,2,1,1,7,33,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,1,2,2,3,5,6,0,0,21,0,5,4,1,0,2,5,1,1,3,0,0
151,0,1,1,3,4,0,6,4,54,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,5,2,2,1,5,5,2,4,3,3,1,5
152,0,0,2,1,1,2,4,5,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,1,2,7,0,36,0,1,4,1,4,0,0,2,3,2,3,5
153,0,0,2,1,0,5,4,2,44,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,1,2,2,0,2,0,-1,0,1,5,3,2,5,4,5,0,0,3,2
154,0,1,0,0,2,3,5,0,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,4,5,4,0,1,5,4,0,5,2,5,1
155,0,0,0,2,3,4,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,0,0,-1,0,4,2,3,1,3,5,1,0,3,5,1
156,0,0,2,1,1,2,3,1,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,1,2,7,0,36,0,3,0,1,2,2,4,2,2,5,3,3
157,0,0,2,1,1,2,4,5,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,3,0,3,1,4,0,3,5,0,2,0,3
158,0,1,1,0,2,3,5,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,2,2,3,3,1,1,0,60,2,2,0,2,1,3,1,3,0,3,2,2
159,0,1,2,1,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,2,0,2,0,2,4,4,0,5,5,4,2,0,1,5,2,1
160,0,0,2,1,0,5,2,6,70,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,1,2,5,0,2,0,-1,1,0,1,0,0,4,2,4,4,0,0,3
161,0,0,2,1,0,5,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,5,0,2,0,-1,3,3,4,3,5,3,2,2,0,4,5,3
162,0,0,2,1,1,2,3,1,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,2,0,2,0,53,1,4,5,4,3,1,3,3,3,3,0,4
163,0,1,1,3,4,0,6,4,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,30,5,2,3,1,2,2,4,5,3,0,0,2
164,0,0,2,2,1,2,3,1,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,4,1,2,7,0,-1,3,0,0,2,1,4,1,3,0,2,5,2
165,0,0,0,2,3,1,1,7,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,3,0,0,5,0,0,-1,3,4,0,3,4,0,3,0,3,0,2,4
166,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,39,0,5,1,1,5,1,2,1,2,2,1,5
167,0,1,1,3,4,0,6,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,6,0,0,4,4,0,1,3,5,4,4,1,2
168,0,1,0,0,2,3,5,0,75,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,5,5,3,2,5,2,4,4,2,4,3,1
169,0,1,0,0,2,3,5,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,0,0,-1,5,2,3,2,1,3,4,1,1,5,0,3
170,0,1,1,3,0,5,2,2,76,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,2,5,0,2,0,-1,0,1,0,1,4,1,5,4,5,0,3,0
171,0,1,1,3,0,5,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,1,5,0,2,0,15,1,3,5,3,1,2,2,1,1,2,2,2
172,0,1,1,3,4,0,6,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,8,3,5,0,3,1,3,3,2,0,2,1,0
173,0,1,1,3,4,0,6,4,77,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,6,4,0,11,2,4,1,3,3,3,1,0,2,5,3,0
174,0,1,1,3,4,0,6,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,4,4,4,2,1,2,1,0,1,4,4,1
175,0,0,2,1,1,2,4,5,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,1,2,2,1,1,5,0,1,4,2,1,0
176,0,1,0,0,2,3,5,0,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,59,4,2,4,0,1,0,5,2,3,0,5,1
177,0,1,1,3,4,0,6,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,3,2,4,4,3,0,3,2,4,3,1,1
178,0,1,1,3,4,0,6,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,8,3,3,1,2,5,5,4,3,0,5,5,5
179,0,0,2,1,1,2,3,1,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,2,2,7,0,53,2,3,5,0,4,2,3,1,1,3,1,2
180,0,1,1,3,4,0,6,4,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,0,0,1,4,6,4,0,-1,1,2,5,3,4,3,2,5,0,5,4,0
181,0,0,2,1,1,2,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,38,4,0,1,0,1,3,0,4,5,4,1,5
182,0,1,1,3,4,0,6,4,80,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,5,1,2,0,3,0,5,3,5,0,2,1
183,0,0,0,0,2,1,1,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,2,0,0,5,0,0,61,0,1,4,0,0,0,4,3,0,5,0,3
184,0,0,2,1,1,2,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,2,2,1,4,0,4,4,2,1,4,1,3
185,0,1,0,0,2,3,5,0,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,59,0,0,0,4,0,2,1,3,4,4,2,2
186,0,1,1,3,4,0,6,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,8,5,2,5,5,5,3,2,0,1,3,1,5
187,0,1,1,3,4,0,6,4,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,9,3,3,1,3,2,3,1,0,2,0,0,5
188,0,0,0,2,2,1,1,7,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,1,2,3,0,5,5,0,0,25,5,1,3,0,2,5,0,1,4,5,0,4
189,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,4,6,4,0,-1,5,2,1,1,3,1,1,0,4,1,5,0
190,0,0,2,1,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,0,2,5,0,3,5,2,1,0,2,0,3
191,0,1,1,3,0,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,0,1,5,6,2,0,-1,5,0,0,0,4,0,0,3,1,2,0,4
192,0,0,0,2,3,4,0,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,26,5,1,3,1,0,0,5,4,1,0,1,5
193,0,1,1,3,4,0,6,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,-1,4,4,2,3,0,4,4,3,2,1,5,0
194,0,0,2,1,1,2,4,5,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,7,0,-1,3,3,3,3,2,5,1,4,3,4,5,0
195,0,0,2,1,1,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,1,4,1,2,7,0,41,5,4,1,1,5,1,1,5,1,2,1,5
196,0,1,0,0,2,1,1,6,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,2,3,5,6,4,0,-1,4,2,1,5,0,2,3,0,5,0,2,4
197,0,1,1,3,4,0,6,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,29,4,3,0,3,2,1,3,4,1,2,4,0
198,0,1,1,3,4,0,6,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,28,5,4,2,4,0,2,4,5,1,5,3,5
199,0,1,0,0,2,1,1,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,0,5,5,0,0,-1,4,3,5,4,0,5,3,5,5,1,2,1
200,0,0,2,1,0,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,1,4,5,2,7,0,-1,3,2,0,3,1,2,0,1,0,2,5,3
201,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,24,2,0,2,4,3,2,2,3,1,2,0,1
202,0,0,2,2,3,4,3,1,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,1,3,4,1,2,7,0,-1,1,3,4,2,1,1,2,3,1,5,2,2
203,0,1,1,3,0,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,0,1,5,6,4,0,15,2,3,0,0,0,2,3,3,3,3,4,3
204,0,0,0,2,3,4,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,-1,1,0,4,4,2,3,1,1,5,1,4,3
205,0,1,0,0,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,1,2,2,3,5,6,4,0,-1,2,1,4,4,0,1,5,0,2,0,1,4
206,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,25,4,4,0,1,5,1,5,3,4,1,0,2
207,0,1,0,0,2,3,5,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,57,2,2,0,4,1,4,1,0,2,1,0,0
208,0,1,1,0,2,3,5,6,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,2,3,5,6,4,0,-1,3,4,0,2,0,2,4,3,0,1,5,2
209,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,-1,3,2,0,1,1,4,1,4,1,5,2,0
210,0,0,2,2,1,2,3,1,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,-1,2,0,4,4,0,5,4,4,4,2,2,4
211,0,1,0,0,2,3,5,0,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,2,2,3,5,6,0,0,22,1,3,5,0,0,0,4,3,5,4,0,2
212,0,0,2,1,1,2,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,1,2,7,0,38,0,1,4,1,0,4,5,5,2,3,5,5
213,0,1,1,3,0,5,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,2,2,0,2,0,0,2,3,0,4,1,3,1,2,1,1,3,3
214,0,0,2,1,1,2,4,5,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,1,0,3,1,4,2,3,2,4,3,4,3
215,0,1,1,3,4,0,6,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,8,4,0,0,3,4,5,3,4,0,4,3,3
216,0,0,0,0,2,1,1,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,2,2,0,0,5,0,0,62,4,5,4,2,4,2,3,2,2,1,5,3
217,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,4,6,4,0,-1,1,1,2,0,3,3,5,5,4,5,4,5
218,0,1,0,0,2,1,1,7,87,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,2,0,1,2,2,3,3,1,0,0,-1,2,1,3,0,3,2,0,2,0,0,3,1
219,0,1,1,3,0,5,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,0,1,5,0,2,0,7,2,4,2,1,1,0,1,0,3,4,5,5
220,0,1,1,3,4,0,6,4,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,6,4,0,10,3,2,0,3,4,1,2,4,4,3,4,5
221,0,1,0,0,2,1,1,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,2,2,3,5,6,0,0,20,3,0,0,3,1,5,3,5,5,3,2,4
222,0,1,1,3,0,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,0,1,5,6,2,0,15,2,5,0,5,5,2,3,3,3,0,2,1
223,0,1,1,3,0,5,2,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,0,1,5,6,4,0,18,3,0,4,2,0,5,3,1,2,3,2,3
224,0,1,1,3,4,0,6,4,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,6,4,0,14,0,5,3,2,3,0,1,1,2,4,2,3
225,0,1,0,0,2,3,5,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,57,2,2,1,1,5,4,5,3,2,1,1,0
226,0,0,2,1,0,5,4,5,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,1,2,2,0,2,0,-1,0,4,1,4,0,3,1,4,0,5,3,0
227,0,0,2,2,1,2,3,1,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,3,4,1,2,7,0,65,2,2,2,1,5,1,1,3,4,5,2,2
228,0,1,1,0,2,3,1,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,2,3,5,6,4,0,19,3,0,3,5,0,5,3,0,1,4,1,1
229,0,0,0,2,3,1,1,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,3,0,5,5,0,0,25,5,3,3,1,2,1,1,2,1,2,2,4
230,0,0,0,2,3,4,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,45,0,4,0,2,3,3,4,4,5,5,5,1
231,0,0,2,1,1,2,4,5,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,4,1,4,3,0,36,0,0,0,3,5,5,3,3,1,3,4,4
232,0,0,2,2,3,4,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,6,0,50,0,2,4,5,3,2,1,4,1,4,0,3
233,0,0,2,1,1,2,4,5,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,37,3,0,2,5,0,1,5,0,4,1,4,3
234,0,1,1,3,4,0,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,0,1,5,6,4,0,-1,5,1,1,4,4,2,1,1,3,1,1,4
235,0,0,0,2,3,4,0,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,-1,1,4,4,1,4,0,5,4,1,5,4,4
236,0,0,0,2,3,4,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,44,1,2,0,5,4,5,3,5,0,4,3,4
237,0,0,0,2,3,4,0,7,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,0,0,46,0,3,2,0,0,3,1,5,4,3,2,3
238,0,1,0,0,2,3,5,0,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,1,0,1,1,0,4,5,4,0,0,4,2
239,0,1,1,3,2,1,1,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,2,3,5,6,4,0,18,5,2,2,5,1,4,4,3,3,4,2,3
240,0,1,1,0,2,3,5,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,2,2,3,3,1,1,0,60,4,4,5,2,4,0,3,3,4,0,1,4
241,0,0,2,1,1,2,3,1,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,1,2,7,0,42,2,4,5,5,4,5,3,4,3,0,3,1
242,0,0,2,1,1,2,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,-1,3,2,0,5,5,0,3,5,1,5,2,5
243,0,1,1,3,4,0,6,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,3,5,0,6,3,2,3,0,4,1,5,3,5,3,1,2
244,0,1,1,3,0,5,2,6,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,0,1,5,6,4,0,-1,0,2,5,0,3,0,1,0,1,0,0,3
245,0,1,0,0,2,3,5,0,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,-1,1,2,3,3,5,4,2,5,1,5,4,0
246,0,0,2,1,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,1,2,2,0,2,0,-1,1,4,3,1,2,1,3,4,2,3,5,2
247,0,0,2,2,3,4,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,4,1,2,6,0,-1,0,0,3,1,3,0,3,5,2,0,3,1
248,0,0,2,1,0,2,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,1,2,2,0,2,0,4,0,1,1,4,4,4,1,0,4,4,3,0
249,0,1,1,3,4,0,6,6,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,0,0,0,1,5,6,4,0,-1,1,3,4,4,3,3,3,2,1,4,0,1
250,0,0,2,1,1,2,4,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,2,4,3,0,34,5,5,4,1,2,5,4,3,0,3,2,0
251,0,1,1,3,4,0,6,4,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,6,4,0,31,4,5,1,3,0,4,3,4,3,0,1,5
252,0,0,2,1,0,5,4,2,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,0,1,2,2,0,2,0,-1,0,3,3,1,1,1,2,2,3,5,5,1
253,0,0,2,1,1,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,1,1,1,4,1,2,7,0,41,2,5,5,5,2,2,3,0,0,0,3,2
254,0,1,0,0,2,3,5,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,2,2,3,3,1,1,0,57,0,0,5,2,0,0,5,0,3,2,5,0
255,0,0,0,2,3,4,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,0,5,6,0,-1,5,1,1,5,4,0,1,2,4,3,4,0
256,0,1,1,3,4,0,6,4,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,0,1,4,6,4,0,31,4,0,0,1,3,3,0,5,0,5,1,3
257,0,0,2,1,0,5,4,5,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,1,2,2,0,2,0,4,1,4,4,5,2,1,2,0,1,2,2,0
258,0,1,1,3,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,1,2,2,0,2,0,2,2,1,0,0,2,5,2,4,5,3,2,5
259,0,0,2,2,3,4,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,1,3,4,1,2,7,0,50,2,4,1,5,0,2,0,2,1,1,3,0
